,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,1.503427012513233e-16,4.675409160617933,3.0,0.0,-4.6554105155,1.0,4.6951544163,2.0,-0.0397439008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-7.696345078066667,0.19912734437900848,3.0,3.0,-7.8388832011,4.0,-7.7813253746,5.0,-7.4688266585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-8.16442868,0.062145349942496306,3.0,6.0,-8.1408625368,7.0,-8.117513181,8.0,-8.2349103222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,5.28677630773884e-18,1.9621273315674743,21.0,9.0,-1.8842485384,10.0,1.4701352525,11.0,3.6529022998,12.0,1.7571117215,13.0,-0.076321448,14.0,0.1764990828,15.0,-0.7499021699,16.0,2.9511825674,17.0,3.1221294532,18.0,-2.1283816272,19.0,-0.9013170231000001,20.0,2.2205663728,21.0,-0.7539124747,22.0,-1.4021283457,23.0,-3.0434228534,24.0,-2.2461978034,25.0,-1.381257627,26.0,-2.3249356451,27.0,0.055735642200000005,28.0,1.1062157393,29.0,0.3795474244
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-9.34145417784762,1.6784252468808594,21.0,30.0,-8.2957061696,31.0,-9.446406108,32.0,-7.4065003043,33.0,-9.3583535075,34.0,-8.9435214314,35.0,-11.1915300036,36.0,-9.9488378418,37.0,-9.8879049645,38.0,-8.0173290769,39.0,-7.5965226975,40.0,-6.7788615411,41.0,-7.6454936486000005,42.0,-10.9004698927,43.0,-10.0022627177,44.0,-10.2004235184,45.0,-8.5543514693,46.0,-9.2433174829,47.0,-6.9690123401,48.0,-10.9000990617,49.0,-11.5795992791,50.0,-13.3040346781
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,1.2894291127001185,3.0,51.0,1.4758618179,52.0,-0.9082287584000001,53.0,-0.5676330595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-1.792339836175,3.93732626629305,4.0,54.0,-7.1381953602,55.0,1.9405784495,56.0,0.1747279608,57.0,-2.1464703948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.19032240101443892,4.0,58.0,0.1294732449,59.0,-0.0181196114,60.0,0.1509344023,61.0,-0.2622880358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.36588581237499995,0.7038363798362169,4.0,62.0,1.2897430562,63.0,0.24731378140000002,64.0,0.34687276570000003,65.0,-0.4203863538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.33421965417500005,0.5383295088866676,4.0,66.0,-0.4118048959,67.0,0.7301078146000001,68.0,0.2915515752,69.0,0.7270241228000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
