,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.2089935208,0.07746682190039608,4.0,70.0,-0.1320520546,71.0,-0.1882194599,72.0,-0.3164926202,73.0,-0.1992099485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-5.921189464667501e-16,12.040670648960507,6.0,74.0,9.8398557112,75.0,9.4668355603,76.0,9.198437246,86.0,-20.4150284349,88.0,-5.5173813561,90.0,-2.5727187264999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-8.703897443866666,14.659380350929318,6.0,77.0,4.6532269131,78.0,4.2695646626,79.0,5.0133598695,87.0,-22.3049188428,89.0,-23.4918425909,91.0,-20.3627746747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-12.2208774274,7.275670540084258,3.0,80.0,-13.5379978439,82.0,-4.3766177289,84.0,-18.7480167094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-27.75584632356667,1.8167147103900112,3.0,81.0,-29.8336129435,83.0,-26.9671963922,85.0,-26.466729635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,2.049011516189588,3.0,92.0,-1.9494222533,93.0,-0.18643608720000002,94.0,2.1358583405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.27155623873333334,1.0206053035111855,3.0,95.0,1.4262148987,96.0,-0.1015484116,97.0,-0.5099977709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.8026046331000001,0.9796127229832786,3.0,98.0,-0.4949549995,99.0,-0.0137445268,100.0,-1.8991143730000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.4550136256000001,0.9361992288077395,3.0,101.0,-1.4544313466,102.0,-0.31215509820000004,103.0,0.401545568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-5.7650173944,1.143886860118705,3.0,104.0,-6.8809219029,105.0,-5.8190659528,106.0,-4.5950643275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-9.032699459266668,1.581683942936196,3.0,107.0,-9.4760380611,108.0,-7.2766533277,109.0,-10.345406989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-4.307994269200001,0.8965778783532008,3.0,110.0,-5.1608234834,111.0,-4.3898744983,112.0,-3.3732848259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-8.1149862783,0.43525074495331706,3.0,113.0,-8.6013329557,114.0,-7.7620705457,115.0,-7.9815553335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
