,-0.08643246196363638,-0.07202705163636365,-0.05762164130909092,-0.04321623098181819,-0.02881082065454546,-0.01440541032727273,0.0,0.01440541032727273,0.02881082065454546,0.04321623098181818,0.05762164130909092,0.07202705163636366,0.08643246196363638,0.1008378722909091,0.11524328261818184,0.12964869294545459,0.1440541032727273,0.15845951360000002,0.17286492392727273,0.1872703342545455
thresh,-0.07922975680000001,0.07922975680000001,1,,,,,,,,,,,,,,,,,
unreg,1,3,12,31,150,472,558,302,98,42,19,13,7,4,5,3,2,0,1,0
unreg_genes,['SP5448_01865'],[],[],[],[],[],[],[],[],[],[],[],"['rplT' 'SP5448_03520' 'yaaK' 'rpmG' 'SP5448_06990' 'SP5448_04170'
 'SP5448_01710']",['SP5448_08785' 'XK27_12190' 'XK27_01125' 'SP5448_04395'],['acpP1' 'ykuJ' 'rpsN' 'ylqC' 'rpmB'],['rpsR' 'cspD' 'SP5448_00995'],['copZ' 'rpsO'],[],['rpmH'],[]
