,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,1.1535056330729936,3.0,0.0,0.8633410754,6.0,0.4467125713,12.0,-1.3100536467000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,1.2086655138666667,0.23515645592275441,3.0,1.0,1.0331927418,7.0,1.475860916,13.0,1.1169428838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,1.4083657913000003,0.7689258338950786,3.0,2.0,1.4020419226,8.0,2.1804340558,14.0,0.6426213955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,3.1753937125,0.14575358301953645,3.0,3.0,3.3020182252,9.0,3.2080959423,15.0,3.01606697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,3.170897823266667,0.2324709089686483,3.0,4.0,3.4392438353,10.0,3.0426860995,16.0,3.030763535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,1.9850907047333335,0.2510275136800053,3.0,5.0,1.7218618488000001,11.0,2.2218133611,17.0,2.0115969043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.7609370731,1.4787815505677309,2.0,18.0,-0.2847193892,71.0,1.8065935354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.03286928449999982,2.6866424379675924,3.0,19.0,0.9752514537,70.0,2.1213626482,205.0,-2.9980062484000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.134479267975,0.6528152904263368,8.0,20.0,-0.4460517182,32.0,0.3910088671,55.0,0.7548691616000001,67.0,0.6397918058000001,126.0,0.1271356149,147.0,0.6362886951,203.0,0.1376391853,210.0,-1.1648474678,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.8028809847999999,1.5844248026670715,3.0,21.0,-0.9830645014,34.0,1.3520500113,61.0,2.0396574445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,2.6810570340875,1.7629789796107078,8.0,22.0,2.0608001247,104.0,5.0940384193,111.0,-0.6976602826,133.0,2.4665562371,165.0,2.5585901987,238.0,3.5122669650000002,265.0,2.0467083048,270.0,4.4071563057,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,1.9284013561714286,1.9644040139781214,7.0,23.0,3.5268017949,56.0,2.9029298967,82.0,2.8107355698000003,118.0,3.2983462617,134.0,0.8986044308000001,137.0,-2.0586093229,227.0,2.1200008622,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.6877583120499999,0.7078302501194161,4.0,24.0,0.33711610940000003,101.0,-1.1524895074,139.0,-0.7680198798000001,149.0,-1.1676399704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,2.69312172015,0.8032827241030549,4.0,25.0,2.0388018596,123.0,2.0833445203,155.0,3.7355700567,191.0,2.914770444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,2.1370449836,0.49323550676557115,3.0,26.0,1.5731132703,59.0,2.3499671426,159.0,2.4880545379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,0.11576611138000001,1.018464056577299,5.0,27.0,0.5830647455,76.0,0.938215667,146.0,0.4565448536,162.0,-1.650508833,262.0,0.2515141238,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,1.030295676825,1.3549338372066588,4.0,28.0,-0.13617809790000002,94.0,2.9632072775,186.0,0.8889603267,231.0,0.405193201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.7661051167666668,1.2113608304562726,3.0,29.0,3.1350210234,49.0,0.8327556369,260.0,1.33053869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.32877529382,2.9848385526067696,5.0,30.0,4.9696297393,77.0,-1.1880517564,172.0,-1.4229076817,259.0,-2.1315948975,280.0,-1.8709518728,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.45988962087500007,1.487388641603795,4.0,31.0,-1.6514845744,40.0,1.7998959273000001,138.0,1.0528810782,192.0,0.6382660524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
