,-0.05645360846898284,-0.02822680423449142,0.0,0.02822680423449142,0.05645360846898284,0.08468041270347426,0.11290721693796568,0.1411340211724571,0.16936082540694852,0.19758762964143994,0.22581443387593136,0.2540412381104228,0.2822680423449142,0.3104948465794056,0.33872165081389705,0.36694845504838847,0.3951752592828799,0.4234020635173713,0.45162886775186273,0.47985567198635415
thresh,-0.04234020635173713,0.04234020635173713,3,,,,,,,,,,,,,,,,,
unreg,3,190,5132,199,19,2,3,2,1,0,2,1,2,1,0,0,0,0,0,0
LldR,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ErbR,0,1,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['PA5046' 'pntAB' 'PA3303a'],[],[],[],"['dguR' 'PA4605' 'PA0797' 'PA3270' 'PA1507' 'fdnG' 'PA0789' 'PA3614'
 'mqoB' 'PA3568' 'argA' 'glcB' 'PA0742' 'erbR' 'PA0483' 'PA2746a' 'PA4198'
 'PA4606' 'mdcA']",['idh' 'PA3231'],['PA4289' 'PA3271' 'PA1333'],['PA2679' 'PA3232'],['PA5445'],[],['PA3038' 'PA3233'],['acsA'],['PA4290' 'PA3234'],['PA3235'],[],[],[],[],[],[]
LldR_genes,[],[],[],['lldR'],['PA4772' 'lldD'],['lldP'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ErbR_genes,[],['exaB'],['exaA' 'eraS' 'exaC'],['pqqA' 'eraR'],['pqqH'],['pqqD' 'pqqC' 'pqqE' 'pqqB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
