,-0.13600658251366876,-0.11508249289618126,-0.09415840327869376,-0.07323431366120627,-0.05231022404371877,-0.03138613442623127,-0.01046204480874377,0.010462044808743742,0.03138613442623123,0.05231022404371871,0.07323431366120622,0.09415840327869374,0.11508249289618122,0.1360065825136687,0.15693067213115625,0.17785476174864373,0.19877885136613122,0.2197029409836187,0.24062703060110618,0.2615511202185937
thresh,-0.08369635846995,0.08369635846995,2,,,,,,,,,,,,,,,,,
unreg,0,1,2,2,13,115,1864,1636,95,10,2,2,0,1,0,0,0,0,0,0
fur,1,0,0,1,5,8,63,62,11,2,7,6,9,2,1,0,1,0,1,0
unreg_genes,[],['ydhY'],['ydhV' 'preT'],[],[],[],[],[],[],[],[],['efeU_2' 'gadW'],[],['bfd'],[],[],[],[],[],[]
fur_genes,['ftnA'],[],[],['yjjZ'],['entD' 'mntP' 'purR' 'ybiX' 'ybdZ'],['entH' 'hybB' 'fepE' 'hybC' 'gspO' 'ycgZ' 'fumB' 'hybO'],"['yjbJ' 'ftnB' 'garP' 'yjhH' 'gspL' 'fiu' 'katG' 'nac' 'adk' 'ssnA' 'soxS'
 'entA' 'cyoB' 'ygaQ' 'cyoA' 'gdhA' 'hybA' 'hybD' 'ymgC' 'zwf' 'hybE'
 'sucA' 'yhaJ' 'uxuB' 'garL' 'soxR' 'tfaQ' 'nagA' 'yjiT' 'cdh' 'ndh'
 'ygfK' 'cirA' 'oppA' 'flhC' 'sdiA' 'fhuE' 'mntH' 'entB' 'uxuA' 'sucB'
 'lpd' 'zinT' 'sufE' 'pepD' 'yjhI' 'nagB' 'yhhY' 'hybF' 'garK' 'fecC'
 'gspD' 'fecE' 'pyrC' 'oppF' 'sucC' 'panM' 'gmr' 'yciO' 'umpH' 'ynfD'
 'ompR' 'fumC']","['ompF' 'metH' 'rpoS' 'fepA' 'gspE' 'cyoC' 'gspF' 'yddB' 'sufD' 'hmp'
 'cyoE' 'gspG' 'fecB' 'emrD' 'gltB' 'gnd' 'rcnB' 'flhD' 'yrbL' 'oppC'
 'cyoD' 'oppD' 'aspC' 'fdhE' 'sufS' 'fur' 'gspC' 'rmuC' 'sdhB' 'oppB'
 'crl_2' 'katE' 'sucD' 'nohQ' 'sdhA' 'fnr' 'amtB' 'gltF' 'recN' 'acnA'
 'gpmA' 'metJ' 'yagI' 'nrdF' 'hybG' 'argF' 'gltD' 'sdhC' 'nagC' 'fecD'
 'glnD' 'sufC' 'stfQ' 'sdhD' 'garR' 'sufB' 'glnK' 'ygaC' 'ariR' 'ymgA'
 'zapB' 'sufA']","['gspK' 'adhP' 'grcA' 'yddA' 'entE' 'fecA' 'map' 'ydiE' 'entF' 'rcnA'
 'nrdE']",['efeB' 'efeO'],['entC' 'yqjH' 'fhuB' 'fecR' 'feoC' 'nrdI' 'sodA'],['nrdH' 'fepB' 'yncE' 'ybaN' 'fhuD' 'fecI'],['fes' 'exbD' 'feoB' 'fhuC' 'yojI' 'fepG' 'tonB' 'fepC' 'feoA'],['exbB' 'entS'],['fepD'],[],['fhuA'],[],['fhuF'],[]
