,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-0.004759873797087394,0.32928643312418104,2.0,0.0,-0.2376005436119264,1.0,0.2280807960177516
1,RichMedia__BHIN_Growth_Mid,1.9674684510808873,1.967368304615624,2.0,2.0,0.5763289817956982,3.0,3.3586079203660764
2,RichMedia__BHIN_Growth_Stat,4.85909450864683,1.8845259194691562,2.0,4.0,6.191655565625284,5.0,3.5265334516683766
3,RichMedia__LBv2_Growth_Late,-2.6319832693156027,0.46703499745887944,2.0,6.0,-2.301739655560987,7.0,-2.962226883070218
4,RichMedia__LBv2_Growth_Mid,1.0200174038743626e-14,0.19498948791843063,2.0,8.0,-0.1378783891672045,9.0,0.1378783891672249
5,RichMedia__LBv2_Growth_Stat,16.933912894751764,0.349093220649374,2.0,10.0,16.68706671116434,11.0,17.18075907833919
6,RichMedia__MHB_Rich_Mid,7.521980633520789,0.40801405566517146,2.0,12.0,7.233471127940521,13.0,7.8104901391010575
7,RichMedia__NBO_Rich_Mid,7.141530855360591,1.2355733262611297,2.0,14.0,6.267848577708127,15.0,8.015213133013054
8,Carbon__M9Na_Arabinose_Mid,0.27575899146506877,1.9019420738489257,2.0,16.0,-1.069117146377512,17.0,1.6206351293076495
9,Carbon__M9Na_Galactose_Mid,-2.6467776462168096,0.5225635569444886,2.0,18.0,-2.277269411500399,19.0,-3.01628588093322
10,Carbon__M9Na_GlcNAcGrowth_Late,1.0999832287031917,1.0741109469372205,2.0,20.0,0.3404720943771791,21.0,1.859494363029204
11,Carbon__M9Na_GlcNAcGrowth_Mid,-3.0502391084326277,0.450602553332758,2.0,22.0,-2.731614987351062,23.0,-3.368863229514194
12,Carbon__M9Na_GlcNAcGrowth_Stat,8.452204680522186,0.4386446921270468,2.0,24.0,8.762373316856706,25.0,8.142036044187666
13,Carbon__M9Na_GlcNAc_Mid,-1.4838934888898268,0.16751865660746665,2.0,26.0,-1.602347066952227,27.0,-1.3654399108274264
14,Carbon__M9Na_Gluconate_Mid,-3.965749705550578,4.417550663445598,2.0,28.0,-7.089429735908093,29.0,-0.8420696751930637
15,Carbon__M9Na_Glucosamine_Mid,-2.8424267058738177,0.5672433674563354,2.0,30.0,-3.243528337585285,31.0,-2.4413250741623505
16,Carbon__M9Na_Glycerol_Mid,-3.5188008408619185,0.9596643686028441,2.0,32.0,-2.840215658159741,33.0,-4.197386023564096
17,Carbon__M9Na_Maltose_Mid,0.5033018703443362,4.578478367090324,2.0,34.0,3.7407749712298153,35.0,-2.734171230541143
18,Carbon__M9Na_Mannitol_Mid,-2.2435558208190542,0.4226086853367187,2.0,36.0,-1.9447263536291288,37.0,-2.54238528800898
19,Carbon__M9Na_Trehalose_Mid,0.03261221515921453,2.7634961577904713,2.0,38.0,-1.921474657797397,39.0,1.986699088115826
20,Carbon__M9Na_ethanol_Mid,-5.864579783212817,0.7722036097306143,2.0,40.0,-5.31854937431557,41.0,-6.410610192110065
21,Carbon__M9Na_fructose_Mid,-2.8783197487405854,1.1992410546575523,2.0,42.0,-3.726311230766248,43.0,-2.0303282667149234
22,Carbon__M9Na_fumarate_Mid,-6.213532615097447,2.021370316570243,2.0,44.0,-7.642857273233464,45.0,-4.7842079569614295
23,Carbon__M9Na_glucoseGrowth_Late,1.6351749313597275,0.3632083873571125,2.0,46.0,1.378347817675683,47.0,1.892002045043772
24,Carbon__M9Na_glucoseGrowth_Mid,6.661338147750939e-16,2.4561812827159923,2.0,48.0,-1.73678244083195,49.0,1.7367824408319514
25,Carbon__M9Na_glucoseGrowth_Stat,4.25949957254619,0.41596394223511984,2.0,50.0,4.553630496829733,51.0,3.965368648262648
26,Carbon__M9Na_ribose_Mid,-4.375317042391266,5.914854416881107,2.0,52.0,-0.1928833744834335,53.0,-8.5577507102991
27,Carbon__M9Na_succinate_Mid,-4.772927548795131,1.2893507884682551,2.0,54.0,-5.684636234649256,55.0,-3.861218862941006
28,Carbon__M9Na_sucrose_Mid,-8.38896634373652,0.15437417598842465,2.0,56.0,-8.498125370418022,57.0,-8.27980731705502
29,TF__LBv2_HapROver_Late,1.860305139219847,0.03729568902300373,2.0,58.0,1.8339331046026563,59.0,1.8866771738370376
30,TF__LBv2_HapROver_Mid,-0.8985472134217364,1.146260882917377,2.0,60.0,-1.7090760567414929,61.0,-0.0880183701019798
31,TF__LBv2_HapROver_Stat,0.5059824413179346,1.0234752463871961,2.0,62.0,1.2296887284148936,63.0,-0.2177238457790244
32,TF__LBv2_LuxOOver_Late,8.684687165383732,0.30527284281707295,2.0,64.0,8.90054766265178,65.0,8.468826668115685
33,TF__LBv2_LuxOOver_Mid,2.0235072364255675,1.3559601160055834,2.0,66.0,1.0646986433795216,67.0,2.982315829471613
34,TF__LBv2_LuxOOver_Stat,-6.682787695674369,0.24730123623918934,2.0,68.0,-6.857656076814916,69.0,-6.507919314533821
35,TF__LBv2_QstROver_Late,7.155580107288067,0.11440618318678579,2.0,70.0,7.07468271934702,71.0,7.2364774952291135
36,TF__LBv2_QstROver_Mid,2.4776026799897517,1.228933591132559,2.0,72.0,1.6086154040719831,73.0,3.34658995590752
