,A,ArgR
Carbons__M9Na_fumarate_Mid__2,-4.7842079569614295,0.6802375524999995
Carbons__M9Na_glucoseGrowth_Late__1,1.378347817675683,-0.3047306255000004
Carbons__M9Na_glucoseGrowth_Late__2,1.892002045043772,-0.8358037355000008
Carbons__M9Na_glucoseGrowth_Mid__1,-1.73678244083195,-0.2601452515000009
Carbons__M9Na_glucoseGrowth_Mid__2,1.7367824408319514,0.2601452514999991
Carbons__M9Na_glucoseGrowth_Stat__1,4.553630496829733,0.3994186594999984
Carbons__M9Na_glucoseGrowth_Stat__2,3.965368648262648,-0.4575433165000007
Carbons__M9Na_ribose_Mid__1,-0.1928833744834335,-0.252923216500001
Carbons__M9Na_ribose_Mid__2,-8.5577507102991,1.1482004825
Carbons__M9Na_succinate_Mid__1,-5.684636234649256,-0.5358711645000005
Carbons__M9Na_succinate_Mid__2,-3.861218862941006,-0.6829604525000006
Carbons__M9Na_sucrose_Mid__1,-8.498125370418022,1.160601098499999
Carbons__M9Na_sucrose_Mid__2,-8.27980731705502,0.3992767255
Rich_TF_over_stress__LBv2_HapROver_Late__1,1.8339331046026563,0.2431242224999987
Rich_TF_over_stress__LBv2_HapROver_Late__2,1.8866771738370376,0.8103431555
Rich_TF_over_stress__LBv2_HapROver_Mid__1,-1.7090760567414929,0.024557936499999
Rich_TF_over_stress__LBv2_HapROver_Mid__2,-0.0880183701019798,0.0505370684999988
Rich_TF_over_stress__LBv2_HapROver_Stat__1,1.2296887284148936,-0.5933967165000009
Rich_TF_over_stress__LBv2_HapROver_Stat__2,-0.2177238457790244,-0.5052724955000008
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,8.90054766265178,-2.4196733685000007
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,8.468826668115685,-2.671106088500001
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,1.0646986433795216,0.2702666064999999
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,2.982315829471613,-0.2685339015000005
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,-6.857656076814916,0.7112331725000001
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,-6.507919314533821,0.271220293499999
Rich_TF_over_stress__LBv2_QstROver_Late__1,7.07468271934702,-2.2221431585000007
Rich_TF_over_stress__LBv2_QstROver_Late__2,7.2364774952291135,-2.452361818500001
Rich_TF_over_stress__LBv2_QstROver_Mid__1,1.6086154040719831,0.3845347974999988
Rich_TF_over_stress__LBv2_QstROver_Mid__2,3.34658995590752,0.1300759594999991
Rich_TF_over_stress__LBv2_QstROver_Stat__1,-10.186377085724752,0.6369079954999997
Rich_TF_over_stress__LBv2_QstROver_Stat__2,-10.653565598144608,0.9538228434999994
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,23.42095081542969,-2.356350518500001
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,22.099002217089616,-2.391684263500001
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,28.585505377040786,1.7190490574999997
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,28.36892766301069,2.019215942499999
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,-10.467179375458484,1.0652702214999987
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,-11.857235198310743,1.0842135795
Salinity and Temperature Variations__20-300-T1__1,0.1100508909276925,0.1922286344999992
Salinity and Temperature Variations__20-300-T1__2,-2.1607473745555645,0.2208465734999993
Salinity and Temperature Variations__20-300-T2__1,-0.1100508909276992,-0.1922286344999992
Salinity and Temperature Variations__20-300-T2__2,-2.321083775076364,-0.5284949205
Rich_TF_over_stress__LBv2_LowpH_Mid__1,-4.7334465014926606,0.0597329924999989
Rich_TF_over_stress__LBv2_LowpH_Mid__2,-4.269082036025974,-0.2509585085000001
Rich_TF_over_stress__LBv2_highSalt_Mid__1,0.053783435966847,-1.5226368155000003
Rich_TF_over_stress__LBv2_highSalt_Mid__2,0.4134414191041658,-1.237178160500001
Carbons__M9Na_glucoseKanamycin_Mid__1,6.940226559895564,0.3965745685000001
Carbons__M9Na_glucoseKanamycin_Mid__2,5.910520086395694,1.1095024014999986
microgravity__R_wt__1,0.438532475644094,0.0086784715000014
microgravity__R_wt__2,-0.4385324756440995,-0.0086784714999996
microgravity__R_s__1,3.541325106335551,1.0127965115000013
microgravity__R_s__2,5.766844271435235,1.1522132715000009
Competence_condition__OSS_TfoXOver_Stat__1,16.51472624804498,0.5364940034999996
Competence_condition__OSS_TfoXOver_Stat__2,17.548267621695135,0.0926902714999995
Competence_condition__OSS_VectorOnly_Stat__1,0.0804755588039312,0.1767554535000002
Competence_condition__OSS_VectorOnly_Stat__2,-0.0804755588039254,-0.1767554535000002
Competence_Recovery__LBv2_TfoXOver_Recov__1,3.0538692544759978,0.982847314499999
Competence_Recovery__LBv2_TfoXOver_Recov__2,2.522168557591487,0.6056142025
Competence_Recovery__LBv2_VectorOnly_Recov__1,1.246729188155921,0.1037498844999991
Competence_Recovery__LBv2_VectorOnly_Recov__2,-1.2467291881559148,-0.1037498845000008
