,BSU19430
M9exp_1,7.3768
M9exp_2,7.3433
M9exp_3,6.9756
M9tran_1,7.3709
M9tran_2,7.3691
M9tran_3,7.3687
M9stat_1,8.4714
M9stat_2,8.9366
M9stat_3,8.7775
MG-0.1_1,7.1781
MG-0.1_2,6.5655
MG-0.1_3,7.1467
MG-0.2_2,6.9061
MG-0.2_3,7.4637
MG+5_1,7.2759
MG+5_2,6.4553
MG+5_3,7.4967
MG+10_1,6.9758
MG+10_2,6.7712
MG+10_3,7.2242
MG+15_1,7.1308
MG+15_2,7.6665
MG+15_3,7.1206
MG+25_1,7.1023
MG+25_2,6.8291
MG+25_3,7.0457
MG+45_1,7.0542
MG+45_2,7.042000000000002
MG+45_3,6.9991
MG+60_2,7.065
MG+60_3,7.3036
MG+90_2,6.4718
MG+90_3,6.7692
MG+120_1,7.2432
MG+120_2,7.1021
MG+120_3,6.9614
MG+150_1,7.2378
MG+150_3,7.0744
GM-0.1_1,7.2271
GM-0.1_2,7.0627
GM-0.1_3,7.4073
GM-0.2_1,7.7657
GM-0.2_2,7.5727
GM-0.2_3,6.8822
GM+5_1,7.0399
GM+5_2,6.683
GM+5_3,7.1495
GM+10_2,6.6875
GM+10_3,6.896
GM+15_1,6.9197
GM+15_2,7.1512
GM+15_3,6.9219
GM+25_1,6.8252
GM+25_2,7.0501
GM+25_3,7.2903
GM+45_1,7.0319
GM+45_2,6.405
GM+45_3,7.8099
GM+60_1,6.7064
GM+60_2,6.9819
GM+60_3,7.3965
GM+90_1,7.1376
GM+90_2,7.6829
GM+90_3,7.4973
GM+120_1,7.925
GM+120_3,8.1566
GM+150_1,7.5053
GM+150_2,6.6654
GM+150_3,7.3005
BT_1,9.1029
BT_2,8.6753
B36_1,8.7893
B36_2,8.5936
B60_1,9.2571
B60_2,9.7463
S0_1,7.2851
S0_2,7.417999999999998
S0_3,7.6254
S1_1,7.1159
S1_2,7.1683
S1_3,6.9094
S2_1,7.5763
S2_2,7.1388
S2_3,7.0692
S3_1,10.04
S3_2,10.0464
S4_1,11.2797
S4_2,11.0971
S4_3,10.7423
S5_1,12.1971
S5_2,12.1385
S5_3,12.4595
S6_1,11.6162
S6_2,10.5813
S6_3,11.5532
S6/t_1,11.2935
S6/t_2,9.8324
S6_4,10.6548
S6_5,11.3385
S6_6,11.5249
S7_4,11.0262
S7_5,10.9259
S7_6,11.2287
S8_4,10.5762
S8_5,10.6327
G135_1,7.4548
G135_3,7.4827
G150_1,7.4433
G150_2,7.0683
G150_3,7.5919
G180_1,7.3273
G180_2,7.0798
G180_3,6.978
T-5.40H_1,7.5363
T-4.40H_1,7.329
T-3.40H_1,7.1661
T-2.40H_1,7.0891
T-1.40H_1,6.9635
T-1.10H_1,6.7546
T-0.40H_1,6.6482
T0.0H_1,6.8322
T0.30H_1,7.9443
T1.0H_1,7.5251
T1.30H_1,7.8149
T2.0H_1,7.9816
T2.30H_1,7.6759
T3.0H_1,7.5729
T3.30H_1,7.9634
T4.0H_1,7.9656
T5.0H_1,8.4018
LBexp_1,7.0824
LBexp_2,6.8445
LBexp_3,7.0602
LBtran_1,7.2357
LBtran_2,7.0497
LBtran_3,7.2991
LBstat_1,7.2426
LBstat_2,7.4445
LBstat_3,7.5687
LBGexp_1,6.9011
LBGexp_2,6.9428
LBGexp_3,7.0377
LBGtran_2,7.5986
LBGtran_3,7.4632
LBGstat_1,7.1922
LBGstat_2,7.2958
LBGstat_3,7.7619
Mt0_1,7.1629999999999985
Mt0_3,6.7712
M0t45_1,7.1264
M0t45_2,6.8817
M0t45_3,6.8859
M0t90_1,7.4768
M0t90_2,7.1281
M0t90_3,7.2082
M40t45_1,7.3558
M40t45_2,7.3122
M40t45_3,6.7197
M40t90_1,7.1922
M40t90_2,7.0847
M40t90_3,7.1448
dia0_1,7.0385
dia0_2,7.0947
dia0_3,6.6503
dia5_1,7.2673
dia5_2,7.4
dia5_3,6.8625
dia15_1,7.6074
dia15_2,7.4656
dia15_3,7.286
C30_1,8.6502
C30_2,8.5735
C90_1,7.2879
C90_2,6.5397
SMM_1,7.2612
SMM_2,7.0451
SMM_3,7.0218
Salt_1,8.3454
Salt_2,8.5914
Salt_3,8.251
M+G_1,8.1127
M+G_2,7.1981
M+G_3,7.3095
Glu_1,7.4848
Glu_2,7.7604
Glu_3,7.3192
Fru_1,7.3903
Fru_2,7.5732
Fru_3,7.3887
Mal_1,7.4435
Mal_2,7.4777
Mal_3,8.1872
G+S_2,8.9725
G+S_3,9.4559
Pyr_1,8.906
Pyr_2,9.3281
Pyr_3,9.0929
Gly_1,9.0471
Gly_2,9.7875
Gly_3,8.8193
Glucon_1,8.0806
Glucon_2,8.0087
Glucon_3,8.227
BI_1,7.2205
BI_2,7.3079
BC_2,8.5801
BC/t_1,8.0182
BC/t_2,8.8582
BC_1,8.0097
Sw_1,8.8932
Sw_2,9.4803
BMM_1,6.8007
BMM_2,6.8568
BMM_3,7.1847
Heat_1,8.4437
Heat_2,8.3523
Heat_3,8.4799
Cold_1,7.0501
Cold_2,7.2219
Cold_3,7.2986
Etha_1,10.2027
Etha_2,9.8475
Etha_3,10.0871
SMMPr_1,7.7787
SMMPr_2,7.5905
SMMPr_3,7.6129
HiTm_1,9.1208
HiTm_2,7.4232
HiTm_3,7.3779
LoTm_1,8.9939
LoTm_2,9.4905
LoTm_3,9.3376
HiOs_1,7.4091
HiOs_2,7.5675
HiOs_3,7.4783
Oxctl_1,7.7239
Oxctl_2,7.6316
Oxctl_3,7.2227
Diami_1,7.4981
Diami_2,7.2991
Diami_3,7.8154
Paraq_1,7.4316
Paraq_2,7.186
Paraq_3,7.0925
H2O2_1,7.8374
H2O2_2,7.9743
H2O2_3,8.0234
HPh_1,7.6215
HPh_2,7.1021
HPh_3,7.7103
LPh_1,7.689
LPh_2,7.0889
LPh_3,7.5111
LPhT_1,8.2275
LPhT_2,8.3172
LPhT_3,8.2695
aero_1,7.1968
aero_2,7.2214
aero_3,7.0491
nit_1,9.4755
nit_2,8.2221
nit_3,9.2222
ferm_1,9.1818
ferm_2,7.8608
ferm_3,9.6371
