,-0.12138104598576972,-0.08092069732384649,-0.04046034866192326,-2.7755575615628914e-17,0.040460348661923204,0.08092069732384642,0.12138104598576967,0.16184139464769293,0.20230174330961614,0.24276209197153936,0.2832224406334626,0.32368278929538585,0.36414313795730907,0.4046034866192323,0.44506383528115556,0.4855241839430787,0.525984532605002,0.5664448812669253,0.6069052299288484,0.6473655785907717
thresh,-0.1011508716548081,0.1011508716548081,1,,,,,,,,,,,,,,,,,
unreg,1,2,174,3856,175,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,['hofO'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yfjM'],[],[]
