locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2629,0.5513338274,yfjM,CP4-57 prophage%3B protein YfjM,"Intracellular trafficking, secretion, and vesicular transport",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7364
b3393,-0.10958415120000001,hofO,DNA utilization protein HofO,Function unknown,,"RpoS,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G7737
