,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-1.7089039754666668,3.748744751967475,3.0,0.0,-0.6053145319000001,1.0,1.3641675031,2.0,-5.8855648976,,,,,,,,,,
1,LB__LBtran,-10.343170849566667,2.3352023535119115,3.0,3.0,-11.8209769409,4.0,-7.6510046626,5.0,-11.5575309452,,,,,,,,,,
2,LB__LBstat,-15.3025261309,6.055274265851122,3.0,6.0,-8.7220801406,7.0,-16.5458870493,8.0,-20.6396112028,,,,,,,,,,
3,LB__LBGexp,-3.2326125927333336,0.8188439534984429,3.0,9.0,-2.5986504133,10.0,-2.9420787555,11.0,-4.1571086094,,,,,,,,,,
4,LB__LBGtran,-9.17574935865,5.703606989714339,2.0,12.0,-13.2088085383,13.0,-5.142690179,,,,,,,,,,,,
5,LB__LBGstat,-15.446483346966668,5.217801299686754,3.0,14.0,-9.6623463963,15.0,-16.8779799463,16.0,-19.7991236983,,,,,,,,,,
6,Life Cycle__S0,-4.064627797566667,2.8150568736436306,3.0,17.0,-0.9603800335,18.0,-4.7817190058,19.0,-6.4517843534,,,,,,,,,,
7,Life Cycle__S1,3.8658449125,1.9060919019280853,3.0,20.0,3.6394419839000003,21.0,2.0830657271,22.0,5.8750270265,,,,,,,,,,
8,Life Cycle__S2,-8.270215822766666,2.5104688042734056,3.0,23.0,-11.0408132975,24.0,-6.1464755901,25.0,-7.6233585807,,,,,,,,,,
9,Life Cycle__S3,9.15616764055,2.356799552330053,2.0,26.0,7.4896586952,27.0,10.8226765859,,,,,,,,,,,,
10,Life Cycle__S4,5.393697798066667,1.2904608056901992,3.0,28.0,4.2596081457,29.0,6.7978027095,30.0,5.123682539,,,,,,,,,,
11,Life Cycle__S5,8.308563255800001,1.3206045835273426,3.0,31.0,7.117391341,32.0,8.0796320405,33.0,9.7286663859,,,,,,,,,,
12,Life Cycle__S6,-11.128196419062501,13.332619681625125,8.0,34.0,-0.3895995023,35.0,-26.7607547944,36.0,1.8968510717,37.0,-11.0748696291,38.0,-35.3655914721,39.0,-10.6634618023,40.0,-5.0367400753,41.0,-1.6314051486999999
13,Life Cycle__S7,-18.386101192466665,2.7048742695095243,3.0,42.0,-15.4288201862,43.0,-18.9945626328,44.0,-20.7349207584,,,,,,,,,,
14,Life Cycle__S8,-28.26148750585,9.666021870531075,2.0,45.0,-21.4265778941,46.0,-35.0963971176,,,,,,,,,,,,
15,Life Cycle__G135,-19.044810211650002,16.239871809291124,2.0,47.0,-7.5614867297,48.0,-30.5281336936,,,,,,,,,,,,
16,Life Cycle__G150,-6.411522399500001,5.085038176219673,3.0,49.0,-10.7301313102,50.0,-0.8069565519,51.0,-7.6974793364,,,,,,,,,,
17,Life Cycle__G180,-9.399240070466666,6.556000828311898,3.0,52.0,-10.2909716961,53.0,-2.4430165185,54.0,-15.4637319968,,,,,,,,,,
18,Stress Time Course__C30,-24.33380482735,1.8237461497484708,2.0,55.0,-25.623388097,56.0,-23.0442215577,,,,,,,,,,,,
19,Stress Time Course__C90,-5.848011727,10.440806813946102,2.0,57.0,-13.2307770262,58.0,1.5347535722,,,,,,,,,,,,
20,Biofilm__BI,4.9346856422,2.883270167171729,2.0,59.0,2.8959057550000002,60.0,6.9734655294,,,,,,,,,,,,
21,Biofilm__BC,-10.9520030209,8.198146921659056,4.0,61.0,0.0690795584,62.0,-13.3115907694,63.0,-19.5889190891,64.0,-10.9765817835,,,,,,,,
22,Biofilm__Sw,-0.29584158475,4.021798575284406,2.0,65.0,-3.1396826299,66.0,2.5479994604,,,,,,,,,,,,
23,Life Cycle__BT,-2.88055842225,3.252937405847297,2.0,67.0,-0.5803843238,68.0,-5.1807325207,,,,,,,,,,,,
24,Life Cycle__B36,3.2038004555999997,1.3836466054790728,2.0,69.0,4.1821863531,70.0,2.2254145580999998,,,,,,,,,,,,
25,Life Cycle__B60,1.6346975037,0.48664770534737245,2.0,71.0,1.9788093962,72.0,1.2905856112,,,,,,,,,,,,
26,M9__M9exp,1.4802973661668753e-16,3.793985403239545,3.0,73.0,4.264418593,74.0,-1.263085722,75.0,-3.001332871,,,,,,,,,,
27,M9__M9tran,-6.856649235100001,3.731129378484212,3.0,76.0,-8.7458825146,77.0,-9.2653033346,78.0,-2.5587618561000003,,,,,,,,,,
28,M9__M9stat,-32.56584861416667,3.496273993127361,3.0,79.0,-28.5752922849,80.0,-35.0907747489,81.0,-34.0314788087,,,,,,,,,,
29,Supplement__M+G,-9.330131152233333,10.147347342658364,3.0,82.0,-21.0442708633,83.0,-3.2431565017,84.0,-3.7029660917,,,,,,,,,,
30,Supplement__Glu,1.3922642812666666,0.5941501496336752,3.0,85.0,1.8531093612,86.0,0.721693176,87.0,1.6019903065999999,,,,,,,,,,
31,Supplement__Fru,-2.1441788041999996,4.625981450019793,3.0,88.0,1.5252287114,89.0,-0.6171433188000001,90.0,-7.3406218052,,,,,,,,,,
32,Supplement__Mal,-7.024824510200001,3.5685349180972223,3.0,91.0,-9.3508794087,92.0,-8.8073942701,93.0,-2.9161998518,,,,,,,,,,
33,Supplement__G+S,2.6817184043499998,1.8349324183721807,2.0,94.0,1.3842252483,95.0,3.9792115604,,,,,,,,,,,,
34,Supplement__Pyr,-3.4618221554,4.651085207311163,3.0,96.0,-7.1575481924,97.0,1.7607705411999999,98.0,-4.988688815,,,,,,,,,,
35,Supplement__Gly,-20.858907205333335,12.819997314652127,3.0,99.0,-19.5063812228,100.0,-8.768794977,101.0,-34.3015454162,,,,,,,,,,
36,Supplement__Glucon,-19.952055475833333,12.126067617598858,3.0,102.0,-18.3753299222,103.0,-8.6914777074,104.0,-32.7893587979,,,,,,,,,,
37,Stressors__aero,0.051706706799999815,9.981736086981327,3.0,105.0,5.6839513034,106.0,-11.4732284218,107.0,5.9443972388,,,,,,,,,,
38,Stressors__nit,8.177311469333334,0.3394169037613438,3.0,108.0,8.075239957400001,109.0,8.5560511914,110.0,7.9006432592,,,,,,,,,,
39,Stressors__ferm,3.5008648030333336,3.341581002836656,3.0,111.0,3.1035628147,112.0,0.3756961652,113.0,7.0233354292,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,8.1185979453,,1.0,114.0,8.1185979453,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,3.2168306259,,1.0,115.0,3.2168306259,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,2.8431852855,,1.0,116.0,2.8431852855,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-0.5658895499000001,,1.0,117.0,-0.5658895499000001,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,1.4795211182,,1.0,118.0,1.4795211182,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,6.8802024569,,1.0,119.0,6.8802024569,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,8.3816656541,,1.0,120.0,8.3816656541,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,4.6285052559,,1.0,121.0,4.6285052559,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-16.7076428611,,1.0,122.0,-16.7076428611,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-18.0488287652,,1.0,123.0,-18.0488287652,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-25.8573237573,,1.0,124.0,-25.8573237573,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-29.878084742,,1.0,125.0,-29.878084742,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-13.5643375743,,1.0,126.0,-13.5643375743,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-14.6284758123,,1.0,127.0,-14.6284758123,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-13.3060727892,,1.0,128.0,-13.3060727892,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-7.5685538052,,1.0,129.0,-7.5685538052,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-16.5609903993,,1.0,130.0,-16.5609903993,,,,,,,,,,,,,,
57,Stressors__HPh,-6.0570293233,2.294962802442228,3.0,131.0,-5.8389345317,132.0,-3.8788993624,133.0,-8.4532540758,,,,,,,,,,
58,Stressors__LPh,-2.3213697015999997,5.723733275934561,3.0,134.0,-4.0404375335,135.0,4.0648926278,136.0,-6.9885641991,,,,,,,,,,
59,Stressors__LPhT,-6.7494485368,3.0006223954645086,3.0,137.0,-10.1368244139,138.0,-5.6866316315,139.0,-4.424889565,,,,,,,,,,
60,Stressors__SMMPr,3.7728370272666667,3.0848800550643065,3.0,140.0,7.3328045913,141.0,2.099896047,142.0,1.8858104435,,,,,,,,,,
