,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,3.3333326839487164e-11,0.2140714868826787,3.0,0.0,0.2053106133,2.0,0.0165599003,4.0,-0.2218705135,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.28173901213333336,0.22985157268596962,3.0,1.0,0.5452814053,3.0,0.12275016100000001,5.0,0.17718547010000002,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.2471635856,0.33791000040910446,4.0,6.0,0.0617261745,20.0,-0.1271852401,40.0,-0.72690679,63.0,-0.1962884868,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.255636003775,0.10997039864875664,4.0,7.0,-0.38614844200000004,33.0,-0.2723267207,81.0,-0.2458074798,82.0,-0.1182613726,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.18890449380000002,0.6300603122322468,4.0,8.0,-0.7705103948,51.0,0.7052039767,65.0,-0.2982319995,76.0,-0.3920795576,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.19933059063333333,0.9388421371507106,3.0,9.0,-0.6885775923,22.0,-0.792503358,49.0,0.8830891784,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.1179310795,0.13289499082771314,2.0,10.0,0.0239601303,26.0,0.2119020287,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.32053731253333334,0.5967135678308775,3.0,11.0,-0.2207185587,54.0,-0.9608653920000001,83.0,0.2199720131,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.09396775654999998,0.48143941879629065,4.0,12.0,-0.5610732218,48.0,0.5802186864000001,64.0,-0.1730582891,78.0,-0.2219582017,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.12835028055,0.04566513926120434,4.0,13.0,0.1821188719,38.0,0.15037940560000002,67.0,0.0885907559,72.0,0.0923120888,,,,,,,,,,,,,,,,,,,,
