,PN96_RS04640
SBRG_BHIN_Growth_Late_1,-1.5795172629999996
SBRG_BHIN_Growth_Late_2,-0.9119650359999988
SBRG_BHIN_Growth_Mid_1,-1.3219234309999992
SBRG_BHIN_Growth_Mid_2,-3.113512697999999
SBRG_BHIN_Growth_Stat_1,-2.388854724
SBRG_BHIN_Growth_Stat_2,-2.332620786
SBRG_LBv2_Growth_Late_1,-1.1444031039999991
SBRG_LBv2_Growth_Late_2,-0.5244318279999991
SBRG_LBv2_Growth_Mid_1,0.2994650980000006
SBRG_LBv2_Growth_Mid_2,-0.2994650979999997
SBRG_LBv2_Growth_Stat_1,-3.943698863
SBRG_LBv2_Growth_Stat_2,-4.554028577999999
SBRG_MHB_Rich_Mid_1,-1.0791156059999991
SBRG_MHB_Rich_Mid_2,-1.086686617999999
SBRG_NBO_Rich_Mid_1,-1.411214951999999
SBRG_NBO_Rich_Mid_2,-0.5954585569999997
SBRG_M9Na_Arabinose_Mid_1,0.0705333799999996
SBRG_M9Na_Arabinose_Mid_2,0.4255863729999989
SBRG_M9Na_Galactose_Mid_1,-0.1193499520000003
SBRG_M9Na_Galactose_Mid_2,-0.3647540210000004
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.1963967599999998
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.5066448970000001
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.1073309770000001
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.0266648659999999
SBRG_M9Na_GlcNAcGrowth_Stat_1,-2.88075219
SBRG_M9Na_GlcNAcGrowth_Stat_2,-3.2161525750000006
SBRG_M9Na_GlcNAc_Mid_1,-0.0242135240000003
SBRG_M9Na_GlcNAc_Mid_2,-0.2552175520000004
SBRG_M9Na_Gluconate_Mid_1,-0.7796232340000007
SBRG_M9Na_Gluconate_Mid_2,-2.0809408850000004
SBRG_M9Na_Glucosamine_Mid_1,-3.2323928570000007
SBRG_M9Na_Glucosamine_Mid_2,-3.383824884
SBRG_M9Na_Glycerol_Mid_1,-0.2749236580000005
SBRG_M9Na_Glycerol_Mid_2,-0.5777505610000002
SBRG_M9Na_Maltose_Mid_1,-0.325065393
SBRG_M9Na_Maltose_Mid_2,0.1036217169999993
SBRG_M9Na_Mannitol_Mid_1,-0.9001097830000004
SBRG_M9Na_Mannitol_Mid_2,-0.3160192680000007
SBRG_M9Na_Trehalose_Mid_1,-0.3529884600000006
SBRG_M9Na_Trehalose_Mid_2,-0.552498226
SBRG_M9Na_ethanol_Mid_1,-2.588619605
SBRG_M9Na_ethanol_Mid_2,-2.6625921560000005
SBRG_M9Na_fructose_Mid_1,-1.000224835
SBRG_M9Na_fructose_Mid_2,-0.6346217840000001
SBRG_M9Na_fumarate_Mid_1,-0.0676891710000004
SBRG_M9Na_fumarate_Mid_2,0.0177640719999994
SBRG_M9Na_glucoseGrowth_Late_1,-0.5301171450000002
SBRG_M9Na_glucoseGrowth_Late_2,-0.3766794369999999
SBRG_M9Na_glucoseGrowth_Mid_1,0.1298708020000001
SBRG_M9Na_glucoseGrowth_Mid_2,-0.1298708020000001
SBRG_M9Na_glucoseGrowth_Stat_1,-1.7952608900000009
SBRG_M9Na_glucoseGrowth_Stat_2,-2.5405623870000005
