,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,9.1926313568,4.980477663514985,3.0,0.0,3.4481013031,1.0,12.3003504203,2.0,11.829442347,,,,,,,,,,
1,LB__LBtran,14.0323024757,6.723946663190079,3.0,3.0,6.7356799598,4.0,15.38258553,5.0,19.9786419373,,,,,,,,,,
2,LB__LBstat,35.58161761463334,0.060346546820217346,3.0,6.0,35.5406234868,7.0,35.6509134165,8.0,35.5533159406,,,,,,,,,,
3,LB__LBGexp,4.394601861866668,5.6880303979172675,3.0,9.0,9.2381085348,10.0,-1.8688987515000002,11.0,5.8145958023,,,,,,,,,,
4,LB__LBGtran,10.7710958764,0.6620408967291439,2.0,12.0,11.2392294839,13.0,10.3029622689,,,,,,,,,,,,
5,LB__LBGstat,18.5965544755,1.7509186206808685,3.0,14.0,20.1823197686,15.0,16.717519287800002,16.0,18.8898243701,,,,,,,,,,
6,Life Cycle__S0,20.455751016366666,2.6086469609202143,3.0,17.0,19.6493935147,18.0,18.3454899626,19.0,23.3723695718,,,,,,,,,,
7,Life Cycle__S1,-2.5822905927,0.1784457417413051,3.0,20.0,-2.3817575568000002,21.0,-2.6415356665000003,22.0,-2.7235785548,,,,,,,,,,
8,Life Cycle__S2,28.629430957533334,3.8904541581646854,3.0,23.0,29.4861801897,24.0,24.3820094549,25.0,32.020103228,,,,,,,,,,
9,Life Cycle__S3,10.4921157365,7.616018416713856,2.0,26.0,15.8774540046,27.0,5.1067774684,,,,,,,,,,,,
10,Life Cycle__S4,10.293210287466666,3.2300197239781663,3.0,28.0,7.0724377542,29.0,13.5323984555,30.0,10.2747946527,,,,,,,,,,
11,Life Cycle__S5,9.7450306084,0.7862952752349596,3.0,31.0,9.357273799,32.0,9.2279281748,33.0,10.6498898514,,,,,,,,,,
12,Life Cycle__S6,5.6452313016375,6.957311297277275,8.0,34.0,9.6007839139,35.0,-3.9995360702,36.0,12.90361235,37.0,6.528532973,38.0,-6.2739590994,39.0,7.0435482926,40.0,9.4293955057,41.0,9.9294725475
13,Life Cycle__S7,5.3315224631666664,0.9466622514459261,3.0,42.0,6.4091430909,43.0,4.6339048594,44.0,4.9515194392,,,,,,,,,,
14,Life Cycle__S8,1.08201631245,7.299903521344142,2.0,45.0,6.2438275944,46.0,-4.0797949695,,,,,,,,,,,,
