,0
gene_id,BSU__misc_RNA_1
name,BSU_misc_RNA_1
operon,<i>Not Available</i>
gene_product,<i>Not Available</i>
cog,No COG category
regulator,Spo0A
link,"<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_1""><i>Subti</i>Wiki</a>"
