,A,PaaX,ihfB,Crp
ecoli_00031,-1.6064935648,0.1541930835,1.040972635,0.16383650300000002
ecoli_00032,-0.6154824171000001,0.2233366555,1.115534085,0.11651884600000001
ecoli_00033,3.3239023894,-0.1582049955,0.215499185,0.16921202300000002
ecoli_00034,2.316291917,-0.6258492895000001,-0.16648385500000001,0.03216219
ecoli_00035,-0.2181413884,-0.0784693085,0.46454559500000003,0.29367586300000004
ecoli_00036,-0.4646269309,-0.11525452450000001,0.423041565,0.22863865300000003
ecoli_00037,-1.5861387317,0.0508686275,0.8464916450000001,0.505105143
ecoli_00038,0.26348498600000003,-0.0311919525,0.8042016750000001,0.563775123
ecoli_00039,-0.0291239851,-0.5633153415000001,-0.302034215,0.339165103
ecoli_00040,0.4382241133,-0.5487581565,-0.19284083500000002,0.360235063
ecoli_00041,0.5264548330000001,-0.4074658445,0.868944275,0.32216916300000004
ecoli_00042,0.5316346365,-0.5952243465,0.509379655,0.315987593
ecoli_00043,2.8338452633999998,-0.5599934945,-0.339403675,0.30577407300000004
ecoli_00044,2.0063124224,-0.5651773455,-0.297203465,0.322569413
ecoli_00045,1.54498917,-0.6341493255,-0.6204796650000001,0.194465293
ecoli_00046,1.5582939532,-0.6557279815,-0.5922961330000001,0.13385438500000002
ecoli_00047,1.3112107853000001,-0.7046490105000001,-0.26224984500000004,0.325118883
ecoli_00048,1.1324175528,-0.3891252095,-0.136506935,0.343466333
ecoli_00049,-0.3276586101,-0.21758340750000002,0.036167395000000005,0.215598863
ecoli_00050,0.361193088,-0.8123023855,-0.13827825500000002,0.348125933
ecoli_00051,-0.0169961509,-0.7758727425,-0.251474605,0.319898823
ecoli_00052,0.8858036701,-0.6346892375000001,-0.8723242170000001,0.31218181300000003
ecoli_00053,1.5342671169000002,-0.8473393675,-0.871424807,0.348980073
ecoli_00054,3.3754334016,-0.5057033565,-0.185728995,0.883560683
ecoli_00055,2.6842925401,-0.6219906995000001,-0.34076356500000005,1.1275514229999999
ecoli_00056,0.2761880941,0.1577804365,0.647908585,0.46435899300000005
ecoli_00057,0.6189223834,0.2678700195,0.605473425,0.46188222300000004
ecoli_00058,-0.9234960256,-0.7091454955000001,0.018456405000000002,0.44664785300000004
ecoli_00059,-1.3211107687,-0.6855670375,-0.006356255000000001,0.49525865300000005
ecoli_00060,-0.9041735218,-0.8363474805000001,0.164126605,0.319951353
ecoli_00061,-0.6963191644000001,-0.6864273175000001,0.15512309500000002,0.360933593
ecoli_00062,-2.7806535448,-0.3512373515,0.644921705,0.8061810030000001
ecoli_00063,-0.2498826938,-0.4336187755,0.659472645,0.764467493
ecoli_00064,3.3805806964,0.7644098815,0.277552005,-0.686581477
ecoli_00065,3.1526096419,0.8267049015,0.08413458500000001,-0.620927
ecoli_00066,4.8533220945,1.4264462385,0.009492215,-1.046248202
ecoli_00067,3.4541562953,1.4530159245,-0.13246892500000002,-1.071490687
ecoli_00068,-1.3282610288,-0.1398677425,0.323090545,-0.09169608400000001
ecoli_00070,0.19484490610000002,-0.4879485445,-0.0050519250000000005,-0.171476714
ecoli_00071,-0.2339864834,-0.5231983995,0.045105535,-0.216511799
ecoli_00072,-0.3179861967,-0.6393494875,-0.07972467500000001,-0.237794143
ecoli_00073,-0.8955444151,-1.2221179225,-0.17243101500000002,0.097308024
ecoli_00074,-1.4980550165,-0.4281309615,-0.170063665,0.0007891440000000001
ecoli_00075,-2.8105779689,-0.4943014955,0.631325145,0.37930993300000004
ecoli_00077,-0.3223341206,0.0927815735,0.5065485750000001,0.207746483
ecoli_00078,-2.4638993279,-0.46150190950000003,0.906130685,0.245706203
ecoli_00079,-1.5816265433,-0.48753870850000003,0.004072415,0.395080543
ecoli_00080,-1.936822856,-0.5398130195,0.073518865,0.005806082000000001
ecoli_00081,0.6924912559,-0.4896626175,0.12347822500000001,0.19238992300000002
ecoli_00082,2.5310177349,-0.2346786585,-0.30622956500000004,0.7848307330000001
ecoli_00083,2.9085847079000002,-0.39946935450000004,-0.352816565,0.774460393
ecoli_00084,2.6258526212,-1.0214210215,-0.26311180500000003,0.31349375300000004
ecoli_00085,1.753418425,-0.8184864235,-0.088390225,0.373244063
ecoli_00086,0.4891082116,-0.8425211515000001,0.08919740500000001,0.205353913
ecoli_00087,1.5432853123,-0.4554513465,0.021087685000000002,0.159225273
ecoli_00088,-0.26878624100000004,-0.6460146345000001,0.279636635,0.12650519300000002
ecoli_00089,-0.40510887560000003,-0.5515236855,0.32569436500000004,0.163147493
ecoli_00090,0.006473355300000001,-0.3156093625,-0.027273645000000003,0.046791002000000005
ecoli_00091,-0.0221933741,-0.2097942865,-0.13678458500000001,-0.014761104
ecoli_00092,1.3637299654000001,-0.1635977405,-0.018986005,0.271760703
ecoli_00093,-0.7375582772,-0.5293899025000001,-0.16863898500000002,0.20485867300000002
ecoli_00094,28.5788239748,0.8700602205,0.377391115,0.24727295300000002
ecoli_00095,28.6852430673,0.6944601775,0.29310171500000004,0.204154523
ecoli_00096,0.38932250560000004,-0.1323163215,0.34542376500000005,0.45717146300000006
ecoli_00097,-0.4156152108,-0.4350355475,0.433644805,0.376256283
ecoli_00098,16.4758809076,0.19530717150000002,0.154811065,0.11748048200000001
ecoli_00099,16.2817987282,0.3443251115,0.184431905,0.125422963
ecoli_00100,-0.4622540074,-0.7510605775,-0.25137586500000003,-0.004082425000000001
ecoli_00101,-0.24325537230000002,-0.9435261825000001,-0.868628418,-0.66628918
ecoli_00102,1.4023625511,-1.1103673455,-0.841749195,-0.570898456
ecoli_00103,3.0377043482,-0.9279519955000001,-0.730282673,-0.228845183
ecoli_00104,3.1581534933,-0.9893405585,-0.70811133,-0.18410035800000002
ecoli_00105,1.1959978761,-0.4206479755,-0.120886425,-0.134837475
ecoli_00106,2.5794338183,-0.1891621775,-0.235195225,-0.06971342200000001
ecoli_00107,1.8770803427,-0.28815432750000003,-0.226979175,0.000271048
ecoli_00108,0.42165830790000003,-0.0329924705,0.817711665,0.768482663
ecoli_00109,-0.2283026861,0.06900843350000001,0.8890342950000001,0.980974663
ecoli_00110,1.6763184222,-0.2690914685,0.427391075,0.29165508300000004
ecoli_00111,1.2584994005,-0.5494178315,0.49290713500000005,0.25672264300000003
ecoli_00112,0.8233618794,-0.3386523205,0.45579148500000005,0.37124749300000004
ecoli_00113,0.4868858427,-0.8605477925,1.075854265,1.429825303
ecoli_00114,0.459931289,-0.9885840955,0.8624663450000001,1.300445483
ecoli_00115,0.931654873,-0.7451346015,0.782298315,1.236903523
ecoli_00116,1.1877024815000001,0.2702541545,0.7741806250000001,-9.852476477
ecoli_00117,1.9238476378,0.0430468285,0.780515025,-9.107951936
ecoli_00118,1.9254077142,0.1271976535,0.668204965,-9.852476477
ecoli_00119,2.0731862766,0.0418021285,0.9036337950000001,-9.025871704
ecoli_00120,2.3559620749,0.11143934350000001,0.880205215,-9.566616581
ecoli_00121,1.8981077102000001,0.0020942245,0.9120195050000001,-9.852476477
ecoli_00122,2.1060354447,-0.0793740225,0.895131325,-9.852476477
ecoli_00123,1.2668692431,-0.23141301350000001,0.8307353350000001,-9.852476477
ecoli_00124,2.0805907066,-0.2266631295,0.894754805,-9.852476477
ecoli_00125,0.061094556200000004,-0.6343593725000001,0.6064907850000001,1.438555163
ecoli_00126,0.4756302747,-1.1533319965,-0.26191363500000003,0.12370463300000001
ecoli_00127,2.4291937625,-1.2796487865000001,-0.846024697,0.23737495300000003
ecoli_00128,-0.3786760428,-1.8237357515000001,-0.775242359,-0.266972174
ecoli_00129,-0.5732203615,-0.6634355285,0.6607472950000001,1.5517659030000002
ecoli_00130,-0.0263237283,-0.5289006955000001,-0.066971575,0.736260553
ecoli_00131,-0.36079050020000003,-0.9325012595000001,0.21387256500000001,1.248499963
ecoli_00132,1.9008308253,-0.5869162315,-0.314610025,-0.022893763
ecoli_00133,-1.4685975512,-0.2710242605,0.116353545,0.578078713
ecoli_00134,1.0772590637,-1.3016853535,-0.254239745,-0.001157444
ecoli_00135,-0.5203423117,-1.7205500835,-0.295363645,-0.163650862
ecoli_00136,0.7380284254,-0.7085944005,-0.598037926,0.18829674300000002
ecoli_00137,-0.4683098845,-1.5598462975,-0.42064137500000004,-0.255090408
ecoli_00138,-0.8690358886,-1.5751055245,-0.051506065000000004,0.584709813
ecoli_00139,-1.0342424748,-0.9345507005,0.068028155,0.898060053
ecoli_00140,-0.4055814096,-1.0908178155,-0.241751655,0.234450913
ecoli_00141,0.4601000219,-0.6739363785,-0.179127275,0.5824345430000001
ecoli_00142,2.5375403767,-0.7291142005,-0.346710805,0.155824183
ecoli_00143,-0.2568863245,-1.1282775955,-0.342105245,0.08995910700000001
ecoli_00144,-3.7963475151,-1.3026135425,-0.589388949,0.264629563
ecoli_00145,-4.6008284338,-1.3981332445,-0.050211675000000004,0.615108903
ecoli_00146,0.0705617573,-0.7868724705,0.112337685,0.311997713
ecoli_00147,-1.4049543099,-0.5209891695000001,0.8555401050000001,0.5353218630000001
ecoli_00148,-0.8461834052,-0.8654746635,0.353007465,0.445484003
ecoli_00149,-0.7822851277,-0.9507882535000001,0.5749310550000001,0.29887890300000003
ecoli_00150,-1.0651419345,-0.7828696795000001,0.20948735500000001,0.302115623
ecoli_00151,1.658067671,-1.4008381625,0.125166975,-0.214788422
ecoli_00152,0.9861722653,-0.6530524915,-0.22523246500000002,0.026451149
ecoli_00153,1.5455436098000002,-1.5739887645000001,-0.522299721,-0.313835929
ecoli_00154,-3.5476555477,-1.4805659695,0.171467045,0.506935123
ecoli_00155,0.45673477440000004,-1.1730698205,0.336416765,-0.42053636400000005
ecoli_00157,-0.6063812456000001,-0.3453397675,0.527257035,0.565682133
ecoli_00158,0.4565864363,-0.6922009815,0.27466824500000003,0.307042493
ecoli_00159,0.5131984421,-1.3686775795,-0.35453504500000005,0.029020072
ecoli_00160,0.2736936198,-0.9089943925,-0.20853702500000001,-0.24384744700000002
ecoli_00169,0.4927737648,-1.0042605495,-1.114766093,-0.021205165
ecoli_00170,0.4889814686,-1.0256903905,-1.198454692,-0.013075078
ecoli_00171,0.5620808566000001,-1.1314329185,-0.531726669,0.093050269
ecoli_00172,-1.523873995,-0.8268188845000001,-0.262344285,0.39985849300000004
ecoli_00173,4.527037143,-0.48465518550000003,-0.713059603,0.172960833
ecoli_00174,3.0781614572000002,-0.5329550415000001,-0.552746132,0.493173503
ecoli_00175,5.2144994012,1.0860307335,0.8413076650000001,0.503238653
ecoli_00176,5.6260497494,1.0575611105,0.716887895,0.486485123
ecoli_00177,1.7665763434000001,0.1006287465,0.23464762500000003,-0.34473195700000003
ecoli_00178,2.1448019538,-0.3533262075,0.036029945,-0.550939686
ecoli_00179,0.3832265147,-0.8655982755,-0.38924391500000005,1.026079293
ecoli_00180,0.3746237442,-0.9592635445000001,-0.49012625,0.9645909530000001
ecoli_00181,-0.1206266737,-1.1311233135,-1.2518318019999999,-0.0020434050000000003
ecoli_00182,0.1942048824,-1.0585901635,-1.190588725,-0.06998529
ecoli_00183,-1.7730901155,-0.6643566885000001,-0.11737177500000001,0.166015523
ecoli_00184,-2.0954231375,-0.7819534045000001,-0.23463296500000003,0.165936663
ecoli_00185,0.29003668180000003,-1.0344901915,-0.88716264,0.08710832
ecoli_00186,-0.09947275920000001,-1.2304798435,-1.056596459,0.073714532
ecoli_00187,3.0089599217,-0.0692709525,-0.164828625,0.419092283
ecoli_00188,3.4919145214,-0.052157416500000005,-0.156698685,0.41257850300000004
ecoli_00189,0.0089829182,-1.2188650455,-0.612021456,0.211699823
ecoli_00190,-0.2031584751,-1.2577085635,-0.6368662970000001,0.24928939300000003
ecoli_00191,0.6735176568,-0.8543897425,-0.315836855,0.823666823
ecoli_00192,0.2987711443,-0.8339152385,-0.11250578500000001,1.104333543
ecoli_00193,-0.9127706534000001,-0.6979439005,-0.197048255,0.31050345300000004
ecoli_00194,-1.2058029807,-0.6726784735,-0.016725155000000002,0.33765284300000004
ecoli_00195,-0.2975839206,-1.2687864305,-0.756265837,-0.141785767
ecoli_00196,-1.7010334038,-0.7031078225,-0.246303875,0.255483463
ecoli_00197,-1.9831420894,-0.6564740925,-0.308254705,0.27079068300000003
ecoli_00198,0.1760961581,-0.9797003565,-0.753961313,-0.10748262700000001
ecoli_00199,0.4931811848,-0.0596665095,0.048335155000000005,0.340002173
ecoli_00200,0.4088184932,0.2048817595,0.008906585,0.487174103
ecoli_00201,-2.4451894763,-0.1302739885,0.9312559250000001,0.518280163
ecoli_00202,-2.1252855722,-0.09633151250000001,0.8762793350000001,0.5586262230000001
ecoli_00203,-0.7877408567,-0.42759661250000003,0.374492025,0.452821843
ecoli_00204,-1.2889623852,-0.27815399150000003,0.10842385500000001,0.36938018300000003
ecoli_00205,-2.4535616716,0.1061919315,0.8927779450000001,0.49007886300000003
ecoli_00206,-1.8991195694,0.1687199295,0.9751252050000001,0.474334523
ecoli_00207,-2.1635051645,-0.012475284500000001,0.41649266500000004,0.830611623
ecoli_00208,-1.5205759025,-0.0920432645,0.42112533500000005,0.7498248230000001
ecoli_00209,-0.8516172277,-0.36642122450000003,0.077391735,0.39857596300000003
ecoli_00210,-0.4398516468,-0.11999462250000001,0.130486615,0.474739703
ecoli_00211,0.1926174921,-0.4583657035,0.172641955,0.27564292300000004
ecoli_00212,-1.2797662032,-0.5999521415,0.207431095,0.268154863
ecoli_00213,-2.3119727173999998,-0.1578581385,0.7855035850000001,0.582376183
ecoli_00214,-2.3025114087,-0.2906474945,0.670479245,0.636744023
ecoli_00215,0.3120676639,-0.36204934050000004,-0.104676025,0.332940493
ecoli_00216,0.6358279118,-0.23876611550000001,-0.139979205,0.32368551300000004
ecoli_00217,-0.0023406069,0.0631939875,0.183526605,0.636331983
ecoli_00218,-0.7467230389,-0.1986848445,0.5048975450000001,0.554671843
ecoli_00219,-0.5636037445000001,-0.7175741325,-0.133531365,0.36809995300000004
ecoli_00220,-1.2349030779,-0.4588971395,-0.094717825,0.422601483
ecoli_00221,-0.3564127009,-0.6268019725,0.292940975,0.363195763
ecoli_00222,0.30418630620000003,-0.6438720755,-0.073970795,0.30711134300000004
ecoli_00223,0.1022454305,0.0047584885000000006,0.5608763050000001,0.8218948030000001
ecoli_00224,-0.012721921800000001,-0.0756562055,0.493183935,0.832054603
ecoli_00225,-1.6497126222,-0.045339923500000004,0.7981991850000001,0.596168643
ecoli_00226,-2.1147706255,-0.4083000095,0.797997595,0.633656513
ecoli_00227,-0.0881271457,-0.6198649625,-0.593982416,0.23073483300000003
ecoli_00228,-0.23531099900000002,-0.5724169945,-0.46387607100000006,0.160408733
ecoli_00229,-1.072871342,-0.1882111145,0.250692175,0.33273120300000003
ecoli_00230,-0.027313823600000002,-0.5039773645,0.117195875,0.351625083
ecoli_00231,0.15225251650000002,-0.8331991895,-0.056704485000000006,0.22966762300000002
ecoli_00232,0.11287470840000001,-0.5967550855,-0.07788523500000001,0.288967533
ecoli_00233,-0.6794155629,-0.3496607265,-0.053282165000000006,0.263027813
ecoli_00234,-0.6208104051000001,-0.2222932165,-0.17460455500000002,0.38965776300000005
ecoli_00235,-0.4036808067,-0.5642031795,0.330804415,0.20591431300000002
ecoli_00236,0.0247386346,-0.0150703235,0.34874165500000004,0.360213693
ecoli_00237,1.4307421392,-0.1338099525,0.18153876500000002,0.045779202000000005
ecoli_00238,2.0903390329000002,-0.1025957775,0.07463568500000001,0.144864783
ecoli_00239,0.617826494,-0.29141122550000004,-0.048072745,0.252590313
ecoli_00240,1.3009297895,-0.21205461350000002,-0.084592575,0.223236343
ecoli_00241,2.5268236183,0.35509843550000003,0.168173235,0.33342218300000004
ecoli_00242,1.7331190885,0.0357361475,0.40226726500000004,0.264908103
ecoli_00243,2.7692798789,0.2298149675,0.31857179500000005,0.307141653
ecoli_00244,0.6392073877000001,-0.20654384850000002,-0.18964956500000002,-0.057655873
ecoli_00245,1.6025623032,-0.29743677550000003,-0.254357585,-0.070605865
ecoli_00246,0.7152581079,0.4510189135,-0.26528265500000003,-0.069139537
ecoli_00247,0.46963121750000003,0.3394125845,-0.279414645,-0.022394787000000003
ecoli_00248,-1.622067956,-3.5206762605,-0.027787695,0.401836273
ecoli_00249,-0.7097292057,-0.2266517245,0.353868815,0.24554710300000002
ecoli_00250,-0.0861862744,-0.5959804535000001,0.41974093500000004,0.412722073
ecoli_00251,-0.1940747479,-0.9305504925,-0.073725045,0.376783933
ecoli_00252,-0.2035005866,-1.0225925385,-0.208171285,0.375609213
ecoli_00253,0.5129256646,-0.6848679115,-0.6507081960000001,0.029854537
ecoli_00254,0.3920210686,-0.0790010275,-0.478276798,0.109766425
ecoli_00255,2.7184771895,0.0963479815,0.186856515,0.311947293
ecoli_00256,2.1611745701,0.1520316705,0.250459455,0.19927317300000003
ecoli_00257,2.9615454383,-0.2527358495,0.135640005,0.385079333
ecoli_00258,2.7028814554,-0.1132617025,-0.011190665,0.334463263
ecoli_00259,1.9400383575000002,0.3238888115,0.428030885,-0.0037122770000000004
ecoli_00260,1.6726680004999999,0.1169077545,0.205704095,-0.098690551
ecoli_00261,0.4937306225,-0.3931320125,-0.166460525,0.272968543
ecoli_00262,-0.246787271,-0.6789602295,-0.06146080500000001,0.268494893
ecoli_00263,0.388564148,-0.2034219345,-0.145626785,0.422197943
ecoli_00264,-0.0421114607,-0.0407821135,-0.116302715,0.567725263
ecoli_00265,-0.7262891752,-0.6214775415,0.549578395,0.6961985230000001
ecoli_00266,-0.4470134975,-0.4134237565,0.43058213500000003,0.736210653
ecoli_00267,-0.6327002137000001,-0.5106838145,0.190655385,0.5420487930000001
ecoli_00268,-0.8001859366,-0.5167947455,0.252124195,0.5730386230000001
ecoli_00269,-1.2885946042,-0.49568608750000004,0.5006850850000001,0.911502773
ecoli_00270,-0.2777157948,-0.3343904795,0.521677585,0.943276293
ecoli_00271,1.4997386111,-0.6308064225000001,-0.189715765,0.106685208
ecoli_00272,0.044290255800000004,-0.6484456495,-0.220002785,0.063971556
ecoli_00273,-0.3589792014,-0.6258487475,0.28719155500000004,0.821857583
ecoli_00274,0.080755306,-0.6453741905,0.25688472500000004,0.648169773
ecoli_00275,-1.390986649,-0.7708618325000001,0.346392305,0.843077653
ecoli_00276,-1.3788194429,-0.6494317765000001,0.490369765,0.8884085730000001
ecoli_00277,0.2319609152,-0.5008111535,-0.32222528500000003,0.348438943
ecoli_00278,-0.1174782981,-0.5915520675,-0.262492545,0.309908293
ecoli_00279,-0.4476077711,-0.23974611950000002,-0.24330995500000002,-0.030941686000000003
ecoli_00280,-0.956700277,-0.5612456595,-0.073045625,-0.041858422
ecoli_00281,-0.0682520966,-1.8880656195,-1.271892759,-0.41418928400000005
ecoli_00282,0.2792567161,-1.5712734154999999,-0.634524159,-0.322180379
ecoli_00283,0.7370398896,-0.4698867915,0.254435625,0.482338413
ecoli_00284,0.7398393822,-0.45859079950000003,0.410888815,0.519726133
ecoli_00285,-1.1869229978,-0.9714942765000001,-0.48980773,0.10509646700000001
ecoli_00286,-0.9792253782,-1.0528553475,-0.5114058730000001,0.09710128400000001
ecoli_00287,-0.1450988189,-0.2674739545,0.115925255,1.000412783
ecoli_00288,-0.13200547910000002,-0.3520821235,0.059341995,1.013481493
ecoli_00289,-1.2082446867,-0.8989859405,-0.316502855,0.44647993300000005
ecoli_00290,-0.48755304780000003,-0.7494482055,-0.027274305000000002,0.618285233
ecoli_00291,-0.18566395100000002,-0.5041865705,0.21852216500000002,0.46214110300000005
ecoli_00292,-0.5020367441,-0.2705488835,0.089544445,0.518639853
ecoli_00293,-1.2547282296,-0.3120302435,0.25115724500000003,0.47472340300000004
ecoli_00294,-0.8546983279,-0.3625722335,0.231592915,0.429799533
ecoli_00295,0.9042648532,-1.1238487135,-0.39827128500000003,0.026469302
ecoli_00296,0.3229980167,-1.1162031415,-0.361897055,0.09906102300000001
ecoli_00297,-1.2366211359000001,-0.4222212795,0.234477855,0.49321258300000004
ecoli_00298,-0.15984015270000002,-0.047524353500000005,0.152283425,0.508607923
ecoli_00299,0.0163635837,-1.1693603265,-0.068099535,0.38566819300000005
ecoli_00300,0.6825317209,-1.0259684455,-0.036035855000000006,0.362990173
ecoli_00301,1.3221824406,-0.5568948655,-0.18176504500000001,0.36842613300000004
ecoli_00302,0.670760248,-0.3751919205,0.269205825,0.736125773
ecoli_00303,-0.39684444550000003,-0.5151069325000001,0.148042285,0.553279673
ecoli_00304,0.49115195050000005,-0.5783005245,-0.250908275,0.42430167300000005
ecoli_00305,-0.16272670290000002,0.0527313365,0.48513176500000005,0.904530523
ecoli_00306,0.1692935437,-0.17516254950000001,0.266281765,0.929254393
ecoli_00307,0.4564365946,-0.2170935655,0.38202392500000004,0.9289372330000001
ecoli_00308,-0.7431350766,-0.22529345650000002,0.421074335,0.9358953230000001
ecoli_00309,-0.2357478349,-0.3645894035,0.636740065,0.8647486830000001
ecoli_00310,0.6377595273000001,-0.3476695475,0.691051775,0.829767083
ecoli_00311,0.2377500045,-0.2314565875,0.695164695,1.000233243
ecoli_00312,1.076495835,-0.0747032465,0.971904815,0.9954071830000001
ecoli_00313,-0.1451918916,-0.6330285715,0.045415855000000005,0.503242803
ecoli_00314,-0.3535847972,-0.3682955815,0.152257115,0.5733612730000001
ecoli_00315,-0.723671658,-0.5816381385,0.5501011250000001,0.688985203
ecoli_00316,-1.1053378973,-0.6533401535000001,0.532344675,0.689163233
ecoli_00317,-0.9089035108,-0.5938332935,0.626683035,0.566404903
ecoli_00318,-1.5622568914000001,-0.7098335505000001,0.596736845,0.587592463
ecoli_00319,0.6821077713,-1.0417855135,-0.15358316500000002,0.10847917900000001
ecoli_00320,0.9895588022,-1.0975080455,-0.036589665,0.14360144
ecoli_00321,-0.46817386910000003,-0.1831278465,0.775029505,1.042582673
ecoli_00322,-0.5227002512,-0.0938564885,0.8413603550000001,1.027989663
ecoli_00323,-0.2686641112,-0.6767603775000001,-0.48556983000000004,0.09382866100000001
ecoli_00324,0.1772874801,-0.6357412705000001,-0.46299467600000005,0.13043923
ecoli_00325,0.1649326471,-0.7302363975,-0.5230424,0.057576022000000004
ecoli_00326,-0.5566210431,-0.24831121050000002,0.050135135000000004,0.46187418300000005
ecoli_00327,-0.2299783,-0.2062225125,0.5308955750000001,0.7723290730000001
ecoli_00328,1.1092823567,-0.3579329855,0.239963105,0.495795953
ecoli_00329,0.2197933893,-0.3310484595,0.321393215,0.621328373
ecoli_00330,0.2364671711,-0.2256800635,0.175331545,0.486348433
ecoli_00331,-0.40825580580000004,-0.3801434375,-0.012998075000000001,0.13801763
ecoli_00332,-0.5828588296,-0.5983077015,-0.17918820500000002,0.15520324300000002
ecoli_00333,-0.2538557929,-0.47724679950000004,0.11520936500000001,0.211227453
ecoli_00334,-0.5351671969,-0.7152425805,-0.10849309500000001,0.156206473
ecoli_00335,0.6544641636,-0.8513947175000001,-0.712682895,-0.23326590800000002
ecoli_00336,-0.3047711876,-0.8377428955,-0.45515782,-0.08594182800000001
ecoli_00337,-0.9949058020000001,-0.6345996765,-0.19995716500000002,0.027939159
ecoli_00338,-1.1632387151999999,-0.5003139435,-0.057134725000000004,0.095125363
ecoli_00339,0.5857364696,-0.9232735655000001,-0.6934130190000001,-0.186683067
ecoli_00340,-0.1270795395,-0.7633001595000001,-0.61577951,-0.08065952300000001
ecoli_00341,0.7291915616,-0.9850029845,-0.8395102720000001,-0.32169368600000003
ecoli_00342,0.0744749346,-0.9158511655,-0.70593072,-0.22926116100000002
ecoli_00343,-1.4333385209,-0.8013140695000001,-0.6174351720000001,-0.29073972200000003
ecoli_00344,-1.3506281605,-0.8774342325000001,-0.7454431260000001,-0.328630297
ecoli_00345,-0.5871059660000001,-0.5655950165,-0.553778804,-0.103214605
ecoli_00346,-0.8699907646,-0.7789113715,-0.39342944500000004,-0.05797147800000001
ecoli_00347,0.116575336,-0.1959860455,-0.242068375,0.20789728300000002
ecoli_00348,0.41312311500000004,-0.2030459685,-0.145811075,0.288214413
ecoli_00349,-0.1350006288,-0.4926970425,-0.22252184500000002,0.16856253300000001
ecoli_00350,0.3559412377,-0.43705478550000004,-0.290125915,0.144982372
ecoli_00351,-0.21980808000000002,0.0227232475,0.818727175,0.495849313
ecoli_00352,0.9748517619,-0.5601184475000001,-0.43698767,0.08223337900000001
ecoli_00353,1.0128872817,-0.4294415245,-0.23280757500000002,0.260077643
ecoli_00354,1.4112935733,-0.5810606705,-0.44035611500000005,0.110092349
ecoli_00355,0.1824542888,0.2935661215,0.48633563500000004,0.946417433
ecoli_00356,0.25654226550000003,0.3368929345,0.469224085,0.980365153
ecoli_00357,1.1488715018,0.3154277065,0.310422755,0.9986914830000001
ecoli_00358,1.2770882024999999,0.2460046095,0.406436905,0.9749593430000001
ecoli_00359,0.6250497418000001,-0.3062323475,0.107600365,0.830338573
ecoli_00360,-0.7073567141,-0.3538177155,0.14424013500000002,0.926503413
ecoli_00361,0.3068801419,-0.3036140015,0.21443858500000001,0.8096897230000001
ecoli_00362,-0.41301904,-0.2970945995,0.256181475,0.9991721830000001
ecoli_00363,-0.9745431958,-0.7662632825,-0.7748466310000001,-0.219087253
ecoli_00364,-1.0659612507,-1.0189013775,-0.64266658,0.06872793
ecoli_00365,-2.5111721713,-2.0198843095,-1.939577305,0.181883243
