,SRX1726505,SRX1726506,SRX1726507,SRX1726508,SRX1726509,SRX1726510,SRX1726511,SRX1726512,SRX1726513,SRX1081650,SRX1081651,SRX1081652,SRX1081653,SRX1081654,SRX1081655,SRX1081656,SRX1081657,SRX1081658,SRX1081659,SRX1081660,SRX1081661,SRX1081662,SRX1081663,SRX1081664,SRX1081665,SRX1081666,SRX1081668,SRX1081669,SRX1081670,SRX1081671,SRX1081672,SRX1081673,SRX1081674,SRX1081675,SRX1081676,SRX1081677,SRX1081678,SRX1081679,SRX1081680,SRX1081681,SRX1081682,SRX1081683,SRX1081684,SRX1081685,SRX1081686,SRX1081687,SRX1081688,SRX1081689,SRX1081690,SRX1081691,SRX1081692,SRX1962715,SRX1962716,SRX1962717,SRX1962718,SRX1962719,SRX1962720,SRX1962721,SRX4892146,SRX4892147,SRX4892148,SRX4892149,SRX4892150,SRX4892151,SRX4892152,SRX4892153,SRX4892154,SRX4892155,SRX4892156,SRX4892157,SRX4892158,SRX4892159,SRX4892160,SRX4892161,SRX7620814,SRX7620815,SRX7620816,SRX7620817,SRX7620818,SRX7620819,SRX7620856,SRX7620857,SRX7620858,SRX7620859,SRX7620860,SRX7620861,SRX7620862,SRX7620863,SRX7620864,SRX7620865,SRX7620866,SRX7620867,SRX2161502,SRX2161503,SRX2161504,SRX2161505,SRX2161506,SRX2161507,SRX2161508,SRX2161509,SRX2161510,SRX2161511,SRX2161512,SRX2161513,SRX2161514,SRX2161515,SRX2161516,SRX2161517,SRX2161518,SRX2161519,SRX2161520,SRX2161521,SRX2161522,SRX2161523,SRX2161524,SRX2161525
SP5448_01825,-0.1932777789,-0.1593963517,0.3526741306,-1.5478831076000001,-1.6471101102999999,-0.6334241607000001,-1.9375575286000002,-1.8616339681,-1.3433301137,-0.0909733123,0.1299277745,0.1753338146,-0.0039578002,0.3659341269,0.1224573407,-0.0114979047,-0.1036454706,0.1028266716,-0.5955024667000001,-1.1845985211,0.2997711817,0.4520558376,0.025414219800000002,-0.1203468479,0.33165782200000005,0.2515671452,0.0719433069,-0.0241051742,-0.2349559995,0.0406942557,-0.3028406547,-0.6817592352,-0.5596385037,0.10376145140000001,-0.2850728507,-0.12092681820000001,0.1616007058,-0.1960559271,-0.0634252523,-0.0311999046,0.065828288,-0.7674500672,0.024486458500000002,-0.2451460266,-0.31878731400000004,-0.6960745825,-0.5109007870000001,-0.5940194418,-0.39421212850000004,0.0745054594,-0.018514672700000002,-0.028704508400000002,0.0187905085,0.0099139999,-0.22607245450000002,-0.4626169545,-0.2746757387,-0.2536019631,-0.0222782176,0.0116641509,0.0220211644,-0.0114070976,-0.3316940833,-0.18852188490000002,-0.3712374854,-0.2799310291,-0.0011928774,-0.0981673368,-0.1458519536,-0.3065087123,-0.19469280490000002,-0.0793829429,0.0162738053,-0.1124308188,0.5921965338,0.4232900341,0.4073568427,-1.0522173237,-1.1069833306,-1.0064489938,-0.4419407521,-2.2293567775,-0.32871532140000004,-2.1019818971,-0.32895538150000003,-2.0901370862,-0.44964565240000004,-1.8333277250000002,-0.4089168279,-1.7464913697000002,-0.5642809303,-1.5316923532,-0.05520051,0.056138761200000005,-0.0009382512,-0.14493945800000002,0.3351548566,0.1746215852,0.027662206800000002,0.024015785,0.197049663,0.1000889793,0.0395331681,-0.1032330498,-0.2803532047,-0.0519351409,-0.218720513,-0.6989148667,-0.8059766305,-0.8449901916,-0.036124779,-0.0193039874,-0.0558540786,-0.49441201020000003,-0.0346265913,-0.434765555
SP5448_01830,0.0425509534,-0.2819154258,0.2393644724,-0.7601638812,-0.5704878283,-0.376403229,-1.0457920928,-0.9514129992,-0.3707739974,0.3356920543,0.3027842861,-0.1264245813,-0.0297931414,0.3035660927,-0.1151134325,-0.1295340672,-0.2946890944,0.0778998868,-0.5732515899,-0.6003026060000001,0.0047923671,-0.0200530355,-0.019332676,0.0347384667,0.2453045591,0.5004953676,0.2480108608,-0.0661036173,-0.054550436300000005,-0.0241356635,1.4344928956,1.0426828545,0.9265204076,1.424661708,1.2138672972,1.4376243764,1.344107581,1.3155632364,1.2914851423,1.0609461036,1.3157244872,0.8563761276,1.2807824367,1.2760765619,1.3272117408000002,1.1911910756,0.7772127058,1.0882245244,1.1328678205,1.4729960718,0.9249703253,-0.0709698802,0.1186399667,-0.0476700865,0.0912184874,-0.278454105,-0.1508102258,-0.0074352272,-0.09445562710000001,0.07912569230000001,0.028507065800000002,-0.013177131000000002,-0.1351751915,0.3465423529,0.0892771153,0.1932140107,0.2543684436,-0.1784118062,0.090263197,0.0446030116,0.1539047534,0.0882619889,0.5202825149,0.5659143253,-0.2721116699,-0.28600739210000004,-0.24418269620000002,-0.12117230150000001,-0.2562132652,-0.13331581680000001,0.46975786610000003,1.3149419031,0.6377118312,1.4292595675,0.7655719045,1.3098221171,0.5396589815,1.0752681109,0.2779190446,1.0922740463,-0.015276267900000001,1.2538921575,0.0362203714,-0.15379049490000002,0.1175701235,0.1722654224,0.3553208707,0.253521107,0.1738172617,0.2347206903,0.41398041480000003,0.3469305479,0.2374261548,0.24611260940000002,1.1198174012,1.1788488678,1.2201587039,0.23258427140000001,0.1382738284,0.1235647133,0.7948851039,0.6808940337,0.7370114375,0.3298556733,1.0253513037,0.5455449761
SP5448_01835,-0.3978958474,-0.18424811970000002,0.582143967,-0.2249119681,-0.32123109980000003,-0.1779851673,0.10917416810000001,-0.20520652320000002,0.2079971457,0.6408720072,0.080522386,-0.1086844181,0.2589289808,0.031717651,-0.1984295502,-0.1711365428,-0.4823585494,0.31072701880000003,-0.10571873400000001,0.1659720389,-0.6705512481,-0.2648472744,-0.3243786541,-0.1677536617,0.1751580526,0.6794904909,0.3660101089,-0.0979233469,0.008106531,-0.1257232864,2.2791195262,1.7009298952,1.6654130334000001,1.879065017,1.5449551415,1.9183041668,2.0441418762,1.6043103347,2.2988135418,1.6337717661000002,1.4538779834,1.5410732784999999,1.595530851,1.9540280270000001,1.7750376048,1.78562499,2.5302804799,1.7506198836,2.2046049491,2.4637848021,1.8599982857000001,-0.1419754338,0.1595043917,-0.0175289579,-0.1389027511,0.0210612373,0.3401747437,0.07442532290000001,0.2184915624,0.1978488115,-0.24069460480000002,-0.17564576910000002,-0.3212855996,-0.007561422900000001,-0.0943940821,-0.14926046540000001,-0.317835184,-0.3817018824,-0.22543484860000002,-0.2936005293,0.3043446596,0.1931320399,0.0975288748,0.39260830480000003,0.8392329587,1.0628366456,1.1555330897,0.8266247069,0.8439890308,0.7259925306,-2.1615757334,-1.2484279813,-1.2819877729,-1.1683955466,-2.2780127374,-0.6744950212,-1.6000838596,-2.1154902027,-0.8715177422,-1.8502560248000002,-0.5860010922000001,-1.4187669925,-0.0486171228,-0.0318058164,0.0804229392,-0.6910869131,-0.5047767007,-0.4965348813,-0.0805158271,0.07992939360000001,0.1835183976,-0.18467958310000002,-0.4420327772,-0.335895903,1.7474426936,1.6604965917999999,1.6205527438,0.74328885,0.5347622735,0.4084010925,1.7588912193000001,1.7774125507,1.7610257318,1.8228888537999999,2.3908872299,2.2230832772
SP5448_01845,-0.2406282643,-0.0722163623,0.3128446267,0.2742829564,0.1703211737,-0.1416128656,0.7119728225,0.4190494878,1.0949864185,0.8100019168,0.06539172,-0.2619599401,0.0703799064,0.3317809666,-0.3426939492,0.08401824890000001,-0.4602792154,0.2013288558,-0.0279836238,0.014863197600000001,-0.8306446941000001,-0.0790227317,-0.0209701214,-0.1596954731,0.09824871190000001,0.5777387931,0.27939525060000003,-0.1756618131,0.0441033994,-0.2183394052,1.8066800994,1.9547386554,1.664853606,2.0126390596,2.0551859258,2.0448848834,1.9477926727,1.7078133185,2.0809379509,1.680751369,1.650362001,1.6679308169,1.9285474294,1.9502545685000001,1.8428632593,1.7374089838,2.4412942707,1.8066968670999999,1.9056776867,2.1008774141,1.6711062379000001,-0.1673173117,0.2412252161,-0.0739079044,1.3661967523,0.5637794982000001,0.9405942443,0.7566610761,0.2219740405,0.3006748164,-0.3311611212,-0.19148773560000001,-0.2977060352,0.10599376960000001,-0.0573390738,0.047501884300000005,-0.00026847810000000003,-0.37371157800000004,-0.19312508850000001,-0.2518135309,0.1455669328,0.1422797572,-0.0350619214,0.3310355023,0.0581080656,0.23413445630000002,0.28656347260000004,-0.20048236200000003,-0.0715912485,-0.3411973689,-0.9844380898,0.4674392505,-0.7771911339,0.28455612950000003,-0.6944572455,0.6041731036,-0.0459309282,-0.4214256599,-0.3502185269,-0.2235375088,-0.1826565394,0.0274680645,0.08794598590000001,-0.1178122754,0.0298662895,-0.8311439112000001,-0.7113574578,-0.5471864913,0.0271228674,0.062285645300000005,0.15147596200000002,-0.2253776953,-0.4972152341,-0.3602914889,1.4369096369,1.2635620251,1.1422950581,0.41130741400000004,0.12973209430000002,0.2726135559,1.4702578283,1.1973502642,1.3316840833999999,1.4521994229000001,2.0521081435,1.6116685775000001
SP5448_01850,-0.3871245722,0.0140858949,0.3730386773,-0.687299526,-0.8651660489,-0.5638546744,-0.3848963863,-0.7784374827,-0.4102699573,0.5329719409,-0.0103582246,-0.2928549374,0.2422267898,0.3492730439,-0.1096949192,0.12277726630000001,-0.3877413846,0.4341229405,-0.0757149339,0.1432797401,-0.8216703496000001,0.055751317700000004,-0.0553748977,-0.130774801,-0.0018062347000000001,0.6120267892,0.1678064064,-0.4652307171,-0.1306857778,-0.1783290573,1.5979030764000002,1.0740885367,1.3212546828,1.7332251198000002,1.4624030362,1.8049754722,1.7762084157,1.4086728986,1.5423999100999999,1.1635133056,0.8511819983000001,1.1463883431,1.1941707743,1.6081478835,1.1775207921,1.2553967385,1.8155982666,0.945941592,1.2043784711,1.3932780056,0.5848514046000001,-0.1900156596,0.0531961319,0.1368195277,0.6628778268000001,0.2478938896,0.4129174411,0.1700357918,0.25576706600000004,0.3262158263,-0.2758989756,-0.3060839167,-0.6236535725,-0.4398248004,-0.4786674248,-0.6255783999,-0.2530247926,-0.7897080232,-0.5425223071,-0.6983921641,0.2907597411,0.044668272,-0.3348289424,0.019892623,0.9661756329000001,1.1479226307000001,1.2351561221,0.3090784515,0.3270781298,0.3301823238,-1.6228937376,-2.4119824183,-1.0803569432,-2.8091281284000003,-1.5573254321999999,-2.2164148984,-1.1267163585,-1.7916501381,-0.9180957334000001,-1.5838394589,-1.3044422938,-1.502573687,-0.0580576962,-0.035153252600000004,0.0932109488,-1.1332142155,-0.6008347674,-0.5317856774,-0.2772629884,-0.1263555595,-0.3114651519,-0.6485537466,-0.5710525615,-0.7981991247,1.0689527095,0.7795597367,0.7304962022,0.0197292144,-0.4620115772,-0.1260487256,0.5375336403000001,0.2947181338,0.4353983066,-0.2527854681,-0.0153431472,-0.024400434500000002
SP5448_01855,-0.056196926700000004,0.0190939089,0.0371030178,-1.5043049229,-1.5970258951,-0.2603289143,-1.9414473385000002,-1.7745509479,-1.5593535605,0.020383319400000002,-0.2089913223,-0.2260463989,0.2547217629,-0.3022117654,-0.0031346667,-0.1057624694,-0.2611029302,0.0091244123,0.7120273323,0.6400296086,-0.5195949962,-0.2940060782,-0.3311150223,-0.1754764637,0.1333473239,0.4951526706,0.3813865932,0.2837709456,-0.2763133749,-0.2261884808,-0.47012331220000003,-0.5113812747,-0.5381853413000001,-0.21479532510000002,0.4391738697,0.0950440281,-0.0132579388,-0.3474007545,-0.3683894045,-0.2592801872,-0.2817178703,-0.1826241901,-0.0484188063,-0.5351837783,-0.8388477825,-0.08196343340000001,-1.4291527091,-0.3574901283,-0.3465193407,-0.19580782800000002,-0.5648680059,-0.046115703800000005,0.0815224004,-0.0354066966,0.331163301,0.427381728,0.2417942871,0.590185838,-0.0419365785,-0.0087695785,0.0631111773,-0.0124050203,0.0111852075,0.1038519373,0.0169496454,-0.1196028338,0.0882246178,0.1480675662,0.1570671112,0.1530521312,0.2762316011,0.2510925649,0.4114819004,0.38638687860000004,0.45102722510000004,0.3498877751,0.4303556784,0.6633318521,0.6324556251,0.7212490609000001,-0.1650283531,-0.5567121925,-0.0049391558,-0.3598246513,-0.3123460666,-0.7225117519,-0.5478252252,0.40772635,-0.18301474950000002,0.36423833380000004,-0.5004307038,0.2574566726,0.0415738251,-0.2169961052,0.1754222801,0.7923748662000001,0.7574114639,0.5570500192,0.1770032592,0.3103554248,0.4529494087,0.6968753169,0.7406004588,0.7878728912,0.43921170340000004,0.46528321520000004,0.4138104171,0.4456931134,0.35465319160000003,0.5292395293000001,0.28442215400000004,0.35382586800000004,0.5129261244000001,0.0348500202,0.024475468900000002,0.1452172063
SP5448_01860,0.3987550957,-0.47784440800000005,0.0790893123,1.131961711,1.0122099632,1.6441029688,0.2874654188,0.2317016936,0.7722898653,-0.0190100591,-0.276878461,-0.2136335735,0.10101563250000001,-0.26687402200000004,-0.1798713875,0.030331249,-0.7010593899,-0.6681864857,1.0087441472,0.7295791579,-0.3720962122,0.0889440698,0.0244507542,0.282678131,0.4332377431,0.010100918300000001,0.0967353756,0.1908703638,-0.1207773189,-0.17830063270000002,0.9767993998000001,1.0309590875,1.0562511668,1.3714878792,1.2459373699,1.2494288535,0.8653608356,1.0257383873,0.9505116946000001,1.2455463544,1.2028606671,0.8117988317,1.3308880753,1.1283905352,1.1540665218,0.8967698619000001,0.19430009380000002,0.9670365868,0.9591205780000001,1.1023301475,0.9067213216000001,-0.3651617887,0.0627668874,0.3023949014,1.3761890636,0.106239099,0.3135899541,1.2047923692,-0.30735825780000003,0.3369634342,-0.2342697669,0.2046645906,-0.5433831656,0.3659428042,-0.0044437972,0.34149882530000003,0.3578572598,-0.270686231,-0.0214454132,0.3265245912,-0.8549887537,0.1523198788,-0.012353276100000001,0.6055869262,-0.5461957291,-0.7944396284,-0.973576587,0.8632089298000001,0.5257190349,0.43902334,1.2928843019,3.286113577,0.669742285,3.024103598,1.1750641233999999,3.0238092412,1.3900058416,2.7822228724,0.7026066663,3.1975877685,0.2215994365,2.6589772009,0.2243549666,-0.2043550557,-0.0199999109,-0.307717381,-0.4135090336,-0.2295194646,-0.1286256503,-0.4240820516,0.3229944333,-0.0695934041,-0.21240686590000002,-0.1156706638,1.4371249967,1.324442098,1.1974389939,1.2079797462,1.0878205775,1.2160132387,0.9595530696000001,1.2354194399,1.0360669424,1.561647012,1.4820332834,1.3990792094
SP5448_01865,0.5124338757,-0.5804391266,0.06800525090000001,1.2138528267,1.1729292145,1.7452003127,0.3938481025,0.5801733233,0.9328649033,-0.0402005759,-0.2551972443,-0.6653077122000001,0.25327632510000003,-0.3636353111,0.1224263242,0.307778871,-0.6206258995,-0.6047373616,0.8960003609,0.7051260352000001,-0.1766055379,0.1358026674,0.2231880731,0.2525169677,0.21589094390000002,0.1573756547,-0.0347774255,0.2803486128,-0.6177231265,-0.1709206415,0.741468804,0.7117669075,0.6542049794,1.3053564585,0.9562921534000001,1.0595327935,0.5581168319,0.6760622053,0.6038120507,1.2403172045,1.0642450245,0.7465574546,1.2956692596,0.9824885246,1.2248312378,0.6073886308,0.0559604314,0.3910295985,0.2643322959,0.7027330994000001,0.7398355533000001,-0.2518724549,0.2338016721,0.0180707828,0.5251083752,-0.5081007889,0.0382596288,0.6078815449,0.0013711464,-0.0026464387,-0.3267910525,0.3280663448,0.7667509375,1.2315625383,0.9673593317,0.6367305088,0.47391212130000004,0.4800106961,0.9329883979,-0.1299879058,0.46483266570000004,0.6161380398,0.28950057900000004,0.8311889990000001,-0.7644876340000001,-0.9181895338,-1.0095900179,0.5777996552,0.402601635,0.24544398750000002,1.038783274,3.5248029816,0.6849947138,3.4430288772,1.3224917932,3.0179647249,1.4987624681,3.4332918472,0.5643123924,2.8031764432,0.6291923253,3.1552615985,0.1286893197,-0.1567549577,0.0280656381,-0.2882728908,-0.3757195775,-0.0219515502,-0.044584247,-0.2003330539,0.39050395450000003,0.0711298834,-0.0387482808,-0.0196089399,1.1726332417,1.3625389333,1.4416799787,1.2707580188,1.312347553,1.5392905794,1.2435792925,1.3070240242,1.2436787657,1.9781081781,1.9223215089,1.7603636627
SP5448_01875,-0.11394716740000001,0.044020414300000005,0.0699267531,-1.4700334172,-1.4245871672,-0.705534458,-1.7016961149,-1.6223034454,-1.5058341353,0.1201034264,0.0183917839,-0.18605195830000001,-0.032845142800000005,0.0520722432,0.12626003360000002,-0.1186151879,-0.3325181267,-0.2765417,-0.1596887726,-0.1307540183,-0.0581898319,0.0445488249,0.014163097900000001,0.14449330300000002,0.32968677,0.117171063,0.2122309684,0.1008717698,-0.0483874623,0.06359891670000001,-0.4549912515,-0.6230848139,-0.6237361971000001,-0.3933404003,-0.33881259280000003,-0.1608056358,0.2047941372,-0.3319674434,-0.3441080259,-0.1780982223,-0.3779902551,-0.6153615136,-0.2826306152,-0.5700348463,-0.6575667274,-0.42003669260000004,-1.3791773564,-0.5244026547,0.0100272016,0.0766425626,-0.16349012970000001,-0.055949893,0.062756697,-0.0068068040000000005,0.0682440524,-0.20676979310000002,-0.1367693573,-0.1367123772,0.0364159533,-0.0246523199,-0.019042138,0.0072785046,0.0120724182,-0.0073084796,0.0209935697,-0.0070299373000000005,-0.0962014175,-0.0492261905,-0.0450140947,-0.0195228267,0.0219168986,0.0055882832,-0.0323240402,-0.0072821974,-0.086135101,-0.059950608700000005,-0.002841829,-0.47441986700000005,-0.43932345,-0.2962842531,0.2072039203,-0.8552789032,0.2703735237,-0.768790352,0.1435606214,-0.9627331375,-0.0216343695,-0.5920265632,0.2059839638,-0.663075635,-0.0354220555,-0.5818970448,-0.0167405487,-0.0327011058,0.0494416545,-0.3222079346,-0.2966779708,-0.30462029430000004,-0.22820911060000001,-0.18936398910000002,-0.188743724,-0.2955246878,-0.4205229427,-0.3291631403,-0.8477393379,-0.9237709972,-0.9585664816,-0.4009243368,-0.4899389531,-0.46879746850000004,-0.7243607614,-0.7814472432,-0.7236445770000001,-0.4486762298,-0.5866137857,-0.6405748036000001
SP5448_01880,-0.22189892200000003,0.33857250110000003,-0.11667357910000001,-1.6306093944,-1.6207386946,-0.5379078134,-2.093190003,-1.9904014461,-1.8378383029,0.5647830975,0.0328115423,-0.039934862700000004,0.0333346309,0.2347135578,0.1393232325,0.0597907707,-0.3160088256,-0.2340616801,-0.392351157,-0.1334419574,-0.2152595487,0.1489955678,0.0848920306,0.16482033270000002,0.30840165740000003,0.15424999350000002,0.18144553230000002,-0.1407150738,-0.38453345,-0.2512553907,0.1125877754,-0.6054088152,-0.2870091594,0.0259799754,-0.0667576482,0.1915955541,0.7147459736,0.07924588540000001,0.026700933700000002,0.1563290323,-0.0579105763,-0.5029374779,-0.2942560667,-0.08272716050000001,-0.2445036351,-0.36167850560000003,-0.40180591520000003,-0.3685144644,0.1557319321,0.2273017139,0.1345376799,-0.2629388852,0.1737193354,0.0892195499,0.5592313959,-0.6037335621000001,-0.4195199778,-0.40505502190000003,0.0891558588,-0.0128516515,-0.0710891214,-0.0052150859,-0.0262016695,-0.1393884887,-0.0695494742,-0.0457658956,-0.099713904,-0.1494682231,-0.0539730614,-0.1084745963,-0.09368803960000001,-0.1011389843,-0.13937851140000002,-0.0776666109,0.029097875500000002,0.0335282873,0.0766780014,-0.5486207981,-0.40965828470000004,-0.6714379592,-0.0376859663,-1.3185740681,0.6182386659,-1.0406961638,0.10092025290000001,-1.2044191924,-0.34327228590000003,-0.5429168128,0.1996490035,-0.8106326895,0.0043191182,-0.19441260300000002,-0.0325881425,-0.0466893471,0.0792774896,-0.5269977448000001,-0.3900354257,-0.4991849018,-0.13973210700000002,-0.0650105928,0.0556180752,-0.3163297269,-0.53065556,-0.5581490093,-0.0605256019,-0.1229198814,-0.2282695632,-0.4182759593,-0.2897883465,-0.1153234623,-0.0446047295,-0.2115325593,-0.0443477802,0.37193615680000003,0.0743163672,0.0542031586
SP5448_01885,-0.0795281164,-0.0376875556,0.117215672,-1.4972213179,-1.517068139,-0.35114962580000003,-1.8510925837,-1.8534094285,-1.6221592101,0.38542140810000003,-0.0858500921,-0.2677136129,-0.0381131429,0.1595769175,0.139699062,0.0994839949,-0.3475646918,-0.1028082441,-0.3062755116,-0.2069477917,-0.22648559310000002,0.21765830590000002,0.116332527,0.3181269907,0.3869583357,0.33150298510000004,0.23859129040000002,-0.2544771628,-0.40099648120000003,-0.1561194933,0.1146771899,-0.38920557250000004,-0.20987210010000001,0.19462042370000002,-0.073701893,0.38041108230000004,0.9576406755,0.3696448808,0.1680096386,0.27118429,0.0744612964,-0.42516968800000005,-0.1659231727,-0.16255821310000002,-0.0868432543,-0.3951396123,-0.2552854894,-0.4435619819,0.2149719832,0.2102275056,0.2501691022,-0.1814775972,0.1642046101,0.017272987,-0.4292473438,-0.7076883734,-0.5232627763000001,-0.4379105191,0.061424382300000004,-0.0133406988,-0.0630260646,0.014942381000000001,-0.11359154910000001,-0.1098275598,-0.0576276742,-0.1276718197,-0.1018528496,-0.1338230487,-0.0654647387,-0.13429779390000002,-0.1312504827,-0.09662140870000001,-0.0672994633,-0.0667147024,-0.14244220570000002,-0.0779368141,-0.0165707193,-0.5637630975,-0.5407933577,-0.6772546265,0.3752397534,-0.8585951827,0.4499994973,-1.0567281023,0.4027399641,-1.0524918172,0.23586711400000002,-0.35432858500000003,0.1557765258,-0.442541654,-0.1546939007,-0.1526364309,0.00013923090000000002,0.0222782997,-0.0224175307,-0.5036059876,-0.3555745768,-0.46508411190000004,-0.0433273946,0.1240413379,0.1240973038,-0.1159904207,-0.46068212900000005,-0.4441824451,0.12275693900000001,-0.0367682558,-0.21535207150000002,-0.44816959850000004,-0.4896390096,-0.1316423313,-0.1501808635,-0.24891652700000003,-0.2269936789,0.30250791200000005,0.12132387900000001,0.0995071629
SP5448_01890,-0.0989496484,0.0088230887,0.0901265597,-1.2397552654,-1.1878081337,-0.7439621314,-1.5225157917,-1.3766326356,-1.317428442,0.3648525378,-0.26545892390000003,-0.0641333425,-0.195757337,-0.0487191333,-0.0584467626,0.26940480640000003,-0.37336317280000003,-0.07540300130000001,0.0825776679,0.0080761931,-0.2984489557,0.0823688935,-0.0503272887,0.0861310866,0.1372187829,0.39987741800000004,0.1596799543,0.0764746652,-0.1389659314,-0.0976381566,0.5558513428,-0.010407452900000001,0.2306614855,0.4669031648,0.1073681622,0.573777298,0.8777078033,0.5943896838,0.6213622852,0.411149021,0.2824391204,-0.060117574300000004,0.1810534294,0.451997397,0.1451144685,0.2749627324,0.4691443422,0.1480504145,0.6127979873,0.7134763291,0.32379085830000004,-0.10723077090000001,0.0820608293,0.025169941600000002,0.5779940619,-0.15992997750000001,-0.1220640704,-0.09260958100000001,-0.0366047727,0.03953675,-0.0201999817,0.0172680043,-0.0287845355,-0.0386823857,-0.0573052792,-0.012081137700000001,-0.0541137198,-0.01321163,0.027850984500000002,0.0125491079,-0.24857836930000002,-0.2332198199,-0.0888080068,-0.028376471,-0.3108650537,-0.2461182962,-0.2665154134,0.3120764508,0.2548676232,0.2591813733,0.8269551141,1.5433585735,0.7367003739,1.4332176044,0.7940509772000001,1.4464773818,0.2492042723,0.7626479071000001,0.2370599428,0.8891066756,0.33723454820000004,0.9330722674,0.0513327274,-0.0243297963,-0.027002931100000002,0.297016544,0.3082955082,0.1555182476,0.4279998708,0.478530449,0.6770417581,0.7848430746,0.6104747741000001,0.6577680501000001,0.6057749450000001,0.4903314682,0.4224668082,0.7507375875000001,0.7874694732,0.6885393781,0.4575863719,0.5361091867000001,0.5021076768,0.8460078384,0.7388359467000001,0.6317668804000001
SP5448_01895,-0.0410571365,0.1651279881,-0.1240708516,-0.6859078785,-0.7011352412,-0.10723115400000001,-0.7728422565,-0.7689631682,-0.7518415253,0.10763526620000001,-0.2673259487,0.2516052241,-0.3334157502,0.0776739964,-0.2013139076,0.48716145520000004,-0.5094231889,-0.5308872828,0.7021295729,0.130209985,-0.0016517629,0.14812940030000002,-0.3365846777,0.0223324845,0.31950372120000003,-0.1262009996,-0.2643071656,0.8378362054,-0.3449179969,-0.1681886303,-0.049880345000000006,-0.4182647745,-0.21214827400000003,0.3858399232,0.3242999962,0.30639740660000003,0.5680926083,0.2135241917,0.045029037300000005,0.4903970748,0.5796646981,-0.5055793644000001,-0.3737301317,-0.3082572603,-0.4550628861,-0.5091273624,-0.6703253108,-0.6641131281,-0.4578584163,-0.3817409015,-0.6214585522,-0.2062031286,0.0033903002000000002,0.2028128284,1.0857263525,1.041658823,0.8479410315,0.9242686868000001,-0.3081817791,0.23507444430000002,-0.0735205428,0.1466278776,1.2210747303,1.4481083259,1.4513025661,1.2260474909,1.1178773754,1.0795565389,1.4749487485000001,1.5192853069,-0.5497681144000001,-0.7739058415000001,-0.07199838060000001,-0.007865431400000001,-0.3571011933,0.1958180112,0.0290643433,0.21959810910000002,0.2263025086,0.351744188,0.6840075106,0.6262299232,0.4607567698,0.7120687714,0.6314528411,0.46911611680000004,0.09257872980000001,0.37898563900000004,0.1357942131,0.1953060145,-0.0961541042,0.9859566382,0.1520514841,-0.0007042955,-0.1513471885,-1.1963325989,-1.0467428088,-0.8793978665000001,0.37482210720000003,0.1459596015,0.5778156617,-0.6303405045,-0.7651250919,-0.7050280935000001,-0.1089982951,-0.2452840718,-0.3570406319,-0.1397380413,-0.2533053737,-0.0814056286,0.24002322850000002,-0.0049496281,-0.1412182024,1.5636222171,1.4631827454000002,0.7756919555
SP5448_01900,0.3764914882,0.0220260569,-0.39851754500000003,-0.4544193902,-0.5839916552000001,0.3164938463,-0.7657927383,-0.7852506753,-0.9944176838000001,0.6194087850000001,-0.0575022336,0.1635710123,-0.1268134038,0.4645638768,-0.1951868101,0.45212548340000003,-0.2326992192,-0.49657696960000003,0.35436219490000004,-0.049279573900000005,-0.1756502815,0.2611276583,-0.2951175826,-0.3130270416,0.3778749604,0.17527602180000001,-0.3752620701,0.3163993423,-0.4061190685,-0.4614750809,0.5250684185,0.0742440146,0.042921735,0.7469678329,0.5216892871000001,0.5751592747000001,0.9543447576,0.45433094970000004,0.36429088940000004,0.7034270721,0.3783263622,-0.3719330703,0.20813019870000002,0.1502008886,-0.1631864445,0.029584556600000003,0.0541969734,-0.2569834379,-0.045232633800000005,0.0141044197,-0.313444792,-0.3015029906,0.1299035539,0.1715994367,0.6321467446,0.5580723006,0.3974075676,0.14074860990000002,-0.3381471719,0.2502312929,-0.1668333395,0.2547492185,1.1941783693999999,1.4375118655999999,1.2574202366,1.3390780925999999,1.2904138308,1.2371008164,1.4555019438,1.4079654944,-0.8478163397,-1.1393786366,-0.0479866823,-0.0988413327,0.0098779177,0.3692453308,0.1409377819,0.6636490872,0.7060390037000001,0.7314987716,0.6649441846,0.8401766814,0.44407859510000003,0.9367704544000001,0.7598188028,0.7588755829,0.0046445396,0.4132964475,-0.1562606634,-0.0471732702,-0.3684449066,1.2570176905000001,0.0458186016,0.0404229294,-0.08624153100000001,-0.6361818433,-0.9353221158,-0.6448687436,0.5540316205,0.0278328218,0.5172745753,-0.2795506,-0.2866491556,-0.5992898727,0.5122998958,0.2984552858,0.11583974500000001,0.17876455970000002,0.1132527155,0.3647342462,0.7158715276000001,0.4173051343,0.2703988088,2.3019599286,2.433790556,1.7869372536
