,SRX1726505,SRX1726506,SRX1726507,SRX1726508,SRX1726509,SRX1726510,SRX1726511,SRX1726512,SRX1726513,SRX1081650,SRX1081651,SRX1081652,SRX1081653,SRX1081654,SRX1081655,SRX1081656,SRX1081657,SRX1081658,SRX1081659,SRX1081660,SRX1081661,SRX1081662,SRX1081663,SRX1081664,SRX1081665,SRX1081666,SRX1081668,SRX1081669,SRX1081670,SRX1081671,SRX1081672,SRX1081673,SRX1081674,SRX1081675,SRX1081676,SRX1081677,SRX1081678,SRX1081679,SRX1081680,SRX1081681,SRX1081682,SRX1081683,SRX1081684,SRX1081685,SRX1081686,SRX1081687,SRX1081688,SRX1081689,SRX1081690,SRX1081691,SRX1081692,SRX1962715,SRX1962716,SRX1962717,SRX1962718,SRX1962719,SRX1962720,SRX1962721,SRX4892146,SRX4892147,SRX4892148,SRX4892149,SRX4892150,SRX4892151,SRX4892152,SRX4892153,SRX4892154,SRX4892155,SRX4892156,SRX4892157,SRX4892158,SRX4892159,SRX4892160,SRX4892161,SRX7620814,SRX7620815,SRX7620816,SRX7620817,SRX7620818,SRX7620819,SRX7620856,SRX7620857,SRX7620858,SRX7620859,SRX7620860,SRX7620861,SRX7620862,SRX7620863,SRX7620864,SRX7620865,SRX7620866,SRX7620867,SRX2161502,SRX2161503,SRX2161504,SRX2161505,SRX2161506,SRX2161507,SRX2161508,SRX2161509,SRX2161510,SRX2161511,SRX2161512,SRX2161513,SRX2161514,SRX2161515,SRX2161516,SRX2161517,SRX2161518,SRX2161519,SRX2161520,SRX2161521,SRX2161522,SRX2161523,SRX2161524,SRX2161525
SP5448_00005,0.006115458900000001,-0.2516808626,0.2455654036,-1.4467189665,-1.3945047011,-0.3209329032,-1.4830829469,-1.305965039,-1.185177695,-0.096246406,-0.12155414610000001,-0.0581975666,-0.2142644889,0.0051009258,-0.026253072800000003,0.1312910495,-0.19840427730000001,-0.030232384600000002,0.3906043048,0.1526646314,0.069619212,0.0021897243,-0.0893494263,-0.0472715863,0.049920690100000005,-0.0668185451,-0.0694463114,0.27184511510000003,-0.06344365910000001,0.0082462174,-0.0823426337,-0.746118053,-0.7206751116,-0.4391236676,-0.6065491908,-0.1934317595,0.0319147082,-0.3452084695,-0.1698247236,-0.4094592481,0.0602091342,-0.6682159229,-0.5219065417000001,-0.7481283474,-0.4868753745,-0.62283644,-2.1233060587,-0.7474297790000001,-0.7198271438,-0.4591314045,-0.47819774210000004,0.0151546986,0.0186082471,-0.033762945600000004,-0.2921734016,-0.4980720785,-0.4349738172,-0.2982596261,0.0276916362,0.01669959,-0.0925921443,0.048200918200000005,-0.2281851084,-0.17257600850000002,-0.1315190324,-0.1234472484,-0.0184758494,-0.1323824189,-0.0399187726,-0.100523863,0.0016275349,-0.0158376525,0.09964138480000001,0.1065132303,-0.1600407489,-0.3526563916,-0.3346171077,-1.1461743048,-1.1067019319,-1.1866481058,0.594215198,-0.48917610320000005,0.6297078384,-0.3201303972,0.6333759295,-0.7983030637,0.3627949056,0.9142145578,0.36489300620000004,0.8563658676,0.1196263364,1.3844924295,0.07588083250000001,-0.0856258261,0.0097449936,0.2019300287,0.22683436710000002,0.28334422330000003,0.1070692937,0.23124190260000002,0.2654926854,0.3676268039,0.3177108281,0.3343097238,-0.6126249169,-0.7395737377,-0.7661288215000001,-0.5151284361,-0.4667939888,0.0074657138,-0.1529291012,-0.26236650370000003,-0.11667145840000001,-0.4688513791,-0.6210738608,-0.6933103783
SP5448_00010,-0.16986928440000001,0.09847324090000001,0.0713960435,-1.4989321979,-1.4634819886,-0.6400119236,-1.6463417718,-1.5543728491,-1.4780266267,-0.0175819171,-0.1182933215,0.0774590869,-0.22845972920000002,-0.0595032558,0.0874743657,0.0847756977,-0.1897661158,-0.01715394,0.4458449862,0.1685214392,0.12759274110000002,0.1695699314,-0.1281100556,-0.1419677311,-0.0183975692,-0.1138594556,-0.1155407824,0.1848977114,-0.183177333,-0.014324753400000001,0.141394463,-0.5624222045,-0.6694708033,-0.1632257508,-0.4065939692,0.16227248900000002,0.46598540930000004,-0.1513757879,0.1548653204,-0.2313795343,-0.067994236,-0.4212635521,-0.2690394239,-0.4586160564,-0.5090827447,-0.3581181735,-1.5164369274,-0.3862543909,0.0811425969,0.4027953984,-0.1628218073,0.040588165,-0.016646372,-0.023941793000000003,0.2369400659,-0.335108108,-0.2752708913,-0.18522573650000002,0.023465853800000002,-0.0265766027,-0.0675396628,0.0706504117,-0.21368614130000002,-0.1688080281,-0.17460583030000001,-0.1402909296,0.0381955812,-0.0784070438,-0.038508468500000004,-0.1384466078,-0.0243933606,-0.0612343474,0.0729258648,0.097968314,-0.1634618609,-0.31131815890000003,-0.3055278424,-0.24623387900000002,-0.2219153763,-0.2080241978,0.5839180447,-0.0276469363,0.40366804900000003,0.1231509722,0.48805076500000005,-0.2839356319,0.1783235676,0.7446371635,0.34914855980000004,0.6611250618,0.2528357348,1.2094657815,0.0532421404,-0.0863541307,0.0331119903,0.2505375207,0.34760516220000004,0.4530586037,0.2332820522,0.3830975897,0.41994368400000004,0.4801023848,0.3723676065,0.47336503020000004,0.1052957853,0.054001499800000005,0.0707884204,0.7856070810000001,0.5984306765,1.0653404747,0.6520148072,0.614271907,0.6144947776,0.8651612425,0.4116668551,0.6892147391
SP5448_00015,0.2729939071,-0.493933149,0.22093924180000002,-2.144114605,-2.426395317,-1.4029181864,-2.2171395597,-1.9317115368,-2.1342540248,0.2092826136,-0.0810044907,0.3642953306,0.1847122175,-0.16983107800000002,-0.0160922468,0.1683859817,0.3080825674,0.3547918483,-0.0464052827,0.1273403088,0.0636229251,-0.2869321496,-0.2424256677,-0.3182826684,-0.5063126766,-0.29036125020000003,-0.3232974941,0.0001737337,0.3504182997,0.1498391784,-0.9660263104000001,-2.4712404294,-1.5465735796,-1.6720930950000001,-1.2054410211,-1.5264627551999999,-1.3780206868,-1.755376746,-1.3275744384000001,-1.6762288446,-1.3793611507,-2.0399035719,-1.0831844508,-2.2632300579,-2.3235673909,-1.5100827185,-2.6199250741,-1.3328533377,-1.8670309574,-1.8540699802,-1.9685944184,0.0760893353,0.0458062985,-0.1218956338,-1.1998932415999999,-0.2477402759,-0.215020322,-0.3538302131,0.016457876700000002,0.057069890500000005,-0.0110190962,-0.062508671,-0.2061410599,-0.2269483901,-0.12162700080000001,-0.2471039979,-0.07774886760000001,-0.31584993040000003,0.0521917477,-0.2480274505,-0.0357544562,0.0360039016,0.10782275890000001,-0.1511842773,-0.25390772770000003,-0.4713435978,-0.3880844566,-2.5832545412,-2.5465068062,-2.6930014197,0.3155951652,-3.1160951038,0.0920508942,-2.6497408744,0.5986706752000001,-2.8983160389,0.964902636,-0.6057578083,0.1312010083,-0.609105931,0.0172321379,-0.6987692624,0.0726341412,0.026200691300000002,-0.0988348325,0.00037019470000000004,-0.25409922220000003,-0.0294437331,0.4050713601,0.16960691290000002,0.1510105472,0.0963438934,0.31697526800000003,-0.0378183332,-1.8148409595000001,-1.7192709003000002,-1.7766090318,-2.8019986980000002,-2.1724264693,-2.4333118942,-1.6490517739000001,-1.3726970641,-1.3425565254,-2.9709627104000003,-2.3058157072,-2.636360417
SP5448_00020,0.07797000280000001,-0.166966946,0.0889969433,-1.9336151276,-1.9239095435,-0.7177715684,-2.268326153,-2.1222282737000002,-2.0223582793,-0.0039740596000000005,0.055208389100000005,-0.022343179100000003,0.0698136953,0.044542206800000005,-0.0053009228,0.061438356300000004,-0.0235227314,0.1295818941,-0.0176041535,-0.397543122,-0.0700989197,0.09688953950000001,0.12055944560000001,0.07714462870000001,0.1222759501,0.1805508884,0.0742975413,-0.22887141300000002,-0.23095506340000002,-0.0320889708,-1.16631409,-1.6018798000999999,-1.4274453392,-1.2707725752,-1.0069428589,-1.146639625,-0.9447925776,-1.3005506727,-1.2707226825,-0.8923301613,-0.5762494821,-1.5144415263000002,-1.3662574695,-1.6073224405,-1.6622000063,-1.3285818490999999,-2.7714099812,-1.3924709507,-1.8774799655,-1.7449349571,-2.1238286955,0.0995157156,-0.164215349,0.0646996335,-1.5969697274999999,-0.8009600103000001,-0.7045163617,-0.9073214275,0.06577155200000001,-0.0188895179,-0.0026373394,-0.044244694700000003,-0.0891900407,-0.0321052357,-0.0639354124,-0.1184319283,-0.2314534638,-0.1172917252,-0.0696764211,-0.0846989263,0.035709091400000004,0.0337128529,-0.052852905500000005,-0.0978463276,-0.1892067442,-0.2079595112,-0.1906746976,-1.8176995622,-1.7107929748,-1.8362750454999999,0.17990848950000002,-1.9877813753,-0.1412699519,-1.9087396829,0.26881330740000003,-2.0672333458,0.5332734049,-0.8124625008,0.0964546828,-0.8789882166,-0.0418871346,-1.1021550937,0.0109213816,0.0273446691,-0.0382660507,-0.24409148190000002,-0.274425271,-0.2198046387,-0.0092039817,0.09278891830000001,-0.0719218741,-0.0675950252,-0.1327388394,-0.17326181840000002,-1.7160955095000001,-1.8102135146,-1.7624562147,-1.5438441925,-1.4242693690000001,-1.3966031966,-1.0871472803,-1.3490830055,-1.0907690321,-0.6700209119,-0.5539530847,-0.7623699094
SP5448_00025,0.28981969690000003,-0.5325810664,0.2427613694,-1.8036836324,-1.6613720650000001,-0.7548744502,-1.9620980483000001,-1.7581036874,-1.7264024066,-0.0241923751,-0.1053681219,-0.24605226500000002,-0.0688155676,-0.1049401943,-0.0902068538,0.2368429229,0.14199444320000001,0.2114272814,0.1024464763,0.24489410660000002,0.0813570064,0.053013029,0.1957463724,0.10651836960000001,0.0170187712,0.1295207958,-0.0659768775,-0.2043657684,-0.5830826013,-0.0277789497,-1.2652086665,-1.2845775603,-1.0878316366,-0.8855633988,-0.8313439181000001,-0.9457222282000001,-0.6287677425,-0.8735770898,-1.2136768345,-0.5787115351000001,-0.3172752553,-1.1268748078,-1.7472017805000002,-1.7697634444,-1.6925252234000001,-1.5331758223,-3.120065526,-1.4251038369,-1.9529157457,-1.3222956698,-2.0730727354,-0.1198555823,0.0768704687,0.0429851137,-0.5047803788,-1.0310150056,-0.7898391918000001,-0.7671294893,0.1425591487,-0.0207663337,-0.0666712462,-0.0551215689,-0.2734197594,-0.1429470015,-0.0985619378,-0.12843179400000002,-0.15763908940000002,-0.2470182195,-0.1643637697,-0.1707121826,-0.2024334639,-0.1180836541,-0.12248763580000001,-0.3003200339,-0.1962107234,-0.4322124704,-0.47302136780000004,-2.0613220547,-2.0577386962,-2.2045707966,0.5539500288,-1.8814189915,-0.11747657480000001,-1.8834700985000001,0.7147212237,-2.140801738,1.015677608,-0.3262781245,0.2093167983,-0.5277256755,-0.1235498448,-0.5289494339,-0.0169553314,-0.07516761,0.0921229414,0.0602555506,-0.11337941530000001,-0.1837664827,0.2083302747,0.5852439930000001,0.3372757941,0.46203207700000004,0.166814119,0.0623886057,-1.2087635534,-1.3483509557,-1.3450948162,-1.7218627614000002,-1.3771258714,-1.5353587854000001,-0.4997855,-0.7477316356,-0.41663460210000003,-1.4343866042,-1.2008542363,-1.3081046154
SP5448_00030,0.0606540599,-0.1850849381,0.12443087820000001,-2.3288827528000002,-2.3338219812,-0.9575591511,-2.6737284611,-2.5885065649,-2.4086494332,-0.0223865577,0.012650586200000001,-0.0980065557,-0.19578221540000001,-0.1325188851,-0.2811009852,0.125135625,0.0719544112,0.051874681900000004,0.12171398750000001,-0.2233926322,-0.0379799158,0.11964354390000001,0.17030588870000002,0.2841367506,0.3231993298,0.28059928430000003,-0.0323801127,-0.1830467485,-0.3493766008,-0.0052428798,-1.3286028862,-1.3104613878,-1.3656140247000002,-0.9986214857000001,-0.8714878873,-0.9142134190000001,-0.43266958310000003,-0.9866347409,-1.1829151548,-0.6095104206,-0.6715452129,-1.4572761491000001,-1.3485291071,-1.5835331203,-1.487942713,-1.3876933595,-2.2789359371,-1.4712438487,-1.4641889138,-1.0358696176,-1.6402911604,-0.1714379081,0.0503435594,0.1210943488,-0.721706293,-0.9805273492000001,-0.7424431819,-0.8877605703,0.0687422796,-0.0092448983,-0.0714381208,0.0119407395,-0.1528404441,-0.052254544800000004,-0.0850765371,-0.08946174970000001,-0.25215201200000004,-0.2621293967,-0.08188355130000001,-0.1614621796,-0.2314265925,-0.1409814287,-0.2016255898,-0.2409130586,-0.12640153980000002,-0.2737030448,-0.2559327335,-1.6986833283,-1.6113841826000002,-1.6799076199,0.3960981179,-1.7948007439,0.008929926900000001,-1.6248662505,0.6917307339000001,-1.9419816123,0.6234515411,-0.6384773123,0.1457678083,-0.8258673825,-0.11318203140000001,-0.7817160780000001,-0.08900624060000001,0.048300392500000004,0.040705848100000004,-0.1633788717,0.1009668585,0.014014787300000001,0.2370092423,0.6340924432,0.4238253272,0.4872328931,0.3404594814,0.2220219626,-1.2352885472,-1.2301136749000001,-1.2650039807,-1.524304056,-1.3155605527,-1.0133001399,-0.6164152741000001,-0.7591372166,-0.48846551,-1.1183097996,-1.0688937208,-1.124541331
SP5448_00035,-0.002332755,-0.2072926311,0.2096253861,-2.3874057819,-2.4348933722,-1.3479303153,-2.4935690882,-2.0324140574,-2.3361506559,-0.2262553534,-0.0512610702,0.27385568190000004,-0.1507756372,-0.1941674874,-0.057328752000000004,0.2551081971,0.4923210362,0.396096428,0.0508921726,-0.0058864141,0.0408230849,-0.159194929,-0.1140112028,-0.1962885566,-0.4155047114,-0.0689747689,-0.2318542288,0.1735276349,-0.1211543387,0.3100332153,-0.6876580046,-1.5841714993,-1.1055004215,-1.0842496861,-0.7154198963,-1.145344077,-0.7392600176,-1.2373571541,-0.7931538913,-1.0607358268,-0.7665586049,-1.3406086346000001,-1.8801476852999999,-1.3888269245,-1.9442086479,-1.1468557818,-3.2413574941,-1.1146885596,-1.1445068173,-1.5536163038000002,-1.6373431886,-0.14334178590000002,0.0883973688,0.054944417100000004,-0.9855552472,-0.6544951957,-0.4417682773,-0.5279513473,0.0731705624,0.0226515449,-0.0138166195,-0.0820054877,-0.042452523400000004,0.028440388,0.1721680341,0.0672524287,0.1200111331,0.09248598820000001,0.0062648267,0.08849841900000001,-0.2772055281,-0.1297464246,-0.1295387856,-0.33027133950000004,0.4943308702,0.1553133783,0.1170611292,-0.9746206994000001,-0.9575641524,-1.0821844075,0.061367278100000006,-1.6408833762000001,-0.5874588911,-1.1699613023,0.5634342426,-1.554340293,0.3039249109,-0.2418979035,-0.2029354075,-0.31649591590000004,-0.8676948811,-0.4555519127,-0.0198061683,0.1132906291,-0.0934844608,0.09753807610000001,0.19053489540000002,0.3445074117,0.4418598428,0.5821020771000001,0.5163123841,0.48629568830000003,0.47309401980000004,0.37314235030000004,-1.0173102891,-1.0058132276,-0.9736478996000001,-1.2464979983,-0.9584776330000001,-0.907266557,-0.14902114300000002,-0.1358404813,-0.0875533064,-1.2924662262,-1.0766012149,-1.2324640275
SP5448_00040,0.0426071432,-0.2319219358,0.1893147926,-2.3162622871,-2.2813255887,-1.4186090467,-2.356219209,-2.2167177831,-1.9224781765,-0.3301470829,-0.285468375,0.2661683438,-0.0397944193,-0.18630879050000002,-0.0300391507,0.1838069728,0.31811745420000004,0.2949164019,0.0183927694,0.07987589340000001,0.091161004,-0.0535149604,-0.0332348505,-0.0120885598,-0.2779750803,-0.045170797000000006,-0.08125127,0.021793939000000002,-0.1666720316,0.2674325895,-0.8378150565,-1.4699156679,-1.0744906269,-1.1389499669,-0.7472212929000001,-0.8941544598000001,-0.8272672591,-1.1143666247,-0.9782862394,-0.9975470762,-0.6823137951,-1.4615299583999999,-1.4677259235,-1.5270126587,-1.7191237182,-0.9957065629,-2.4770252616,-1.2243742589,-1.4017697293,-1.3484833044,-1.461989939,-0.2437304372,0.1088496649,0.1348807723,0.1037555543,-1.1297208069,-0.6489291156,-0.5179377238,0.077261986,0.043473575800000004,-0.10740707840000001,-0.0133284834,-0.1073155803,-0.0565267156,0.0860215138,0.0786221272,0.2558907757,-0.0882456066,0.0441849224,0.0107813466,-0.3448439082,-0.2836572992,-0.28596155570000004,-0.3468631078,0.11076186560000001,-0.1775343577,-0.1985652882,-1.2911666676,-1.1354574311,-1.3657883603,0.3522875896,-1.7028880101000001,-0.050224693800000005,-1.3605319599999999,0.5169170737000001,-1.5329996735,0.3655789385,-0.3669784702,0.1379514794,-0.4790153106,-0.2381926375,-0.4939402598,-0.0122176353,0.0236432263,-0.011425591,0.21725042260000002,0.1407219328,0.1965063746,0.44696598860000003,0.5775739362,0.3538833638,0.5269880766,0.33827901850000003,0.3561206648,-0.9626329083,-1.0588028029,-0.9888699488,-1.1220909357,-0.870391761,-0.8780978502000001,-0.1371324734,-0.4303756376,-0.2725625594,-1.1939901785,-0.9319902714,-1.0065957313
SP5448_00050,0.0594930981,-0.30016793680000003,0.2406748387,-2.5543492007,-2.499352374,-1.4130676771,-2.6206333841,-2.4373325888,-2.1567561544,-0.1743873183,-0.1769631938,0.0729723002,-0.0688034392,-0.08540829870000001,-0.07171929120000001,0.0892313341,0.2138692207,0.2643138854,0.0715980556,-0.2340368116,-0.041467827000000006,0.009997151000000001,0.0595407098,0.014213422600000001,-0.1547979647,0.0181073248,-0.1409572529,0.1832258746,-0.0707026989,0.2221748175,-1.1953407674,-1.6247386441,-1.3642812396,-1.3073436322,-0.8790230787000001,-1.099108222,-0.9403860585,-1.2317417205,-1.2665306502,-1.0840231801,-1.0895365406,-1.6561008968,-1.1159512531,-1.7696084099,-1.7764332459,-1.3200501104,-2.7892482944,-1.4908621874999999,-1.4209911911,-1.4399702492,-1.6272387491,-0.1113260759,0.0172989651,0.09402711080000001,-0.4800612292,-0.6969357235,-0.5433661194,-0.4419392857,0.0748711713,-0.022514894400000002,-0.06859850020000001,0.016242223400000002,-0.0113097423,0.0991978163,0.0529523401,0.10188007830000001,0.0800657089,0.0135376605,0.09923837960000001,0.066277851,-0.36624845980000004,-0.3253363742,-0.29089728730000003,-0.3355556501,0.0619441053,-0.1473639718,-0.1768053258,-1.4965953558,-1.3571292021999999,-1.4387753475,0.5686686489,-1.4715709287,0.1574717168,-1.1998845191,0.6951334521,-1.4929399621,0.4853774393,-0.3334604845,0.0619308728,-0.4768501176,-0.2850831197,-0.356599374,-0.0240906481,0.0716998162,-0.047609168,0.2748638982,0.2769276764,0.2563004346,0.39305618130000003,0.5777992432,0.4732087453,0.5686051644,0.383875995,0.40410892930000003,-1.1151248162,-1.1531510665,-1.1509696876,-1.0988373737,-0.8366485611000001,-0.6740742807,-0.3693083461,-0.4482112978,-0.36378701150000003,-0.8152152646,-0.8770360449,-1.0146264979
SP5448_00055,0.1811897817,-0.3714219026,0.1902321209,-1.767267441,-1.7817252933,-0.6248167274,-1.9170108681,-1.8833382885,-1.2238244676,-0.35959188540000003,-0.2218911295,0.1326542759,-0.0045934154,-0.29200909480000004,-0.1865475969,-0.026727007400000002,0.6881657886,0.8813000254000001,-0.1611331274,-0.4947147994,-0.0898535437,-0.08633460450000001,0.203806428,-0.1112212313,-0.4689102848,0.2495145128,-0.1651631959,0.11693987950000001,0.0911195382,0.3051904681,-0.9954036380000001,-1.6897245124,-1.4611600463,-1.5965680038999999,-0.8327578447,-1.4334761525,-1.0101268504,-1.5262525379,-1.1515205149,-1.2433860376,-1.0105743965,-1.7452053426,-1.5095105523,-1.7613142264000001,-2.2692879709,-1.0915031474,-2.8129668714,-1.1674043472,-1.5308757370000001,-1.4803537216,-1.9101798882,-0.1304724395,-0.015533093000000001,0.1460055325,-0.2804717192,-0.7570700795,-0.652135843,-0.3700906432,0.1155900323,0.0297570966,-0.1060897225,-0.0392574064,0.0508467222,0.07780619400000001,0.0767068259,0.1825944749,0.20270914480000002,0.12493364550000001,0.17200996400000002,0.1222410923,-0.3683841748,-0.4108837953,-0.3126227592,-0.3709722724,-0.2577900233,-0.5381602276,-0.5583848763,-2.1710815524,-1.9776325387,-2.2682016465,1.4491800806000001,-1.8194679310000001,0.7983586290000001,-1.7218800523,1.5119784356000001,-2.1107157433,0.8286002162,-0.13736405370000002,0.3497992225,0.0529358834,0.1759356885,-0.3785717148,0.0005987669,0.0350609449,-0.0356597118,0.8859719889000001,0.7071325063,0.6913714174000001,0.4743211142,0.6753450696000001,0.4489639721,0.9762193424000001,0.9108442811,0.9269833313,-0.6681002739,-0.8212691255,-0.8823261557000001,-0.9074299062000001,-0.6400798172000001,-0.5173992072,0.2150521524,0.0340755649,0.1825230515,-1.0093404683,-0.8905669359,-0.9416091875
