,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
SP5448_00005,-0.0180362137,-0.0025174814,-0.0070588092,-0.0036740774,-0.0146193441,-0.0201404726,-0.0129480789,0.0026993792,0.0004382737,-0.0068725835,0.0154491592,0.0190941477,0.0107218463,-0.0041336132000000005,-0.0125899741,0.0066712643,0.0152963918,-0.0150566508,-0.0021431028,-0.0188246991,-0.0022881872,-0.010858941300000001,-0.007152256300000001,0.0039428865,-0.0197404131,0.013601997400000001,-0.007137708800000001,-0.0131379644,-0.0047467655,-0.0004556791,-0.0036465713,-0.008937104900000001,-0.0045225167000000005,0.0009438134000000001,-0.018353962300000002,-0.0144253682,0.0294553736,-0.0110992137,-0.00016142280000000002,0.0231291639,0.0136056788,0.012738362100000001
SP5448_00010,-0.009855543000000001,-0.0030332865000000002,-0.008367894,-0.0028086994,-0.0029295879000000003,-0.022008277700000002,-0.012551599200000001,0.0120045516,-0.0017583920000000001,-0.0025286297,0.0006093953,-0.0151678612,-0.006423803400000001,0.0014743746,-0.0015606108,-0.0026060624000000003,0.0116387194,-0.014465020200000001,0.0034886117,-0.0210128363,-0.0181715514,-0.007657557200000001,-0.0010088766000000001,0.0090860825,-0.0168874015,-0.0036960373,-0.003050412,-0.0148989597,-0.0003337478,0.0133386467,-0.012993480600000001,-0.0049649746,-0.0065977925000000005,-0.0060606952000000006,-0.016568201600000002,0.015207525400000001,0.0206000302,0.0019706539,0.0033064531,0.0134489929,0.0019967533,0.0124410979
SP5448_00015,-0.0008240274,0.0031839248,-0.010602228600000001,0.0177465298,0.0008218117,-0.0028676797,0.0119950568,0.0206386468,0.0015739927,0.0040243810000000005,0.0694704671,0.0201670169,0.0023558168,-0.004153143000000001,0.023572879300000002,-0.0061153567,0.0071020986000000005,0.0181326338,0.0101570676,0.0202761765,0.031379413,-0.0015930907000000002,-0.0246469222,0.0142496227,-0.0008142735000000001,0.013116929400000001,-0.009465528,-0.0095591005,-0.0214790394,-0.0205536277,0.0003747122,-0.0051964837,0.0014489618,-0.0213415143,0.0029126674,-0.023102741200000002,0.0073127885,-0.0036307649,-0.0120043224,0.0090702595,0.015859484,0.0087145848
SP5448_00020,-0.0022728674,0.002196468,-0.0087443161,-0.0044711956,0.0022298684,-0.0029438262,-0.0051087812,-0.0062839176,-0.0055895703,-0.0057720521,0.0131549862,-0.0104842708,-0.0041398044000000005,-0.0040243685,0.0060587882,0.0051277297,0.0144476408,-0.0007717035000000001,0.0018404935,-0.0221262154,0.0282743698,-0.0197656883,-0.013024621200000001,0.0028258506,-0.0217038689,-0.0091990217,-0.0083529694,-0.0013257956,0.0020194858,-0.0187805501,-0.0036398997,0.0012118618000000001,-0.0145468613,0.00736654,0.0021162397,-0.0191276514,0.0055744554,-0.0077644298,0.007694175300000001,-0.011225420600000001,0.0031744763,-0.00540489
SP5448_00025,-0.0014509322000000001,0.0155097632,-0.0220010546,-0.0068500616,-0.009348692300000001,-0.009210357800000001,0.0010846153,-0.0091915933,-0.0196136162,-0.0005566872,0.0125659108,-0.0073873210000000005,0.0033315395000000003,0.0005185691,0.023445420800000002,0.0071651626,0.0160448251,0.0156546799,0.0094679978,-0.003994885100000001,0.0157957417,-0.016567008,0.0073464548,-0.000887182,-0.0076502769,-0.013930474000000002,-0.022789392800000002,-0.0109474735,-0.0048631962,-0.012892952000000001,-0.0016857596,0.001960063,-0.027700288200000003,0.0307442219,-0.0308620756,-0.013761293,0.02104469,-0.012317886200000001,-0.0053589179,0.0010865617,-0.0135057791,0.0067151809
SP5448_00030,-0.0038569750000000003,0.009905397100000001,-0.0119457137,-0.0144110179,-0.0036665989,-0.0100035191,-0.0061631893,-0.0017532744000000001,-0.0282260659,0.0082966442,0.0001805302,0.00017401030000000002,-0.014332629400000001,-0.0003313274,0.0141535649,-0.0104262789,0.0251663558,0.0063054125,0.0081342991,-0.0070818488,0.012012473400000001,-0.0104851227,0.0074953631,0.0138862992,0.0025136223,-0.0169112436,-0.0051095394,-0.0032330899,-0.0053678816,-0.0019886961,-0.0124125885,0.0038713949,-0.0181866636,0.0082291977,-0.0148237421,-0.0148859477,0.0158595709,0.006545067700000001,-0.0004414679,-0.003945672,-0.0081097832,-0.0054776796
SP5448_00035,0.0018791421000000001,0.0049164487,-0.0204929214,0.0210251331,0.0072268994,0.0092556747,0.0037402686,-0.016894155100000002,-0.0087119681,0.004557872,0.0678697533,-0.0114377838,-0.0018949696,0.0015396126,-0.0072320276000000005,-0.0075024772000000005,0.0307510553,0.0185818181,-0.0023150356,-0.0066823204,0.0309625717,-0.0034936324,0.0130708143,0.0091306098,6.413460000000001e-05,0.0072342038,-0.0021813585,-0.0173748072,0.0017260463,0.0034264579000000002,0.0035771902,0.00029553230000000004,0.0003059091,0.0045717823000000005,-0.028998490800000002,0.0188276817,0.0280600277,-0.0040145698,-0.0047185026000000005,-0.0028876855000000002,0.002787265,-0.005682231
SP5448_00040,0.0055146796,0.0141765117,-0.0074989616,0.0080970446,-0.007843087700000001,-0.0132339681,0.0167534004,-0.0070399422000000005,-0.0091173626,-0.0062979017000000005,0.038624917,0.0135500902,-0.0192511584,0.0002820642,0.0166619847,-0.0095880441,0.019005611500000002,0.0079251188,0.0002363622,0.0043883568,-0.0141119139,-0.0068647337,-0.0033012527,0.0133771284,0.0166518683,0.0117031138,-0.0039643494,-0.0098521968,0.0046701989,0.0032426148000000003,-0.0026519479000000003,-0.0087921593,0.0042296353,0.0118221051,-0.0270087421,0.0104614192,0.016476242000000002,-0.0054643846,-0.0040799714,0.0100016603,0.0028410058,-0.0032312978
SP5448_00050,-0.0054605101000000005,0.0172753629,-0.012962848400000001,0.013657748800000001,-0.0110220957,-0.0066513854,0.0004851332,0.004418657,-0.0020248049,0.0008497771,0.0296355734,0.0023603996,-0.0151406521,-0.0013731121000000002,0.0049872596,-0.0016423896000000002,0.0151896575,-0.007371094900000001,-0.0006573483,0.0066649363,0.010894847800000001,-0.0092583078,-0.0032100469,0.0193198797,0.0124417053,0.0046384002,-0.0051364007,-0.0136490411,1.58118e-05,-0.0014829056,-0.0013504648,-0.0015450346,-0.0037451192,0.0070310898,-0.0135494445,0.0070840735,0.021671356000000003,-0.0039360744000000005,-0.0024863280000000003,0.0042951913,0.007729958,0.0114934094
SP5448_00055,0.0108188103,0.0165704771,-0.007074182500000001,0.017530664300000002,-0.0095627895,-0.0251202223,0.0034048781,0.0055538301000000005,-0.0066623337,-0.0194266643,0.0642755621,-0.0153512649,-0.0020637295,-0.0035519966,-0.0058845241,-0.0057922219,0.0032994155,-0.0135936552,-0.0040202374,-0.0053731906,0.0031737583,-0.0082992753,-0.0039994798000000005,0.0167116421,0.0073077019000000005,-0.0093722574,0.0089026648,-0.0015132767,0.010498358000000001,-0.0075289484,0.005628216100000001,-0.0002841088,0.0004013779,0.0218534121,-0.015918001,0.0181800646,0.020209651500000002,-0.0124423163,0.0036206527,0.0137568351,0.0029397513,0.0024460873
