,-0.08440197412099772,-0.050641184472598626,-0.016880394824199535,0.01688039482419955,0.050641184472598647,0.08440197412099774,0.11816276376939681,0.1519235534177959,0.18568434306619502,0.2194451327145941,0.2532059223629932,0.2869667120113923,0.32072750165979136,0.3544882913081905,0.38824908095658955,0.4220098706049886,0.45577066025338775,0.4895314499017869,0.5232922395501859,0.557053029198585
IHF_genes,[],[],"['sufE' 'paaF' 'ulaB' 'yjbE' 'hpt' 'hycG' 'paaE' 'mtr' 'dppF' 'yiaO'
 'ulaC' 'pstC' 'rtcA' 'ubiC' 'fhlA' 'tdcC' 'gltA' 'fimH' 'paaZ' 'aceK'
 'fimB' 'hycD' 'focA' 'uspA' 'hycE' 'pspB' 'hycH' 'csgD' 'ulaE' 'glnP'
 'glnH' 'flhD' 'csgF' 'hycF' 'ompC' 'prfA' 'yiaN' 'dppC' 'atoA' 'pspC'
 'prmC' 'cysH' 'sgbH' 'sufS' 'tcyJ' 'hycC' 'sgbE' 'rtcB' 'dppD' 'tdcD'
 'sufA' 'hypC' 'ihfA' 'pspE' 'sucB' 'adiA' 'pstB' 'rseA' 'ilvA' 'sufC'
 'fimD' 'lyxK' 'glcE' 'sufB' 'ssuA' 'fimA' 'ilvM' 'paaH' 'ibpB' 'pspA'
 'paaB' 'ssuD' 'hemA' 'envZ' 'ssuC' 'fimC' 'sucD' 'ulaD' 'aceB' 'yiaM'
 'fnr' 'hycI' 'glcF' 'ubiA' 'ulaF' 'sucC' 'ilvD' 'proW']","['ilvG' 'hypA' 'tdcE' 'aceA' 'norW' 'proX' 'tyrP' 'uspB' 'glcA' 'plaR'
 'paaA' 'fimG' 'ulaG' 'ssuE' 'dppB' 'cysI' 'rseB' 'ihfB' 'amiA' 'sucA'
 'sufD' 'fimF' 'fliZ' 'ompR' 'rpoH' 'rpoE' 'pspD' 'atoE' 'yiaL' 'pstA'
 'yeiL' 'tdcG' 'htrE' 'proV' 'yjbF' 'paaJ' 'glcG' 'sodA' 'atoB' 'phoU'
 'paaD' 'paaK' 'glcD' 'hypE' 'yiaK' 'pspG' 'glcB' 'hemF' 'hipB' 'tdcB'
 'paaI' 'yjbH' 'ulaA' 'yadV' 'dppA' 'atoD' 'cysJ' 'hycA' 'dcuD' 'csgE'
 'ilvE' 'ssuB' 'paaC' 'hypD' 'tdcF' 'paaG' 'flhC' 'sodB' 'csgG' 'ompF'
 'gcd' 'rseD' 'fimI' 'rseC' 'hypB' 'folA' 'hipA' 'tdcA' 'sgbU' 'norV'
 'pstS' 'yjbG']",['hycB' 'fliA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PepA_genes,[],[],[],['pepA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis_genes,[],['cspI'],"['malE' 'nanA' 'marA' 'cbpA' 'trg' 'adhE' 'ogt' 'nrdA' 'rsmA' 'ptsG'
 'gltX' 'crp' 'msrA' 'apaG' 'hns' 'mazG' 'nanK' 'queA' 'xylF' 'glpC'
 'cbpM' 'cyoE' 'hyaD' 'xylH' 'nrdB' 'rplM' 'cyoD' 'rpsI' 'mazE' 'topA'
 'gadB' 'flxA' 'yfaE' 'apaH' 'gyrB' 'mazF' 'xylG' 'gadA' 'tufB' 'yoaG'
 'pdxA' 'trmA' 'hupB' 'mtlR' 'hyaB' 'hyaA' 'bglG' 'malF' 'hupA' 'nanT'
 'hlyE']","['cyoC' 'marR' 'aldB' 'marB' 'katE' 'proP' 'yeaR' 'gadC' 'deoC' 'cyoA'
 'fau' 'yhcH' 'glcC' 'fadB' 'ntrC' 'dnaA' 'cyoB' 'glpB' 'mglA' 'xylR'
 'dnaN' 'fumB' 'hyaF' 'deoA' 'hyaC' 'gyrA' 'lpd' 'deoB' 'glnL' 'deoD'
 'mtlD' 'bglB' 'recF' 'mglC' 'glpA' 'fadA' 'hyaE' 'cspA' 'mtlA' 'acnB'
 'bglF' 'nanE' 'malG']",['ansB' 'glnA' 'grcA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RutR_genes,[],[],['rutA' 'rutB' 'nemR' 'rutR' 'rutF'],['fepB' 'pdeR' 'rutC' 'nemA' 'gloA' 'rutG' 'rutD' 'rutE'],['gadW'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArgR_genes,[],['artP' 'artI' 'lrp' 'artQ'],"['artJ' 'artM' 'hisJ' 'yaaU' 'ydgI' 'yffB' 'hisQ' 'argI' 'argG' 'pyrL'
 'astD' 'argR' 'aroK' 'waaA' 'aroP' 'astE' 'yfcC' 'dacC' 'astB' 'pfkB'
 'mukE' 'ftsZ' 'ykgA' 'hisM' 'puuB']","['argF' 'stpA' 'argC' 'yhcC' 'gltP' 'potF' 'astC' 'argB' 'hisP' 'yraQ'
 'astA' 'argA' 'hchA' 'lysO' 'argE' 'argD']",['argH'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PurR and Fis_genes,[],[],[],['guaA'],['guaB' 'pyrD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PurR and ArgR_genes,[],[],['cvpA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and Fis_genes,[],[],"['nuoE' 'narK' 'nuoF' 'nuoC' 'dmsC' 'nuoB' 'nuoA' 'glpT' 'osmE' 'nrfD'
 'nuoG' 'pflB' 'narG' 'glnQ' 'dmsB' 'narH' 'nrfC' 'acs' 'nrfG' 'osmY'
 'actP' 'nuoH' 'sra' 'dmsA' 'nuoK']","['cysG' 'nrfB' 'glpQ' 'nrfE' 'nuoL' 'nrfA' 'nuoJ' 'nuoN' 'narJ' 'nrfF'
 'nirD' 'fis' 'narI' 'nuoM' 'nirC' 'nuoI' 'patA' 'dusB' 'nirB' 'ndh'
 'yjcH']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and ArgR_genes,[],[],['gltF'],['gltD' 'gltB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis and RutR_genes,[],[],['gadX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis and ArgR_genes,[],[],['rpsO' 'truB'],['nusA' 'rbfA' 'rimP' 'infB' 'pnp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"IHF, Fis, and ArgR_genes",[],[],[],['dps'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"PurR, IHF, PepA, Fis, RutR, and ArgR_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],['carB'],['carA'],[],[],[],[]
