,A,Fis,PurR,ihfB,ArgR,PepA,RutR
efeU__menFentC_ale39__1,-5.4152137306,-1.133807628,-1.721392271,0.190655385,0.0304459155,-0.3851158825,-1.2507732470000001
efeU__menFentC_ale39__2,-6.2315438855,-1.032634687,-1.801526796,0.252124195,0.0290238425,-0.4134095305,-0.835528516
efeU__menFentC_ale29__1,-6.6844829914,-1.8865507840000002,-2.46619651,0.5006850850000001,-0.7367087015,-0.4538041345,-1.114929965
efeU__menFentC_ale29__2,-6.714185174,-1.804710842,-2.5902268790000003,0.521677585,-0.7040385135,-0.5866789145,-1.228165026
efeU__menFentC_ale30__1,-1.1494703224,0.033239165,-0.448108485,-0.189715765,0.0652215625,-0.1828721465,-0.65116509
efeU__menFentC_ale30__2,-1.0906634929,-0.12992281,-0.23900331900000002,-0.220002785,0.0876169815,-0.1295080435,-1.209744615
efeU__menFentCubiC_ale36__1,-0.8419745364000001,-0.5210973,-0.176979023,0.28719155500000004,0.2595716565,-0.1663276945,-0.276886531
efeU__menFentCubiC_ale36__2,-0.9761634713,-0.514756128,-0.213308501,0.25688472500000004,0.0743093325,-0.1969802645,-0.07469803600000001
efeU__menFentCubiC_ale37__1,-0.6432605665000001,-0.433199108,-0.41862078100000005,0.346392305,0.21085360250000001,-0.4193094525,-0.161119124
efeU__menFentCubiC_ale37__2,-0.7156659572,-0.438149296,-0.333463241,0.490369765,0.20140129750000002,-0.41608414450000003,-0.013197041000000001
efeU__menFentCubiC_ale38__1,0.24149994860000001,0.625119673,-0.763704893,-0.32222528500000003,-0.0834452265,-0.3371655495,-0.504675642
efeU__menFentCubiC_ale38__2,-0.18590027750000002,0.461909956,-0.609091441,-0.262492545,-0.3089579275,-0.2875414805,-0.7892999390000001
misc2__salc_glc__1,-2.8929512849,-0.590598115,-1.184218433,-0.24330995500000002,-0.3278058015,-1.0177188555,-1.022325991
misc2__salc_glc__2,-3.0801666179,-0.551331236,-0.7161748050000001,-0.073045625,-0.1626612355,-0.6833444305,-1.017060099
misc2__dbcn_glc__1,0.8150891736,0.733128003,-0.354979608,-1.271892759,0.0142091395,-0.7572720435,-1.7120430560000002
misc2__dbcn_glc__2,-0.4023075383,0.797596323,-0.208747552,-0.634524159,-0.11690038750000001,-0.3864618385,-1.65810166
misc2__tyr_glc__1,-2.753823667,0.032765533,-0.40370399500000004,0.254435625,0.09174871250000001,-0.1337710215,-0.470021155
misc2__tyr_glc__2,-3.0835832878,0.047756159000000006,-0.436451321,0.410888815,0.16370307850000002,-0.0561498655,-0.060870361000000005
misc2__arg_cytd__1,-5.7419986504,1.101871523,-0.23952956300000003,-0.48980773,-0.2545399545,-0.36711136450000004,-0.550739176
misc2__arg_cytd__2,-5.0165467136,0.9913410530000001,-0.120845303,-0.5114058730000001,-0.3232651305,-0.3878306845,-0.6358964260000001
misc2__delyheO_pyr__1,-2.321972286,0.032948737,-0.414855764,0.115925255,0.4017462905,-0.2681286215,-0.664690862
misc2__delyheO_pyr__2,-1.6091511965,0.04310616,-0.385709048,0.059341995,0.5445647955,-0.3327946485,-0.511629
nquinone__delubiC__1,-1.2097108456,0.012225097,-0.33520583,-0.316502855,0.1421501795,-0.2591871115,-0.613457005
nquinone__delubiC__2,-2.0384313949,-0.127395007,-0.346138531,-0.027274305000000002,0.1987295135,-0.2209242825,-0.638588575
nquinone__ubiC_ale1__1,-1.3364254232000001,-0.11461498,-0.174354753,0.21852216500000002,-0.0509830505,-0.0791564805,-0.606639604
nquinone__ubiC_ale1__2,-1.3179513193,0.12613169800000001,-0.5153015360000001,0.089544445,0.0206194825,-0.13992488050000002,-0.8362068570000001
nquinone__ubiC_ale2__1,-1.7266984013000002,-0.24485352000000002,-0.580552631,0.25115724500000003,-0.3385608775,-0.0903291865,-0.805089166
nquinone__ubiC_ale2__2,-1.3388467108,-0.19319528200000002,-0.495189288,0.231592915,-0.2485148765,0.0043254415,-0.8144072560000001
nquinone__ubiC_ale3__1,-1.8781287891,-0.361696719,-0.214670343,-0.39827128500000003,-0.2590819575,-0.41365198350000004,-0.9888011390000001
nquinone__ubiC_ale3__2,-2.0857689893,-0.473564554,-0.162989074,-0.361897055,-0.3261273725,-0.29395073650000003,-1.460756907
nquinone__ubiC_ale4__1,-1.5668357734,-0.022457094,-0.6756538590000001,0.234477855,-0.40986577350000003,-0.0890430125,-0.824807001
nquinone__ubiC_ale4__2,-1.5148973333,-0.25175880300000003,-0.604375961,0.152283425,-0.3894599345,-0.1560265605,-0.5883227870000001
nquinone__delpdhR__1,-0.6902506284000001,0.22637792,-0.393996809,-0.068099535,0.2859299745,-0.7144420955,-0.504971705
nquinone__delpdhR__2,-0.6170613635000001,0.34277249200000004,-0.5391191240000001,-0.036035855000000006,0.4218192915,-0.8041945015,-0.697109551
quinone__glu_ale4__1,0.4690685175,0.31662175200000003,-0.36188334,-0.18176504500000001,-0.2261143165,-0.3153354505,-0.8020942120000001
quinone__glu_ale4__2,-2.3690916941999998,-0.27949202300000003,-0.59358372,0.269205825,0.07992147250000001,-0.1437610395,-0.8934328770000001
quinone__delmenF__1,0.1602330811,0.6238538530000001,-0.6479254710000001,0.148042285,0.3746453825,-0.2198168795,-0.765713053
quinone__delmenF__2,-0.4468081423,0.407589272,-0.533683625,-0.250908275,0.2706464985,-0.1856914955,-0.743821904
quinone__menF_ale5__1,-4.2648484848,-1.792849418,-1.821486249,0.48513176500000005,0.1102987725,-0.2617042315,-0.6694398460000001
quinone__menF_ale5__2,-4.4008716945,-1.7853024400000002,-2.032886032,0.266281765,0.12529144250000002,-0.1509337475,-1.306271097
quinone__menF_ale6__1,-5.4458909116,-1.281845157,-1.905971169,0.38202392500000004,0.3515048745,-0.27299695150000003,-1.463427418
quinone__menF_ale6__2,-5.2563462278,-1.213505,-1.970773612,0.421074335,0.3006480495,-0.37009117150000004,-0.937645182
quinone__menF_ale7__1,-7.1395658881,-1.144200232,-2.245877878,0.636740065,0.4416137075,-0.5029835855,-0.9696079980000001
quinone__menF_ale7__2,-7.0742833631,-1.062283034,-2.299385547,0.691051775,0.4093587655,-0.48950093850000004,-1.151582123
quinone__menF_ale8__1,-9.1456381233,-1.326145408,-2.43951935,0.695164695,0.3159858725,-0.9618939335000001,-1.103242981
quinone__menF_ale8__2,-8.7260363378,-1.634018473,-2.511360262,0.971904815,0.3102392645,-0.8130633335,-0.9954624630000001
quinone__delmenFubiC__1,-0.15612622110000002,-0.06451722800000001,-0.49597975600000005,0.045415855000000005,0.20432859150000002,-0.0751289555,-0.546500038
quinone__delmenFubiC__2,-0.3818884689,0.061991157000000005,-0.40875699600000004,0.152257115,0.14527523750000002,-0.07439417350000001,-0.44798900300000005
quinone__menFubiC_ale1__1,-5.7017955943,-0.728266246,-2.186816346,0.5501011250000001,0.1915427905,-0.9500862645,-1.105789172
quinone__menFubiC_ale1__2,-5.5396460659999995,-0.725914032,-2.243643912,0.532344675,0.21036545750000002,-0.9603662865,-1.01420635
quinone__menFubiC_ale2__1,-5.3270204660000005,-0.625071371,-2.227760855,0.626683035,0.4207030835,-0.9167771195000001,-1.040408435
quinone__menFubiC_ale2__2,-5.6094443475,-0.62426598,-2.168371603,0.596736845,0.33602558050000003,-0.8856641525000001,-1.397746219
quinone__menFubiC_ale3__1,-0.3244003602,0.14885626700000001,-0.42480536,-0.15358316500000002,0.0243114785,-0.22115693050000002,-0.7865495020000001
quinone__menFubiC_ale3__2,-0.7107127310000001,0.077107833,-0.49186022300000004,-0.036589665,-0.0107156965,-0.2644185895,-1.034135782
quinone__menFubiC_ale4__1,-5.4466610302,-1.046684625,-0.9224476850000001,0.775029505,0.4298246625,0.0277519325,-0.5899771220000001
quinone__menFubiC_ale4__2,-6.1263579072,-1.061123279,-0.953513072,0.8413603550000001,0.37131260850000003,-0.0035742025,-0.61967544
oxyR__wt_glc__1,-0.5074051215000001,1.008042233,-0.44185715900000005,-0.48556983000000004,0.048626023500000004,-0.4262375775,-0.429879563
oxyR__wt_glc__2,-0.6946251327,0.869858153,-0.44050187900000004,-0.46299467600000005,-0.0241346215,-0.4024262685,-0.40715876700000003
oxyR__wt_h2o2__1,-0.5106785189,0.913504893,-0.425886761,-0.5230424,0.016515382500000002,-0.4157994855,-0.38177683900000003
oxyR__wt_h2o2__2,-1.5653546896,0.616684833,-0.61625533,0.050135135000000004,-0.38479590350000004,-0.0974491945,-0.13179761
oxyR__glu_ale4__1,-2.2977387444,0.474343952,-0.221248352,0.5308955750000001,-0.2498027395,0.23903072050000002,-0.229284868
oxyR__glu_ale4__2,-1.4885499642,0.733082353,-0.397617219,0.239963105,0.0767485935,0.051541922500000004,-0.467101115
oxyR__glu_ale4_h2o2__1,-2.2974709344,0.524785193,-0.31787739600000003,0.321393215,0.059532191500000005,0.059781138500000004,-0.18815789200000002
oxyR__glu_ale4_h2o2__2,-1.713403872,0.218363469,-0.32010694,0.175331545,0.28086698250000003,-0.11101657150000001,-0.434385142
oxyR__oxyR_ale17__1,-3.6383881721,-0.21022535,-0.393618654,-0.012998075000000001,-0.0368322995,-0.2030890155,-0.5743224450000001
oxyR__oxyR_ale17__2,-3.3456296783,-0.328531883,-0.378409806,-0.17918820500000002,-0.0864548285,-0.2211975505,-0.85251612
oxyR__oxyR_ale17_h2o2__1,-4.4628372157000005,0.136944699,-0.43234934700000005,0.11520936500000001,-0.40513853850000003,-0.056582570500000005,-0.6102158520000001
oxyR__oxyR_ale17_h2o2__2,-1.7421360745999999,0.21885896400000002,-0.32580421,-0.10849309500000001,-0.1317268875,-0.0149307915,-0.25212623500000003
oxyR__oxyR_ale18__1,-0.36392246710000004,1.037321973,-0.43989705100000004,-0.712682895,-0.1560422915,-0.6156627785000001,-1.013193369
oxyR__oxyR_ale18__2,-0.5323532844000001,1.046110623,-0.49358848400000005,-0.45515782,-0.2726473235,-0.5292583375000001,-0.44705416400000003
oxyR__oxyR_ale18_h2o2__1,-3.7745638798,0.116352668,-0.49147931600000005,-0.19995716500000002,-0.1307754895,-0.4630251175,-0.647080175
oxyR__oxyR_ale18_h2o2__2,-4.1112707931,-0.026201397,-0.487584049,-0.057134725000000004,-0.10338378250000001,-0.4235437185,-0.778350187
oxyR__oxyR_ale19__1,-0.2075800807,1.189862043,-0.356437278,-0.6934130190000001,-0.1883410885,-0.6500462875,-0.6873455230000001
oxyR__oxyR_ale19__2,-1.2990435008,1.046570473,-0.5358456810000001,-0.61577951,-0.2990700905,-0.4448616515,-0.547754888
oxyR__oxyR_ale19_h2o2__1,0.0701817433,1.036456733,-0.347875886,-0.8395102720000001,-0.24618854450000002,-0.7101655085,-0.6572277120000001
oxyR__oxyR_ale19_h2o2__2,0.1420309001,0.975658863,-0.345383953,-0.70593072,-0.15021902650000002,-0.6821915095000001,-0.756401199
oxyR__oxyR_ale20__1,-2.2266718809,-0.058915348000000006,-0.7671886050000001,-0.6174351720000001,-0.0003651145,-0.7777203975,-0.732366348
oxyR__oxyR_ale20__2,-2.3015772500000002,-0.029860925000000003,-0.723091816,-0.7454431260000001,-0.2766907185,-0.8635802525,-0.49270196200000005
oxyR__oxyR_ale20_h2o2__1,-3.1625663693,0.150638443,-0.40016199100000005,-0.553778804,-0.1222268675,-0.46218968650000003,-0.664932854
oxyR__oxyR_ale20_h2o2__2,-3.242570587,0.071561994,-0.45110542400000003,-0.39342944500000004,0.0169130065,-0.4824931485,-0.523333775
svns_pgi__BmePgi24_15__1,-0.2762203581,0.8566230530000001,-0.452306874,-0.242068375,0.10216910550000001,-0.16119262550000002,-0.051590823
svns_pgi__BmePgi24_15__2,0.0501170155,0.7949840930000001,-0.495744153,-0.145811075,0.1495279785,-0.2153934385,-0.09104659200000001
svns_pgi__BmePgi24_26__1,-0.2187160619,0.9098056830000001,-0.377668853,-0.22252184500000002,0.2975297145,-0.1964134605,-0.13814845
svns_pgi__BmePgi24_26__2,-0.7394469145,1.020238573,-0.34052272,-0.290125915,0.43240267250000003,-0.12493145650000001,-0.038911605
svns_pgi__BmePgi24_41__1,-5.3593064663,0.408983164,-0.35386109600000004,0.818727175,-0.49169488450000004,0.3286434075,0.16867321700000001
svns_pgi__BmePgi24_41__2,-0.6641842688,0.7854916930000001,-0.582171274,-0.43698767,0.2702838595,-0.0053477495,-0.2981939
svns_pgi__BmePgi24_52__1,-0.6458989982000001,0.8188250130000001,-0.392751932,-0.23280757500000002,0.1131329155,-0.0164397165,-0.316349619
svns_pgi__BmePgi24_52__2,0.1345742111,0.850229483,-0.36506028100000004,-0.44035611500000005,0.2869580325,-0.08362161650000001,-0.150357667
svns_pgi__PaePgi2_34__1,-1.3363999058,0.257376687,-0.373947354,0.48633563500000004,0.3431830475,0.25441501850000003,-0.013572025000000001
svns_pgi__PaePgi2_34__2,-0.9612398201000001,0.317308755,-0.35749622200000003,0.469224085,0.2992234865,0.2131076285,-0.13001392
svns_pgi__PaePgi2_63__1,-1.0400701675,-0.018749232,-0.39590666,0.310422755,0.1823794645,0.30461179250000003,-0.198075194
svns_pgi__PaePgi2_63__2,-1.1828217844,-0.041486231000000005,-0.35205149,0.406436905,0.2280804555,0.2909123355,-0.09808206600000001
svns_pgi__PaePgi24_54__1,-1.0498107772,0.44470543,-0.49173726500000003,0.107600365,-0.1453725355,-0.0333824195,0.21956601
svns_pgi__PaePgi24_54__2,-1.1448842766,0.43804132300000004,-0.45538597000000003,0.14424013500000002,-0.0351780565,-0.1031485555,-0.013965259
svns_pgi__PaePgi24_90__1,-2.226046281,0.48623346500000003,-0.42511244800000003,0.21443858500000001,0.0704314355,-0.08435767050000001,0.10586184400000001
svns_pgi__PaePgi24_90__2,-2.1350113379,0.624318373,-0.394137459,0.256181475,0.1397386065,-0.1547617935,0.143572219
abx_media__m9_ctrl__1,0.1538844152,-0.110975184,-1.51332642,-0.7748466310000001,-0.8242623745000001,-0.4969468005,-1.006555325
abx_media__m9_ctrl__2,0.2856952698,0.12504452300000002,-1.27748947,-0.64266658,-0.7130371955,-0.3152834875,-0.759778379
abx_media__rpmi_ctrl__1,6.4733108107,1.660646693,-1.801046286,-1.939577305,-0.6990652015000001,-1.3013189095,-0.35428051
abx_media__rpmi_ctrl__2,9.0595464399,1.569078573,-1.755451807,-2.241790295,-1.0640989855,-0.6094494155,-0.39658073600000004
abx_media__camhb_ctrl__1,-6.814089343,1.9071262230000001,-1.570520937,-1.209246395,-0.9372054115,-1.9473900645,-1.445709753
abx_media__camhb_ctrl__2,-6.7392520309,1.751255813,-1.646597662,-1.408883126,-0.9975034065,-1.8347561675000001,-1.375964459
abx_media__m9_mero__1,-1.1261221196,0.068560206,-1.373502425,-0.692410551,-0.5540642525,-1.2659173775,-0.728031867
abx_media__m9_mero__2,1.1033059161,0.126381815,-1.300327311,-0.760633267,-0.7145196635000001,-0.6807473215000001,-1.035887227
abx_media__rpmi_mero__1,6.9089626206,1.279271183,-1.679469788,-2.122024952,-0.9192961265,-1.3865204185,-1.060706515
abx_media__rpmi_mero__2,7.2269090892,1.580369343,-1.61953704,-1.985576121,-0.8533536555000001,-1.1018991705,-0.729118645
abx_media__camhb_mero__1,-5.5132254211,1.587596363,-1.627549488,-1.809309373,-1.2146198875,-2.2382655475,-1.628826745
abx_media__camhb_mero__2,-5.2965188864,1.588643803,-1.7151362300000002,-1.769452582,-1.3683922175,-2.1073323585,-1.682729368
abx_media__m9_trisulf__1,-4.2378856198,-0.032365693,-1.300538305,-0.654139134,-1.9669739045,-0.4097624835,-0.7352133460000001
abx_media__m9_trisulf__2,-4.0265516211,0.224967291,-1.2158056799999999,-0.673502463,-1.3553549665,-0.4243996725,-1.026888932
abx_media__rpmi_trisulf__1,1.8658826512000002,1.520727603,-1.5543318510000002,-1.495545031,-1.1539237275,-0.7906696065000001,-0.354693578
abx_media__rpmi_trisulf__2,2.1463626505,1.502625933,-1.5014811670000001,-1.3725593790000001,-1.3802503175,-0.6908497795,-0.637988561
abx_media__camhb_trisulf__1,0.33783451670000003,1.520355993,-1.325937244,-1.642703878,-1.3929224205000001,-1.4048406365,-0.5698763020000001
abx_media__camhb_trisulf__2,0.4076859269,1.4155661830000001,-1.406010837,-1.608883975,-1.2592729485,-1.4770810575,-0.594435232
abx_media__m9_cef__1,-0.3304078469,0.46159249,-1.121981379,-0.7174840370000001,-1.3237955205,-0.2778505075,-1.321582738
abx_media__m9_cef__2,-0.0143085424,0.6555212930000001,-1.349857044,-0.795013022,-1.1815530115,-0.40518283450000003,-1.744525491
abx_media__rpmi_cef__1,5.7182597124,1.080170473,-1.8364294760000002,-2.385835026,-2.1021375005,-1.1913711995,-1.047966894
abx_media__rpmi_cef__2,5.3364140962,1.055675403,-1.8776086300000001,-2.377511802,-1.9202991575000001,-1.1723550635,-0.871834289
abx_media__camhb_cef__1,-3.9155759239,1.578386303,-1.611652327,-1.499025855,-1.4088204685,-1.1251717865,-1.235129591
abx_media__camhb_cef__2,-4.0429188075,1.6467797430000002,-1.500273258,-1.429627373,-1.3305186815,-1.2231212515,-1.171532759
abx_media__m9_cipro__1,0.7923747737,0.014654271000000002,-1.597580265,-0.797538743,-1.9143974225,-0.0055810935,-1.016700801
abx_media__m9_cipro__2,0.2646832002,-0.052372151000000006,-1.9643123290000002,-0.715373115,-2.0113347175,-0.0899138745,-1.36360186
abx_media__rpmi_cipro__1,-1.0377358242,1.190109813,-1.83686813,-1.969755932,-1.6064171975,-0.9587059045,-0.787803435
abx_media__rpmi_cipro__2,-1.0984465762,1.108673243,-1.413468021,-1.89297845,-1.2989035885,-0.9264767995000001,-0.20343323200000002
abx_media__camhb_cipro__1,-3.5762292399,1.514446123,-1.609837818,-1.285918855,-1.6161754545,-1.2722219165,-0.817592309
abx_media__camhb_cipro__2,-3.6295500984,1.456631613,-1.589059237,-1.320916752,-1.9026397154999999,-1.3709307685,-0.9109647030000001
hot_tale__42c_ale3_30c__1,0.2646389886,1.032676373,-0.493909749,-0.311726125,0.6756692395,-0.8140268495,-1.226641321
hot_tale__42c_ale3_30c__2,-0.2441889446,1.010794233,-0.48335835,-0.313698215,0.7478683145,-0.8284615815,-1.474301578
hot_tale__42c_ale3_37c__1,-0.5519167075,0.9126266730000001,-0.37121044200000003,-0.356550505,0.6425613615,-0.5340980105,-0.526929253
hot_tale__42c_ale3_37c__2,-0.5823462333,0.829763903,-0.326347261,-0.286844505,0.6282843295,-0.6044441535,-0.804006505
hot_tale__42c_ale3_44c__1,-3.1179904242,-1.265274609,-0.201982507,0.8838351350000001,0.6867334335,0.19442069350000002,-0.12475976300000001
hot_tale__42c_ale3_44c__2,-3.1781607072,-1.487063213,-0.180810155,0.915693485,0.7337459665,0.1685452835,-0.018579157000000002
hot_tale__hot_ale3_mid_30c__1,-3.7695215094,0.37418627600000004,-0.271723117,0.005993265,0.6240797615,-0.28350276350000003,-1.253513255
hot_tale__hot_ale3_mid_30c__2,-2.5861569831,0.201678769,-0.457146578,-0.007385775000000001,0.9063813445000001,-0.42697100450000003,-0.9225463930000001
hot_tale__hot_ale3_mid_37c__1,-1.5363344787000002,0.519294193,-0.497188467,-0.501685806,0.6953335735,-0.5310189805000001,-0.9684686990000001
hot_tale__hot_ale3_mid_37c__2,-1.6644446535,0.219288643,-0.181954592,-0.528992617,0.5065219765,-0.3426451485,-0.857654745
hot_tale__hot_ale3_mid_44c__1,-2.1981737922,0.5281928530000001,-0.7782289450000001,0.11469567500000001,0.7694234385000001,-0.24722452150000002,-0.905141963
hot_tale__hot_ale3_mid_44c__2,-2.7486837347,0.485925449,-0.570781077,0.23116971500000003,0.9433141215,-0.24556199250000002,-0.49303894600000003
hot_tale__hot_ale3_30c__1,-2.6233910462,0.21072264500000001,-0.47486348600000006,-0.45345180900000004,1.1046198985,-0.5034181315,-1.552634424
hot_tale__hot_ale3_30c__2,-2.2197659856,0.08194114300000001,-0.469156989,-0.329073775,1.1845379894999999,-0.4954127405,-1.1677715339999999
hot_tale__hot_ale3_37c__1,-1.11165945,-0.009333,-0.576862475,-0.40363830500000003,0.5671485655,-0.3297433495,-0.9105118740000001
hot_tale__hot_ale3_37c__2,-1.4259437344,-0.19452722500000003,-0.41590735700000003,-0.277036345,0.6631112055,-0.3170634385,-1.160474108
hot_tale__hot_ale3_44c__1,-2.0391410025,0.5157548630000001,-0.936779812,0.227503365,1.0773094035,-0.4015526535,-0.132144177
hot_tale__hot_ale3_44c__2,-1.8339488428,0.08085197300000001,-0.597474815,0.238396985,1.0849325665,-0.23302100650000002,-0.878794904
hot_tale__hot_ale4_30c__1,0.0720267452,0.855894463,-0.426273184,-0.546493917,0.6531998645,-0.7671628495,-1.456560971
hot_tale__hot_ale4_30c__2,0.3501391495,0.842607733,-0.48189350100000006,-0.407269425,0.6806747425,-0.6890400075,-1.356673608
hot_tale__hot_ale4_37c__1,0.5229506275,0.5912204630000001,-0.359170472,-0.459973854,0.6883428935,-0.5414007175000001,-1.222998583
hot_tale__hot_ale4_37c__2,0.4432653433,0.302125229,-0.15397802300000002,-0.44517688800000005,0.5809462335000001,-0.3713807725,-0.893664996
hot_tale__hot_ale4_44c__1,-0.9916789624000001,-0.28610262000000003,-0.008411465,0.082785365,0.6404076695,-0.0223344535,-0.413565785
hot_tale__hot_ale4_44c__2,-0.9336480518,-0.056523724000000004,-0.34095441600000004,0.259213805,1.0751803495,-0.0212862135,-0.46298729400000005
hot_tale__hot_ale8_30c__1,-0.45406045770000003,0.799678913,-0.40174977100000003,-0.9095089900000001,0.7784285775,-0.6233386805000001,-1.15612823
hot_tale__hot_ale8_30c__2,0.5381689495,0.826481443,-0.480449338,-0.7777570690000001,0.9324845985,-0.7411063465000001,-1.138784518
hot_tale__hot_ale8_37c__1,0.5346300314,0.45952306,-0.45553178400000005,-0.727489724,0.6876402325000001,-0.3411328185,-1.184222125
hot_tale__hot_ale8_37c__2,0.5439182436000001,0.42680426,-0.512809274,-0.703668932,0.7678410885,-0.4169633435,-0.796083034
hot_tale__hot_ale8_44c__1,-1.3394872942,-0.38799655600000005,-0.015859674,0.012718265000000001,1.2135475095000001,0.1987661235,-0.11962823900000001
hot_tale__hot_ale8_44c__2,-1.1279426511,-0.115694289,-0.033238358,-0.09703083500000001,1.1191931025,0.1062709465,-0.24626924200000003
hot_tale__hot_ale9_mid_30c__1,-0.5941014843,0.989755503,-0.41203363600000004,-0.049583385,0.5084372125000001,-0.5637733935,-1.141383192
hot_tale__hot_ale9_mid_30c__2,-0.3234093381,0.9308610030000001,-0.41903628400000004,0.135071655,0.5351048555,-0.48019487450000004,-1.309256465
hot_tale__hot_ale9_30c__1,-0.4992178403,0.684133733,-0.455084484,-0.592842238,1.0600080055,-0.7181848525000001,-1.387207103
hot_tale__hot_ale9_30c__2,0.0329832329,0.683843453,-0.5829119500000001,-0.58999575,0.9595174955,-0.7048984085000001,-1.400964276
hot_tale__hot_ale9_mid_37c__1,-0.6791976938000001,0.602518753,-0.30388472,-0.367639655,0.5970989435,-0.4015802895,-0.973899791
hot_tale__hot_ale9_mid_37c__2,-1.2715433589,0.7505160230000001,-0.33734512,-0.29849762500000004,0.7264353375,-0.4851890995,-0.8748063420000001
hot_tale__hot_ale9_37c__1,-0.09941851460000001,0.432709952,-0.510734267,-0.38001561500000003,0.6032071795,-0.4441777955,-1.1765194700000001
hot_tale__hot_ale9_37c__2,-0.1770879481,0.453376347,-0.5393228480000001,-0.376293755,0.6141555545,-0.4390945355,-1.135710702
hot_tale__hot_ale9_mid_44c__1,-2.1634493139,-0.062045193000000005,0.106022157,0.19238305500000003,0.8624450885,-0.1126883405,-0.384727415
hot_tale__hot_ale9_mid_44c__2,-1.9338421863000002,-0.396389407,-0.09546243800000001,0.510890925,1.0905862445,0.11693015550000001,-0.38600560300000003
hot_tale__hot_ale9_44c__1,-1.0435346182,-0.34963567900000003,-0.07639114,0.24630422500000002,0.9216029585000001,0.1046776985,-0.19397186500000002
hot_tale__hot_ale9_44c__2,-1.423147447,-0.13523410600000002,-0.17490208200000001,0.38751159500000004,0.9075580665,0.10871995450000001,-0.008411354000000001
hot_tale__hot_ale10_30c__1,-1.3979590392,0.451254863,-0.40264932400000003,-0.45869837300000005,0.9736685085000001,-0.5286871195,-1.377663567
hot_tale__hot_ale10_30c__2,-1.0389270202,0.533828113,-0.426705066,-0.355403095,0.9181712865,-0.4840080505,-1.157106495
hot_tale__hot_ale10_37c__1,-0.9611261404,0.29872928,-0.507946796,-0.447231433,0.5813599135,-0.5001339585,-1.257702208
hot_tale__hot_ale10_37c__2,-0.9725461329,0.306708546,-0.549030157,-0.371389305,0.6017090795000001,-0.5432406335000001,-1.203020234
hot_tale__hot_ale10_44c__1,-1.9910671413,0.04957964,-0.264151057,0.178874645,1.0677062305,-0.3252650775,0.26570427700000004
hot_tale__hot_ale10_44c__2,-2.8460733128999998,-0.20847917600000002,-0.213458542,0.311857795,1.3209857465,-0.2415353265,0.162813546
hot_tale__hot_ale16_30c__1,-0.7412787595,0.630715923,-0.43184663,-0.467012603,0.6245898365,-0.4624612275,-1.311218727
hot_tale__hot_ale16_30c__2,-0.8459071534,0.6985527330000001,-0.38870592200000004,-0.372629985,0.7297943195000001,-0.4497126165,-1.826772684
hot_tale__hot_ale16_37c__1,-0.397667107,0.31309343500000003,-0.501463529,-0.431921053,0.7572764145,-0.4015157895,-1.375500879
hot_tale__hot_ale16_37c__2,-0.7975506249000001,0.331032157,-0.46796267500000005,-0.424432715,0.7579892735,-0.4045985315,-1.161114897
hot_tale__hot_ale16_44c__1,-1.2169748216,0.142388748,-0.03126882,0.140553845,1.2418154095,-0.1323326735,0.053796606000000004
hot_tale__hot_ale16_44c__2,-1.0504975081,0.22579321600000002,0.11394408800000001,0.24958026500000002,1.3668425965,-0.09545587350000001,-0.059345076000000004
pdhr_ale__pdhR-13_51__1,-3.0562500873,0.041137864,-0.928450031,0.670059155,-0.6023256015,-0.37086212550000003,-0.44206439500000005
pdhr_ale__pdhR-13_51__2,-3.34599182,0.25877903,-0.838382665,0.584683415,-0.44380105150000004,-0.3749556925,-0.43350990100000003
pdhr_ale__pdhR-14_46__1,-4.0265902944,-0.383202111,-0.897090464,1.127235165,-0.6789499155000001,-0.1670815455,0.06532923
pdhr_ale__pdhR-14_46__2,-2.2802834219,-0.098661227,-0.833691845,1.086679905,-0.4874315775,-0.1020587485,-0.10566141400000001
pdhr_ale__pdhR-15_51__1,-3.1812313269,0.31331580400000003,-0.917757025,0.419866055,-0.3142339055,-0.4843698145,-0.6753187860000001
pdhr_ale__pdhR-15_51__2,-3.8546758329,0.18330173500000002,-0.910125359,0.633658665,-0.32049676450000003,-0.4503873195,-0.6516406880000001
pdhr_ale__pdhR-16_49__1,-4.9465519076,-0.390391295,-1.072207486,0.992749325,-0.5359146795,-0.1854670065,-0.5163517240000001
pdhr_ale__pdhR-16_49__2,-3.8960435257,-0.39202611200000004,-1.27204875,0.978565255,-0.9314623885000001,0.1139763545,-0.6536744480000001
tcs__del_atoC_LiAcet__1,-4.0701190527,-0.664671027,-1.792009084,0.07488206500000001,-0.39255889450000003,-1.0951064455,-1.162434913
tcs__del_atoC_LiAcet__2,-3.683979983,-0.6059585270000001,-1.652866806,0.076697995,-0.4340894545,-0.8536583615000001,-1.511208498
tcs__del_atoC_LiCl__1,-4.0860077825,-0.856802754,-1.9206750650000002,0.35601839500000004,-0.3837326455,-0.6658751675,-1.006106139
tcs__del_atoC_LiCl__2,-3.750338112,-0.6334539220000001,-1.902399304,-0.003665175,-0.3723039185,-0.4668790505,-1.017736656
tcs__del_atoC_m9__1,-5.2341675161,-0.845930668,-1.981809477,0.390416185,-0.3203735515,-0.8444930335,-1.053069947
tcs__del_atoC_m9__2,-5.4766668482,-0.8777779950000001,-1.9183348850000002,0.45289707500000004,-0.32992606550000003,-0.8384475025,-0.743954992
