,A,CcpA
R2,,0.08974901412757852
xmin,,-2.8020653207242923
xmid,,-0.6205501528071005
xmax,,1.611548133796779
ystart,,-4.41151509658229
yend,,7.965869534265139
SRX8138083,-2.073587453058413,-0.19891176247426048
SRX8138084,1.3226235140423122,0.09815840170332636
SRX8138085,0.7509639390160886,0.10075336077093232
SRX8138086,0.11847811727978053,-0.12837106780823682
SRX8138087,0.034819412250387115,0.04459366712527313
SRX8138088,0.4105226888056631,-0.13287074834494386
ERX4111143,0.2470222882174803,-0.09478961348119874
ERX4111144,-2.48813346315366,-0.29078522747791524
ERX4111145,-4.185398550338592,0.010471152283356487
ERX4111146,-7.306528761102327,0.044776703230796855
ERX4111148,0.8302143778422589,0.043591833940357816
ERX4111149,-5.1785678053440805,0.04620700351416929
ERX4111150,-5.404094768501233,0.12089302737672547
ERX4111151,-0.2470222882174637,0.09478961348119874
ERX4111152,-3.4938157130285066,-0.00530376156275203
ERX4111153,-4.362904986821946,0.07813787828682807
ERX4111154,-7.412771137942519,-0.021276489697889645
ERX4111156,0.7255885761408621,-0.014300545733332726
ERX4111157,-3.7591105192188077,0.0742658316179945
ERX4111158,-3.6790802759174466,0.14729135156906992
SRX5577041,-0.4217039586876553,0.15841078897052974
SRX5577042,0.3441515194676203,-0.10750775666200953
SRX5577043,-0.16105342984549306,-0.061114773045680686
SRX5577044,0.23860586906553705,0.0102117407371658
SRX5577045,1.0246353982682093,-0.15665545811309126
SRX5577046,2.5581019089197445,-0.4077530027234699
SRX5577047,2.4419047421494717,-0.2435165908502732
SRX5577048,2.6470564216910963,-0.27655415924380833
SRX5577049,3.0620220040738704,-0.23788537375883045
SRX5577050,1.7085553967450438,-0.2704633269809253
SRX5577051,4.465703467972792,-0.2935396967238741
SRX5577052,4.404342408595094,-0.3459638157808431
SRX5577053,3.9308314404197997,-0.746456812606004
SRX5577054,0.4752196749303334,-0.7397071756089159
SRX5577055,4.680528518815482,-0.8149365758426788
SRX5577056,1.6582471800599945,-0.8088838078632126
SRX5577057,3.058129660971323,-0.6064143145462664
SRX5577058,1.669372851397605,-1.048102395522973
SRX5577059,1.7397256852346514,-0.9667777704909436
SRX5577060,1.9442474223202317,-0.8475245043610631
SRX5577061,6.190975913426987,-1.0517632994633646
SRX5577062,2.132302325978732,-1.3886660992858442
SRX5577063,4.052591904694248,-1.4180700025272222
SRX5577064,5.194072707337401,-1.3824738256241789
SRX5577065,7.7676007723887945,-1.1338222243644722
SRX5577066,4.937494021524729,-1.202999439137157
SRX5577067,7.132465574185464,-1.0743832475805242
SRX5577068,6.803659215077682,-1.2748109016647753
SRX533166,0.7517047514827802,0.11319546046194162
SRX533171,-0.7517047514828047,-0.11319546046193985
SRX533786,-2.81303818739699,0.02881883579242661
SRX533787,-5.048651885338855,-0.3072176494121361
SRX533789,-1.0615593217581276,0.1262229231958969
SRX533791,-3.724626414998892,-0.16279226192037122
SRX533792,-3.759506172494412,0.0436944868679614
SRX533793,-4.42618069506958,-0.27718835398357555
SRX533794,-2.302765283731417,-0.09148908016750036
SRX533795,-1.73254135162853,-0.2911512713277613
SRX4703435,0.26138690567126144,-0.12001988501446005
SRX4703436,1.4586637153528896,0.20288968572359245
SRX4703437,-1.7200506210241475,-0.08286980070913419
SRX4703438,-13.38008087720536,0.02503263949733636
SRX4703439,-15.11753525361417,-0.02455242714183914
SRX4703440,-12.22528385061784,0.09979717343853968
SRX6902408,-1.2384074819660755,0.06927782364269319
SRX6902409,-2.2679857932631204,0.2087746612483823
SRX6902410,-0.8556272788339897,0.07207388540823167
SRX6902411,-2.6321835688557687,-0.07160222930649772
SRX6902412,-3.0415910570436933,0.10637745200680193
SRX6902413,-2.097772221213204,0.03152138866087206
SRX6902414,0.18957254955122044,-0.010010962387656974
SRX6902415,-0.1895725495512052,0.010010962387656974
SRX5278698,-0.8185914798597491,-0.00916280743116715
SRX5278699,0.4968846388017698,0.08517483159890205
SRX5278700,0.3217068410579453,-0.07601202416773313
SRX5278701,-0.5197447096318443,-0.030846659295379556
SRX5278702,-0.3478180304197505,-0.09337715933178536
SRX5278703,-7.466375420118817,-0.5640951382849142
SRX5278704,6.112020794814963,-1.8005175560851017
SRX5278705,5.915402993856508,-1.9834017447368717
SRX5278707,-16.070650408351028,-0.0573712644714508
SRX5278708,-14.409162069622585,-0.4662846701884256
SRX5278709,-18.9217488609995,-0.4982630990411661
SRX5278710,-22.496979668183414,-0.8970905953624566
SRX5278711,-21.57706343767165,-0.6666745300838635
SRX5278713,-25.230060046538053,-0.8259729971791945
SRX5278714,-22.527685720448112,-0.8483849011406672
SRX5278715,-24.063975633254493,-1.0053963523582397
SRX5278716,2.596351577722206,-0.6441327672411017
SRX5278717,4.864686929788832,-0.3191582159165627
SRX5278718,-0.7132327747950059,-0.3578661127726441
SRX5278719,5.018605716108752,-0.4469460149713882
SRX5278720,5.835392508332344,-0.4927063214556835
SRX5278721,3.5004714547858318,-0.4598136215927813
SRX1254783,-10.387360028555532,-2.3279163129731453
SRX1254784,-8.220476873498816,-2.6686628466082967
SRX1254785,-10.588447249502174,-2.5391199781281597
SRX1254786,-8.05905421212158,-2.675246152234899
SRX1473807,-0.4550294451074695,0.15384340562475352
SRX1473808,0.6405643569971434,-0.21584334079681256
SRX1473809,-0.18553491188967405,0.06199993517206081
SRX7520944,-0.4342605165745294,0.13143226306251865
SRX7520945,-0.4774400868910329,0.13022860677537285
SRX7520946,0.2036033934377511,-0.08949140327202443
SRX7520947,0.7080972100278026,-0.17216946656586707
SRX7520948,-16.76082051208244,0.9523385102862924
SRX7520949,-16.84723944233318,0.9012520409802028
SRX7520950,-9.668736016419091,0.0638174848269939
SRX7520951,-9.889189842523578,0.05921440217407081
SRX959206,-1.9126672808322407,0.1970291599588876
SRX959207,-0.2580940407118772,0.5241708187639862
SRX959208,-1.6769208167047245,0.30584266210315997
SRX959209,-1.569130214407828,0.0937535642270202
SRX959210,-2.507413579806069,-0.2566756259974925
SRX959211,-2.1908090602194386,-0.34598792304573056
SRX959212,-0.3944646564818016,0.05816657256628144
SRX959213,0.17294395435487822,0.2097356561640371
SRX959214,1.0211504458954492,-0.21599105837503615
SRX959215,-0.3993754499002862,0.21949381300819934
SRX959216,-0.4061918243199701,-0.1541509743960905
SRX959217,0.005937530451738591,-0.11725400896739213
SRX3269802,-0.3869370864277741,-0.08845957073660582
SRX3269803,0.3869370864277901,0.08845957073660671
SRX3269804,-10.134906516879289,-0.9590630336660873
SRX3269805,-6.2920975389330405,-0.9831849733969422
SRX3269806,-1.40281930267119,-0.5676314241287947
SRX3269807,9.413487906427381,0.09571986331898152
SRX3269808,2.728072885842032,-0.4678213767567918
SRX3269809,4.23524643003537,-0.8665697579970706
SRX3269810,-1.9828412612322224,-0.506774822690776
SRX3269811,-6.593476961539652,-1.8141812012617209
SRX2529102,4.224975573631935,0.11629175182472196
SRX2529103,-4.224975573631951,-0.11629175182472196
SRX2529104,10.395377419007348,0.3665994108728032
SRX2529105,5.833125118179258,0.3210262490230509
ERX1981712,15.779548548957159,1.611548133796779
ERX1981713,14.737834105640747,1.4243739467692789
ERX1981714,16.645204723007993,1.3358343656422242
ERX1981715,3.7682094165501647,-0.1824319983806504
ERX1981716,-1.6723199410229512,0.1534250828333228
ERX1981717,-2.0958894755272155,0.029006915547327594
ERX2274784,0.5903786611086679,-0.6951579469914453
ERX2274785,10.498950118896447,0.031516209080589164
ERX2274786,5.116425489536835,0.007988393000747607
ERX2274787,1.383029648261774,-0.099023017397311
ERX2274788,0.14531285438850824,-0.10830682798604664
ERX2274789,7.2768299134285535,-0.23905832191740475
ERX2274790,-1.0499007537017315,-0.922737178416356
ERX2274791,11.927298306447222,0.020658708121892744
ERX2274792,6.552932192448143,0.2908810726533062
ERX2274793,0.2608448474624369,-0.0578422981094171
