,A,CcpA
ERX2274794,-4.733248160345375,-0.21658448594999055
ERX2274795,-0.17741230946912698,0.03035977482584506
ERX2274796,-6.95467415216269,-0.15827037275070846
ERX2274797,-2.060687749006646,-0.05102492884063636
ERX2274798,9.015361901169355,0.20929530159134654
ERX2274799,0.040847673700712406,0.07914843379686509
ERX2274800,4.124821945074398,-0.36914095270278224
ERX2274801,-0.09043573246107826,-0.18660884626454965
ERX1819430,-1.0905755835136994,-0.7422001605681707
ERX1819431,-0.44845740004974144,-0.7933233109849338
ERX1819432,0.7233661123337245,-0.6726844358532755
ERX1819433,0.16685267688868852,-0.6600160124563388
ERX1819434,2.2087650709998905,-0.4027164360074433
ERX1819435,-9.288359806471211,-0.3405679825360988
ERX1819436,2.00155935064426,-0.3820929776383668
ERX1819437,-8.350963121680659,-0.4355851005822817
ERX1819438,7.426062256655009,0.17774620449352518
ERX1819439,-4.904311770280702,-0.3055353930545888
ERX1819440,6.4636626235731685,0.09186195675587427
ERX1819441,-4.453357481768336,-0.32421598833036924
ERX1819442,-9.634827327654897,0.2249702315139164
ERX1819443,3.2579586291488534,-0.2091724517682412
ERX1819444,-10.810313540850382,0.14877280809704274
ERX1819445,3.1299390108413463,-0.15531612884306156
ERX3440914,-0.9705335962207454,0.33851314402238764
ERX3440915,0.07259031029947449,0.21884266217202608
ERX3440916,0.2543119512500744,-0.1532910424229046
ERX3440917,1.0225778441831899,-0.02419746106358378
ERX3440918,1.393369083612355,-1.0312376158905945
ERX3440919,4.033338466068393,-1.1634470073865524
ERX3440920,3.4224781972449465,-1.1831903699448256
ERX3440921,-10.351012270919425,-0.7134263970034995
ERX3440922,-10.168445563262182,-0.9414717010756356
ERX3440923,-12.245615865441055,-0.5983046141933732
ERX3440924,-11.10623441013464,-0.6205492320759314
ERX3440925,0.10615645049525717,-0.1030472378853684
ERX3440926,-12.042276953138591,-1.0719820076459845
ERX3440927,-11.945616035437142,-0.9698642933040712
ERX3440928,-13.433444230424051,-1.0150896887426841
ERX3440929,-18.158725176762463,-0.9982347591610914
ERX3440930,-16.009201743225287,-0.8136864962740633
ERX3440931,-8.837648462969035,-0.5891611034653249
ERX3440932,-11.384802626277535,-0.7619242412826308
ERX3440933,-8.417991442383872,-0.7972523260819813
ERX3440934,-9.884631998746963,-1.1705241203657586
ERX3440935,-8.734135567319576,-1.1065399997786871
ERX3440936,0.8643771457254751,-0.23546590613701926
ERX3440937,-9.412636352079693,-0.9695813954101924
ERX3440938,0.5560476402325527,0.2909257703778785
ERX3440939,1.563911590874148,0.1144351557043164
ERX3440940,4.483689353503805,-0.2716322871495267
ERX3440941,-1.4817185764932421,0.14470068925423885
ERX3440942,-0.5745858790944722,-0.4071931093852657
ERX3440943,-1.078798249369432,-0.3494240217248885
SRX5347612,2.2497507007578146,0.18600119315611965
SRX5347613,-2.0864997052815064,-0.05273997185009094
SRX5347614,-0.16325099547629926,-0.13326122130603044
SRX5347615,-1.39807884583369,0.06842515955001005
SRX5347616,3.3271494618522515,-0.09358700289686972
SRX5347617,-0.9675249285733922,-0.3358850882833391
SRX5347618,-2.0173066440782645,0.051410936975520016
SRX5347619,3.875102556777921,0.2287600544194248
SRX5347620,-0.6030782342731481,-0.24059203770718615
SRX5347621,-7.519759528457836,-0.16426905084774646
SRX5347622,-2.525847164599838,-0.3700275220433866
SRX5347623,-9.421723365632618,-0.19137355860530286
SRX8170783,-2.0735432803739395,-0.19891166870811536
SRX8170784,1.3226351366187468,0.09815840255879316
SRX8170785,0.7509081437551878,0.100753266149324
SRX8170786,-4.52484112240425,-0.6019256589212585
SRX8170787,-7.386599354710811,-0.4361730544948124
SRX8170788,-9.732258003529827,-0.25841021757628546
SRX5177009,0.5595409741990638,0.17147066146711687
SRX5177010,1.8816640287702413,0.5151428458414751
SRX5177011,0.22386291181104567,0.7403811431208949
SRX5177012,1.3897989294133897,0.4606550039365409
SRX7354731,0.3781952017574841,0.19156851073902811
SRX7354732,-0.3781952017574969,-0.19156851073902906
SRX7354733,3.8627576557283207,-0.4847193520802824
SRX7354734,6.279266933576308,-0.3274288822975091
SRX7354735,6.066594373133472,0.6705679122029071
SRX7354736,6.50463230369457,0.6949355007967961
SRX7354737,5.422536317741378,0.9600979680195492
SRX7354738,5.033945274464653,0.8957788230256982
SRX2508581,0.7941972894262562,0.042316133431571146
SRX2508582,-3.2587312568017293,-0.24278294946247314
SRX2508583,-20.92422243863409,-0.33733437275785505
SRX2508584,-18.71107330411568,-0.1468381567026693
SRX2508585,-1.2722830182797134,-0.04521202672179392
SRX2508586,-0.9814911755508522,-0.11333220722643668
SRX2508587,-21.13241207842248,-0.4246982644597015
SRX2508588,-20.78621988819069,-0.4758346564225917
SRX2508589,0.478085728853455,0.002895893290222773
SRX2508590,0.014574501745798225,-0.12692532823478153
SRX2508591,-8.622442196062796,-0.21866667290921704
SRX2508592,-4.933032506278387,-0.0989565185990191
SRX1736086,2.5347122152805106,0.12125482250790752
SRX1736087,-1.560950641500359,0.2884490304043279
SRX1736088,-0.9737615737801694,-0.40970385291223455
SRX1736089,-1.93032375484858,-2.4636492286812635
SRX1736090,-12.114069942307536,-2.4391301169872133
SRX1736091,-3.1285212439421346,-2.5231954795744316
SRX1736092,-0.7965893416936624,0.4752931081252232
SRX1736093,-1.27126203380238,0.2117427276969348
SRX1736094,6.522243364390107,-0.17248965070348274
SRX1736095,-2.344027639446002,-1.9524971135735385
SRX1736096,-3.81908073337471,-2.252189763816559
SRX1736097,-1.1679959208592858,-2.8020653207242923
SRX7176371,-1.3648513642850326,0.06337928513888967
SRX7176372,0.1373277413350343,-0.028111233842645692
SRX7176373,1.2275236229500042,-0.035268051296245766
SRX7176374,-3.225134576347457,-0.07183861917255285
SRX7176375,-1.5831350740108228,-0.14983782559683154
SRX7176376,-0.355476657190628,-0.3026040347697769
