,Value,list
TF,CcpA,
reg_genes,262,"['araD' 'ilvB' 'ganQ' 'acuA' 'egsA' 'ganS' 'hutH' 'araN' 'pelA' 'etfA'
 'rhaE' 'aimP' 'abbA' 'resD' 'sucC' 'levG' 'bofC' 'ypiF' 'xylB' 'qcrA'
 'hutM' 'glpK' 'yneN' 'sacC' 'rapF' 'citM' 'pta' 'yozM' 'acoL' 'bglH'
 'mmgD' 'yesN' 'exuT' 'ctaF' 'phoR' 'acoB' 'mdh' 'nagR' 'acoR' 'abfB'
 'nupC' 'sacP' 'abnA' 'ctaE' 'malP' 'msmE' 'abfA' 'leuA' 'deoC' 'mmgB'
 'kdgT' 'rapG' 'araQ' 'icd' 'malR' 'rsbW' 'ganA' 'cydA' 'galT' 'resA'
 'qcrC' 'xynP' 'gmuR' 'iolA' 'exuR' 'resB' 'abnB' 'levF' 'dprA' 'nagA'
 'yfkN' 'uxaB' 'rsbX' 'cydB' 'rsbT' 'amyE' 'csbX' 'uxuA' 'lcfA' 'uxuB'
 'yslB' 'treR' 'rhaB' 'yjmD' 'mgfK' 'acuB' 'iolD' 'phrG' 'araE' 'yqxI'
 'sigB' 'ylbP' 'ltdD' 'yvnA' 'leuC' 'degU' 'nagBA' 'treA' 'rhaA' 'araL'
 'odhA' 'fadA' 'acsA' 'cydC' 'manR' 'fadN' 'rsbRA' 'hutG' 'kduI' 'levE'
 'treP' 'bglS' 'yvcN' 'yxiE' 'iolF' 'dctP' 'degS' 'yobO' 'mmgA' 'ackA'
 'yvcI' 'malA' 'msmF' 'fadE' 'acoA' 'gntZ' 'kdgK' 'ctaD' 'scoA' 'exuM'
 'rsbS' 'etfB' 'pchE' 'ilvH' 'msmG' 'phrF' 'pdp' 'phrA' 'pupG' 'hutI'
 'cimH' 'kduD' 'phrC' 'msmR' 'ctaB' 'yxkF' 'sspH' 'rsbV' 'iolB' 'mleN'
 'gmuA' 'gmuB' 'hutP' 'glpD' 'rapC' 'hutU' 'yhaR' 'phoP' 'ykuK' 'sucD'
 'ykuJ' 'sacA' 'yflN' 'pchR' 'glpF' 'fadB' 'licB' 'sigL' 'ganB' 'leuB'
 'yvcJ' 'mleA' 'topA' 'kdgR' 'fadR' 'iolC' 'refZ' 'yqxJ' 'ganP' 'ctaC'
 'serA' 'tyrS' 'melA' 'iolE' 'resE' 'yxjC' 'galK' 'araP' 'cstA' 'citB'
 'scoB' 'mmgC' 'lcfB' 'whiA' 'yesM' 'kdgA' 'deoB' 'rsbU' 'xynB' 'ctaG'
 'bglP' 'crh' 'ykuL' 'rocG' 'mmgF' 'citZ' 'ysfE' 'pftB' 'acoC' 'pftA'
 'acuC' 'yesL' 'resC' 'gntP' 'gntK' 'mmgE' 'levD' 'rhaM' 'uxaA' 'cwlS'
 'phrE' 'mtlR' 'ilvC' 'cccA' 'yjmC' 'rhaR' 'opuE' 'ccpC' 'araA' 'qcrB'
 'cydD' 'araB' 'wprA' 'yxjF' 'leuD' 'rapA']"
comp_genes,32,['ywsA' 'BSU_38495' 'ywsB' 'cidA' 'clpE' 'bglA']
both_genes,26,"['licA' 'licC' 'gmuG' 'iolJ' 'rbsD' 'rbsB' 'msmX' 'glpQA' 'iolI' 'rbsA'
 'gmuC' 'gmuF' 'rbsC' 'uxaC' 'odhB' 'rbsK' 'gntR' 'ywdA' 'gmuD' 'licH'
 'iolH' 'gmuE' 'rbsR' 'glpT' 'iolG' 'xylA']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
