,SACI_RS02150
SRX5495523,0.029050811824262723
SRX5495524,0.08394331606528027
SRX5495525,0.24758721566323416
SRX5495526,0.3570984665860077
SRX6762909,0.019645679250956505
SRX6762910,-0.019645679250956505
SRX6762911,0.025333234639832725
SRX6762912,-0.06739877997185317
SRX3467357,0.03274873374047793
SRX3467358,-0.03274873374047793
SRX3467359,-0.06654688815784304
SRX3467360,-0.06936129180896344
SRX3565164,-0.02113509984233985
SRX3565165,-0.6116914022029061
SRX3565166,-0.25391368051380603
SRX3565167,-0.4434011506113489
SRX3565168,-0.09442127430699544
SRX3565169,-0.08119613617294874
SRX3565170,-0.8289039820281623
SRX3565171,-0.8799785586816018
SRX3565172,-0.6713413273411781
SRX3565173,-0.3797090797874159
SRX3565174,-0.333522609215569
SRX3565176,-0.29868515737520873
SRX3565177,-0.679856599349467
SRX3565178,-0.2089949463204732
SRX3565179,-0.8037668584218878
SRX3565180,0.06503979453350972
SRX3565181,-0.5834043115246779
SRX3565182,-1.023522476515991
SRX3565183,-0.7254942893376839
SRX3565184,-0.7327744106603848
SRX3565185,-0.2510737439419461
SRX3565186,-0.16573820942486786
SRX3565187,-0.36857868344726974
SRX3565188,-0.06545897915357735
SRX3565191,0.15583898851413025
SRX3565192,-0.08490373737487289
SRX3565193,-0.2710668926645532
SRX3565194,0.005097861641591095
SRX3565195,0.2391381317739185
SRX3565197,-0.18349432955942116
SRX3565198,-0.5168948105884077
SRX3565199,0.05636003705479808
SRX3565200,0.004435542936182203
SRX3565201,0.030813056229654023
SRX3565202,0.6252890018682162
SRX3565203,0.08848643622075869
SRX3565204,0.07496690815232299
SRX3565205,0.4649130900486114
SRX3565206,-0.04390469469116631
SRX3565208,-0.04438682291526952
SRX3565209,-0.06255109374321678
SRX3565210,0.010908261625871774
SRX3565211,-0.08547758345746992
SRX4001511,-0.16887706670437552
SRX4001513,0.16887706670437552
SRX4001514,-0.4290933287882783
SRX4001515,-0.5494673665666863
SRX4001516,-0.4332787144558203
SRX4001517,-0.2961833298314929
SRX4001518,-0.5241016754428873
SRX4001519,-0.4699354021228661
SRX4001520,-0.14436303184821142
SRX4001521,-0.4427900177468409
SRX4001522,-0.3095548050587862
SRX4001523,-0.14051000882203546
SRX4001524,-0.5691202758547718
SRX4001525,0.03607478500286554
SRX4001526,0.3456728826247257
SRX4001528,0.5722741764092412
SRX3823521,0.061493698019958735
SRX3823522,-0.07605479564268336
SRX3823523,0.014561097622724615
SRX3823524,0.07487638352773729
SRX3823525,0.1685973740948956
SRX3823526,0.022389590692368344
SRX3823527,0.2680798723636766
SRX3823528,0.1845065953378633
SRX3823529,0.2355570826386337
SRX3823530,-0.08252018005029882
SRX3823531,-0.1430704868260957
SRX3823532,-0.1291989300816372
SRX3823533,-0.0897470944826253
SRX3823534,0.0273285956942324
SRX3823536,0.12381980419653793
SRX3823537,0.2123983602559214
SRX3823538,0.16355458352054342
SRX3823539,0.3906605466378803
SRX5653264,0.1506704002348851
SRX5653265,0.15926195294071555
SRX5653266,0.2029632759192204
SRX5653267,-0.04883651587436155
SRX5653268,0.13208199336676074
SRX5653269,-0.08324547749239564
