,-0.1019407919174404,-0.08495065993120034,-0.06796052794496027,-0.0509703959587202,-0.033980263972480135,-0.016990131986240067,0.0,0.016990131986240067,0.033980263972480135,0.05097039595872019,0.06796052794496027,0.08495065993120035,0.1019407919174404,0.11893092390368046,0.13592105588992054,0.15291118787616062,0.16990131986240067,0.18689145184864073,0.20388158383488078,0.2208717158211209
thresh,-0.11043585791056044,0.11043585791056044,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,11,101,892,2620,770,90,8,9,1,1,2,1,2,2,1,0,0
NorR2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS05970' 'PN96_RS05960'],['PN96_RS05955'],['fdh3B' 'PN96_RS05945'],['PN96_RS05935' 'PN96_RS05930'],['PN96_RS05950'],[],[]
NorR2_genes,[],[],[],[],[],[],['norR2'],[],[],[],[],[],[],[],[],['PN96_RS07685'],['hcp'],[],[],[]
