,PA0103a
SRX7442752,-0.08204286300000001
SRX7442753,0.08204286300000001
SRX7442754,-0.181833977
SRX7442755,-0.336168952
SRX7442756,0.35729094
SRX7442757,0.207905995
SRX7442758,0.21152969100000002
SRX7442759,-0.012179315000000001
SRX7442761,0.026690344
SRX7874204,-0.096145189
SRX7874205,0.096145189
SRX7874206,-1.5095835320000002
SRX7874207,-0.998368122
SRX8639787,-0.014726822
SRX8639788,0.014726822
SRX8639789,-0.8746032210000001
SRX8639790,-0.804130428
SRX8639791,-0.10645787300000001
SRX8639792,-0.510810364
SRX8639793,-3.320584665
SRX8639794,-3.115042242
SRX8639795,-3.138063708
SRX8639796,-3.000527218
SRX8639797,-0.556133198
SRX8639798,-0.082604419
SRX8639800,-0.41243948300000005
SRX1156127,0.036999272
SRX1156135,-0.036999272
SRX1156136,-0.46686479000000003
SRX1156137,-0.7095145660000001
SRX1156138,-0.678172247
SRX1156140,-0.668385518
ERX2195929,-0.222365584
ERX2195930,0.222365584
ERX2195931,1.073638649
ERX2195932,1.185116075
ERX2195933,1.117053404
ERX2195934,1.091365746
SRX4579961,-0.40733127900000005
SRX4579962,0.010238645000000001
SRX4579963,0.397092635
SRX4579964,-0.40850713400000005
SRX4579965,-0.777339738
SRX4579966,-0.503988038
SRX5630349,0.018103823
SRX5630350,-0.018103823
SRX5630351,0.7794041970000001
SRX5630352,0.42737651200000004
SRX1411278,-0.29016476900000004
SRX1411287,0.20724350900000002
SRX1411289,-0.21260083800000001
SRX1411279,0.7290813700000001
SRX1411280,-0.43891660200000004
SRX1411281,-0.0017202080000000002
SRX1411282,-0.437238014
SRX1411283,-0.576647322
SRX1411284,0.41266748000000003
SRX1411285,-0.34357289500000004
SRX1411286,1.045387382
SRX1411288,0.13373084400000002
SRX2711962,0.131083857
SRX2711963,-0.131083857
SRX2711964,0.075154042
SRX2711965,0.018427971
SRX2711966,0.078341137
SRX2711967,-0.347364385
ERX3558798,-0.886123698
ERX3558799,-1.089065051
ERX3558800,-0.738334318
ERX3558801,-0.806406006
ERX3558802,-0.052976118
ERX3558803,-0.13264767200000002
ERX3558804,0.161172055
ERX3558805,0.024451734000000003
ERX3593017,-1.589812651
ERX3593018,-1.7386412999999998
ERX3593020,-0.044826011000000006
ERX3593021,-0.124491897
ERX3593022,0.16931790800000002
SRX7058492,-0.31257284700000004
SRX7058494,-0.466270153
SRX7058495,-0.18840630200000003
SRX7058509,0.31257284700000004
SRX2662717,-1.171698382
SRX2662718,-0.638802631
SRX2662721,0.369514379
SRX2662722,-0.369514379
SRX8143226,-0.015246957
SRX8143227,0.015246957
SRX8143228,0.386413883
SRX8143229,0.7998116820000001
ERX2456848,1.012011879
ERX2456849,0.988202377
ERX2456850,0.637170286
ERX2456851,-0.44138319600000003
ERX2456852,-0.48154157100000006
ERX2456853,-0.2749698
ERX2456854,0.448999052
ERX2456855,0.576739502
ERX2456856,0.534811569
ERX2456857,-0.598779132
ERX2456858,-0.42048367600000003
ERX2456859,-0.541287316
SRX540108,0.22169459900000002
SRX540109,-0.22169459900000002
SRX540110,-0.009527453
SRX540111,0.7365066090000001
