sample,BSU01480
LBexp_1,14.4837
LBexp_2,13.7634
LBexp_3,13.6363
LBtran_1,9.5924
LBtran_2,10.9783
LBtran_3,11.6386
LBstat_1,10.5942
LBstat_2,10.3413
LBstat_3,10.2345
LBGexp_1,15.4181
LBGexp_2,14.7988
LBGexp_3,15.6196
LBGtran_2,11.836
LBGtran_3,12.9887
LBGstat_1,13.7819
LBGstat_2,14.2264
LBGstat_3,11.2425
S0_1,13.8936
S0_2,14.0815
S0_3,14.0682
S1_1,12.2336
S1_2,12.2125
S1_3,12.4839
S2_1,11.1666
S2_2,10.9638
S2_3,10.6029
S3_1,13.0748
S3_2,12.7883
S4_1,12.6523
S4_2,12.0838
S4_3,11.769
S5_1,11.2332
S5_2,11.3473
S5_3,11.5907
S6_1,11.144
S6_2,7.6501
S6_3,11.4622
S6/t_1,11.0199
S6/t_2,7.8084
S6_4,11.4674
S6_5,11.829
S6_6,12.1591
S7_4,11.3285
S7_5,10.7494
S7_6,11.3115
S8_4,10.6016
S8_5,9.3034
G135_1,15.6664
G135_3,14.2612
G150_1,15.3925
G150_2,15.5115
G150_3,15.1393
G180_1,15.472
G180_2,15.7142
G180_3,14.8483
C30_1,13.1871
C30_2,13.7491
C90_1,11.3694
C90_2,11.8854
BI_1,12.7554
BI_2,13.1275
BC_2,11.4577
BC/t_1,10.8494
BC/t_2,11.3605
BC_1,10.9252
Sw_1,11.7563
Sw_2,12.1729
BT_1,12.3906
BT_2,11.467
B36_1,12.4494
B36_2,12.1936
B60_1,11.6124
B60_2,11.348
M9exp_1,13.7798
M9exp_2,13.3243
M9exp_3,13.3205
M9tran_1,12.2083
M9tran_2,12.2293
M9tran_3,12.6165
M9stat_1,10.163
M9stat_2,9.4593
M9stat_3,9.2446
M+G_1,12.6486
M+G_2,13.0054
M+G_3,13.1645
Glu_1,13.299
Glu_2,13.5493
Glu_3,13.3834
Fru_1,13.1895
Fru_2,12.9329
Fru_3,12.7536
Mal_1,12.2735
Mal_2,12.283
Mal_3,12.6568
G+S_2,12.0219
G+S_3,12.1335
Pyr_1,11.5662
Pyr_2,11.9026
Pyr_3,11.6429
Gly_1,11.648
Gly_2,12.6384
Gly_3,10.8277
Glucon_1,11.7126
Glucon_2,12.2105
Glucon_3,11.288
aero_1,14.9169
aero_2,14.0548
aero_3,15.1656
nit_1,12.5117
nit_2,12.7035
nit_3,12.5953
ferm_1,11.8668
ferm_2,12.4238
ferm_3,12.7673
T-5.40H_1,13.5524
T-4.40H_1,13.2927
T-3.40H_1,13.1966
T-2.40H_1,12.4744
T-1.40H_1,12.2835
T-1.10H_1,12.3364
T-0.40H_1,12.2543
T0.0H_1,11.7702
T0.30H_1,10.141
T1.0H_1,10.3951
T1.30H_1,10.3252
T2.0H_1,10.3503
T2.30H_1,11.3636
T3.0H_1,10.9303
T3.30H_1,11.2117
T4.0H_1,11.1212
T5.0H_1,10.6576
HPh_1,14.9439
HPh_2,14.550999999999998
HPh_3,14.8849
LPh_1,14.8617
LPh_2,15.4875
LPh_3,14.8145
LPhT_1,10.863
LPhT_2,10.791
LPhT_3,10.8166
SMMPr_1,12.3754
SMMPr_2,12.1366
SMMPr_3,12.6038
HiTm_1,12.1734
HiTm_2,12.7199
HiTm_3,12.613
LoTm_1,13.0941
LoTm_2,12.9154
LoTm_3,13.0326
HiOs_1,12.1023
HiOs_2,11.9216
HiOs_3,12.0
BMM_1,14.072
BMM_2,13.6923
BMM_3,12.6199
Heat_1,13.2591
Heat_2,13.0601
Heat_3,12.7498
Cold_1,15.9385
Cold_2,15.1284
Cold_3,14.0558
Etha_1,9.3539
Etha_2,9.1394
Etha_3,9.3702
SMM_1,13.1032
SMM_2,13.0622
SMM_3,13.1513
Salt_1,12.9734
Salt_2,12.9351
