,ABUW_3229
SRX3737100,1.1723925285
SRX3737101,0.9351915094000001
SRX3737103,0.8571940149
SRX3737104,-0.1019604462
SRX3737105,0.07160907500000001
SRX3737106,0.0910805487
SRX3737107,-0.0607291774
SRX3737108,-0.7288782866
SRX3737109,-0.8438936687
SRX3737110,-0.018010776200000002
SRX3737111,-0.5509227554
Abaum_0017,-0.026736185200000002
Abaum_0018,-0.9781557203000001
Abaum_0019,-1.0040675123
Abaum_0020,0.4119370221
Abaum_0021,0.5577384466
Abaum_0022,0.0543908009
Abaum_0023,0.026736185200000002
Abaum_0024,0.24763476310000002
Abaum_0025,0.5256740259
Abaum_0026,-0.0469949639
SRX3141471,-0.15690946790000002
SRX3141472,-0.1646126548
SRX3141473,0.0421590338
SRX3141474,0.12245362100000001
SRX3141475,-0.4081701407
SRX3141476,-0.2123248933
SRX3141477,-0.0049351733
SRX3141478,-0.1994065062
SRX3141479,-0.1198826697
SRX8944518,-0.0805307081
SRX8944519,-0.2165252139
SRX8944520,-0.1486046059
SRX8944521,-0.7539244194
SRX8944522,0.229135314
SRX8944523,0.21591324420000002
SRX5930997,-0.1246509762
SRX5930998,0.1668883333
SRX5930999,-0.042237357100000004
SRX5931001,1.0991105547
SRX5931002,0.7937361976
SRX4488546,0.7180399922
SRX4488547,-0.4588493202
SRX4488548,0.9560800374
SRX4488549,-0.2591906721
SRX4488550,3.813975329
SRX4488551,2.0683579362
SRX4488552,1.1072546365
SRX4488553,0.7720562430000001
SRX4488554,3.0287266463
SRX4488555,0.8489330255
SRX4488556,2.2464754569
SRX4488557,0.7879774849000001
SRX2568047,4.720328372
SRX2568048,4.6000455587
SRX2568049,4.5024026203
SRX2568050,3.8077157349
SRX2568051,3.8917269495999998
SRX2568052,3.9930440831
SRX2568053,4.9760976976
SRX2568054,4.2924990597
SRX2568055,4.5666044603
SRX2568056,4.147220388
SRX2568057,3.6356444551
SRX2568058,4.1205847877
SRX2568059,0.6348339935
SRX2568060,1.1098629583
SRX2568061,1.0096687327
SRX2568062,0.6318139644
SRX2568063,-0.6629667908
SRX2568064,0.0311528264
Abaum_0001,-0.2325495702
Abaum_0002,-0.44616599490000003
Abaum_0003,-0.7081636727
Abaum_0004,1.1665586735
Abaum_0005,0.629800751
Abaum_0006,1.6993506321
Abaum_0007,1.4324160918
Abaum_0008,-0.0218404893
Abaum_0009,-0.21165879540000002
Abaum_0010,0.0568372389
Abaum_0011,0.012631549
Abaum_0012,-0.012631549
Abaum_0013,-0.0032714291
Abaum_0014,-0.3448715195
Abaum_0015,-0.28961092920000003
Abaum_0016,-0.2835560938
ERX1221046,0.0297819548
ERX1221048,-0.14477396750000002
ERX1221049,0.11499201270000001
ERX1221050,-0.47116360900000004
ERX1221052,0.4075414835
ERX1221053,0.5657596899
ABNM035,0.35836729500000003
ABNM036,-0.35836729500000003
ABNM037,-0.664388135
ABNM038,-0.191274988
ABNM041,-1.007022354
ABNM042,-0.8273618030000001
ABNM019,0.0459111757
ABNM020,-0.0459111757
ABNM021,1.8068683571
ABNM022,0.8165619975
ABNM023,0.925435007
ABNM024,0.5581703318
ABNM025,1.6305733643
ABNM026,1.2182756039
ABNM027,0.0339253026
ABNM028,-0.0339253026
ABNM029,-0.08173916810000001
ABNM030,-0.10849066210000001
ABNM031,-0.30910898600000003
ABNM032,-0.4634942114
ABNM033,-0.2831431719
ABNM034,0.0545660717
ABNM001,0.1127021188
ABNM002,-0.1127021188
ABNM003,0.40886774870000003
ABNM004,0.7579021307
ABNM005,-0.5553697604
ABNM006,0.4612155946
ABNM007,0.47761323980000003
ABNM008,0.6835504788
ABNM009,0.9423388266
ABNM010,0.5477941136
ABNM043,-0.1187060345
ABNM044,0.1187060345
ABNM045,-0.4298394145
ABNM046,0.1350896925
ABNM047,0.45289151250000004
ABNM048,0.5042081665
ABNM011,0.0572992722
ABNM012,-0.0572992722
ABNM013,-0.24681502400000002
ABNM014,-0.1993563895
ABNM015,0.31647946260000004
ABNM016,-0.0475470059
ABNM017,-0.3757751366
ABNM018,-0.0566050721
