,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,1.1900203045200897e-14,0.08132361541073098,2.0,0.0,-0.0575044799275228,1.0,0.0575044799275466,,,,,,,,
1,fur__wt_dpd,2.8381300720350593,0.10224645964046429,2.0,2.0,2.76583090707097,3.0,2.910429236999148,,,,,,,,
2,fur__wt_fe,0.4812486836552269,0.1073575728299661,2.0,4.0,0.4053354158954292,5.0,0.5571619514150246,,,,,,,,
3,fur__delfur_dpd,2.921653618752562,0.19126315063972762,2.0,6.0,2.786410147944107,7.0,3.056897089561018,,,,,,,,
4,fur__delfur_fe2,-0.01620708109479295,0.04879508900896956,2.0,8.0,0.0182962572320506,9.0,-0.0507104194216365,,,,,,,,
5,acid__wt_ph5,0.35951804379936725,0.07843575771038491,2.0,10.0,0.3040555876348491,11.0,0.4149804999638855,,,,,,,,
6,acid__delgadx_ph5,1.4241721933249898,,1.0,12.0,1.4241721933249898,,,,,,,,,,
7,acid__delgadw_ph5,0.9031997114691926,0.4833779535113632,2.0,13.0,0.561399882665232,14.0,1.2449995402731533,,,,,,,,
8,acid__delgade_ph5,0.33531370678752664,0.046555835501285,2.0,15.0,0.3023937598007626,16.0,0.3682336537742907,,,,,,,,
9,oxidative__wt_pq,2.36276764165207,0.03339776379443454,2.0,17.0,2.386383426907581,18.0,2.3391518563965588,,,,,,,,
10,oxidative__deloxyr_pq,1.899297489857424,0.03561046056554352,2.0,19.0,1.874117091710352,20.0,1.924477888004496,,,,,,,,
11,oxidative__delsoxr_pq,2.190623424497917,0.08165540719696956,2.0,21.0,2.248362516647443,22.0,2.132884332348391,,,,,,,,
12,oxidative__delsoxs_pq,2.5644025465066385,0.04469138507126819,2.0,23.0,2.5328009650621253,24.0,2.596004127951151,,,,,,,,
13,nac_ntrc__wt_csn,0.30338517376861646,0.023043880320029873,2.0,25.0,0.2870906897294721,26.0,0.3196796578077608,,,,,,,,
14,nac_ntrc__wt_cytd,0.10839363563324189,0.3331297608086663,2.0,27.0,0.3439519485161024,28.0,-0.1271646772496186,,,,,,,,
15,nac_ntrc__wt_gln,0.7498012171773489,0.5158701328528069,2.0,29.0,0.385025948025524,30.0,1.1145764863291738,,,,,,,,
16,nac_ntrc__bw_delnac_csn,3.1704470411883503,1.2023786655478543,2.0,31.0,2.3202369332254307,32.0,4.02065714915127,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,1.0456286436100417,0.2708348134477908,2.0,33.0,0.8541195104397153,34.0,1.2371377767803682,,,,,,,,
18,nac_ntrc__bw_delnac_gln,1.0216911168202787,0.2645530297537632,2.0,35.0,0.8346238754979463,36.0,1.2087583581426111,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,0.11327569500102071,0.2846121152075981,2.0,37.0,0.3145268516721602,38.0,-0.0879754616701188,,,,,,,,
20,misc__wt_no_te,0.15786367711821786,0.20924816013906467,2.0,39.0,0.3058244701033591,40.0,0.0099028841330766,,,,,,,,
21,misc__bw_delcbl,1.3743193714091242,0.12870613831945008,2.0,41.0,1.4653283545951412,42.0,1.2833103882231074,,,,,,,,
22,misc__bw_delfabr,1.5672635988725123,0.3913307623861861,2.0,43.0,1.843976234642686,44.0,1.2905509631023386,,,,,,,,
23,misc__bw_delfadr,1.2158231590440183,0.3550884853457482,2.0,45.0,1.466908634953257,46.0,0.9647376831347798,,,,,,,,
24,misc__nitr_031,0.4669800991395665,,1.0,47.0,0.4669800991395665,,,,,,,,,,
25,omics__wt_glu,-0.21280238753918718,0.4573551307585116,2.0,48.0,-0.5362013019089908,49.0,0.1105965268306165,,,,,,,,
26,omics__wt_gly,-0.5322323373816216,0.25800966388482327,2.0,50.0,-0.714672720326242,51.0,-0.3497919544370011,,,,,,,,
27,omics__wt_thr,0.4688512645657303,0.09627292700746028,2.0,52.0,0.4007760250340776,53.0,0.536926504097383,,,,,,,,
28,omics__bw_ac,1.0026448806428667,0.004836897461805424,2.0,54.0,0.9992246776477202,55.0,1.0060650836380134,,,,,,,,
29,omics__bw_fum,1.561539985313202,0.06876986303980463,2.0,56.0,1.610167621809918,57.0,1.512912348816486,,,,,,,,
30,omics__bw_glc,0.8183751060531029,0.19914254047233115,2.0,58.0,0.6775600652624011,59.0,0.9591901468438048,,,,,,,,
31,omics__bw_pyr,0.5559162721719663,0.5018560951351647,2.0,60.0,0.2010504241220902,61.0,0.9107821202218424,,,,,,,,
32,ompr__wt_nacl,3.244977735350045,0.29047796928999303,2.0,62.0,3.4503766772202966,63.0,3.039578793479793,,,,,,,,
33,ompr__bw_delompr_nacl,1.6061497158584124,0.06887954018148686,2.0,64.0,1.5574445259110716,65.0,1.654854905805753,,,,,,,,
34,minspan__wt_ade,1.1849752505160611,,1.0,66.0,1.1849752505160611,,,,,,,,,,
35,minspan__wt_glc,-1.1193446313476263,0.25461684649665167,3.0,67.0,-0.8256617762528823,68.0,-1.27812439996272,69.0,-1.254247717827276,,,,,,
36,minspan__wt_glc_anaero,0.1066710349938533,0.10347248637310431,2.0,70.0,0.179837131774508,71.0,0.0335049382131986,,,,,,,,
37,minspan__wt_trp,1.2973419934449912,,1.0,72.0,1.2973419934449912,,,,,,,,,,
38,minspan__bw_delcra_glc,0.6599844755920282,,1.0,73.0,0.6599844755920282,,,,,,,,,,
39,minspan__bw_delcra_trp,-1.016033662435053,,1.0,74.0,-1.016033662435053,,,,,,,,,,
40,minspan__bw_delmntr,1.199735157426282,,1.0,75.0,1.199735157426282,,,,,,,,,,
