,b4537
control__wt_glc__1,7.4631828626
control__wt_glc__2,7.4989694753
fur__wt_dpd__1,5.1894370671
fur__wt_dpd__2,5.2946481366
fur__wt_fe__1,7.727525569
fur__wt_fe__2,8.0454386141
fur__delfur_dpd__1,5.3716682884
fur__delfur_dpd__2,6.128621769
fur__delfur_fe2__1,7.750738712
fur__delfur_fe2__2,7.7649569526
acid__wt_ph5__1,6.2825416691000004
acid__wt_ph5__2,6.3167567213
acid__delgadx_ph5__1,6.365996506
acid__delgadx_ph5__2,6.6726307023
acid__delgadw_ph5__1,6.6606960851
acid__delgadw_ph5__2,6.7034687367
acid__delgade_ph5__1,6.5389684774
acid__delgade_ph5__2,6.2504741177
oxidative__wt_pq__1,3.4789197528
oxidative__wt_pq__2,3.9339821234
oxidative__deloxyr_pq__1,4.7193728559
oxidative__deloxyr_pq__2,5.0101677103
oxidative__delsoxr_pq__1,4.2762329447
oxidative__delsoxr_pq__2,4.3762160596
oxidative__delsoxs_pq__1,4.0627832774
oxidative__delsoxs_pq__2,3.8710530723
nac_ntrc__wt_csn__1,6.4120407395
nac_ntrc__wt_csn__2,6.2107106159
nac_ntrc__wt_cytd__1,6.5925151
nac_ntrc__wt_cytd__2,6.8726011813
nac_ntrc__wt_gln__1,6.5213889417
nac_ntrc__wt_gln__2,6.4669876505
nac_ntrc__bw_delnac_csn__1,5.0552642867
nac_ntrc__bw_delnac_csn__2,5.273521645
nac_ntrc__bw_delnac_cytd__1,5.6510523934
nac_ntrc__bw_delnac_cytd__2,5.3302410808000005
nac_ntrc__bw_delnac_gln__1,4.1172209929
nac_ntrc__bw_delnac_gln__2,4.9350490373
nac_ntrc__bw_delnac_nh4__1,5.9225572211
nac_ntrc__bw_delnac_nh4__2,6.2219377142
misc__wt_no_te__1,5.2241169501
misc__wt_no_te__2,5.314340985
misc__bw_delcbl__1,6.0316594146
misc__bw_delcbl__2,5.8504954491
misc__bw_delfabr__1,5.9655917652
misc__bw_delfabr__2,6.0129591907
misc__bw_delfadr__1,5.8778654264
misc__bw_delfadr__2,6.2152017032
misc__nitr_031__1,5.7884609227
omics__wt_glu__1,7.3271601514
omics__wt_glu__2,6.9833362058
omics__wt_gly__1,6.4709071842
omics__wt_gly__2,6.2711374707
omics__wt_thr__1,5.1916949366
omics__wt_thr__2,5.6089932545
omics__bw_ac__1,7.1214883535
omics__bw_ac__2,6.6664716803
omics__bw_fum__1,7.0031092959
omics__bw_fum__2,6.5171856563
omics__bw_glc__1,7.707544177
omics__bw_glc__2,7.5588282033
omics__bw_pyr__1,7.6555964437
omics__bw_pyr__2,7.6620222159
ompr__wt_nacl__1,4.5169208752
ompr__wt_nacl__2,4.2357227163
ompr__bw_delompr_nacl__1,4.2052634497
ompr__bw_delompr_nacl__2,4.8005756838
minspan__wt_ade__1,7.7786554175
minspan__wt_glc__1,6.7552679899
minspan__wt_glc__2,6.7050127255
minspan__wt_glc__3,6.6563237611
minspan__wt_glc__4,6.6252871311
minspan__wt_glc_anaero__1,6.3502433106
minspan__wt_glc_anaero__2,6.8637760696
minspan__wt_trp__1,5.7482597184
minspan__bw_delcra_glc__1,6.1793198951
minspan__bw_delcra_glc__2,5.867198685
minspan__bw_delcra_trp__1,6.3486459802
minspan__bw_delmntr__1,5.8481611077
minspan__bw_delnac_ade__1,7.4175181592
minspan__bw_delnac_glc__1,7.439913489
cra_crp__wt_ac__1,6.1130968351
cra_crp__wt_ac__2,6.627043491
cra_crp__wt_fru__1,5.9902964886
cra_crp__wt_fru__2,6.4069692665
cra_crp__delcra_ac__1,5.7019955696
cra_crp__delcra_ac__2,5.6570371346
cra_crp__delcra_fru__1,6.4498776011
cra_crp__delcra_fru__2,6.4225611796
cra_crp__delcra_glc__1,6.488462859
cra_crp__delcra_glc__2,6.1849519515
rpoB__wt_031__1,5.6845283066
rpoB__wt_044__1,6.7539086507
rpoB__wt_lb__1,5.5973864287
rpoB__wt_lb__2,5.1188418345
rpoB__rpoBE546V_031__1,6.0345776148
rpoB__rpoBE546V_044__1,6.8784044925
rpoB__rpoBE546V_lb__1,6.2660208901
rpoB__rpoBE546V_lb__2,6.1065355844
rpoB__rpoBE546V_glc__1,7.9558995284
rpoB__rpoBE672K_glc__1,6.0178525167
rpoB__rpoBE672K_glc__2,6.4575548107
rpoB__rpoBE672K_lb__1,5.35664097
rpoB__rpoBE672K_lb__2,5.4144957312
crp__wt_fru__1,6.9782581424
crp__wt_glyc__1,6.9340517285
crp__wt_glyc__2,6.8399682308
crp__delar1_glyc__1,5.2259723719
crp__delar1_glyc__2,4.4742464655
crp__delar1ar2_glyc__1,5.8921344161
crp__delar1ar2_glyc__2,5.5793821273
crp__delar1ar2_glyc__3,5.694522186
crp__delar2_glyc__1,3.6733730375
crp__delar2_glyc__2,4.563331807
crp__delar2_glyc__3,4.9045957018
crp__delcrp_fru__1,6.0357586819
crp__delcrp_fru__2,5.4259549467
crp__delcrp_fru__3,6.058188062
crp__delcrp_glc__1,5.2195282377
crp__delcrp_glc__2,5.094408915
crp__delcrp_glc__3,5.9576915135
crp__delcrp_glyc__1,5.5107031969
crp__delcrp_glyc__2,4.9514329144
crp__delcrp_glyc__3,5.6220656782
glu__glu_ale3__1,6.1208112084
glu__glu_ale4__1,6.8951527583
glu__glu_ale5__1,7.2098491363
glu__glu_ale6__1,7.0293724683
glu__glu_ale8__1,5.8444311932
glu__glu_ale9__1,6.2754940231
glu__glu_ale10__1,6.13367013
42c__wt_42c__1,5.0650193107
42c__42c_ale1__1,4.6671736357
42c__42c_ale2__1,6.6713041084
42c__42c_ale3__1,7.0698831187
42c__42c_ale4__1,6.0766329142
42c__42c_ale5__1,7.2805491156
42c__42c_ale6__1,5.4074497826
42c__42c_ale8__1,4.9889169151
42c__42c_ale9__1,7.3728779381
42c__42c_ale10__1,5.921823986
ssw__wt_ac__1,5.6931543464
ssw__wt_glc__1,7.4078620414
ssw__wt_glyc__1,4.7235897701
ssw__wt_xyl__1,5.8420045988
ssw__glc_ale1__1,6.7774120304
ssw__glc_ale2__1,6.4663586628
ssw__glc_ale3__1,6.135596266
ssw__glyc_ale1__1,4.5863238236
ssw__glyc_ale2__1,5.6483929703
ssw__xyl_ale1__1,7.0496338256
ssw__xyl_ale2__1,6.9758307284
ssw__xyl_ale3__1,6.0031054444
ssw__glc_ac_ac2__1,6.7831173075
ssw__glc_ac_glc1__1,6.1863552892
