,PSPTOB0035
SRX1828913,-0.1587985753
SRX1828914,-0.052640176500000004
SRX1828915,0.302508898
SRX1828916,0.018241469
SRX1828917,-0.1437103227
SRX1828918,-0.4618622371
SRX3983989,3.3784273527
SRX3983990,0.7050193064
SRX3983993,3.4664066973
SRX3983994,3.3188306548
SRX3983995,1.8882010753
SRX3983996,2.9609372487
SRX3983997,3.9916245053
SRX3983998,1.2715754892
SRX3983999,2.6461979121
SRX3984000,3.217376202
SRX3984001,4.1724762759
SRX3984002,4.1666432974
SRX3984003,4.1709300683
SRX3984004,1.490223316
SRX3984005,3.3160423497
SRX3984006,4.5566231984000005
SRX3984007,2.9842109464
SRX3984008,2.3039914222
SRX3984009,1.4185939627
SRX3984010,5.3253132823
SRX3984011,2.0736054766
SRX3984012,0.9455801978
SRX3984013,1.6010150323999999
SRX3984014,1.3668056019
SRX3984015,3.7100313114
SRX3984016,1.8106638804
SRX3984017,5.1993263817
SRX3984019,0.6856984015
SRX3984020,5.0194120649
SRX3984021,4.80379355
SRX3984022,4.9057557126999995
SRX3984023,-0.008741552500000001
SRX3984024,1.9045854912
SRX3984025,3.0920037904
SRX3984026,3.0623017806
SRX3984027,2.6452557678
SRX3984028,2.1276548674
SRX3984029,3.0385799758
SRX3984031,4.180552816
SRX3984032,4.2694131994
SRX3984034,0.0934874051
SRX3984035,1.0275986434
SRX3984036,5.6204716232
SRX3984037,5.470686681
SRX3984038,5.6939685676
SRX3984039,5.5657857884
SRX3984040,2.9494806216000002
SRX3984041,5.5887090372
SRX3984042,2.5467343232
SRX3984043,1.4091307587
SRX3984045,1.5130857742
SRX3984046,0.09729354870000001
SRX3984047,4.8729548739
SRX3984048,3.9609220854
SRX3984049,3.6102537588
SRX3984050,3.3340825241
SRX3984051,5.1042889362
SRX3984052,1.9993748334
SRX3984056,4.3155385582
SRX3984057,4.3246478577
SRX3984058,4.5857293968
SRX3984059,1.3921260978
SRX3984061,1.1222472197
SRX3984062,1.8372857219
SRX3984063,1.8185178724000002
SRX3984064,2.0460894704
SRX3984065,1.7069955612
SRX3984066,1.7985705203
SRX3984067,1.8831046251
SRX3984068,1.7577218545000002
SRX3984069,3.5743625913
SRX3984070,4.395197772
SRX3984071,4.0389784015
SRX3984073,2.5266620778
SRX3984074,3.0912980001
SRX3984077,0.4774445118
SRX3984078,0.6255240262
SRX3984079,3.5793053599
SRX3984080,-0.18203940130000001
SRX3984082,2.0537990207
SRX3984084,4.0994649791
SRX6997963,0.43010658100000004
SRX6997964,-0.0101874704
SRX6997965,-0.169468257
SRX6997967,-0.7666594505000001
SRX6997968,-0.28113462510000004
SRX6997969,0.3163478572
SRX6997971,0.3365528695
SRX6997972,-0.7308583137
SRX6997973,0.3931600873
SRX3159100,0.0496891552
SRX3159101,0.2363462712
SRX3159102,-0.1425985593
SRX3159103,-0.1434368671
SRX3159000,0.7618032770000001
SRX3159001,0.0015437014
SRX3159002,0.3231205903
SRX3159003,-0.7280509225
SRX3159004,-0.5065412229
SRX3159005,0.21497570270000002
SRX3159006,0.3221872462
SRX3159007,0.3065463626
SRX3159008,-0.649480959
SRX3159009,-0.4671256774
SRX3159010,-0.2078343738
SRX3159012,-0.2993913822
SRX3159013,0.22332629980000002
SRX3159014,0.0533138287
SRX3159015,0.6777633667
SRX3159016,-0.0598106314
SRX3159017,0.7406902594
SRX3159018,0.2326196864
SRX3159019,0.2980693401
SRX3159020,0.4999725259
SRX3159021,-0.1305129663
SRX3159022,0.2155327169
SRX3159023,-0.8523519376
SRX3159024,0.46051879560000003
SRX3159025,0.7422138783000001
SRX3159026,-1.6943623543
SRX3159027,0.6980805112
SRX3159028,-0.1551893946
SRX3159029,0.2208100504
