,-0.11678192362749742,-0.09881547383865166,-0.0808490240498059,-0.06288257426096014,-0.04491612447211438,-0.026949674683268615,-0.008983224894422853,0.008983224894422909,0.02694967468326867,0.04491612447211443,0.0628825742609602,0.08084902404980596,0.09881547383865172,0.11678192362749748,0.13474837341634324,0.152714823205189,0.17068127299403477,0.18864772278288053,0.2066141725717263,0.22458062236057205
thresh,-0.0898322489442288,0.0898322489442288,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,5,20,250,2003,1666,248,38,12,3,1,3,4,0,1,1,0,0
unreg_genes,['pdhR'],[],[],[],[],[],[],[],[],[],[],[],['yebV'],['panD' 'rraA' 'yoaC'],['sbmC' 'yhaH' 'ynfO' 'ygaM'],[],['sgrT'],['yeiS'],[],[]
