,A,OxyR
Fuel:Isopentanol:1.0,25.786825054032665,-1.0750272599999997
Fuel:Isopentanol:2.0,15.631174517975747,-1.2215932479999996
Glycolaldehyde:Glycolaldehyde:1.0,-1.56498712357378,-0.1791962080000004
Glycolaldehyde:Control:1.0,0.3028098640144574,0.0235204399999995
Glycolaldehyde:Glycolaldehyde:2.0,0.3918370593779843,-0.1435312849999999
Glycolaldehyde:Control:2.0,-0.3028098643666098,-0.0235204400000004
HNS_protein:Control_ex:1.0,-0.0284445933364152,0.0207681815000002
HNS_protein:Del_turB_ex:1.0,-0.1826753637634626,-0.1861816694999989
HNS_protein:Del_turB_ex:2.0,0.7829807997456968,-0.0840060824999993
HNS_protein:WT_pCAR1_ex:1.0,-1.8799509046642529,-0.2075726744999997
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-1.9320304333171128,-0.3205780234999995
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-0.0726251234349184,-0.4587140124999989
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-2.5365887553521875,-0.2261219304999997
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-0.7790087144514303,-0.376408668499999
HNS_protein:WT_pCAR1_ex:2.0,-1.1496492350704797,-0.2282937984999993
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-2.059356006587669,-0.2318798134999991
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-1.2785068760693057,-0.2217596024999997
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-1.9893428630148808,-0.0960074254999989
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-1.0451712739510233,-0.2033284844999991
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-2.931611601228993,-0.1515206814999992
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-1.0248924896022364,-0.0456870594999996
HNS_protein:Control_ex:2.0,0.0284445932853486,-0.0207681814999993
HNS_protein:WT_Del_turA_ex:1.0,-0.0765285076156919,0.0040413545000008
HNS_protein:WT_Del_turA_ex:2.0,-0.6132148509718365,-0.3037657694999991
Mobile_gene:2737_exp:1.0,-0.282520478989032,0.07635559675
Mobile_gene:2737_exp:2.0,0.0634237448272402,0.0380361207500001
Mobile_gene:2737_exp:3.0,0.3940049095681341,-0.1238469122499994
Mobile_gene:2737_exp:4.0,-0.1749081762728461,0.0094551947500001
Mobile_gene:2737_reg:1.0,-0.6607224400418843,0.6166811057500006
Mobile_gene:2737_reg:2.0,-0.4276055052701142,0.3082237147500004
Mobile_gene:2737_reg:3.0,-0.4561265788843534,0.5417438387500004
Mobile_gene:2737_reg:4.0,-0.2415566657939138,0.4959662307500005
Mobile_gene:3227_exp:1.0,-0.3081141356482323,0.2021720817500005
Mobile_gene:3227_exp:2.0,-0.2967308767576866,0.1306418607499999
Mobile_gene:3227_exp:3.0,0.2939093271949465,0.0621267797499998
Mobile_gene:3227_exp:4.0,-1.038673951371898,0.2476527387500002
Mobile_gene:3227_reg:1.0,-0.1812776143673165,0.5732543747500003
Mobile_gene:3227_reg:2.0,-0.6856928816520008,0.4116701887500005
Mobile_gene:3227_reg:3.0,-1.128503369416782,0.3776228637500001
Mobile_gene:3227_reg:4.0,-1.0232758106832525,0.4103131547499998
Mobile_gene:mfsR_exp:1.0,2.2001849369286486,-1.34845929025
Mobile_gene:mfsR_exp:2.0,2.4699840536465563,-2.31439687025
Mobile_gene2:Condition1:1.0,-0.8793637851406791,-0.0280657307499998
Mobile_gene2:Condition1:2.0,0.5610240656198415,0.0812768582499998
Mobile_gene2:Condition2:1.0,-1.1731277468752448,-0.1394083187500001
Mobile_gene2:Condition2:2.0,-1.1108240492038752,-0.0857605277499997
Mobile_gene2:Condition2:3.0,0.9449453019166896,0.0058747612500003
Mobile_gene2:Condition2:4.0,1.339006492772423,0.2192940852500005
Muconate:CJ522_fructose:1.0,0.0411272764448886,0.1488844673333336
Muconate:CJ522_fructose:2.0,-0.1847991391854845,-0.5199956856666663
Muconate:CJ522_fructose:3.0,0.4211657306924624,0.0979196703333338
Muconate:CJ522_fructose_glucose:1.0,0.0980276062995338,0.3310095443333338
Muconate:CJ522_fructose_glucose:2.0,1.1174110858819823,0.4243484413333336
Muconate:CJ522_fructose_glucose:3.0,1.2770786790245554,0.3277598313333341
Muconate:CJ522_fructose_glucose_gluconate:1.0,0.6967306294288914,0.3533060773333334
Muconate:CJ522_fructose_glucose_gluconate:2.0,0.1118721998975165,-0.0654627406666659
Muconate:CJ522_fructose_glucose_gluconate:3.0,-0.7189579538306353,0.5911352423333334
Muconate:CJ522_glucose_gluconate:1.0,-1.3107962107018738,0.0454199193333337
Muconate:CJ522_glucose_gluconate:2.0,-0.7916761542627797,0.8326917193333339
Muconate:CJ522_glucose_gluconate:3.0,-0.3490698623572841,0.3421963433333337
Muconate:CJ522_gluconate:1.0,-1.9271102103518096,0.3442108443333334
Muconate:CJ522_gluconate:2.0,-0.81376528934967,0.2149639433333341
Muconate:CJ522_gluconate:3.0,-0.0194929776686924,0.7010388803333338
Muconate:CJ522_glucose:1.0,-2.159197212605521,0.5244428883333336
Muconate:CJ522_glucose:2.0,-1.023152707369038,0.8321023513333339
Muconate:CJ522_glucose:3.0,-1.7507093118118364,0.5081054773333333
Muconate:GB032_fructose:1.0,0.6775054126979349,0.1222751133333339
Muconate:GB032_fructose:2.0,0.555398383424214,0.2764068743333334
Muconate:GB032_fructose:3.0,0.7586532300736608,0.2544785433333336
Muconate:GB032_fructose_glucose:1.0,-1.6706954479977705,0.2094209723333335
Muconate:GB032_fructose_glucose:2.0,-0.4351847727017591,0.6023857203333334
Muconate:GB032_fructose_glucose:3.0,-0.0735856755926219,0.5741672313333339
Muconate:GB032_fructose_glucose_gluconate:1.0,-0.4925462793043763,0.2077032693333338
Muconate:GB032_fructose_glucose_gluconate:2.0,-0.1875058216975514,0.7158333113333342
Muconate:GB032_fructose_glucose_gluconate:3.0,0.3712778962481648,0.2333590973333335
Muconate:GB032_glucose_gluconate:1.0,-1.8980558452368423,1.0719488383333342
Muconate:GB032_glucose_gluconate:2.0,0.5758617998919129,0.7708677433333335
Muconate:GB032_glucose_gluconate:3.0,-1.2523508501582834,0.7058338983333341
Muconate:GB032_gluconate:1.0,-1.1275838413717292,0.7315582393333342
Muconate:GB032_gluconate:2.0,-0.0016979583500941,0.6217647293333339
Muconate:GB032_gluconate:3.0,-0.5473731071088899,0.7893895113333338
Muconate:GB032_glucose:1.0,-0.6260506579393588,0.5732157483333333
Muconate:GB032_glucose:2.0,-0.448683393297245,0.9197593683333336
Muconate:GB032_glucose:3.0,-0.8379593104765313,0.7959842423333336
Muconate:GB045_fructose:1.0,-1.086906622728381,0.9117676963333334
Muconate:GB045_fructose:2.0,0.1091391296890966,0.7066286633333334
Muconate:GB045_fructose:3.0,0.5246240903690041,1.043949259333334
Muconate:GB045_fructose_glucose:1.0,-2.719269037636997,0.7826220123333334
Muconate:GB045_fructose_glucose:2.0,-1.8050942108600967,0.8171471023333341
Muconate:GB045_fructose_glucose_gluconate:1.0,-2.530717988609237,1.1437952843333337
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.749564184323974,1.1434566113333338
Muconate:GB045_fructose_glucose_gluconate:3.0,-2.1824024204004027,1.047651155333334
Muconate:GB045_glucose_gluconate:1.0,1.936540734726638,1.554364989333334
Muconate:GB045_glucose_gluconate:2.0,2.664375108988196,1.7056024043333338
Muconate:GB045_glucose_gluconate:3.0,0.8999192480722857,1.647972252333334
Muconate:GB045_gluconate:1.0,-0.2539041707720885,0.5617800153333334
Muconate:GB045_gluconate:2.0,-0.466577272181007,0.7660301453333336
Muconate:GB045_gluconate:3.0,0.350371427536241,1.527830793333334
Muconate:GB045_glucose:1.0,0.7034044977714865,0.7628110503333341
Muconate:GB045_glucose:2.0,1.1725799275593276,0.9096898473333336
Muconate:GB045_glucose:3.0,-2.390311991391176,0.858059180333334
Muconate:GB062_fructose:1.0,0.8783782299166263,-0.2726749096666658
Muconate:GB062_fructose:2.0,2.259013462860465,-0.3843846196666662
Muconate:GB062_fructose:3.0,-0.3263113719595237,0.449004486333334
Muconate:GB062_fructose_glucose:1.0,0.0079611782706642,0.5002860333333334
Muconate:GB062_fructose_glucose:2.0,-1.4058300878719785,0.1461532893333341
Muconate:GB062_fructose_glucose:3.0,-1.7531300688403255,0.2383310013333339
Muconate:GB062_fructose_glucose_gluconate:1.0,1.1392640734751536,0.1571560283333335
Muconate:GB062_fructose_glucose_gluconate:2.0,0.844380449492618,0.347942118333334
Muconate:GB062_fructose_glucose_gluconate:3.0,0.4422795884964525,0.3429085443333335
Muconate:GB062_glucose_gluconate:1.0,-0.9923564453999332,0.5006230143333337
Muconate:GB062_glucose_gluconate:2.0,0.8791521340733911,0.5959675913333342
Muconate:GB062_glucose_gluconate:3.0,-1.4311914998962338,0.2978126973333337
Muconate:GB062_gluconate:1.0,-0.2258106071034524,0.1759861733333334
Muconate:GB062_gluconate:2.0,0.4527609169056403,0.4757109263333339
Muconate:GB062_gluconate:3.0,0.6518618709422397,0.1676384473333341
Muconate:GB062_glucose:1.0,-2.0336524531115288,0.4512461953333337
Muconate:GB062_glucose:2.0,-1.0778053795556726,0.5525441973333338
Muconate:GB062_glucose:3.0,-0.5792120893488659,0.737749502333334
Muconate:KT2440_fructose:1.0,-2.017654877583446,1.071943383333334
Muconate:KT2440_fructose:2.0,-2.365187080887776,0.6749792033333337
Muconate:KT2440_fructose:3.0,-0.6984662384340361,-0.0561655866666663
Muconate:KT2440_fructose_glucose:1.0,-0.4430144279414976,0.1595846093333337
Muconate:KT2440_fructose_glucose:2.0,-1.1751646928309574,-0.2224720176666661
Muconate:KT2440_fructose_glucose:3.0,0.2717052874475258,0.1538817083333334
Muconate:KT2440_fructose_glucose_gluconate:1.0,1.1610299726872564,0.1942212673333339
Muconate:KT2440_fructose_glucose_gluconate:2.0,-2.4383546964201974,-0.1401316456666661
Muconate:KT2440_fructose_glucose_gluconate:3.0,0.4622501491996577,-0.1728585416666659
Muconate:KT2440_glucose_gluconate:1.0,0.7850977835824803,-0.1633805786666666
Muconate:KT2440_glucose_gluconate:2.0,0.2981008886715424,0.4811072573333339
Muconate:KT2440_glucose_gluconate:3.0,0.9019826101869544,0.4331497793333341
Muconate:KT2440_gluconate:1.0,0.9270692858126904,0.2693373373333338
Muconate:KT2440_gluconate:2.0,-1.552830305938082,0.2953339683333338
Muconate:KT2440_gluconate:3.0,0.4564667187059457,-0.0135338596666665
Muconate:KT2440_glucose:1.0,-0.7411154461403772,0.286107948333334
Muconate:KT2440_glucose:2.0,0.3271948865938128,-0.3309224496666658
Muconate:KT2440_glucose:3.0,0.4139205601106737,0.0448145013333336
Multistress:Control:1.0,0.081087348969832,-0.0956578970000006
Multistress:Control:2.0,-0.511614701496789,-0.1407478700000002
Multistress:Control:3.0,0.4305273529501568,0.2364057669999999
Multistress:NaCl_7min:1.0,1.86260244231485,-1.1951947600000006
Multistress:NaCl_60min:1.0,0.0362121548490814,-1.3725545410000004
Multistress:NaCl_7min:2.0,2.7567831435582475,-1.0144547610000003
Multistress:NaCl_60min:2.0,-0.1178080216655296,-1.432325304
Multistress:NaCl_7min:3.0,1.5288767151481693,-0.6442562250000003
Multistress:NaCl_60min:3.0,0.8260012420598231,-1.26429746
Multistress:Imipenem_7min:1.0,0.6859099900749203,0.1907056630000001
Multistress:Imipenem_60min:1.0,3.970434729422829,-1.3649281370000006
Multistress:Imipenem_7min:2.0,1.4664917972557103,-0.5622463590000004
Multistress:Imipenem_60min:2.0,1.5204331838391556,-0.6239276030000003
Multistress:Imipenem_7min:3.0,0.7958011522540026,-0.5241236890000005
Multistress:Imipenem_60min:3.0,1.7019735658319928,0.0781174709999996
Multistress:H2O2_7min:1.0,50.36951082520314,0.4226091299999996
Multistress:H2O2_60min:1.0,7.447954422312039,0.0183609889999996
Multistress:H2O2_7min:2.0,51.399899980167774,-0.4003943370000007
Multistress:H2O2_60min:2.0,8.005321966480238,-0.0367497490000001
Multistress:H2O2_7min:3.0,49.884841195020456,-0.3138183750000003
Multistress:H2O2_60min:3.0,9.728977866172183,0.0166708069999996
Myristic_acid:Control:1.0,0.1699514478671852,-0.0772285376666666
Myristic_acid:Control:2.0,0.1705755722035643,-0.1203724946666664
Myristic_acid:Control:3.0,-0.3405270202435529,0.197601032333333
Myristic_acid:Myristic_acid:1.0,1.3938965497016418,0.3169501823333336
Myristic_acid:Myristic_acid:2.0,1.2659589358959569,0.4674837003333332
Myristic_acid:Myristic_acid:3.0,1.5470271180698263,0.6433274153333333
Phase:WT_Tr:1.0,-0.655305439308401,-1.397392302
Phase:WT_Tr:2.0,-0.8514478942851126,-1.910313186
Phase:WT_Ex:1.0,0.1308838856210132,-0.0745794709999998
Phase:WT_Ex:2.0,-0.1308838858669411,0.0745794709999998
Phase:WT_Tr:3.0,1.9531653585629407,-0.4613848999999996
Phase:WT_Tr:4.0,2.487896716077655,-0.925952058
Phase:WT_St:1.0,4.1592275424859135,-0.5086185380000003
Phase:WT_St:2.0,5.905921631963147,-0.962745893
RelA:Control:1.0,-0.2834273293899665,0.0920703076666669
RelA:Control:2.0,0.1174288806455635,0.1209692586666673
RelA:Control:3.0,0.1659984468672957,-0.2130395663333333
RelA:Del_relA:1.0,0.8484400250607678,0.3528688496666667
RelA:Del_relA:2.0,-0.348382667590492,0.3877720636666675
RelA:Del_relA:3.0,-0.1138891714435548,0.6942650256666667
RelA:Del_relA_lignin:1.0,-0.0339181538842182,0.3422227626666672
RelA:Del_relA_lignin:2.0,-0.8190810303014321,0.5233837006666668
RelA:Del_relA_lignin:3.0,0.3156377464625491,0.1774385406666674
Zn:Zn_ion:1.0,1.4564746309184335,-0.3842952396666668
Zn:Zn_ion:2.0,1.1426058153192231,-0.4180242806666667
Zn:Zn_ion:3.0,0.9858143443049244,-0.4693530426666665
Zn:Control:1.0,0.0866749376204417,0.017343776333333
Zn:Control:2.0,-0.1160477664948559,-0.0052983596666669
Zn:Control:3.0,0.0293728273298072,-0.012045416666667
ZnO:Control:1.0,-0.4864280531950202,0.0944119744999998
ZnO:Control:2.0,0.4864280532998692,-0.0944119745000007
ZnO:Nano:1.0,-0.9047390693417118,-0.2371424055000002
ZnO:Nano:2.0,-1.0162168289497109,-0.1663869115
ZnO:Nano:3.0,-0.0510234652709745,-0.1590557455000008
ZnO:Zn_ion:1.0,-0.4195588024816207,-0.2024434155000003
ZnO:Zn_ion:2.0,-0.7883437849430895,-0.2357295425000005
ZnO:Zn_ion:3.0,0.7961750699223678,-0.0313819925
