,A,NadR
ecoli_00416,2.4686763413,0.022790643500000003
ecoli_00417,-0.80844389,-0.3962660905
ecoli_00418,0.1774453775,-0.3991901305
ecoli_00419,-0.28319252370000003,-0.1126515075
ecoli_00420,-0.632294499,-0.0881321295
ecoli_00421,2.5908081462,0.28648852150000004
ecoli_00422,2.3558135631,0.2460748345
ecoli_00423,-1.309164763,-0.2868858695
ecoli_00424,-1.3350856529000001,-0.3865616275
ecoli_00425,0.6151295224000001,-0.5112687395000001
ecoli_00426,0.4784554734,-0.34337071950000003
ecoli_00427,-0.1854830563,-0.1653972445
ecoli_00428,-0.10254299530000001,-0.2531582235
ecoli_00429,-0.4631354461,-0.2487701215
ecoli_00430,-0.2876791044,-0.2607370005
ecoli_00431,2.9693417695,0.0261505125
ecoli_00432,3.6352737524,0.14525799550000001
ecoli_00433,1.8358852895000002,0.026177421500000003
ecoli_00434,1.6472783909,-0.1243431525
ecoli_00435,-1.1782094386,-0.27668198450000003
ecoli_00436,-1.3638012188,-0.3120538975
ecoli_00437,-0.49831325320000003,-0.4440877515
ecoli_00438,-0.6886100559,-0.39810798550000004
ecoli_00439,2.1044777339,-0.0110984065
ecoli_00440,2.4744947745,-0.17722919650000002
ecoli_00441,-1.3005079706,-0.1755968245
ecoli_00442,-1.2142214902,-0.1904585805
ecoli_00443,-0.6915246647000001,-0.0523821245
ecoli_00444,-0.5607440623000001,-0.1308106595
ecoli_00445,2.0053477558,0.3040194735
ecoli_00446,1.7660768428,0.1230729935
ecoli_00447,-1.6818490374000001,-0.2544001095
ecoli_00448,-1.8424859921999999,-0.22579915250000002
ecoli_00449,-1.3523652723000001,-0.17272818750000002
ecoli_00450,-1.239239145,-0.1556992555
ecoli_00451,-1.0580735139,-0.3026205065
ecoli_00452,-1.2622463874,-0.35751095850000003
ecoli_00453,-1.8427948512999999,-0.11706469750000001
ecoli_00454,-1.4730343746,-0.1843566935
ecoli_00455,0.3651862681,-0.6117998635
ecoli_00456,0.6286881405,-0.4141619305
ecoli_00457,0.8283610727,-0.35729048350000003
ecoli_00458,1.0345417446,-0.3999382255
ecoli_00459,0.31073715,-0.4305686805
ecoli_00460,0.11125808890000001,-0.3866089065
ecoli_00461,-3.0274753042,-0.7795475105
ecoli_00462,-3.1443560024,-0.8584995995
ecoli_00463,-3.8566372808000002,0.0896624645
ecoli_00464,-3.8389667331,0.0549738745
ecoli_00465,-3.06835812,0.3166388945
ecoli_00466,-2.933580063,0.4451224365
ecoli_00467,-5.9761439293,-0.19748059850000002
ecoli_00468,-5.9385415088,-0.2254350185
ecoli_00469,-2.6738485186,0.3998485835
ecoli_00470,-3.0160616171,0.4116943195
ecoli_00471,-3.478727118,-0.48261916850000003
ecoli_00472,-3.2383058613,-0.5463117505
ecoli_00473,-3.7762331231,-0.0264395015
ecoli_00474,-3.6865009394,0.1523734175
ecoli_00475,-4.8934964026,-0.0182014315
ecoli_00476,-5.143790752,0.0097587255
ecoli_00477,-4.5688530583,-0.8776951305
ecoli_00478,-4.5210633212,-0.8370534785
ecoli_00479,0.8914984817,0.2479528625
ecoli_00480,1.0301876845,0.26508325450000003
ecoli_00481,-1.0800273454,0.2084707485
ecoli_00482,-1.1590490629,0.1880336715
ecoli_00483,0.38139046200000004,0.0495133595
ecoli_00484,0.2894420715,-0.059901708500000005
ecoli_00485,-2.4219471723,-1.9918809075000001
ecoli_00486,-2.6736460292,-1.9373093905
ecoli_00487,-4.5644455948000004,-0.3574807055
ecoli_00488,-4.4486662772,-0.2126152825
ecoli_00489,-3.9987503697999998,-0.1856079145
ecoli_00490,-3.4373362767,-0.28011718350000003
ecoli_00491,-7.4076720046,-0.1925858055
ecoli_00492,-7.4461027351,-0.3532106505
ecoli_00493,-6.1142278205,0.2858319085
ecoli_00494,-6.1891588357,0.2167578755
ecoli_00495,-2.568268541,0.3646841005
ecoli_00496,-2.9457642816,0.2743626045
ecoli_00497,-2.874989037,0.3496411645
ecoli_00498,-2.8974749899,0.25738417550000003
ecoli_00499,-2.0554994565,0.19840683150000002
ecoli_00500,-2.009252406,0.2298174935
ecoli_00501,-5.5573299523,0.0140483785
ecoli_00502,-5.7042558056,0.2019138125
ecoli_00503,-5.1200424681,-0.5077961765
ecoli_00504,-4.9766905356,-0.4587771665
ecoli_00505,-4.2375546239,-0.27641474250000003
ecoli_00506,-4.1415230531,-0.4075127115
ecoli_00507,0.9494214525,-0.2751523555
ecoli_00508,0.49452483750000004,-0.3603891205
ecoli_00509,0.7806190709,-0.1900702645
ecoli_00510,0.6246140210000001,-0.3454992415
ecoli_00511,-2.9194604022,-1.8472208125
ecoli_00512,-3.0170339355,-1.7643301655
ecoli_00513,-2.8611169775,0.30807947350000003
ecoli_00514,-2.6844818122,0.2647447275
ecoli_00515,-6.4356226128,-0.1857439355
ecoli_00516,-6.2077955094,-0.1531867045
ecoli_00517,-0.8437087417,-0.32735534050000004
ecoli_00518,-0.5139689003,-0.2846843315
ecoli_00519,-0.21519645310000002,-0.5388629945
ecoli_00520,-0.6668317974,-0.5874924775
ecoli_00521,-1.132731407,-0.7562539865
ecoli_00522,-0.9996472679,-0.6905971625
ecoli_00523,-0.8233341687,-0.7542958705
ecoli_00524,-1.4628530399000002,-0.42478057550000003
ecoli_00525,-1.1650392494,-0.4210563185
ecoli_00526,-1.3464407267,-0.3568935595
ecoli_00527,-1.3520161413,-0.3490186525
ecoli_00528,1.6832919616000002,-0.8384595285
ecoli_00529,0.581029366,-1.1378133995
ecoli_00530,0.1302743871,-1.3522384925
ecoli_00531,-0.246733325,-1.4409502185
ecoli_00532,-2.3127710245,-0.3447249115
ecoli_00533,-1.9933174257,-0.1804007275
ecoli_00534,-2.2985905643,-0.19533939250000001
ecoli_00535,-1.8296380268,-0.052210688500000005
ecoli_00536,-3.8187031507,-0.5519997385000001
ecoli_00537,-3.1147309995,-0.18331426550000002
ecoli_00538,-3.8907197723999998,-0.3755452575
ecoli_00539,-3.9541337812,-0.2226791015
ecoli_00540,2.0297494755,-0.7071137315
ecoli_00541,1.8480967896,-0.7447671285
ecoli_00542,2.5938823081,-0.9494352785
ecoli_00543,3.4054035231,-0.7567274725
ecoli_00544,2.3675163991,-1.0586163905000001
ecoli_00545,2.4822891249,-1.0595712645
ecoli_00546,-3.9384388813,-1.1689121105
ecoli_00547,-4.2801540441,-1.0861966815
ecoli_00548,-4.6475199803,-1.3468176425
ecoli_00549,-4.5025276448,-1.4152864645
ecoli_00550,-3.829968071,-1.4088942305
ecoli_00551,-3.7479325239,-1.4753524565
ecoli_00552,-1.7271464760000002,-1.3984157845
ecoli_00553,-1.7169365866000001,-1.1649021525
ecoli_00554,-0.9652382642,-0.9812091495
ecoli_00555,-0.7292707677,-1.0505697275
ecoli_00556,-1.0340810017,-0.8573470425
ecoli_00557,-1.0236208365,-1.0396900035
ecoli_00558,-2.9423133389,-0.4546928645
ecoli_00559,-2.7478742788,-0.5068003935000001
ecoli_00560,-1.570502893,-0.6330456025
ecoli_00561,-1.1972200312,-0.4285488525
ecoli_00562,-0.01781269,0.5390904735000001
ecoli_00563,0.0138735592,0.4005384865
ecoli_00564,-6.9002110011,-0.4914058665
ecoli_00565,-6.5679320184000005,-0.40995624750000004
ecoli_00566,-1.3391139438000002,-0.5956788265
ecoli_00567,-1.2638640947,-0.4033793325
ecoli_00568,-1.1235113368,-0.45761010150000003
ecoli_00569,-1.564212571,-0.3942746895
ecoli_00570,-0.7052271688,-0.5006912415
ecoli_00571,-1.1617867508,-0.49113893150000004
ecoli_00572,-1.9796833541,-0.3076660015
ecoli_00573,-1.8915653914,-0.3207629575
ecoli_00574,-0.9590465917000001,-1.7898894045
ecoli_00575,-0.8568574234,-1.6467715315
ecoli_00576,-1.6989840433999999,-1.6473965065
ecoli_00577,-1.0768915217,-1.6966432845
ecoli_00578,-0.5376511682,-1.8367458585
ecoli_00579,-3.3213115293,-1.6426287075000001
ecoli_00580,-1.8025674724,-1.6275846745
ecoli_00581,-1.2519620086,-1.6669790025
ecoli_00582,-7.2349156506,0.0161398185
ecoli_00583,-7.437764131,-0.11954571550000001
ecoli_00584,-0.9683023744,-0.2425964935
ecoli_00585,-1.0675886173,-0.2175439055
ecoli_00586,-0.571268886,-0.43565434750000004
ecoli_00587,0.0851779602,-0.1645756175
ecoli_00588,-0.0437672505,-0.2254230415
ecoli_00589,-0.4762889236,-0.17515374350000001
ecoli_00590,-1.2769980527,0.3424435985
ecoli_00591,-1.1234134802,0.4425940745
ecoli_00592,-0.1225589223,-1.8980348315
ecoli_00593,-0.1364566204,-1.9013531055000001
ecoli_00594,-1.5329890383,-1.9005687835
ecoli_00595,-0.9482165956,-1.3796641525
ecoli_00596,-0.2120531672,-1.7504433805000001
ecoli_00597,-1.1550177937,-1.3729245065
ecoli_00598,0.5951839388,-1.3051163075
ecoli_00599,-0.158536915,-0.6282846465
ecoli_00600,-0.4470810396,-0.2502564665
ecoli_00601,-1.5075454778,-0.3592792675
ecoli_00602,-1.9624152181,-0.1127096655
ecoli_00603,-2.0038806509,-0.4483755505
ecoli_00604,-1.4340599826,0.1602113635
ecoli_00605,-2.1917857652,-0.18342922650000001
ecoli_00606,-2.8914127828,-0.016802564500000002
ecoli_00607,-2.2662127591,-0.1256508865
ecoli_00608,-4.4830179619,-0.0306479025
ecoli_00609,-3.7348919551,-0.5091525225
ecoli_00610,-3.1933444641,-0.2070782675
ecoli_00611,-3.7557923124,-0.2084543375
ecoli_00612,-0.2256957181,-0.9241634625
ecoli_00613,-1.5613483165000002,-1.0707927915
ecoli_00614,-1.57454978,-1.2343247385
ecoli_00615,-1.5290360971,-1.1409053775
ecoli_00616,-0.9552109956,-0.9975667595000001
ecoli_00617,-1.6266606983,-1.0524137115
ecoli_00618,-0.0394120452,-0.3813864145
ecoli_00619,-0.0831937007,-0.41272698750000003
ecoli_00620,-1.5830725871,0.1968279065
ecoli_00621,-1.760425509,0.1390994235
ecoli_00622,-2.3493744079,-0.1636571235
ecoli_00623,-2.2150341841,-0.1888674195
ecoli_00624,-2.3400470011,-0.5703419495000001
ecoli_00625,-2.406593734,-0.5110906925
ecoli_00626,-2.8317561398,-0.5133652835
ecoli_00627,-2.6879830167,-0.3796886815
ecoli_00628,-2.8420586091,0.0598066105
ecoli_00629,-2.9897375352,0.1933215925
ecoli_00630,-1.0465224412,-0.3290129525
ecoli_00631,-1.0100342228,-0.3829406245
ecoli_00632,-0.8014933037,-0.2793309275
ecoli_00633,-0.8098050737,-0.3516610435
ecoli_00634,-1.055985629,-0.5142264515
ecoli_00635,-1.3910542671,-0.3390806515
ecoli_00636,-0.46526851550000003,-0.0225046555
ecoli_00637,-0.9197251632000001,-0.1080528615
ecoli_00638,-2.2316605009,-0.3512922975
ecoli_00639,-2.4949968794,-0.2822902785
ecoli_00640,-1.9814680698,-0.0082532135
ecoli_00641,-1.9848898199,0.2239373365
ecoli_00642,-1.7481318618000001,-0.2737545135
ecoli_00643,-1.0904278773,-0.5044534985
ecoli_00644,-0.9764725347000001,-0.3449203095
ecoli_00645,-1.1876654918,-0.37108490850000003
ecoli_00646,-2.1293207636,-0.0819007985
ecoli_00647,-2.5837306266,-0.1275205295
ecoli_00648,-1.0770834699,-0.33589031950000003
ecoli_00649,-0.9071645081,-0.2776670195
ecoli_00650,-1.2337099218,-0.2638611045
ecoli_00651,-2.0119590527,-0.2978336085
ecoli_00652,0.8051343342,0.4815641665
ecoli_00653,1.3619527733,0.2190796365
ecoli_00654,-1.9129863916,-0.4042998955
ecoli_00655,-1.8063903772,-0.3661752455
ecoli_00656,-1.5855749536000001,-0.24399576950000001
ecoli_00657,-1.4770438166,-0.2026455325
ecoli_00658,-1.7291198636,-0.5720480205
ecoli_00659,-1.8930944854,-0.6482482495
ecoli_00660,-0.6381926074000001,-0.1333973305
ecoli_00661,-1.0211099704,-0.0001440325
ecoli_00662,-1.5392589584,-0.4607922505
ecoli_00663,-1.5776359818999999,-0.4126152175
ecoli_00664,-1.3975992134,0.1489021035
ecoli_00665,-1.2794550895,0.1106279015
ecoli_00666,-0.8547820731,-0.3266806765
ecoli_00667,-1.0412811867,-0.1168485655
ecoli_00668,-1.2903595244,0.42320037250000003
ecoli_00669,-0.8324413951,-0.1098901335
ecoli_00670,-0.1538367839,-0.1974433625
ecoli_00671,-0.0799035431,-0.2467379485
ecoli_00672,-4.2763791578,-0.43730136350000004
ecoli_00673,-4.3660173675,-0.1493580135
ecoli_00674,-1.7956256071,-0.4004650985
ecoli_00675,-1.7932760075,-0.4022247405
ecoli_00676,-1.4877920721,-0.32179658450000004
ecoli_00677,-1.3711411954,-0.3676639445
ecoli_00678,-1.3508077699,-0.0340039835
ecoli_00679,-1.3112643726,-0.0530582735
ecoli_00680,-2.2580795007,-0.20325128550000002
ecoli_00681,-2.375779956,-0.2540674785
ecoli_00682,-0.6673607188,-0.2053715495
ecoli_00683,-0.6131127475,-0.1885335255
ecoli_00684,-2.0892907215,-0.47507848950000003
ecoli_00685,-2.2084805999,-0.41939936050000004
ecoli_00686,-0.5481730929,-0.43569569750000003
ecoli_00687,-0.502363766,-0.5765312395000001
ecoli_00688,-1.7333349084,-0.40290329550000004
ecoli_00689,-1.7152758727,-0.35048694350000004
ecoli_00690,2.0789093655,0.1924422175
ecoli_00691,2.3090246646,0.1028063645
ecoli_00692,0.5856769616,0.3161589895
ecoli_00693,0.3517461765,0.5856455015
ecoli_00694,0.7402903476,0.6874684455000001
ecoli_00695,0.0993787634,0.8422068895
ecoli_00696,0.6190817748,0.1919891585
ecoli_00697,1.1148169522,0.0590427875
ecoli_00698,-1.1389178037,-0.6089001685000001
ecoli_00699,-0.703791771,-0.7103266705
ecoli_00700,-1.6962146275,-0.3753945665
ecoli_00701,-1.7731228418,-0.49350068150000004
ecoli_00702,-3.7770628478,-0.2315636245
ecoli_00703,-4.2222634295,-0.09914664150000001
ecoli_00704,-1.871594728,-0.1854065745
ecoli_00705,-1.8659934443,-0.1253328585
ecoli_00706,-1.4406028406,-0.5972929165
ecoli_00707,-1.3795543964,-0.6319719615
ecoli_00708,-1.5237969348,-0.3104877035
ecoli_00709,-1.1607728615,-0.3211396655
ecoli_00710,-1.8111724183,-0.3872527505
ecoli_00711,-1.9319181848,-0.32326943350000004
ecoli_00712,-2.2973892913,-0.1089846835
ecoli_00713,-2.4607057916,-0.1081076765
ecoli_00714,-1.6530796883,0.4058393945
ecoli_00715,-1.8640784069,0.5224436485
ecoli_00716,0.18109742850000002,0.1655044635
ecoli_00717,0.4175923723,-0.2521124985
ecoli_00718,1.0636528978,-0.4830760075
ecoli_00719,1.1721971831,-0.4219961625
ecoli_00720,-0.06923556260000001,-0.42679227550000004
ecoli_00721,0.3168780638,-0.42039653050000003
ecoli_00722,-0.20767251850000001,0.3023338955
ecoli_00723,-0.3960090801,0.6287129125
ecoli_00724,-0.9223672268,0.29238645550000003
ecoli_00725,-0.2741248642,0.032203603500000004
ecoli_00727,-0.3925615979,0.2274081915
ecoli_00728,-0.0455411009,0.20772276250000002
ecoli_00729,-0.462154341,-0.1497406755
ecoli_00730,1.3963338832,0.2704336565
ecoli_00731,1.2570866514999999,-0.31282268950000003
ecoli_00732,0.9291434128,-0.39730952550000004
ecoli_00733,-0.0382651709,0.1860671555
ecoli_00734,0.1073964676,-0.1576879755
ecoli_00735,0.0809405088,0.1467904495
ecoli_00736,-0.2287313792,-0.1812709395
ecoli_00737,-0.0520193688,0.16211817950000001
ecoli_00738,-0.0286787673,-0.2377248835
ecoli_00739,0.1440000299,-0.4641717735
ecoli_00740,0.37816391590000004,-0.6757929765
ecoli_00741,1.3837514598,0.0046508755
ecoli_00742,2.8831832289,0.3010277995
ecoli_00743,1.3513688168,-0.0521711885
ecoli_00744,1.2814012413,-0.0984621465
ecoli_00745,1.1377716489,-0.2068885775
ecoli_00746,1.4723135994,-0.1290351845
ecoli_00747,1.2570408651,-0.2081002915
ecoli_00748,1.2757084872,-0.2543740765
ecoli_00749,-1.4416491723,-0.44254089550000003
ecoli_00750,-1.0493453418,-0.3505613275
ecoli_00751,0.7738692106,-0.5008745925
ecoli_00752,0.0440932184,-0.6783316545
ecoli_00753,0.2261951619,-0.5963144335
ecoli_00754,0.2878922195,-0.6534251015
ecoli_00755,-3.4582376741,-1.1757008815
ecoli_00756,-2.5338902001,-1.2671607955
ecoli_00757,0.2577311865,-0.3959094885
ecoli_00758,0.0716678396,-0.5659149545000001
ecoli_00759,2.1027994467,0.1331781005
ecoli_00760,1.9349854441,-0.2582328535
ecoli_00761,1.0025230372,-0.4707736545
ecoli_00762,1.0139362572,-0.4185294055
ecoli_00763,0.9833549999000001,-0.45688317450000004
ecoli_00764,0.38820221390000004,-0.3473586305
ecoli_00765,0.9505488391,-0.4537855255
ecoli_00766,0.6914234396000001,-0.4158235685
ecoli_00767,-1.6630017514,0.3920032235
ecoli_00768,-1.1678331596,0.048017908500000005
ecoli_00769,0.22666081940000002,-0.0977714185
ecoli_00770,0.5584005782,-0.1889439255
ecoli_00771,-0.0190190022,-0.25495166550000004
ecoli_00772,-0.1147303419,-0.4552185255
ecoli_00773,0.0578238949,-0.2436464535
ecoli_00774,-0.0656303531,-0.2570144885
ecoli_00775,0.0641653326,-0.1319734655
ecoli_00776,0.1661775526,-0.09770746350000001
ecoli_00777,-0.0555616684,-0.3600782595
ecoli_00778,0.22721572920000002,-0.4011421135
ecoli_00779,0.0276139027,-0.6398386665
ecoli_00780,0.3835596341,-0.6844960845
ecoli_00781,0.2545557651,-0.11802309050000001
ecoli_00782,0.5064038658,-0.07028063550000001
ecoli_00783,0.3631594647,-0.0847085575
ecoli_00784,1.3764614146,-0.1301376265
ecoli_00785,-0.039743200900000004,-0.2196685625
ecoli_00786,-0.2175775617,-0.1872327125
ecoli_00787,0.4413566701,0.025660428500000002
ecoli_00788,0.759558601,-0.0313156125
ecoli_00789,0.6999251223,-0.21833895450000002
ecoli_00790,0.6451455988,-0.1917392765
ecoli_00791,1.0866465932,-0.1482053535
ecoli_00792,0.6753823883,0.1847971655
ecoli_00793,0.6337477012,-0.2075748675
ecoli_00794,0.5434508437000001,-0.1847835455
ecoli_00795,0.6508323265,0.0237016915
ecoli_00796,0.6431266007,0.0662643165
ecoli_00797,-0.0752722653,-0.3138819645
ecoli_00798,1.0866117924,-0.1777717355
ecoli_00799,-0.0541618603,-1.0790957035
ecoli_00800,0.3412690359,-0.1451457705
ecoli_00818,1.5688581642,-0.12461802050000001
ecoli_00819,1.4952106714,-0.23783803450000002
ecoli_00820,1.613179638,-0.2146651805
ecoli_00821,1.4726800724,-0.1401569945
ecoli_00822,1.7413785781,-0.2468149645
ecoli_00823,1.6494204036,-0.1705309095
ecoli_00824,1.5106495471999999,-0.3718919935
ecoli_00825,1.3606730197,-0.2229300645
ecoli_00826,1.7275612723,-0.2955467245
ecoli_00827,1.6527006854000001,-0.4412977415
ecoli_00828,1.3929479095000001,-0.5339028775
ecoli_00829,1.4614226102,-0.5046667285
ecoli_00830,1.8316869868999999,-0.38834195450000003
ecoli_00831,1.8456963431000002,-0.3062715925
ecoli_00832,1.4839928398,0.3416014005
ecoli_00833,1.8598217164,0.4929699295
ecoli_00834,1.1613144045000001,-0.2461396515
ecoli_00835,1.198723112,-0.1955287125
ecoli_00836,1.4709513586,-0.4581046635
ecoli_00837,1.3638251634,-0.3360438935
ecoli_00838,1.4893360530000002,-0.3410389085
ecoli_00839,1.6271015805,-0.3091842775
ecoli_00840,1.5202059355,-0.1696934995
ecoli_00841,1.0640378997,-0.2253595115
ecoli_00842,0.7999530717000001,-0.1677946705
ecoli_00843,0.5478575836,-0.2350797375
ecoli_00844,0.6577097417000001,-0.2327152005
ecoli_00845,1.6705596274999999,-0.24282996750000002
