,USA300HOU_RS07985
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.8162962825
USA300_LAC_U01-Set001_CAMHB_Control_1,8.2500157135
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.9590734454
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.1211415901
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.0301122714
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.7641790141
USA300_LAC_U01-Set001_CAMHB_Control_2,8.1020613019
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.9879398393
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.2200434689
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.1320969121
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.2866383758
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.261641538
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.3622507381
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.9033026346
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.9089641197
USA300_LAC_U01-Set001_R10LB_Control_1,7.1076932526
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.0232113427
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.455176126
USA300_LAC_U01-Set001_R10LB_Control_2,7.0487364863
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.009217685
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.1970174131
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.1016977155
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.9955191009
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.0952788809
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.535161433
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,6.8615509742
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,6.8752710951000005
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,7.7418140812
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,7.7386050671
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.3416203984
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.1753407899
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.2685160494
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.5098471622
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.4085644226
USA300_LAC_U01-Set004_CAMHB_Control_1,7.9742520581
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.8631676917
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.804088523
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.6036452819
USA300_LAC_U01-Set004_CAMHB_Control_2,7.7812979652
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,7.9404109228
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,7.8333166949
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.8045356555000005
USA300_LAC_U01-Set004_R10LB_Control_1,7.617794351
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,7.2974758796
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.6437743004000005
USA300_LAC_U01-Set004_R10LB_Control_2,7.5402277128
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,7.244938887
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.5568188946
USA300_TCH1516_U01-Set003_CAMHB_Control_2,7.2207819994
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,7.3272472736
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,7.3108131746
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,7.1545671481
USA300_TCH1516_U01-Set003_CAMHB_Control_3,7.3722107795
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,7.1760403463
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,7.1491792701
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,7.1314858932
USA300_LAC_ICA-Set001_R10LB_Control_1,6.7931582746
USA300_LAC_ICA-Set001_R10LB_Control_2,6.8403637221
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,6.6726894595
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,6.6164139283
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,7.4173516498
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,7.2989460170000005
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,7.0396262444
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,7.3151690417
USA300_TCH1516_BK-Set001_THB_Control_1,7.2755120403
USA300_TCH1516_BK-Set001_THB_Control_2,7.682961337
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,7.7627939872
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,7.6349769596
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,8.1695555436
