,-0.08738306487373447,-0.06990645189898757,-0.052429838924240676,-0.03495322594949378,-0.017476612974746883,1.3877787807814457e-17,0.01747661297474691,0.03495322594949381,0.052429838924240704,0.0699064518989876,0.0873830648737345,0.1048596778484814,0.12233629082322829,0.13981290379797517,0.15728951677272207,0.17476612974746897,0.19224274272221586,0.20971935569696276,0.22719596867170966,0.24467258164645656
thresh,-0.09612137136110792,0.09612137136110792,1,,,,,,,,,,,,,,,,,
unreg,0,0,11,60,780,2325,621,59,8,3,4,3,2,2,1,4,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['ccmG' 'ccmE' 'cobU'],['cbiT' 'cbiP'],['cbiO' 'cbiF'],['cbiG'],['cbiH' 'cboQ' 'cbiJ' 'cbiM'],['cbiK'],['cbiL' 'cbiN'],[],[]
