,BSU33070
M9exp_1,7.4861
M9exp_2,7.4084
M9exp_3,7.2104
M9tran_1,7.5061
M9tran_2,7.5328
M9tran_3,7.4105
M9stat_1,8.048
M9stat_2,7.9791
M9stat_3,7.6593
MG-0.1_1,7.1717
MG-0.1_2,6.7697
MG-0.1_3,7.3696
MG-0.2_2,7.0274
MG-0.2_3,7.5723
MG+5_1,7.4749
MG+5_2,6.8382
MG+5_3,7.622999999999998
MG+10_1,7.229
MG+10_2,7.0771
MG+10_3,7.7839
MG+15_1,7.2597
MG+15_2,7.7848
MG+15_3,7.4256
MG+25_1,7.3075
MG+25_2,7.2815
MG+25_3,7.324
MG+45_1,7.4656
MG+45_2,7.2589
MG+45_3,7.4078
MG+60_2,7.2944
MG+60_3,7.576
MG+90_2,6.7737
MG+90_3,7.1234
MG+120_1,7.5176
MG+120_2,7.2797
MG+120_3,7.1764
MG+150_1,7.546
MG+150_3,7.3054
GM-0.1_1,7.2751
GM-0.1_2,7.2669
GM-0.1_3,7.5818
GM-0.2_1,7.8373
GM-0.2_2,7.6837
GM-0.2_3,6.992000000000001
GM+5_1,7.1767
GM+5_2,6.8479
GM+5_3,7.3247
GM+10_2,6.9711
GM+10_3,7.0693
GM+15_1,7.1969
GM+15_2,7.4055
GM+15_3,7.1958
GM+25_1,7.1234
GM+25_2,7.2567
GM+25_3,7.4516
GM+45_1,7.2508
GM+45_2,6.7227
GM+45_3,7.8496
GM+60_1,7.0814
GM+60_2,7.3164
GM+60_3,7.6506
GM+90_1,7.3858
GM+90_2,7.8694
GM+90_3,7.7395
GM+120_1,8.0326
GM+120_3,8.2555
GM+150_1,7.6333
GM+150_2,7.4341
GM+150_3,7.5628
BT_1,9.5587
BT_2,9.1654
B36_1,8.4035
B36_2,8.4874
B60_1,8.0821
B60_2,7.9372
S0_1,6.9712
S0_2,7.2422
S0_3,7.5057
S1_1,7.3736
S1_2,7.4225
S1_3,7.1216
S2_1,7.7939
S2_2,7.2897
S2_3,7.2968
S3_1,8.7516
S3_2,8.9222
S4_1,11.9611
S4_2,11.9626
S4_3,11.4829
S5_1,12.1663
S5_2,12.0805
S5_3,12.428
S6_1,11.5604
S6_2,11.5999
S6_3,11.4697
S6/t_1,11.3775
S6/t_2,10.8639
S6_4,11.2073
S6_5,11.6754
S6_6,11.9799
S7_4,11.4547
S7_5,11.254
S7_6,11.4702
S8_4,10.6035
S8_5,10.8567
G135_1,7.8505
G135_3,7.6164
G150_1,7.6917
G150_2,7.4204
G150_3,8.139
G180_1,7.7373
G180_2,7.3551
G180_3,7.3073
T-5.40H_1,7.9101
T-4.40H_1,7.7266
T-3.40H_1,7.442
T-2.40H_1,7.4275
T-1.40H_1,7.2531
T-1.10H_1,7.1488
T-0.40H_1,7.1117
T0.0H_1,7.1156
T0.30H_1,8.1075
T1.0H_1,7.6713
T1.30H_1,7.968
T2.0H_1,8.0212
T2.30H_1,7.8377
T3.0H_1,7.5899
T3.30H_1,8.0366
T4.0H_1,8.254
T5.0H_1,8.7336
LBexp_1,7.3693
LBexp_2,7.262
LBexp_3,7.398
LBtran_1,7.4518
LBtran_2,7.1720000000000015
LBtran_3,7.4247
LBstat_1,7.2818
LBstat_2,7.54
LBstat_3,7.5511
LBGexp_1,7.2812
LBGexp_2,7.2888
LBGexp_3,7.377999999999999
LBGtran_2,7.5944
LBGtran_3,7.6977
LBGstat_1,7.5716
LBGstat_2,7.5456
LBGstat_3,7.8441
Mt0_1,7.4938
Mt0_3,7.0694
M0t45_1,7.329
M0t45_2,7.5538
M0t45_3,7.2886
M0t90_1,7.4617
M0t90_2,7.1697
M0t90_3,7.2619
M40t45_1,7.5463
M40t45_2,7.5887
M40t45_3,7.1816
M40t90_1,7.2569
M40t90_2,7.1314
M40t90_3,7.2326
dia0_1,7.3137
dia0_2,7.3876
dia0_3,7.075
dia5_1,7.3072
dia5_2,7.4666
dia5_3,7.0333
dia15_1,7.5791
dia15_2,7.5796
dia15_3,7.3619
C30_1,9.1066
C30_2,9.0743
C90_1,8.2414
C90_2,7.1526
SMM_1,7.4271
SMM_2,7.2572
SMM_3,7.2362
Salt_1,7.3574
Salt_2,7.397
Salt_3,7.3024
M+G_1,8.8717
M+G_2,7.4834
M+G_3,7.4394
Glu_1,8.0308
Glu_2,7.4722
Glu_3,7.6263
Fru_1,7.6806
Fru_2,8.0237
Fru_3,7.574
Mal_1,7.2325
Mal_2,7.7576
Mal_3,7.4428
G+S_2,9.1558
G+S_3,9.5745
Pyr_1,9.0466
Pyr_2,9.4849
Pyr_3,9.3386
Gly_1,7.785
Gly_2,7.8886
Gly_3,8.0718
Glucon_1,8.6749
Glucon_2,8.3275
Glucon_3,8.3563
BI_1,7.5226
BI_2,7.6849
BC_2,7.5991
BC/t_1,8.1099
BC/t_2,9.2415
BC_1,7.5563
Sw_1,7.0520000000000005
Sw_2,6.9947
BMM_1,7.1539
BMM_2,7.1578
BMM_3,7.404
Heat_1,7.8459
Heat_2,7.4218
Heat_3,7.8463
Cold_1,7.3210000000000015
Cold_2,7.4503
Cold_3,7.4973
Etha_1,7.5575
Etha_2,7.773
Etha_3,7.4352
SMMPr_1,7.7732
SMMPr_2,7.7675
SMMPr_3,7.7784
HiTm_1,7.7958
HiTm_2,7.5609
HiTm_3,7.7005
LoTm_1,8.2912
LoTm_2,8.3033
LoTm_3,8.7413
HiOs_1,7.4714
HiOs_2,7.7619
HiOs_3,7.5168
Oxctl_1,8.1396
Oxctl_2,8.0402
Oxctl_3,7.7768
Diami_1,7.7681
Diami_2,7.6017
Diami_3,8.1496
Paraq_1,8.0077
Paraq_2,7.7558
Paraq_3,7.4056
H2O2_1,7.7044
H2O2_2,7.8108
H2O2_3,7.8062
HPh_1,7.8615
HPh_2,7.3491
HPh_3,7.8432
LPh_1,7.6075
LPh_2,7.5769
LPh_3,7.8132
LPhT_1,7.7369
LPhT_2,7.4387
LPhT_3,7.6428
aero_1,7.4367
aero_2,7.4132
aero_3,7.3992
nit_1,9.5708
nit_2,8.4625
nit_3,9.5032
ferm_1,9.1463
ferm_2,8.0584
ferm_3,9.987
