,Value,list
TF,AbaM,
reg_genes,70,"['ABUW_1488' 'ABUW_4046' 'ABUW_1761' 'ABUW_1651' 'ABUW_2433' 'ABUW_0118'
 'ABUW_1466' 'hup' 'ABUW_0563' 'ABUW_0401' 'ABUW_1487' 'nuoK' 'ABUW_5002'
 'ABUW_2074' 'ABUW_1792' 'ABUW_4042' 'ABUW_2702' 'ABUW_3773' 'dsbA'
 'ABUW_0565' 'ABUW_4012' 'ABUW_0781' 'ABUW_2442' 'ABUW_1489' 'ABUW_1994'
 'ABUW_3147' 'ABUW_2866' 'phaD' 'ABUW_2511' 'ABUW_1491' 'cepI' 'ABUW_2440'
 'ABUW_4024' 'ABUW_1486' 'ABUW_4023' 'ABUW_1492' 'ABUW_1490' 'phaE'
 'ABUW_4017' 'agcS' 'ihfA' 'ABUW_2439' 'ABUW_3772' 'strA' 'ABUW_3037'
 'phaC' 'ABUW_3045' 'atpE' 'aadA1' 'ABUW_3770' 'ecnB' 'ABUW_3769' 'sucC'
 'ABUW_2679' 'ABUW_3583' 'abaM' 'ABUW_2708' 'ABUW_0259' 'ABUW_2461']"
comp_genes,52,"['traG' 'ABUW_4032' 'traE' 'ABUW_4027' 'ABUW_4003' 'ABUW_2965' 'ABUW_4082'
 'ABUW_4036' 'ABUW_4096' 'traW' 'trbC' 'ABUW_4093' 'traN' 'traF' 'traK'
 'ABUW_4113' 'ABUW_4102' 'ABUW_4097' 'traH' 'tniA' 'ABUW_4094' 'tniC'
 'ABUW_4103' 'ABUW_4009' 'ABUW_4106' 'ABUW_4074' 'ABUW_4091' 'ABUW_4011'
 'traL' 'traU' 'tniB' 'traV' 'ABUW_4095' 'ABUW_4081' 'ABUW_4030'
 'ABUW_4107' 'traB' 'ABUW_4080' 'ABUW_4116' 'traC' 'ABUW_4002']"
both_genes,11,"['ABUW_4069' 'ABUW_4031' 'ABUW_4019' 'ABUW_4028' 'ABUW_4007' 'ABUW_4008'
 'ABUW_4035' 'ABUW_4026' 'ABUW_4025' 'ABUW_4029' 'ABUW_4033']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
