,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,1.6789872423666665,0.38919039623679397,3.0,0.0,1.6899571098,1.0,2.0625767373,2.0,1.28442788,,
1,AB0057_PGcoculture__AB ,0.0,0.1964920408007201,4.0,3.0,0.2165535935,4.0,0.0376801736,5.0,0.0055381348,6.0,-0.2597719019
2,AB0057_PGcoculture__ABPG,0.312299825125,0.20608895645525513,4.0,7.0,0.13390692910000002,8.0,0.14861215930000002,9.0,0.5550713448,10.0,0.4116088673
3,AB5075_AZI__AZI_000,0.0,0.10686662242610329,2.0,11.0,-0.07556611340000001,17.0,0.07556611340000001,,,,
4,AB5075_AZI__preculture,0.57673443905,0.06516933322669245,2.0,12.0,0.5306527616,13.0,0.6228161165,,,,
5,AB5075_AZI__AZI_040,2.33945249605,0.10053122631735331,2.0,14.0,2.2683661842,18.0,2.4105388079,,,,
6,AB5075_AZI__AZI_028,0.3874554336,0.011033346741362639,2.0,15.0,0.3796536793,19.0,0.39525718790000003,,,,
7,AB5075_AZI__AZI_003,-0.18874789335,0.030871732432503646,2.0,16.0,-0.166918282,20.0,-0.2105775047,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.5938877478333334,0.21782847136933603,3.0,21.0,0.4805908003,28.0,0.8450152544,29.0,0.4560571888,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,2.312964634635743e-17,0.6835062672786536,3.0,22.0,0.6332116705,23.0,-0.7246046743,24.0,0.0913930038,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.7170405488666667,0.28160453257437046,3.0,25.0,0.43644842440000003,26.0,0.7150265358,27.0,0.9996466864,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.21125075779659358,3.0,30.0,-0.24217784020000002,32.0,0.14637336110000002,34.0,0.0958044791,,
12,AB5075_VIR-O_LSO__LSO,-0.003687500399999997,0.27373238428687785,3.0,31.0,-0.1401209118,33.0,0.3114479397,35.0,-0.1823895291,,
13,AB5075_Zinc__Control,0.0,0.35523124696296926,3.0,36.0,-0.0183749115,37.0,0.3640620967,38.0,-0.3456871852,,
14,AB5075_Zinc__Zinc,0.93172889005,0.046557181356340155,2.0,39.0,0.9646497887000001,40.0,0.8988079914,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.2129343848706033,3.0,41.0,1.3259702983000001,42.0,-0.27239342110000003,44.0,-1.0535768772,,
16,AB5075_biofilm+abx__biofilm,2.008698374933333,0.44159806367887366,3.0,43.0,1.5017158591,45.0,2.2149096548,46.0,2.3094696109,,
17,AB5075_biofilm+abx__cip_biofilm,0.0750372217,0.7497965042320435,3.0,47.0,-0.44842248020000003,48.0,0.9340000700000001,50.0,-0.2604659247,,
18,AB5075_biofilm+abx__tet_biofilm,2.2270709782333333,0.8594912789409663,3.0,49.0,2.970455491,51.0,2.4248169171000002,52.0,1.2859405266000001,,
19,AB5075_gigAB__kan_gigB,-0.12449763460000002,0.06086440588305866,3.0,53.0,-0.1940691673,54.0,-0.0810905411,55.0,-0.0983331954,,
20,AB5075_gigAB__gigB,0.9025927063000001,0.09947210133912056,3.0,56.0,0.8691252498,57.0,1.014482338,58.0,0.8241705311,,
