,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,3.3333326839487164e-11,0.2827692533052559,3.0,0.0,0.3249795159,2.0,-0.18987015810000002,4.0,-0.13510935770000002,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,6.4154003944666655,1.6106401315724657,3.0,1.0,6.1657527855,3.0,8.1362876961,5.0,4.9441607018,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,2.38510453055,1.5380603788285379,4.0,6.0,3.5351365358,20.0,3.4556096124,40.0,2.3147739577,63.0,0.2348980163,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.22625213865,0.5626612317560392,4.0,7.0,-2.0076006761,33.0,-1.2629319151,81.0,-0.776452684,82.0,-0.8580232794,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,13.310047415225,3.6819138296673204,4.0,8.0,9.2992972431,51.0,17.9312801972,65.0,14.2379351527,76.0,11.7716770679,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,10.3514221055,5.510471489400654,3.0,9.0,7.1132108491,22.0,7.2270282945,49.0,16.7140271729,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.2102667379,0.28470084908843457,2.0,10.0,-0.0089528369,26.0,-0.4115806389,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,5.7974561079,1.262346800755088,3.0,11.0,6.7253900227,54.0,4.3599782709,83.0,6.3070000301,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,15.67385388185,3.2049806806580365,4.0,12.0,12.1873609441,48.0,19.8247823701,64.0,16.1191725592,78.0,14.564099654,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-0.010511948350000022,0.8840932452084002,4.0,13.0,0.5587823297,38.0,-0.7619882848,67.0,-0.7677884068,72.0,0.9289465685,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,1.3475105152000004,1.5124661532386237,3.0,14.0,2.2728555664,41.0,2.1675524032,85.0,-0.397876424,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,1.7360773640000002,1.41722934321695,4.0,15.0,2.747658594,52.0,2.7070941928,71.0,-0.2784760902,80.0,1.7680327594,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,16.6659582454,4.438804488494767,3.0,16.0,12.9770125259,53.0,21.5921100138,77.0,15.4287521965,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,18.4054728875,4.006161029464915,3.0,17.0,14.2045239096,50.0,22.1832508546,66.0,18.8286438983,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,16.277228127266667,2.0814555757433246,3.0,18.0,14.8562868099,25.0,18.6664339179,62.0,15.308963654,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.12617293157499998,1.0779592357372878,4.0,19.0,0.37605284580000004,28.0,-0.7878529510000001,56.0,-0.6297706564000001,73.0,1.5462624879,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,16.448935689425,0.7346577863937488,4.0,21.0,15.4283128648,34.0,16.7450537172,45.0,17.1483495866,58.0,16.4740265891,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.4916503353249999,1.3689902966117136,4.0,23.0,2.1034865651,42.0,1.1067366961,70.0,-0.9103104588,79.0,-0.33331146110000004,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.22765944524999998,0.9707053414877852,4.0,24.0,-0.2754079349,29.0,0.8950219774,68.0,-0.8828024293000001,74.0,1.1738261678,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.04066888545000008,1.1005219899868028,4.0,27.0,-1.0236206943,31.0,0.7011982436,69.0,-0.7531727145,75.0,1.238270707,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,15.255101999925,3.031810554803339,4.0,30.0,12.5446048159,32.0,18.8857547321,59.0,12.9751549506,86.0,16.6148935011,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,15.3908805198,,1.0,35.0,15.3908805198,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,13.807312775749999,3.6295411086941214,4.0,36.0,18.1948253128,44.0,15.1122183865,60.0,9.8734804034,61.0,12.0487270003,,,,,,,,,,,,,,,,,,,,
