,SACI_RS04985
SRX5495523,0.09626356387837197
SRX5495524,-0.058424148477682174
SRX5495525,0.2092398316696622
SRX5495526,0.05153092125140546
SRX6762909,-0.029781591616411692
SRX6762910,0.02978159161641258
SRX6762911,0.3417477914838232
SRX6762912,0.023163039867366564
SRX3467357,0.008780256915057016
SRX3467358,-0.008780256915057016
SRX3467359,-0.07486475384153124
SRX3467360,0.2313118937767138
SRX3565164,-0.013556167215731385
SRX3565165,-0.3845356224849033
SRX3565166,-0.2617224126786146
SRX3565167,-0.08405488944903983
SRX3565168,-0.8571531830035193
SRX3565169,-0.8626471615639622
SRX3565170,-0.6117330222994797
SRX3565171,-0.5155346889317185
SRX3565172,-0.2856851047647231
SRX3565173,-0.31434025295277923
SRX3565174,-0.3406740807119091
SRX3565176,-0.4265030030128045
SRX3565177,-0.3567454601938014
SRX3565178,-0.4090332056632642
SRX3565179,-0.4976832091904262
SRX3565180,-0.06317532833691697
SRX3565181,-0.5790947243763185
SRX3565182,-0.4680459563904265
SRX3565183,-0.4852925216119362
SRX3565184,-0.6459932934651142
SRX3565185,-0.5615338225712421
SRX3565186,-0.5359061959885905
SRX3565187,-1.2304756639062315
SRX3565188,-0.6572849649114829
SRX3565191,-0.6408858486932862
SRX3565192,-0.02984453930623765
SRX3565193,-0.5898331866398543
SRX3565194,-0.6042082680824707
SRX3565195,-0.33117440643681384
SRX3565197,-0.11437485491138945
SRX3565198,-0.4720131617520949
SRX3565199,-0.2273090534139701
SRX3565200,-0.5183804107376062
SRX3565201,-0.2664210328143817
SRX3565202,-0.1105077804682022
SRX3565203,-0.2661689059356176
SRX3565204,-0.6157306045220103
SRX3565205,0.017268262956929625
SRX3565206,0.07673149555265013
SRX3565208,0.06622135859187672
SRX3565209,-0.0855004238072743
SRX3565210,-0.5753052776916805
SRX3565211,-0.5963016177755298
SRX4001511,-0.06884058128460246
SRX4001513,0.06884058128460246
SRX4001514,-0.5454959166929578
SRX4001515,-0.2871700775635748
SRX4001516,-0.4876555336839497
SRX4001517,-0.849963846921864
SRX4001518,-0.2644670030515526
SRX4001519,-0.7015214937961359
SRX4001520,-1.0950461498062891
SRX4001521,-0.6321758400657629
SRX4001522,-1.0769914324618854
SRX4001523,-1.1335149244259934
SRX4001524,-0.6904172863937479
SRX4001525,-1.4838395058354084
SRX4001526,-1.5801357962711142
SRX4001528,-1.7946112565395094
SRX3823521,-0.05052401826379605
SRX3823522,-0.0255890177363316
SRX3823523,0.07611303600012853
SRX3823524,-0.3444972406910418
SRX3823525,-0.5418826165519244
SRX3823526,-0.2882148275310552
SRX3823527,-0.1890761153826057
SRX3823528,-0.388881544512194
SRX3823529,-0.2937167480798957
SRX3823530,-0.2662089387661073
SRX3823531,-0.016508709402581978
SRX3823532,0.0467079374406163
SRX3823533,-0.2714127479004489
SRX3823534,-0.05373406396548841
SRX3823536,-0.016837015604280303
SRX3823537,-0.09007913873533367
SRX3823538,-0.0529089904675093
SRX3823539,-0.3850238384535647
SRX5653264,0.06920938352809891
SRX5653265,0.07825223084281507
SRX5653266,0.16362972833834988
SRX5653267,-0.030584954507179237
SRX5653268,0.09145664895381957
SRX5653269,-0.06087169444664031
