,SP5448_02845
SRX1726505,0.2443942296
SRX1726506,-0.23800984660000002
SRX1726507,-0.006384383
SRX1726508,-0.09517842200000001
SRX1726509,-0.1168987969
SRX1726510,0.32211612300000003
SRX1726511,-0.9508316304000001
SRX1726512,-1.1471110782
SRX1726513,-0.7435204739
SRX1081650,0.1196912479
SRX1081651,-0.3712729095
SRX1081652,-0.3444109413
SRX1081653,0.07704928920000001
SRX1081654,-0.371089506
SRX1081655,0.1575214681
SRX1081656,-0.1494455771
SRX1081657,-0.056573401700000005
SRX1081658,0.008990271900000001
SRX1081659,0.3813485075
SRX1081660,0.6895341053
SRX1081661,-0.30338427090000003
SRX1081662,-0.3413849386
SRX1081663,-0.0298228772
SRX1081664,0.1498455316
SRX1081665,-0.1414351966
SRX1081666,0.2528113193
SRX1081668,0.2766221964
SRX1081669,0.075675665
SRX1081670,-0.1044480494
SRX1081671,0.0241780661
SRX1081672,0.6858599115
SRX1081673,0.3803568104
SRX1081674,0.298233482
SRX1081675,0.4425719965
SRX1081676,0.5185792303
SRX1081677,0.6352526875
SRX1081678,0.4027200705
SRX1081679,0.5551492857
SRX1081680,0.44113721840000003
SRX1081681,0.1609384154
SRX1081682,0.3227438183
SRX1081683,0.311499087
SRX1081684,0.5365662787000001
SRX1081685,0.3486369185
SRX1081686,0.2910900665
SRX1081687,0.358338572
SRX1081688,-0.3737010814
SRX1081689,0.3734522777
SRX1081690,0.3130567327
SRX1081691,0.713429262
SRX1081692,0.37498249300000003
SRX1962715,-0.0243299483
SRX1962716,0.048404858200000005
SRX1962717,-0.0240749099
SRX1962718,0.24046366970000002
SRX1962719,-0.39549085840000003
SRX1962720,-0.5176133971
SRX1962721,-0.1198237253
SRX4892146,-0.086648494
SRX4892147,0.0161956927
SRX4892148,0.0477196204
SRX4892149,0.022733180800000002
SRX4892150,-0.1783870925
SRX4892151,0.0359479201
SRX4892152,-0.0048325263
SRX4892153,-0.1514024884
SRX4892154,0.2459536109
SRX4892155,0.0182999187
SRX4892156,0.0601178115
SRX4892157,0.1018391497
SRX4892158,0.1181182454
SRX4892159,0.21240998660000002
SRX4892160,0.33496028180000004
SRX4892161,0.20319581180000001
SRX7620814,0.3305044907
SRX7620815,0.1893602902
SRX7620816,0.2737437339
SRX7620817,0.1689780694
SRX7620818,0.15950617590000002
SRX7620819,0.1400548791
SRX7620856,0.5313726698
SRX7620857,0.12396309350000001
SRX7620858,0.17294307990000002
SRX7620859,0.48384810520000004
SRX7620860,0.5986017664000001
SRX7620861,0.1758544715
SRX7620862,0.029596148500000002
SRX7620863,1.0904856442
SRX7620864,-0.1737232383
SRX7620865,0.9834340082
SRX7620866,-0.6494814249
SRX7620867,1.0072470445
SRX2161502,-0.008918639
SRX2161503,0.0121212922
SRX2161504,-0.0032026532000000003
SRX2161505,0.3984984253
SRX2161506,0.605270469
SRX2161507,0.4778159146
SRX2161508,0.1990167552
SRX2161509,0.3585622728
SRX2161510,0.43215931500000004
SRX2161511,0.6215932465
SRX2161512,0.6085162632000001
SRX2161513,0.6333736855000001
SRX2161514,0.08483384170000001
SRX2161515,0.0659792718
SRX2161516,-0.015428268200000001
SRX2161517,-0.28083603160000004
SRX2161518,-0.1964129588
SRX2161519,0.074006262
SRX2161520,0.2400984278
SRX2161521,0.0006726815
SRX2161522,0.263205295
SRX2161523,-0.3564543761
SRX2161524,-0.31812633360000003
SRX2161525,-0.5714170158
