,A,NtrC,RpoN
ica__arg_sbt__2,-0.2842533295,-1.9500805105,-0.3823479205
ica__cytd_rib__1,3.1249468283,-1.1782060125,0.1386887865
ica__cytd_rib__2,3.4494636188,-1.2108747475000001,0.12476168450000001
ica__gth__1,1.010501684,-1.0765006485,0.3953586515
ica__gth__2,1.7537051258,-1.2077988325,0.5102487215
ica__leu_glcr__1,-1.1804263257,-2.3217179255,-0.2586659055
ica__leu_glcr__2,-1.2266862731,-2.3204743805,-0.3374765535
ica__met_glc__1,-0.9383841992,-1.5529284895000002,-0.8079442385000001
ica__met_glc__2,-1.2939974145,-1.5606984645000002,-0.8131288585
ica__no3_anaero__1,-1.3729789955,-0.5814741805,0.023476880500000002
ica__no3_anaero__2,-2.3153242771,-0.7310563255,0.012221922500000001
ica__phe_acgam__1,-0.7227463091,-1.8022377105,-0.5329956575
ica__phe_acgam__2,-0.7779138630000001,-1.7421548855,-0.5109843565000001
ica__thm_gal__1,0.0855982561,-1.4826370455,-0.1857659965
ica__thm_gal__2,0.7239919104,-1.3763329745,-0.0851485565
ica__tyr_glcn__1,-1.0460789122,-1.6094516235,-0.3903549005
ica__tyr_glcn__2,-1.1227525748,-1.7399843025,-0.3410315705
ica__ura_pyr__1,-1.1802359707,-1.9512778935,-0.3768134025
ica__ura_pyr__2,-1.4047277752,-2.1287103875,-0.4399327825
ica__wt_glc__5,-1.9873700634,-1.5173093635,-0.5177360115
ica__wt_glc__6,-1.4339769959,-1.6751314965000002,-0.49115702850000004
ica__bw_delpurR_cytd__1,-1.383568172,-1.6508305564999999,-0.7443637615
ica__bw_delpurR_cytd__2,-1.594452768,-2.0273868685,-0.7433956735
ica__ade_glc__1,-1.2486104076,-1.8791966845,-0.7138325825
ica__ade_glc__2,-1.981998452,-1.3519457975,-0.8051262665000001
ytf__wt_glc__1,-0.5016780670000001,-0.9965007585000001,-0.2177005135
ytf__wt_glc__2,-1.0271778746,-1.2421250715,-0.1777278635
ytf__delyafC__1,-1.3716411471,0.2832668215,0.1175472515
ytf__delyafC__2,-1.0192995993,-0.4532090945,0.1546335705
ytf__delyeiE__1,-0.891281497,1.5657899485,0.0250697845
ytf__delyeiE__2,-0.7096010554000001,-0.6680544355,-0.1486100975
ytf__delyiaJ__1,-1.3904477626,-1.3799284305000001,0.08753290150000001
ytf__delyiaJ__2,-1.5853139791,-1.6361449035,0.23139318550000001
ytf__delyieP__1,-1.4843767687,-0.1960486485,0.21411362450000002
ytf__delyieP__2,-0.7776519338000001,-0.9790222265,0.2065327435
ytf__wt_ph5__1,-0.4659036896,-0.3348788945,-0.1566763185
ytf__wt_ph5__2,-0.1185754569,-0.49514226650000004,-0.1216764105
ytf__wt_ph8__1,-0.9461028960000001,-1.2456083295,-0.2880566235
ytf__wt_ph8__2,-1.3191339697,-1.3366248105,-0.3517970845
ytf__delybaO__1,-0.9929586755,-0.0447021025,0.08682374550000001
ytf__delybaO__2,-1.0513089897,-1.3242929175,0.11715476650000001
ytf__delybaQ__1,-0.2027668228,-0.6822533575,-0.36648127750000004
ytf__delybaQ__2,-0.046349841600000004,-0.7889451225,-0.4210866755
ytf__delybiH__1,-0.9091597192,-1.0512743295,-0.08041245350000001
ytf__delybiH__2,-0.6888850548000001,-1.4347729345,0.1485691505
ytf__delydcI_ph5__1,1.3216872571,-0.14451927950000001,-0.2860461955
ytf__delydcI_ph5__2,0.5533122312000001,-0.20162230150000002,-0.2915660545
ytf__delydcI_ph8__1,-1.1318986381,-1.4702849345,-0.19775634250000002
ytf__delydcI_ph8__2,-1.028205931,-1.5013579485,-0.4303054455
ytf__delyddM__1,-0.4602283494,-1.6439704635,0.0436795175
ytf__delyddM__2,-0.3670280604,-1.6699376865,0.0510243685
ytf__delyheO__1,-0.5028613781,-0.0961685255,0.0094733505
ytf__delyheO__2,-0.1346145004,-1.1799778765,0.024496082500000002
fps__bw_glc__1,-1.1903539098,-0.9777779675,-0.5196136545
fps__bw_glc__2,-1.3146462655,-0.9353370225000001,-0.6788874785
fps__fps_thrA_ale1__1,-0.7151860638,-1.2486509545,-0.3205594465
fps__fps_thrA_ale1__2,-0.032111243500000004,-1.3038047335,-0.42812930250000003
fps__fps_thrA_ale2__1,-0.3570576708,-1.7175144015,-0.4658414105
fps__fps_thrA_ale2__2,-0.6976095351,-1.7120581785,-0.4076242355
fps__fps_serB_ale1__1,-1.1709141335,-1.5617680455,-0.3878105415
fps__fps_serB_ale1__2,-1.3335732527,-1.4817199635,-0.3348743525
fps__fps_serB_ale4__1,-0.8566007587000001,-2.1540446635,-0.1907283005
fps__fps_serB_ale4__2,-0.4634421782,-1.8761335375,0.10126346950000001
fps__fps_ptsI_ale1__1,0.5664692211,-2.0867915705,-0.8559759545000001
fps__fps_ptsI_ale1__2,0.40693697970000003,-2.1203831385,-0.7988730515
fps__fps_ptsI_ale3__1,-0.4178587077,-1.9185099985,-0.8056928055
fps__fps_ptsI_ale3__2,-0.7026333808,-1.8123063115,-0.8484199965
pal__lyx_ale2_f6__1,2.0022047614,-1.4586756445,-0.3722573105
pal__lyx_ale2__1,0.8401067860000001,-1.5631995905,-0.5214724065
pal__lyx_ale2__2,0.9705479657,-1.4896369415000001,-0.4881702405
pal__lyx_ale4__1,0.4248531448,-1.6170608035,-1.0848582725
pal__lyx_ale4__2,2.6765911309,-1.4091588365,-1.0038269125
pal__5drib_ale10_f18__1,2.0976504637,-1.2963189565,0.6129173255
pal__5drib_ale10_f18__2,0.7909191329,-1.3281695625,0.6364002815
pal__5drib_ale10__1,-0.3151768082,-1.3421571215,0.013956801500000001
pal__arab_ale14_f9__1,-0.0780148515,-1.1608750075,-0.3592717405
pal__arab_ale14_f9__2,-0.5523815722000001,-1.3292056155,-0.2363246525
pal__arab_ale14__1,-1.1279125933,-1.1784117785000001,-0.6221584905
pal__arab_ale14__2,-1.3058982667999999,-0.8780974225,-0.6037325335
pal__arab_ale16__1,0.2819813188,-0.2122107695,-0.3419427795
pal__arab_ale16__2,1.5156439813,-0.6337032435000001,-0.20152948750000002
pal__tartr_ale26_f10__1,0.8991496305000001,-1.7645798195,-0.3747926055
pal__tartr_ale26_f10__2,1.91335525,-1.8468945845,-0.35274892150000003
pal__tartr_ale26__1,0.5999279728,-2.0319757345,-0.45010071150000003
pal__tartr_ale26__2,1.4904002628000002,-1.8663941805,-0.3057581085
pal__tartr_ale28_f10__1,2.4196676479,-1.8169926835,-0.4779141955
pal__tartr_ale28_f10__2,1.0140958349,-1.7375450835000001,-0.48248354050000003
pal__tartr_ale28__1,0.4247672732,-1.6797790345,-0.5465418105000001
pal__tartr_ale28__2,0.2336016562,-1.2398568005000001,-0.6007871505
efeU__delmenFentC_citr__1,0.5271001669000001,-0.6294158785,-0.3912163105
efeU__delmenFentC_citr__2,0.6186600452000001,-0.8256030965000001,-0.5284220465
efeU__delmenFentC__1,-0.32206915070000003,-2.2215960525,0.08356590650000001
efeU__delmenFentC__2,-0.4435544382,-2.1685421475,0.053814073500000004
efeU__menFentC_ale39__1,-0.8662023041,-0.8200750975000001,-0.3340089295
efeU__menFentC_ale39__2,-0.790463876,-1.1044635435,-0.2956222475
efeU__menFentC_ale29__1,0.4116747444,-1.3480076285,-0.0378373955
efeU__menFentC_ale29__2,0.4894549185,-1.3400240475,-0.0412327315
efeU__menFentC_ale30__1,0.0756951312,-0.9323353685,-0.7487878285
efeU__menFentC_ale30__2,-0.09268124450000001,-1.1796826025,-0.7009630315000001
efeU__menFentCubiC_ale36__1,-0.5294772255,-1.6270618895,-0.18203062050000002
efeU__menFentCubiC_ale36__2,-0.8403826913,-1.7971527675,-0.2151145645
efeU__menFentCubiC_ale37__1,-1.1700274382,-1.5181078695,-0.0737356045
efeU__menFentCubiC_ale37__2,-1.052507053,-1.3436456505,-0.0430306665
efeU__menFentCubiC_ale38__1,-0.3978684798,-2.3352106275,-0.0768021715
efeU__menFentCubiC_ale38__2,-0.21394565910000002,-2.3688356055,-0.2355697055
misc2__salc_glc__1,-0.8419215901,-1.0431659165,0.1359028115
misc2__salc_glc__2,-0.7349884830000001,-0.5560525515,0.44392921550000003
misc2__dbcn_glc__1,-2.0761769603,-0.7197470815,-0.6235655355
misc2__dbcn_glc__2,-1.5219541174,-1.2010477695,-0.4320346105
misc2__tyr_glc__1,-0.5336875095,-1.7723303515,-0.2007496575
misc2__tyr_glc__2,-0.5402298094,-1.9101751495000001,-0.1041754705
misc2__arg_cytd__1,-1.292825484,-1.3777559135000002,-0.6218984005
misc2__arg_cytd__2,-0.9817121352,-1.3653660065,-0.5839646795
misc2__delyheO_pyr__1,-0.409638098,-1.5279821755,-0.45300003250000004
misc2__delyheO_pyr__2,-0.6549191798,-1.5795546135,-0.5385766335000001
nquinone__delubiC__1,-1.5863605834999999,-1.9886009815,-0.3668799975
nquinone__delubiC__2,-2.3502233207,-2.1909195095,-0.3155679335
nquinone__ubiC_ale1__1,-0.6459872560000001,-1.6665392185,-0.1009341795
nquinone__ubiC_ale1__2,-0.8309830397,-1.6980426675,-0.2546691535
nquinone__ubiC_ale2__1,-0.5853691691,-1.8765688165,-0.40340550750000004
nquinone__ubiC_ale2__2,-1.4789907227,-1.6700450695,-0.3678198875
nquinone__ubiC_ale3__1,-0.9615532905,-2.4753954315,-0.8875475355
nquinone__ubiC_ale3__2,-1.2294734644,-2.5830672255,-0.7537812915000001
nquinone__ubiC_ale4__1,-1.3518492963,-1.8224400115,-0.32932624050000003
nquinone__ubiC_ale4__2,-1.1184038535,-1.8526699205,-0.1580608585
nquinone__delpdhR__1,1.2128160867,-1.3319922395,-0.6353274335
nquinone__delpdhR__2,1.836773516,-1.2692121185,-0.7252746255
quinone__glu_ale4__1,-0.580993808,-1.6710258525000001,-0.5979053565
quinone__glu_ale4__2,-0.5838800595,-1.8579096394999999,-0.36403217250000003
quinone__delmenF__1,-0.3365240466,-0.7548873605,-0.1925102585
quinone__delmenF__2,-0.20345584830000002,-0.7667089215,-0.4212613405
quinone__menF_ale5__1,0.5003072718,-1.1963083165,0.0905275655
quinone__menF_ale5__2,-0.7178676471000001,-0.9735447385,-0.028343522500000003
quinone__menF_ale6__1,0.16930069620000002,-1.2348248715,-0.0886333495
quinone__menF_ale6__2,-0.9770185749,-1.2108073135,0.0306147075
quinone__menF_ale7__1,1.0609631686,-1.4416075545,-0.0059721975
quinone__menF_ale7__2,0.8204757791,-1.5038081895,0.0742940055
quinone__menF_ale8__1,0.0584499484,-1.8103971955,-0.1555023795
quinone__menF_ale8__2,0.2095900679,-1.5506008525000001,0.0782791145
quinone__delmenFubiC__1,-1.1053493405,-1.0945297635,-0.2155050915
quinone__delmenFubiC__2,-1.1772134502,-1.2269381265,-0.2042967585
quinone__menFubiC_ale1__1,-0.718003257,-0.6184342495,-0.1498709755
quinone__menFubiC_ale1__2,-0.8613177562000001,-0.49830188350000004,-0.1392940585
quinone__menFubiC_ale2__1,0.006878261300000001,-1.4931491365,0.0115364335
quinone__menFubiC_ale2__2,-0.5094409068,-1.4805177715,0.0398572935
quinone__menFubiC_ale3__1,-0.5692183491,-0.9321465255,-0.5764822375
quinone__menFubiC_ale3__2,-0.0640422157,-0.9785062495,-0.4922614065
quinone__menFubiC_ale4__1,-0.7209245779,-1.7210769775,-0.32117187350000004
quinone__menFubiC_ale4__2,-0.3607402205,-1.7596366885,-0.2823155285
oxyR__wt_glc__1,-1.4569894103,-1.2252658815,-0.6475323565000001
oxyR__wt_glc__2,-1.1530421044999999,-1.1856625335,-0.5660511595000001
oxyR__wt_h2o2__1,-1.7083139187,-1.2294362755,-0.6317375725000001
oxyR__wt_h2o2__2,-1.0152554551,-1.5030015445,-0.2562616105
oxyR__glu_ale4__1,-1.6446127708,-1.9968296105,-0.2800959135
oxyR__glu_ale4__2,-2.1576227812,-2.2732417775,-0.20979638350000002
oxyR__glu_ale4_h2o2__1,-1.8978007674000001,-1.8858113585,-0.1113272695
oxyR__glu_ale4_h2o2__2,-1.4310567136,-1.9866160415,-0.1168814145
oxyR__oxyR_ale17__1,-1.5685430751,-2.0557147545,-0.3211070615
oxyR__oxyR_ale17__2,-1.1345300011,-1.9054234735,-0.4334807255
oxyR__oxyR_ale17_h2o2__1,-1.7127322728,-2.3098707995,-0.32854685850000004
oxyR__oxyR_ale17_h2o2__2,-1.4725900117,-1.6837129625,-0.4067040685
oxyR__oxyR_ale18__1,-1.5610360170000002,-1.2870051734999999,-0.7690475815000001
oxyR__oxyR_ale18__2,-1.2335218816,-1.4327811595,-0.7896709075
oxyR__oxyR_ale18_h2o2__1,-1.2321240625,-1.8822808925,-0.5079082875
oxyR__oxyR_ale18_h2o2__2,-1.7782725937000001,-2.1079568555,-0.5136062095
oxyR__oxyR_ale19__1,-2.3592710881,-1.1534574585,-1.0488298425
oxyR__oxyR_ale19__2,-1.6117671234,-1.3038087535,-0.7677674225000001
oxyR__oxyR_ale19_h2o2__1,-1.5175283755,-1.0291049325,-1.0040422965
oxyR__oxyR_ale19_h2o2__2,-1.4101540445,-1.1209731685,-0.9743311685
oxyR__oxyR_ale20__1,-0.7597388416,-0.6752323345,-0.7348181785
oxyR__oxyR_ale20__2,-0.7236661787,-0.8402004915,-0.7374540895
oxyR__oxyR_ale20_h2o2__1,-1.6590348913000001,-1.5017417385,-0.5476945355
oxyR__oxyR_ale20_h2o2__2,-1.2682352386,-1.5892592315,-0.5966921155
svns_pgi__BmePgi24_15__1,-0.57145694,-0.6343253765,-0.5030088485
svns_pgi__BmePgi24_15__2,-0.168665053,-0.6909319035,-0.47050639050000004
svns_pgi__BmePgi24_26__1,-0.8867194459000001,-1.0206124465,-0.6809120685000001
svns_pgi__BmePgi24_26__2,-0.5184267076,-1.1342508765,-0.7789388945
svns_pgi__BmePgi24_41__1,-0.9857089273,-1.8355475275000002,-0.5732511435000001
svns_pgi__BmePgi24_41__2,-1.1548693467,-0.9875092935,-0.7276872855000001
svns_pgi__BmePgi24_52__1,-1.038649257,-1.0854278915,-0.5727720955
svns_pgi__BmePgi24_52__2,-0.3906706921,-0.8588224135,-0.6420311575000001
svns_pgi__PaePgi2_34__1,-0.519356383,-1.6573236725,-0.2539979485
svns_pgi__PaePgi2_34__2,-0.28053049220000004,-1.6015226215,-0.2463934045
svns_pgi__PaePgi2_63__1,-0.5306378815,-2.1133830875,-0.2773780415
svns_pgi__PaePgi2_63__2,0.0385553415,-2.1766227345,-0.2895602155
svns_pgi__PaePgi24_54__1,-0.3583626599,-1.6337313445000001,-0.15440206550000002
svns_pgi__PaePgi24_54__2,-1.5558815075,-1.8065546184999999,-0.1285630515
svns_pgi__PaePgi24_90__1,-0.5791249751,-2.1128919365,-0.3563040015
svns_pgi__PaePgi24_90__2,-0.6540737974,-1.8632336175000002,-0.2940268075
abx_media__m9_ctrl__1,-1.8755917273,-2.0784604725,-0.19254825350000002
abx_media__m9_ctrl__2,-2.2169135835000002,-1.9623952935000002,-0.0069729905
abx_media__rpmi_ctrl__1,-2.4294842492,-3.1875251265,-1.4277807655
abx_media__rpmi_ctrl__2,-2.5478459819,-2.3940139555,-0.7138445255
abx_media__camhb_ctrl__1,-1.9780092761999999,-4.5018166825,-1.6206768645
abx_media__camhb_ctrl__2,-1.0364111474,-4.5033990935,-1.5540019985
abx_media__m9_mero__1,-1.9326718245,-2.4472008125,-0.6042016265
abx_media__m9_mero__2,-2.2172062488,-1.9273454165000001,-0.32353194750000003
abx_media__rpmi_mero__1,-1.1330876214,-2.9136616355,-1.1787768155
