,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,3.1919201005,0.012453808157832784,2.0,0.0,3.1831139283,1.0,3.2007262727,,,,,,,,
1,Fur__wt_dpd,3.99289691835,0.2169697331887483,2.0,2.0,4.146317688,3.0,3.8394761487,,,,,,,,
2,Fur__wt_fe,2.964144435,0.16328106429167485,2.0,4.0,3.0796015828,5.0,2.8486872872,,,,,,,,
3,Fur__delfur_dpd,3.8059423417500002,0.17395634778610453,2.0,6.0,3.9289480549,7.0,3.6829366286000003,,,,,,,,
4,Fur__delfur_fe2,3.1324013006499998,0.030300950464718195,2.0,8.0,3.1109752931,9.0,3.1538273082,,,,,,,,
5,Acid__wt_ph5,3.5010747296,0.028377591099223515,2.0,10.0,3.4810087425000003,11.0,3.5211407167,,,,,,,,
6,Acid__delgadx_ph5,3.2274464126,0.26707727082336885,2.0,12.0,3.4162985619,13.0,3.0385942633,,,,,,,,
7,Acid__delgadw_ph5,3.58715672465,0.06681859601277837,2.0,14.0,3.5399088423,15.0,3.634404607,,,,,,,,
8,Acid__delgade_ph5,3.69547946505,0.17491837773419602,2.0,16.0,3.571793494,17.0,3.8191654361,,,,,,,,
9,Oxidative__wt_pq,4.0508421834499995,0.14197521381641906,2.0,18.0,4.1512338199,19.0,3.950450547,,,,,,,,
10,Oxidative__deloxyr_pq,3.90209181195,0.004560112893542312,2.0,20.0,3.9053162987,21.0,3.8988673252,,,,,,,,
11,Oxidative__delsoxr_pq,3.8497647449,0.001406044216308682,2.0,22.0,3.8487705215,23.0,3.8507589683,,,,,,,,
12,Oxidative__delsoxs_pq,4.1426279099,0.09011277843082903,2.0,24.0,4.0789085532,25.0,4.2063472666,,,,,,,,
13,Nac/NtrC__wt_csn,3.8412045984,0.23633511181942998,2.0,26.0,4.0083187586,27.0,3.6740904382,,,,,,,,
14,Nac/NtrC__wt_cytd,3.52437871805,0.0016375268641279496,2.0,28.0,3.5255366244,29.0,3.5232208117,,,,,,,,
15,Nac/NtrC__wt_gln,3.90203818065,0.2720999774986469,2.0,30.0,3.7096344414,31.0,4.0944419199,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,5.0226637722500005,0.19749221428150598,2.0,32.0,4.8830156883,33.0,5.1623118562,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,3.8769468037,0.03164195082736354,2.0,34.0,3.8993210417,35.0,3.8545725657,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,3.9420752997,0.010127069475961925,2.0,36.0,3.9492362192,37.0,3.9349143802,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,3.0220369674,0.3025929668514269,2.0,38.0,2.8080714286,39.0,3.2360025062,,,,,,,,
20,Misc__wt_no_te,3.6117580122,0.10105836586673594,2.0,40.0,3.5402989564,41.0,3.6832170680000003,,,,,,,,
21,Misc__bw_delcbl,3.05872483015,0.060709514591226664,2.0,42.0,3.0157967207,43.0,3.1016529396,,,,,,,,
22,Misc__bw_delfabr,3.0212252499499996,0.0005079797840394909,2.0,44.0,3.020866054,45.0,3.0215844459,,,,,,,,
23,Misc__bw_delfadr,3.3752870594999997,0.0020042421282143153,2.0,46.0,3.3767042727,47.0,3.3738698463,,,,,,,,
24,Misc__nitr_031,3.6414053358,,1.0,48.0,3.6414053358,,,,,,,,,,
25,Omics__wt_glu,2.72229865075,0.3164296052634955,2.0,49.0,2.4985491311,50.0,2.9460481704,,,,,,,,
26,Omics__wt_gly,2.35733306365,0.01361525388548072,2.0,51.0,2.3477056253,52.0,2.366960502,,,,,,,,
27,Omics__wt_thr,3.81511108175,0.4839542540884209,2.0,53.0,4.1573184166,54.0,3.4729037469,,,,,,,,
28,Omics__bw_ac,3.67343338405,0.010653917838772162,2.0,55.0,3.6658999265,56.0,3.6809668416,,,,,,,,
29,Omics__bw_fum,3.6313068893500002,0.24252646801411068,2.0,57.0,3.4598147792000002,58.0,3.8027989995,,,,,,,,
30,Omics__bw_glc,3.37789639775,0.024025149244776018,2.0,59.0,3.3609080518,60.0,3.3948847437,,,,,,,,
31,Omics__bw_pyr,3.2660198319,0.16164271004190225,2.0,61.0,3.1517211755,62.0,3.3803184883,,,,,,,,
32,OmpR__wt_nacl,3.5985002119500002,0.2540658772194758,2.0,63.0,3.7781519166,64.0,3.4188485073,,,,,,,,
33,OmpR__bw_delompr_nacl,3.0129721458,0.12729269410902982,2.0,65.0,2.9229626186,66.0,3.102981673,,,,,,,,
34,MinSpan__wt_ade,3.0791062766,,1.0,67.0,3.0791062766,,,,,,,,,,
35,MinSpan__wt_glc,2.9731045041749997,0.3951362081521757,4.0,68.0,2.5328395191,69.0,2.7461266927,70.0,3.2919068232,71.0,3.3215449817,,,,
36,MinSpan__wt_glc_anaero,3.1381587834999998,0.09297926402243767,2.0,72.0,3.2039050516,73.0,3.0724125154,,,,,,,,
37,MinSpan__wt_trp,3.0835903939,,1.0,74.0,3.0835903939,,,,,,,,,,
38,MinSpan__bw_delcra_glc,2.8251819865,0.4427685427859057,2.0,75.0,3.1382666256,76.0,2.5120973474,,,,,,,,
39,MinSpan__bw_delcra_trp,3.4011880594,,1.0,77.0,3.4011880594,,,,,,,,,,
40,MinSpan__bw_delmntr,2.8676534405,,1.0,78.0,2.8676534405,,,,,,,,,,
41,MinSpan__bw_delnac_ade,3.6645876678000002,,1.0,79.0,3.6645876678000002,,,,,,,,,,
42,MinSpan__bw_delnac_glc,3.1567966509,,1.0,80.0,3.1567966509,,,,,,,,,,
43,Cra/Crp__wt_ac,3.1124828849,0.20087066349675983,2.0,81.0,3.2545198932,82.0,2.9704458766,,,,,,,,
