,b4492_1
omics__bw_glc__2,3.3948847437
omics__bw_pyr__1,3.1517211755
omics__bw_pyr__2,3.3803184883
ompr__wt_nacl__1,3.7781519166
ompr__wt_nacl__2,3.4188485073
ompr__bw_delompr_nacl__1,2.9229626186
ompr__bw_delompr_nacl__2,3.102981673
minspan__wt_ade__1,3.0791062766
minspan__wt_glc__1,2.5328395191
minspan__wt_glc__2,2.7461266927
minspan__wt_glc__3,3.2919068232
minspan__wt_glc__4,3.3215449817
minspan__wt_glc_anaero__1,3.2039050516
minspan__wt_glc_anaero__2,3.0724125154
minspan__wt_trp__1,3.0835903939
minspan__bw_delcra_glc__1,3.1382666256
minspan__bw_delcra_glc__2,2.5120973474
minspan__bw_delcra_trp__1,3.4011880594
minspan__bw_delmntr__1,2.8676534405
minspan__bw_delnac_ade__1,3.6645876678000002
minspan__bw_delnac_glc__1,3.1567966509
cra_crp__wt_ac__1,3.2545198932
cra_crp__wt_ac__2,2.9704458766
cra_crp__wt_fru__1,2.8815274115
cra_crp__wt_fru__2,2.9699304905
cra_crp__delcra_ac__1,4.2649664975
cra_crp__delcra_ac__2,4.2994297689
cra_crp__delcra_fru__1,3.8459788369
cra_crp__delcra_fru__2,3.4839561921
cra_crp__delcra_glc__1,3.4203039226
cra_crp__delcra_glc__2,3.1798837452
rpoB__wt_031__1,3.3007621257
rpoB__wt_044__1,3.0615669592
rpoB__wt_lb__1,3.5091187702999997
rpoB__wt_lb__2,2.8592201943
rpoB__rpoBE546V_031__1,3.3194122272
rpoB__rpoBE546V_044__1,3.0031599521
rpoB__rpoBE546V_lb__1,3.4694329918
rpoB__rpoBE546V_lb__2,3.3297935008
rpoB__rpoBE546V_glc__1,2.5858450345
rpoB__rpoBE672K_glc__1,2.9557221559
rpoB__rpoBE672K_glc__2,2.9090784808
rpoB__rpoBE672K_lb__1,3.1338125961
rpoB__rpoBE672K_lb__2,2.6812501604
crp__wt_fru__1,2.7925669999
crp__wt_glyc__1,2.9255116678
crp__wt_glyc__2,2.9059756664
crp__delar1_glyc__1,3.9693040321
crp__delar1_glyc__2,3.8272382802
crp__delar1ar2_glyc__1,3.491727392
crp__delar1ar2_glyc__2,3.6094202768
crp__delar1ar2_glyc__3,3.6874148436
crp__delar2_glyc__1,3.9134519444
crp__delar2_glyc__2,3.7900059364
crp__delar2_glyc__3,3.6324160145
crp__delcrp_fru__1,3.766950988
crp__delcrp_fru__2,3.6532693358
crp__delcrp_fru__3,3.9216223935
crp__delcrp_glc__1,3.8581124
crp__delcrp_glc__2,3.8741041252
crp__delcrp_glc__3,3.6011892342
crp__delcrp_glyc__1,3.4670614905
crp__delcrp_glyc__2,3.5847099435
crp__delcrp_glyc__3,3.7000593263
glu__glu_ale3__1,3.2630412664
glu__glu_ale4__1,2.2985705134
glu__glu_ale5__1,2.0096304221
glu__glu_ale6__1,2.1510545914
glu__glu_ale8__1,3.4369967202
glu__glu_ale9__1,2.7164300065
glu__glu_ale10__1,2.7924333589
42c__wt_42c__1,3.6576643838000003
42c__42c_ale1__1,2.8110304998
42c__42c_ale2__1,2.6934936158
42c__42c_ale3__1,3.3372164306
42c__42c_ale4__1,2.943258018
42c__42c_ale5__1,2.9537481835
42c__42c_ale6__1,3.1551026751
42c__42c_ale8__1,3.127255544
42c__42c_ale9__1,2.4572773251
42c__42c_ale10__1,3.5784243806
ssw__wt_ac__1,3.8147157415
ssw__wt_glc__1,3.3661848693
ssw__wt_glyc__1,3.8657533646
ssw__wt_xyl__1,4.4599161976
ssw__glc_ale1__1,3.3877137544
ssw__glc_ale2__1,3.7312411672
ssw__glc_ale3__1,3.3210379974
ssw__glyc_ale1__1,3.4237201779
ssw__glyc_ale2__1,3.3573833731000002
ssw__xyl_ale1__1,4.3014431018
ssw__xyl_ale2__1,4.1792626479
ssw__xyl_ale3__1,3.33733476
ssw__glc_ac_ac2__1,3.9613694475
ssw__glc_ac_glc1__1,3.9159938843
ssw__glc_ac_glc2__1,3.5074307463
ssw__glc_glyc_glc__1,3.3890344597
ssw__glc_glyc_glyc__1,3.422371239
ssw__glc_xyl_glc__1,2.8743955640000003
ssw__glc_xyl_xyl__1,3.5677801595
pgi__glu4_delpgi__1,3.9263817189
pgi__pgi_ale1__1,3.4673476896
pgi__pgi_ale2__1,4.4145950566
pgi__pgi_ale3__1,3.3310631417
pgi__pgi_ale5__1,3.4699650872
pgi__pgi_ale6__1,3.7114809615
pgi__pgi_ale7__1,3.5512380853
pgi__pgi_ale8__1,3.4710667005999998
ica__wt_glc__1,2.8728148075
ica__wt_glc__2,3.0204967529
ica__wt_glc__3,2.8326200489
ica__wt_glc__4,3.5339762615
ica__arg_sbt__1,3.7113275207000003
ica__arg_sbt__2,3.3398506687
ica__cytd_rib__1,3.5298601269
ica__cytd_rib__2,3.7027390956
ica__gth__1,4.6222067024
ica__gth__2,5.0312872478
ica__leu_glcr__1,3.128758394
ica__leu_glcr__2,3.2862134437
ica__met_glc__1,2.5756136766
ica__met_glc__2,2.5942970263
ica__no3_anaero__1,3.8240826008
ica__no3_anaero__2,3.9625516779
ica__phe_acgam__1,2.6112813274
ica__phe_acgam__2,2.8477450858
ica__thm_gal__1,3.7148010912
ica__thm_gal__2,3.61630829
ica__tyr_glcn__1,2.8285226159
ica__tyr_glcn__2,3.0457424705
ica__ura_pyr__1,3.6306401736
ica__ura_pyr__2,3.5685978577
ica__wt_glc__5,3.0706615235
ica__wt_glc__6,3.3258480309
ica__bw_delpurR_cytd__1,2.7541487704
ica__bw_delpurR_cytd__2,3.1737889216
ica__ade_glc__1,3.308430051
ica__ade_glc__2,3.3477286878
ytf__wt_glc__1,3.9077105182
ytf__wt_glc__2,4.3403023661
ytf__delyafC__1,3.7748271604
ytf__delyafC__2,4.0210838001
ytf__delyeiE__1,3.6673284573
ytf__delyeiE__2,3.5979993304
ytf__delyiaJ__1,4.1751036872
ytf__delyiaJ__2,4.4597734233
ytf__delyieP__1,4.1536588044
ytf__delyieP__2,3.976392489
ytf__wt_ph5__1,3.5622571175999997
ytf__wt_ph5__2,3.8242965029000002
ytf__wt_ph8__1,3.3751963719
ytf__wt_ph8__2,3.568307908
ytf__delybaO__1,4.1326622056
ytf__delybaO__2,4.1232870783
ytf__delybaQ__1,3.4885927842
ytf__delybaQ__2,3.5123885762000002
ytf__delybiH__1,3.992449588
ytf__delybiH__2,4.4750821571
ytf__delydcI_ph5__1,3.7535901318000002
ytf__delydcI_ph5__2,3.6178991304
ytf__delydcI_ph8__1,3.5012320443
ytf__delydcI_ph8__2,3.0772026072
ytf__delyddM__1,3.9009400266
ytf__delyddM__2,3.9505965085
ytf__delyheO__1,3.7861789632000002
ytf__delyheO__2,3.986132954
fps__bw_glc__1,3.6464440839
fps__bw_glc__2,3.1914751768
fps__fps_thrA_ale1__1,3.8085125258
fps__fps_thrA_ale1__2,3.7048321982
fps__fps_thrA_ale2__1,3.9331028541
fps__fps_thrA_ale2__2,3.9182394367
fps__fps_serB_ale1__1,4.1238885773
fps__fps_serB_ale1__2,3.8829550873
fps__fps_serB_ale4__1,4.8195975031
fps__fps_serB_ale4__2,4.8503797982
fps__fps_ptsI_ale1__1,3.9104410298000003
fps__fps_ptsI_ale1__2,3.7641281545
fps__fps_ptsI_ale3__1,4.0156037553
fps__fps_ptsI_ale3__2,3.9195301662
pal__lyx_ale2_f6__1,4.2535100096
pal__lyx_ale2__1,3.1266305125000002
pal__lyx_ale2__2,3.1122409055
pal__lyx_ale4__1,3.1266305125000002
pal__lyx_ale4__2,3.1122409055
pal__5drib_ale10_f18__1,4.1100420813
pal__5drib_ale10_f18__2,4.308310718
pal__5drib_ale10__1,1.0658218657
pal__arab_ale14_f9__1,3.8731514329000003
pal__arab_ale14_f9__2,4.0526731771
pal__arab_ale14__1,2.9234199087
pal__arab_ale14__2,2.9924861804000003
pal__arab_ale16__1,4.0947870618
pal__arab_ale16__2,4.4015815446
pal__tartr_ale26_f10__1,3.7641441587
pal__tartr_ale26_f10__2,4.0399323446
pal__tartr_ale26__1,3.4582887684
pal__tartr_ale26__2,3.0043649012
pal__tartr_ale28_f10__1,4.3351123641000004
pal__tartr_ale28_f10__2,4.1311343833
pal__tartr_ale28__1,3.3755587988
pal__tartr_ale28__2,3.9574212561
efeU__delmenFentC_citr__1,3.5246986898
efeU__delmenFentC_citr__2,3.2454324739000002
efeU__delmenFentC__1,4.205656599
efeU__delmenFentC__2,4.1475326073
efeU__menFentC_ale39__1,3.3701322447
efeU__menFentC_ale39__2,3.3235611935
efeU__menFentC_ale29__1,3.2687805131
efeU__menFentC_ale29__2,3.583041773
efeU__menFentC_ale30__1,3.0594682239
efeU__menFentC_ale30__2,3.2056077526
efeU__menFentCubiC_ale36__1,3.294679001
efeU__menFentCubiC_ale36__2,3.1636318229000002
efeU__menFentCubiC_ale37__1,3.7748711512
efeU__menFentCubiC_ale37__2,3.3846078478
efeU__menFentCubiC_ale38__1,4.1146704519
efeU__menFentCubiC_ale38__2,3.8834424614
