,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-8.8086747076,4.229941645397365,3.0,0.0,-3.9278212654,1.0,-11.408345205,2.0,-11.0898576524,,,,,,,,,,
1,LB__LBtran,-16.3954847908,2.820583085449301,3.0,3.0,-19.4533027147,4.0,-15.8376582662,5.0,-13.8954933915,,,,,,,,,,
2,LB__LBstat,-24.422754778599998,2.0762404492665527,3.0,6.0,-26.4483605619,7.0,-24.5205667217,8.0,-22.2993370522,,,,,,,,,,
3,LB__LBGexp,0.5053327244000001,3.834174239839196,3.0,9.0,-1.4673835493,10.0,4.9242096127,11.0,-1.9408278902,,,,,,,,,,
4,LB__LBGtran,-8.0398785251,1.1854398706139109,2.0,12.0,-8.8781110963,13.0,-7.2016459539,,,,,,,,,,,,
5,LB__LBGstat,-7.174785340966667,3.4970046000400825,3.0,14.0,-6.3824040443,15.0,-4.1419615415,16.0,-10.9999904371,,,,,,,,,,
6,Life Cycle__S0,-1.6221201788000001,0.897092442289258,3.0,17.0,-1.6696954961000001,18.0,-0.7021867218000001,19.0,-2.4944783185,,,,,,,,,,
7,Life Cycle__S1,-28.85624537283333,0.2590256372719999,3.0,20.0,-29.0687866365,21.0,-28.5677278228,22.0,-28.9322216592,,,,,,,,,,
8,Life Cycle__S2,-12.6453562911,2.1101967295129183,3.0,23.0,-14.6065542956,24.0,-10.4124765585,25.0,-12.9170380192,,,,,,,,,,
9,Life Cycle__S3,-6.12478675665,1.3954223342254832,2.0,26.0,-7.1114993518,27.0,-5.1380741615,,,,,,,,,,,,
10,Life Cycle__S4,-16.743540760200002,1.2566001538267093,3.0,28.0,-15.9587134531,29.0,-18.1928737674,30.0,-16.0790350601,,,,,,,,,,
11,Life Cycle__S5,-21.3027295321,1.7916953961923348,3.0,31.0,-20.0211034459,32.0,-23.3500447345,33.0,-20.5370404159,,,,,,,,,,
12,Life Cycle__S6,-23.3086915037375,2.666443114364496,8.0,34.0,-25.2518994566,35.0,-20.1728936674,36.0,-24.5142413134,37.0,-24.2193987745,38.0,-18.1139252896,39.0,-24.0485293831,40.0,-24.840281306,41.0,-25.3083628393
13,Life Cycle__S7,-23.2391846842,0.7718696508216899,3.0,42.0,-23.731775799,43.0,-23.6361606504,44.0,-22.3496176032,,,,,,,,,,
14,Life Cycle__S8,-21.07014429135,2.937304370444233,2.0,45.0,-23.1471321301,46.0,-18.9931564526,,,,,,,,,,,,
15,Life Cycle__G135,-18.67325083235,0.7369737458542621,2.0,47.0,-19.1943699656,48.0,-18.1521316991,,,,,,,,,,,,
16,Life Cycle__G150,-21.33857754103333,2.5897570786133497,3.0,49.0,-22.3904881586,50.0,-18.3883790997,51.0,-23.2368653648,,,,,,,,,,
17,Life Cycle__G180,-18.048803939833334,0.8664878287453119,3.0,52.0,-17.7568312583,53.0,-17.3660170171,54.0,-19.0235635441,,,,,,,,,,
18,Stress Time Course__C30,-22.8159244991,0.11304592860199292,2.0,55.0,-22.7359889564,56.0,-22.8958600418,,,,,,,,,,,,
19,Stress Time Course__C90,-16.86560874955,1.786014254496061,2.0,57.0,-18.1285115402,58.0,-15.6027059589,,,,,,,,,,,,
20,Biofilm__BI,-10.9518665389,2.0481634187834503,2.0,59.0,-12.4001367813,60.0,-9.5035962965,,,,,,,,,,,,
21,Biofilm__BC,-22.895377276250002,0.9291270905497302,4.0,61.0,-24.0009903243,62.0,-22.594647442,63.0,-21.8026117193,64.0,-23.1832596194,,,,,,,,
22,Biofilm__Sw,-19.4345308675,0.5990537612850986,2.0,65.0,-19.0109358906,66.0,-19.8581258444,,,,,,,,,,,,
23,Life Cycle__BT,-12.59522025575,0.9312275039210557,2.0,67.0,-11.9367429729,68.0,-13.2536975386,,,,,,,,,,,,
24,Life Cycle__B36,-7.6205178272500005,0.5625034450702951,2.0,69.0,-8.0182678277,70.0,-7.2227678268,,,,,,,,,,,,
25,Life Cycle__B60,-12.70047234285,0.5697539108222941,2.0,71.0,-12.2975954889,72.0,-13.1033491968,,,,,,,,,,,,
26,M9__M9exp,-3.33333360913457e-11,0.6984267584379105,3.0,73.0,0.12104134500000001,74.0,-0.7510361912,75.0,0.6299948461,,,,,,,,,,
27,M9__M9tran,-3.2676335376666668,0.8436885097423594,3.0,76.0,-2.8641347733,77.0,-4.2373033987,78.0,-2.701462441,,,,,,,,,,
28,M9__M9stat,-18.8936432565,1.1033250808731059,3.0,79.0,-20.1676026201,80.0,-18.2468203534,81.0,-18.266506796,,,,,,,,,,
29,Supplement__M+G,-2.8350182334333334,1.970590815615047,3.0,82.0,-4.9672170471,83.0,-1.0807877876,84.0,-2.4570498656,,,,,,,,,,
30,Supplement__Glu,-0.9681971367000001,0.054500486572782635,3.0,85.0,-0.9953672807,86.0,-1.0037714025,87.0,-0.9054527269,,,,,,,,,,
31,Supplement__Fru,-1.5653276816666668,1.9613539313171962,3.0,88.0,0.6875921027,89.0,-2.8922210486,90.0,-2.4913540991,,,,,,,,,,
32,Supplement__Mal,-1.9661462046666667,0.4066966137483,3.0,91.0,-1.4965947671,92.0,-2.1943476369,93.0,-2.20749621,,,,,,,,,,
33,Supplement__G+S,-10.6449595621,0.6433499785373787,2.0,94.0,-11.0998766946,95.0,-10.1900424296,,,,,,,,,,,,
34,Supplement__Pyr,-7.775863045566666,0.5483246280993972,3.0,96.0,-8.0841970028,97.0,-7.1427832086,98.0,-8.1006089253,,,,,,,,,,
35,Supplement__Gly,-3.198566657866667,1.343717476031404,3.0,99.0,-2.6658175395,100.0,-2.2029148948,101.0,-4.7269675393,,,,,,,,,,
36,Supplement__Glucon,-4.8485311559666675,0.9165748738549662,3.0,102.0,-5.8397159936000005,103.0,-4.0315760719,104.0,-4.6743014024,,,,,,,,,,
37,Stressors__aero,-1.2390389034666667,2.4642103050539927,3.0,105.0,-1.4497904936000001,106.0,-3.5911049191,107.0,1.3237787023,,,,,,,,,,
38,Stressors__nit,-2.2678484414333333,0.9846087863465071,3.0,108.0,-1.9813045074,109.0,-1.4582962418,110.0,-3.3639445751,,,,,,,,,,
39,Stressors__ferm,-1.2347477888,1.0480778490273555,3.0,111.0,-1.8976659905000002,112.0,-0.026435353,113.0,-1.7801420229,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-3.0299804841,,1.0,114.0,-3.0299804841,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-3.0291962107,,1.0,115.0,-3.0291962107,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-2.2571967459,,1.0,116.0,-2.2571967459,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-2.3561017113,,1.0,117.0,-2.3561017113,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-3.3696443577,,1.0,118.0,-3.3696443577,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-3.3327638956,,1.0,119.0,-3.3327638956,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-5.0442626998,,1.0,120.0,-5.0442626998,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-6.5363401474,,1.0,121.0,-6.5363401474,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-13.7345709206,,1.0,122.0,-13.7345709206,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-13.9918640532,,1.0,123.0,-13.9918640532,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-15.033167394,,1.0,124.0,-15.033167394,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-16.5641658856,,1.0,125.0,-16.5641658856,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-19.2026828046,,1.0,126.0,-19.2026828046,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-20.9627084067,,1.0,127.0,-20.9627084067,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-22.1028438478,,1.0,128.0,-22.1028438478,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-23.976306582,,1.0,129.0,-23.976306582,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-23.4403536564,,1.0,130.0,-23.4403536564,,,,,,,,,,,,,,
57,Stressors__HPh,-2.6038758744,0.5227103533638908,3.0,131.0,-2.0568944855,132.0,-2.6563809728,133.0,-3.0983521649,,,,,,,,,,
58,Stressors__LPh,-1.5963223690000001,1.1277832818902422,3.0,134.0,-2.6765537527000003,135.0,-0.4263493527,136.0,-1.6860640016000001,,,,,,,,,,
59,Stressors__LPhT,-15.656333382133333,5.902439136202295,3.0,137.0,-9.5727415822,138.0,-16.0370729382,139.0,-21.359185626,,,,,,,,,,
60,Stressors__SMMPr,-3.616801179133333,0.14984853666471878,3.0,140.0,-3.4545695776,141.0,-3.6458087796000003,142.0,-3.7500251801999998,,,,,,,,,,
61,Stressors__HiTm,0.3199650102333334,3.129052151876477,3.0,143.0,0.7133524032,144.0,3.2337217857000002,145.0,-2.9871791582,,,,,,,,,,
62,Stressors__LoTm,-10.762376809466668,0.4171217659051361,3.0,146.0,-10.2902746438,147.0,-11.0810730765,148.0,-10.9157827081,,,,,,,,,,
63,Stressors__HiOs,-5.595755885466666,0.5036174250483125,3.0,149.0,-5.5153472204,150.0,-6.134740075,151.0,-5.137180361,,,,,,,,,,
64,Stressors__BMM,-2.3646165873333334,1.951808291542256,3.0,152.0,-1.1952377904,153.0,-1.2807825281,154.0,-4.6178294435,,,,,,,,,,
65,Stressors__Heat,-1.1950597066666668,2.2783247842460828,3.0,155.0,0.9549364361,156.0,-0.9570835734,157.0,-3.5830319827,,,,,,,,,,
66,Stressors__Cold,-0.14607791543333337,1.6111802650597722,3.0,158.0,1.4771249714999999,159.0,-0.17039850850000002,160.0,-1.7449602093,,,,,,,,,,
67,Stressors__Etha,-15.165486694733332,0.36580768321310786,3.0,161.0,-15.1350709213,162.0,-15.5455526657,163.0,-14.8158364972,,,,,,,,,,
68,Stress Time Course__SMM,-1.5538054775999999,0.19938638598056127,3.0,164.0,-1.6162320883999999,165.0,-1.7145091324,166.0,-1.330675212,,,,,,,,,,
69,Stress Time Course__Salt,-8.4287653812,0.2901465515047504,3.0,167.0,-8.095801089,168.0,-8.56305892,169.0,-8.6274361346,,,,,,,,,,
70,Stress Time Course__Mt0,-6.1647092525,2.4364525299970015,2.0,170.0,-4.4418771465,171.0,-7.8875413585,,,,,,,,,,,,
