,PSPTO_2865
SRX1828913,0.10281425920000001
SRX1828914,0.5653657095
SRX1828915,-0.1162545039
SRX1828916,0.2693571226
SRX1828917,0.013440244700000001
SRX1828918,-0.0463317732
SRX3983989,0.7455600902
SRX3983990,0.010522357100000001
SRX3983993,0.0272272848
SRX3983994,-0.07901458060000001
SRX3983995,0.3569658463
SRX3983996,-0.1986740898
SRX3983997,0.3234182979
SRX3983998,0.4226974444
SRX3983999,0.4689702543
SRX3984000,1.0156069131
SRX3984001,0.5658524586
SRX3984002,0.5462623788000001
SRX3984003,0.7944379827
SRX3984004,0.1330536453
SRX3984005,0.7863953226
SRX3984006,0.9547087421
SRX3984007,-0.089421442
SRX3984008,0.6820125227
SRX3984009,0.5127649663
SRX3984010,0.7244217692
SRX3984011,0.3541482962
SRX3984012,0.5027850752
SRX3984013,0.7183305986
SRX3984014,0.6426767615
SRX3984015,0.5910667585
SRX3984016,0.5737464944
SRX3984017,0.5110505737000001
SRX3984019,0.1694038378
SRX3984020,0.4788195038
SRX3984021,0.7237069935
SRX3984022,0.8300642952
SRX3984023,0.0385715005
SRX3984024,0.6926306782
SRX3984025,0.9140103334
SRX3984026,0.3783659387
SRX3984027,0.3844715526
SRX3984028,0.5562914925
SRX3984029,0.7552572817000001
SRX3984031,0.8472734154
SRX3984032,0.614092702
SRX3984034,-0.136394695
SRX3984035,-1.0919140397
SRX3984036,0.6526187798
SRX3984037,1.2508236341
SRX3984038,0.7937332374
SRX3984039,0.8571176158
SRX3984040,0.6281526907
SRX3984041,0.5964873807000001
SRX3984042,0.35829779
SRX3984043,-0.8621997207000001
SRX3984045,0.8092354025
SRX3984046,0.082938436
SRX3984047,0.9780738298
SRX3984048,0.5225526506
SRX3984049,0.5779234388
SRX3984050,0.0256368327
SRX3984051,1.0585362023
SRX3984052,0.1927089704
SRX3984056,0.46321078250000003
SRX3984057,0.7932947005000001
SRX3984058,0.5299680518000001
SRX3984059,0.41999142380000004
SRX3984061,0.0488958265
SRX3984062,0.5649481994000001
SRX3984063,0.2492174445
SRX3984064,0.5450066853000001
SRX3984065,0.5944173823000001
SRX3984066,0.4134111281
SRX3984067,0.7487083119
SRX3984068,0.6195578213
SRX3984069,0.1567305849
SRX3984070,0.8778387775000001
SRX3984071,0.5910339889
SRX3984073,0.8368975477
SRX3984074,0.5897869237000001
SRX3984077,-0.3014353363
SRX3984078,0.13838032890000002
SRX3984079,0.2252905815
SRX3984080,0.0148847584
SRX3984082,0.4629261571
SRX3984084,0.6552650854000001
SRX6997963,0.0380428313
SRX6997964,-0.7849823517000001
SRX6997965,-0.08990454240000001
SRX6997967,0.48350762100000005
SRX6997968,-0.2838327484
SRX6997969,-0.5867470527
SRX6997971,-0.5215504523
SRX6997972,-1.2084064046
SRX6997973,-0.36463513280000004
SRX3159100,0.1041797452
SRX3159101,0.3071527361
SRX3159102,-0.056371456800000004
SRX3159103,-0.3549610245
SRX3159000,0.3851426519
SRX3159001,0.7115431394
SRX3159002,0.4642717202
SRX3159003,0.4904428751
SRX3159004,-0.5983542793000001
SRX3159005,0.14542509920000002
SRX3159006,0.6032922166
SRX3159007,0.3970379597
SRX3159008,-0.2671050881
SRX3159009,1.2372969842
SRX3159010,0.8903128117
SRX3159012,-0.3881600226
SRX3159013,0.9026033291000001
SRX3159014,-0.38850868180000003
SRX3159015,1.2260815321
SRX3159016,0.3733305108
SRX3159017,0.9771822441
SRX3159018,-0.9272593786000001
SRX3159019,0.1504552364
SRX3159020,-0.0523532016
SRX3159021,-0.4693615165
SRX3159022,-0.2139616833
SRX3159023,-0.38039065400000005
SRX3159024,1.159032189
SRX3159025,-1.9630337325
SRX3159026,1.3821572128000001
SRX3159027,-0.8332612086000001
SRX3159028,0.5694138333000001
SRX3159029,0.5178765306
SRX3159030,1.151407925
SRX3159034,1.0270205581
SRX3159036,1.0990767636
SRX3159037,0.3787213104
SRX3159041,0.8505243435000001
SRX3159042,0.025024966200000002
SRX3159043,0.42561453590000003
SRX3159045,0.8525471923
SRX3159047,-0.8123710227000001
SRX3159048,-1.9630337325
SRX3159049,-0.2187333789
SRX3159050,-0.0555970904
SRX3159051,-0.35175684890000003
SRX3159052,-1.1734618437
SRX3159053,-0.2501401009
SRX3159054,0.8309237159
SRX3159055,-1.9630337325
SRX3159056,1.4575691787
SRX3159057,-0.9398846453
SRX3159058,-0.1186233267
SRX3159060,0.6799152219
SRX3159061,0.5127466324000001
SRX3159062,0.6432191655
SRX3159063,0.0628041552
SRX3159066,-0.2809860134
SRX3159069,-1.9630337325
SRX3159070,-1.9630337325
SRX3159071,0.4072349939
SRX3159073,0.2777658132
SRX3159074,0.3723092603
SRX3159075,0.3564202758
SRX3159076,1.4157461854
SRX3159080,1.7784216636
SRX3159082,-1.5049392528999999
SRX3159083,-0.8486049833
SRX3159086,1.1975128315
SRX3159087,1.176529446
SRX3159088,0.6171749728
SRX3159089,0.7358599739
SRX3159090,0.6625423899
SRX3159091,0.3609346894
SRX3159092,-0.4555068457
SRX3159093,0.9629039343
SRX3159094,-0.1457212258
SRX3159095,1.4343686541
SRX3159096,-0.5640373721
SRX3159097,1.2954945281999999
SRX3159098,0.9021373757000001
SRX3159099,-0.6543713923000001
SRX3158988,-0.5321280106
SRX3158989,0.4319600973
SRX3158990,-0.1023707251
SRX3158991,0.8159091392000001
SRX3158992,0.2833155697
SRX3158996,0.24881244090000001
SRX3644656,-0.2062503111
SRX3644657,0.16312258100000002
SRX3644658,0.04312773
SRX3644659,-0.0087719649
SRX3644660,-0.4522129372
SRX3644661,-0.4323007344
SRX3644662,-0.4937432212
SRX3644663,-0.4038761001
SRX3644664,-0.5374823143
SRX3644665,-0.09663154090000001
SRX3644666,0.042039088200000005
SRX3644667,-0.0710481026
SRX3644668,-0.6251905132000001
SRX3644669,-0.864191993
SRX3644670,-0.5040825245
SRX3644671,-0.2261747654
SRX3644672,-0.6486045423
SRX3644673,-0.29031888310000004
