,PSPTO_RS08320
SRX1828913,0.2874661256
SRX1828914,0.0258369442
SRX1828915,-0.14317786500000002
SRX1828916,0.1722238956
SRX1828917,-0.1442882606
SRX1828918,0.18956818920000001
SRX3983989,0.0758321083
SRX3983990,0.3402608038
SRX3983993,-2.8246760418
SRX3983994,-2.9157425162
SRX3983995,0.2871501074
SRX3983996,-2.9490192607
SRX3983997,-2.9688631071
SRX3983998,0.2571609842
SRX3983999,0.3518067157
SRX3984000,-0.1184831516
SRX3984001,-2.9607253183
SRX3984002,-2.4544353638
SRX3984003,-2.8762861788
SRX3984004,0.4007889881
SRX3984005,-0.0098337719
SRX3984006,-3.0061644952
SRX3984007,-2.7665486032
SRX3984008,0.1733136827
SRX3984009,0.5069852806
SRX3984010,-2.702966749
SRX3984011,0.535012028
SRX3984012,0.4671792561
SRX3984013,0.49126422000000003
SRX3984014,0.0604624105
SRX3984015,-3.0156271021
SRX3984016,0.1136726665
SRX3984017,-3.0152884842
SRX3984019,0.3950117856
SRX3984020,-2.6740192668000002
SRX3984021,-3.2175255257
SRX3984022,-3.0717825613
SRX3984023,0.0375508946
SRX3984024,0.2525927014
SRX3984025,0.45500279990000003
SRX3984026,0.2550136756
SRX3984027,0.1799875527
SRX3984028,0.40564265790000004
SRX3984029,0.20946097600000002
SRX3984031,-2.7962767269
SRX3984032,-2.5559097275
SRX3984034,0.0359236067
SRX3984035,-2.05559518
SRX3984036,-3.2709972591
SRX3984037,-3.3637743837
SRX3984038,-3.1902112662
SRX3984039,-3.3310216598
SRX3984040,0.20813772590000001
SRX3984041,-3.1164541039
SRX3984042,-2.6391034031
SRX3984043,-2.2420389824
SRX3984045,0.7057253822
SRX3984046,-0.0436887922
SRX3984047,-3.1371236536
SRX3984048,-3.0871539325
SRX3984049,-3.194413125
SRX3984050,-3.0415413654
SRX3984051,-3.2193476548
SRX3984052,0.39737349240000003
SRX3984056,-2.8034478832
SRX3984057,-2.9108502346
SRX3984058,-2.5550844115
SRX3984059,0.2128968069
SRX3984061,-0.0326664024
SRX3984062,0.3469050705
SRX3984063,0.4691558333
SRX3984064,0.5107760051
SRX3984065,0.2573775837
SRX3984066,0.1120328554
SRX3984067,0.7061436964000001
SRX3984068,0.2981141242
SRX3984069,-2.6405077833
SRX3984070,-2.7008374954
SRX3984071,-2.7892541283
SRX3984073,0.2252362359
SRX3984074,0.3655064988
SRX3984077,0.2381684028
SRX3984078,0.25011464910000003
SRX3984079,-3.2020445596
SRX3984080,-0.029785709100000002
SRX3984082,0.4057955634
SRX3984084,-2.7714952313
SRX6997963,-0.1102400867
SRX6997964,-0.21821562900000002
SRX6997965,-0.1594559018
SRX6997967,0.0328451569
SRX6997968,-0.0452443748
SRX6997969,-0.1913572274
SRX6997971,0.0773949298
SRX6997972,-0.0872748275
SRX6997973,-0.6213776635
SRX3159100,0.013488645300000001
SRX3159101,-0.0937278913
SRX3159102,0.12368740580000001
SRX3159103,-0.043448159800000004
SRX3159000,-0.5474964549
SRX3159001,-0.4346572032
SRX3159002,-0.07389358580000001
SRX3159003,0.0239579629
SRX3159004,-0.1824904637
SRX3159005,-0.1938239292
SRX3159006,-0.024369324
SRX3159007,-0.057641131400000004
SRX3159008,-0.23005958210000002
SRX3159009,-0.0263405375
SRX3159010,-0.052124709500000005
SRX3159012,-0.34336340190000003
SRX3159013,-0.396392754
SRX3159014,-0.48057389030000003
SRX3159015,-0.4042525738
SRX3159016,-0.5678926308000001
SRX3159017,-0.4903791396
SRX3159018,0.0003557615
SRX3159019,0.576230586
SRX3159020,0.029529085000000004
SRX3159021,0.3418697918
SRX3159022,-0.4752261353
SRX3159023,-0.1984383808
SRX3159024,-0.1573351566
SRX3159025,0.0512763465
SRX3159026,0.1392781556
SRX3159027,-0.2150339403
SRX3159028,0.0434828219
SRX3159029,-0.1535969694
SRX3159030,-0.2480305444
SRX3159034,-0.5129098981
SRX3159036,0.47483899
SRX3159037,0.0927578124
SRX3159041,0.6428847612
SRX3159042,0.2500990671
SRX3159043,0.2418458292
SRX3159045,0.6711900321000001
SRX3159047,1.0261503832
SRX3159048,0.2876825914
SRX3159049,-0.23524022590000002
SRX3159050,-0.1166812616
SRX3159051,-0.2414861097
SRX3159052,0.11055117560000001
SRX3159053,0.173942226
SRX3159054,0.2740683111
SRX3159055,0.552280055
SRX3159056,-0.0122629074
SRX3159057,0.4344387192
SRX3159058,0.4116555578
SRX3159060,0.2388332638
SRX3159061,0.13405258080000002
SRX3159062,0.2709340295
SRX3159063,-0.6686390365
SRX3159066,-0.5105925632
SRX3159069,-0.4306971881
SRX3159070,-0.2784717249
SRX3159071,0.2893552189
SRX3159073,-0.1745237825
SRX3159074,0.4192911252
SRX3159075,-0.8314607404000001
SRX3159076,-1.1159332977
SRX3159080,-0.8171667036
SRX3159082,-0.16523740950000002
SRX3159083,0.017119478900000002
SRX3159086,-0.1423873908
SRX3159087,-0.7321325099
SRX3159088,-0.64981688
SRX3159089,-0.6765336223
SRX3159090,-0.8948386433000001
SRX3159091,-0.6463804716
SRX3159092,0.1328994883
SRX3159093,0.1101092644
SRX3159094,0.6085504460000001
SRX3159095,0.48039970540000004
SRX3159096,-0.020050218
SRX3159097,0.1565792794
SRX3159098,0.27965546220000004
SRX3159099,0.21481354060000002
SRX3158988,-0.1365917408
SRX3158989,-0.4467340126
SRX3158990,-0.5516465573
SRX3158991,-0.053100147300000004
SRX3158992,-0.0651975477
SRX3158996,0.20178928840000002
SRX3644656,-0.2535982383
SRX3644657,0.2326717824
SRX3644658,0.0209264559
SRX3644659,0.3049783978
SRX3644660,0.7784706248000001
SRX3644661,0.3866245844
SRX3644662,0.1486372914
SRX3644663,0.20167265820000002
SRX3644664,0.3237243825
SRX3644665,-0.1919421504
SRX3644666,-0.12816486400000002
SRX3644667,-0.3863227983
SRX3644668,0.9200155215
SRX3644669,0.1732541056
SRX3644670,0.2009410764
SRX3644671,0.6778875830000001
SRX3644672,-0.3539445896
SRX3644673,0.08474410410000001
