,-0.1672404838703379,-0.14494175268762619,-0.12264302150491446,-0.10034429032220274,-0.07804555913949102,-0.055746827956779293,-0.03344809677406757,-0.011149365591355848,0.011149365591355875,0.0334480967740676,0.05574682795677932,0.07804555913949104,0.10034429032220277,0.12264302150491452,0.1449417526876262,0.1672404838703379,0.18953921505304966,0.2118379462357614,0.2341366774184731,0.2564354086011848
thresh,-0.08919492473084689,0.08919492473084689,1,,,,,,,,,,,,,,,,,
unreg,1,0,4,5,7,21,116,991,997,124,17,5,0,1,1,2,3,1,0,0
unreg_genes,['Saci_1004'],[],['Saci_1028' 'porA' 'porD' 'porB'],['pchA' 'porC' 'iorA' 'iorB' 'yveA'],[],[],[],[],[],[],[],[],[],['ilvC'],['leuA'],['aceA' 'cimA'],['Saci_1560' 'ilvB_2' 'gltB_1'],['gltB_2'],[],[]
