,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.002028507325427793,,1.0,0.0,0.002028507325427793
1,Cr__2,0.0065861373382702275,,1.0,1.0,0.0065861373382702275
2,Cr__3,0.017269605844519118,,1.0,2.0,0.017269605844519118
3,Cr__4,0.025411110537752867,,1.0,3.0,0.025411110537752867
4,Cr__5,0.030108647709585164,,1.0,4.0,0.030108647709585164
5,Cr__6,0.03531984504422743,,1.0,5.0,0.03531984504422743
6,Fe__1,-0.016748636942780417,,1.0,6.0,-0.016748636942780417
7,Fe__2,-0.04203813974313909,,1.0,7.0,-0.04203813974313909
8,Fe__3,-0.06257501101990262,,1.0,8.0,-0.06257501101990262
9,Fe__4,-0.08000487989128209,,1.0,9.0,-0.08000487989128209
10,Fe__5,-0.08847842494682771,,1.0,10.0,-0.08847842494682771
11,Fe__6,-0.08071043098184835,,1.0,11.0,-0.08071043098184835
12,Cd__1,0.00014534355313638178,,1.0,12.0,0.00014534355313638178
13,Cd__2,0.0008566329770051415,,1.0,13.0,0.0008566329770051415
14,Cd__3,0.00406418166012889,,1.0,14.0,0.00406418166012889
15,Cd__4,0.006001874839234375,,1.0,15.0,0.006001874839234375
16,Cd__5,0.005723277564999604,,1.0,16.0,0.005723277564999604
17,Cd__6,0.009318608133473565,,1.0,17.0,0.009318608133473565
18,Zn__1,-0.021178926330015155,,1.0,18.0,-0.021178926330015155
19,Zn__2,-0.01545187513908285,,1.0,19.0,-0.01545187513908285
20,Zn__3,0.02654846579408806,,1.0,20.0,0.02654846579408806
21,Zn__4,0.0708280378702597,,1.0,21.0,0.0708280378702597
22,Zn__5,0.09477299316977797,,1.0,22.0,0.09477299316977797
23,Zn__6,0.10653187493974196,,1.0,23.0,0.10653187493974196
24,Cu__1,0.002761776956077823,,1.0,24.0,0.002761776956077823
25,Cu__2,0.004778593155550383,,1.0,25.0,0.004778593155550383
26,Cu__3,0.009279882351161835,,1.0,26.0,0.009279882351161835
27,Cu__4,0.012872894727025809,,1.0,27.0,0.012872894727025809
28,Cu__5,0.014739760965302103,,1.0,28.0,0.014739760965302103
29,Cu__6,0.017976071052327052,,1.0,29.0,0.017976071052327052
30,Pb__1,-0.000441406910480792,,1.0,30.0,-0.000441406910480792
31,Pb__2,0.004265798900551218,,1.0,31.0,0.004265798900551218
32,Pb__3,0.013296417924372255,,1.0,32.0,0.013296417924372255
33,Pb__4,0.025498142877724873,,1.0,33.0,0.025498142877724873
34,Pb__5,0.037066629008336086,,1.0,34.0,0.037066629008336086
35,Pb__6,0.04631389373327485,,1.0,35.0,0.04631389373327485
