,b3046_2
control__wt_glc__1,2.3137427937
control__wt_glc__2,2.4113001016
fur__wt_dpd__1,1.9047159815999999
fur__wt_dpd__2,2.1096857114
fur__wt_fe__1,2.1507483377
fur__wt_fe__2,2.2431841573
fur__delfur_dpd__1,2.3925784501000003
fur__delfur_dpd__2,2.5836337612999998
fur__delfur_fe2__1,2.3305973902
fur__delfur_fe2__2,2.5822830128
acid__wt_ph5__1,2.0748142413
acid__wt_ph5__2,2.380292028
acid__delgadx_ph5__1,2.3852493042000003
acid__delgadx_ph5__2,2.2980051846
acid__delgadw_ph5__1,2.1779981933
acid__delgadw_ph5__2,2.2749646838
acid__delgade_ph5__1,2.0415994205
acid__delgade_ph5__2,2.3413135966
oxidative__wt_pq__1,0.7668901367000001
oxidative__wt_pq__2,1.1503955369
oxidative__deloxyr_pq__1,1.4444969142000001
oxidative__deloxyr_pq__2,1.4308186027
oxidative__delsoxr_pq__1,0.9654805849
oxidative__delsoxr_pq__2,1.5082478289
oxidative__delsoxs_pq__1,1.4906380183
oxidative__delsoxs_pq__2,1.0200472329
nac_ntrc__wt_csn__1,3.105563411
nac_ntrc__wt_csn__2,2.6693540263
nac_ntrc__wt_cytd__1,2.440173544
nac_ntrc__wt_cytd__2,2.3597477249
nac_ntrc__wt_gln__1,2.2837623165
nac_ntrc__wt_gln__2,3.0096201977
nac_ntrc__bw_delnac_csn__1,2.9925783049
nac_ntrc__bw_delnac_csn__2,1.9309415582
nac_ntrc__bw_delnac_cytd__1,2.0545411535
nac_ntrc__bw_delnac_cytd__2,2.0938251632
nac_ntrc__bw_delnac_gln__1,2.0714499367
nac_ntrc__bw_delnac_gln__2,2.2887968998
nac_ntrc__bw_delnac_nh4__1,2.1632964518
nac_ntrc__bw_delnac_nh4__2,1.9171294146000002
misc__wt_no_te__1,2.1992362637
misc__wt_no_te__2,2.4058518728
misc__bw_delcbl__1,1.9110804695999999
misc__bw_delcbl__2,1.9365654037
misc__bw_delfabr__1,2.137674806
misc__bw_delfabr__2,2.0297970612
misc__bw_delfadr__1,1.9988650254
misc__bw_delfadr__2,1.8210156668000002
misc__nitr_031__1,2.2387116535000002
omics__wt_glu__1,2.2348677476
omics__wt_glu__2,1.9606785334999999
omics__wt_gly__1,1.6861610882
omics__wt_gly__2,1.6853566232000001
omics__wt_thr__1,3.6809367588
omics__wt_thr__2,3.0764625289
omics__bw_ac__1,2.5557732664
omics__bw_ac__2,2.7171868549
omics__bw_fum__1,2.8011807033
omics__bw_fum__2,2.8273296339
omics__bw_glc__1,2.6548692436
omics__bw_glc__2,2.8146146134
omics__bw_pyr__1,2.7533098268
omics__bw_pyr__2,2.8478061407
ompr__wt_nacl__1,2.1392377061
ompr__wt_nacl__2,2.4187361209000002
ompr__bw_delompr_nacl__1,2.2072595893
ompr__bw_delompr_nacl__2,2.3116958848999998
minspan__wt_ade__1,3.3156180012
minspan__wt_glc__1,2.6838100690999998
minspan__wt_glc__2,2.6321555431
minspan__wt_glc__3,3.0476299352
minspan__wt_glc__4,3.1661846542
minspan__wt_glc_anaero__1,3.0303043968
minspan__wt_glc_anaero__2,2.7978300798999998
minspan__wt_trp__1,3.1469912185
minspan__bw_delcra_glc__1,2.9982310826000003
minspan__bw_delcra_glc__2,2.463799343
minspan__bw_delcra_trp__1,3.2244177136
minspan__bw_delmntr__1,2.3515840333
minspan__bw_delnac_ade__1,3.1964069425
minspan__bw_delnac_glc__1,3.5503839758
cra_crp__wt_ac__1,1.713365349
cra_crp__wt_ac__2,2.1080978876
cra_crp__wt_fru__1,1.6947484821
cra_crp__wt_fru__2,1.9539722097
cra_crp__delcra_ac__1,1.9247819456
cra_crp__delcra_ac__2,2.2212852576
cra_crp__delcra_fru__1,2.0872848186
cra_crp__delcra_fru__2,2.3495406088
cra_crp__delcra_glc__1,2.033950379
cra_crp__delcra_glc__2,1.9324796839
rpoB__wt_031__1,1.7382709783
rpoB__wt_044__1,1.4868568121
rpoB__wt_lb__1,1.5966501666
rpoB__wt_lb__2,1.5067568918
rpoB__rpoBE546V_031__1,1.616286161
rpoB__rpoBE546V_044__1,2.2784879019
rpoB__rpoBE546V_lb__1,1.8098380164
rpoB__rpoBE546V_lb__2,1.2679508266
rpoB__rpoBE546V_glc__1,2.4172201264
rpoB__rpoBE672K_glc__1,1.2585988626
rpoB__rpoBE672K_glc__2,1.8039964986
rpoB__rpoBE672K_lb__1,1.2519426888
rpoB__rpoBE672K_lb__2,1.2866237583
crp__wt_fru__1,2.0044547119
crp__wt_glyc__1,2.244471346
crp__wt_glyc__2,1.8243010493
crp__delar1_glyc__1,2.3070343418
crp__delar1_glyc__2,1.9442433052
crp__delar1ar2_glyc__1,2.22056159
crp__delar1ar2_glyc__2,1.9088344728000002
crp__delar1ar2_glyc__3,2.1450020327
crp__delar2_glyc__1,1.8911675941000001
crp__delar2_glyc__2,2.1164818894
crp__delar2_glyc__3,1.2049090753
crp__delcrp_fru__1,1.8795354770000001
crp__delcrp_fru__2,1.77351832
crp__delcrp_fru__3,2.0198906279
crp__delcrp_glc__1,1.9096168002
crp__delcrp_glc__2,1.4432713603
crp__delcrp_glc__3,1.7068610317
crp__delcrp_glyc__1,1.9522806851
crp__delcrp_glyc__2,2.1922511328
crp__delcrp_glyc__3,2.0321364039
glu__glu_ale3__1,1.1149689758
glu__glu_ale4__1,0.6887672267
glu__glu_ale5__1,1.0282359321
glu__glu_ale6__1,1.7263763220000001
glu__glu_ale8__1,1.5152186189
glu__glu_ale9__1,1.3756487715
glu__glu_ale10__1,1.1515673969
42c__wt_42c__1,2.2453273295
42c__42c_ale1__1,1.33254002
42c__42c_ale2__1,1.6226722859
42c__42c_ale3__1,2.195425358
42c__42c_ale4__1,1.4948269711
42c__42c_ale5__1,2.8069437194
42c__42c_ale6__1,1.4191147451
42c__42c_ale8__1,1.7419275917
42c__42c_ale9__1,2.6728032394
42c__42c_ale10__1,1.4680029826
ssw__wt_ac__1,2.380941221
ssw__wt_glc__1,3.3585774512
ssw__wt_glyc__1,2.601432103
ssw__wt_xyl__1,3.025504598
ssw__glc_ale1__1,2.7301923555
ssw__glc_ale2__1,2.6085633305
ssw__glc_ale3__1,2.1388327044
ssw__glyc_ale1__1,2.0367990304
ssw__glyc_ale2__1,1.8715831117000001
ssw__xyl_ale1__1,2.9968865923
ssw__xyl_ale2__1,2.4501712959
ssw__xyl_ale3__1,1.5675469221
ssw__glc_ac_ac2__1,3.2062968777
