,A,Crp,Nac,TorR
ERX1521042,-1.5869666072,0.1392690724,-0.048831516000000005,-0.1409118009
ERX1521043,7.737199075,0.5908241112,0.20951013440000002,0.216380388
ERX1521044,-0.7694879477000001,0.1104686965,0.1312099917,-0.10475186880000001
ERX1521045,0.7694879477000001,-0.1104686965,-0.1312099917,0.10475186880000001
SRX621182,-3.0338710232,-1.5681109031,-1.0782022066999999,-1.0402109378
SRX621183,-3.0386603567,-1.7787209304,-1.1570892785,-1.6269860973
SRX621184,-1.9567399549000002,-2.3286332422,-1.4647658427,-0.9932043983000001
SRX621185,-0.9597209127,-2.0720734261000002,-1.7101968468000002,-1.5896051305999999
SRX621188,-1.1511674298,-2.2153905101,-1.5957714511,-1.5592645271999999
SRX621189,-1.6076822228,-2.5455493469,-1.6459726481999999,-1.0705587135
SRX621190,-0.8744589850000001,0.0910120247,0.2290856682,0.22460015960000002
SRX621191,0.8744589850000001,-0.0910120247,-0.2290856682,-0.22460015960000002
SRX621192,-4.6049153111,-2.4304813555,-1.3655022577,-2.009274587
SRX621193,-4.1396240086,-2.283345836,-1.4568635445,-1.765240444
SRX6489436,-1.1319492315,-2.5610024343999997,-1.1789415297999999,0.6905849915000001
SRX6489437,-0.34982081190000003,-1.7192127447,-0.4586691318,0.9906816518
SRX6489438,-0.3916377006,-2.5656982779,-0.5224237646000001,0.7658920245
SRX6489439,-3.2953666025,0.2181867704,-0.0345201991,-0.48491423910000003
SRX6489440,-3.8987911278,-0.051637196,-0.2402130247,-0.5852777188
SRX6489441,7.1941577302,-0.1665495744,0.27473322380000004,1.0701919579
SRX6489442,-0.4529058047,0.5013664708,-0.7189625337000001,-0.5289385486
SRX6489443,-3.0070756792,-0.0310669673,-0.2577407544,-0.38635141370000003
SRX6489444,5.1646838852,-0.0959832862,-0.2683429724,1.036233943
SRX6489445,-3.5333380514,0.1827632689,0.0457102098,-0.6998813150000001
SRX6489446,-4.066335094,-0.0362566025,-0.6322409511,-0.8035786728000001
SRX6489447,7.5333354795,-0.13451388420000002,0.18148499680000002,1.0061275062
SRX6489448,0.9132311741,-0.3668404044,-0.9760131776000001,-0.3944131571
SRX6489449,-2.167717979,-0.0648374225,-0.5577777226,-1.2185037228
SRX6489450,9.9105853033,0.0483373318,-0.2331273667,1.1083288822
SRX6489451,-3.6725455067,-0.0097311396,-0.051667690100000004,-0.6889776790000001
SRX6489452,-4.8737894108,-0.3293122911,-0.034596533900000004,-1.0129713263
SRX6489453,3.10469173,-0.3831059042,0.3778564183,0.9037210356
SRX6489454,-2.7604179829,-0.0190652403,0.0143779032,-0.3475787716
SRX6489455,-4.2944830267,0.10856884550000001,-0.10572795010000001,-1.0213203937
SRX6489456,3.9540604583,-0.250826488,0.3075242392,1.2794393258
SRX6489457,-1.893979559,-0.8913190701,0.1295865678,0.535026978
SRX6489458,-1.4511626028,-1.4459433789,0.8462618181,0.5215861048
SRX6489459,-0.10392348800000001,-1.4845663116,0.4082614653,1.5520118679000001
SRX6489460,-1.8223759522,-1.0651718251,-0.0144330579,0.6195631801
SRX6489461,-1.9144733287000002,-0.7987644547,-0.1072853121,0.6465513584
SRX6489462,-1.0127313485,-1.2519211603,0.1405817507,1.7361184323
SRX6489463,-0.24282990810000002,-1.3554675684,0.0339762679,0.5868448619000001
SRX6489464,-0.8754704768,-1.3336062681,0.44246406180000003,0.740221615
SRX6489465,0.8083984416000001,-0.8925679957,0.3066830866,2.1080225439
SRX6489466,-2.0998227364,-1.1430168893000001,0.2882215533,0.3101063432
SRX6489467,-0.6148099129,-1.4493752758,0.3025527038,1.9669439541
SRX6489468,0.1481861767,-1.4050641086,0.23520035020000002,1.8889762365
SRX6489469,-0.817625845,-1.6123595908000001,-0.1911185162,1.7247774303
SRX6489470,-3.0335317884,-1.226893919,0.31631770530000003,0.8879380461
SRX6489471,-0.4740412208,-1.5448590486,0.1203611536,2.1089384091
SRX6452027,0.47734438,-0.1459188516,1.1173367782999999,-2.3151458529
SRX6452029,-0.1336789051,-0.0579075359,-0.0679839841,-0.1584418886
SRX6452030,0.46259088660000003,-0.10275380890000001,1.7329568073,-2.5665769426000002
SRX6452031,0.1155820134,-0.0890509939,1.0077267123,0.1184808354
SRX6452044,0.2222323317,-0.4156744168,1.9945576636000002,0.1845117167
SRX6452045,-0.6306749292,0.0988768356,1.3261567315,0.5477307277
SRX6452046,-0.086431777,-0.2628324997,0.8954716329,0.2042117296
SRX6452047,1.1001952906,-0.2208033278,2.2564466403,-1.8332729141000002
SRX6452048,0.1336789051,0.0579075359,0.0679839841,0.1584418886
SRX6452059,0.9991817226,-0.2805843959,1.9948355675,-1.9255116485000001
SRX1828491,8.7787783726,1.0841805474,0.8537873766,0.024809159100000002
SRX1828492,8.2581574015,1.1446573046,1.284399274,-0.0304571997
SRX1828493,4.3281894929,0.9603956705000001,0.8946003572000001,-0.44016749800000005
SRX1828494,8.1189699119,1.5682706127000001,0.4386920031,-0.3122191203
SRX1828495,3.2281560657,-0.4755092777,0.2243576984,-0.3183431738
SRX1828496,2.3747796668,-0.1918949817,0.134050752,0.1061235603
SRX1828497,-0.0184907266,0.35721379940000003,0.6429176311,-0.9700151369000001
SRX1828498,0.7004968460000001,0.3103341766,0.0179187081,-0.9630123806
SRX1828499,0.6069835549,0.8959768911,0.38183186960000004,-0.2639964663
SRX1828500,1.6860919920000002,1.151414448,0.8208167576000001,-0.3847696228
SRX1828501,1.3163560867,0.5787595543,0.8809550546,-0.2041831476
SRX1828502,0.6301593834,0.170452503,0.8699335813,-0.1534039002
SRX1828503,1.0495732508,0.2993918273,1.2602610227,0.2648034003
SRX1828504,0.7993336624,0.3449252499,1.0231512576,-0.2841209213
SRX1828505,-0.072155887,0.2963526906,0.0570592044,-0.0078367782
SRX1828506,0.9764600308,0.8750640991,-0.24469446250000002,-0.1731877714
SRX1828507,-0.5968098356,-0.326898736,-0.017601968200000002,-0.3354175562
SRX1828508,0.5968098356,0.326898736,0.017601968200000002,0.3354175562
SRX3796953,0.31709902430000003,-0.07878716350000001,0.0533632543,0.0494643203
SRX3796954,-0.31709902430000003,0.07878716350000001,-0.0533632543,-0.0494643203
SRX3796955,-6.8694224635,1.2078040582,7.8711817609,0.42293915270000004
SRX3796956,-7.4693859766,1.3633198144,8.2896436494,0.28025478870000003
SRX3796957,-9.2510026714,-2.4304975054,-0.1452600416,-2.3667952325
SRX3796958,-8.4466603484,-1.9638896553,1.8660679123000001,-2.1593231177
SRX3796959,-1.7724267237,0.23973138100000002,2.6477887585,-0.0501043106
SRX3796960,-2.0962701869,0.1717381616,2.4809856498,-0.2688015627
SRX3796961,1.6348329039,0.08582733690000001,0.200227503,0.0611303734
SRX3796962,3.8374134049,-0.0164337809,0.0753031998,-0.058633283
SRX3796963,-5.3590250744,-2.9541291327,-0.397449033,-1.9608036075
SRX3796964,-6.1890607923,-2.4056994769,0.1845716338,-1.8039712247000002
SRX3796965,-6.190967535,-0.18704894200000002,-1.6284188771,-0.7492110968
SRX3796966,-6.1207913717,-0.1143135745,-1.9899861899000002,-0.6421617258
SRX3796967,3.2777850569,0.1036684385,-0.4159260495,-0.5452006566
SRX3796968,0.5354476814,-0.5320317657,0.0385233168,-0.2002594306
SRX3796969,7.1974199809,-0.33952435410000004,-0.3322596306,0.34541595210000003
SRX3796970,5.9828117253,-0.5029284707,-0.12833305180000001,-0.13322083070000001
SRX3796971,-1.4172834177,0.051597773300000004,0.0702731327,-0.0827448284
SRX3796972,-0.9591966254000001,0.1695436772,-0.1692512017,0.034580759100000004
SRX3796973,-8.281240972199999,0.4016716534,0.9814647073,0.0218606423
SRX3796974,-7.7659311819,0.0540830645,1.6615109979,-0.0060886925
SRX3796975,-6.9204732393,-2.4044391384,0.056734827,-2.2786039656
SRX3796976,-6.3655880432,-2.2572603749,-0.045448749000000004,-1.8393183702
SRX3796977,-0.9233847938,0.15715905260000002,3.1067293981,-0.17928740040000002
SRX3796978,-2.2241135961,0.22238625250000002,1.9628897977,-0.1716364755
SRX3796979,2.6135434673,0.029169605100000003,-0.19842359040000002,-0.28239260120000004
SRX3796980,2.9114026918,0.3152681445,-0.2368389223,0.084337016
SRX3796981,-5.23495064,-2.3922730427,0.2035691161,-2.0429870506
SRX3796982,-6.1310499106,-2.1205585644,0.2635362667,-1.7822948921
SRX3796983,-5.8466104633,-0.14166017990000002,-1.9147950129,-0.3300987208
SRX3796984,-5.566075878,-0.1285585019,-1.7117440357,-0.8513685902
SRX3796985,2.1823573962,-0.41390028040000004,-1.0663011333,-0.38313414170000004
SRX3796986,-0.6998407652,-0.5311079492,-1.2954089871,-0.3092003047
SRX3796987,-9.1992556735,0.7351458547,-0.3767893121,0.11868509810000001
SRX3796988,-9.3688792834,1.4053881684,-0.3372469052,-0.1970738363
SRX2568270,0.1567601343,-0.004570969,1.6120090561,0.3218915207
SRX2568271,2.6051504308,0.0653832305,-0.3475188839,-0.6013866555
SRX2568272,3.0962012393,0.3822852162,-0.9164270296,-0.7601735952
SRX2568273,4.2712440696,0.21028994880000001,-1.5689432823,0.1390002951
SRX2568274,1.8242581911,-0.0570535506,0.4946491444,0.039077384300000004
SRX2568275,-0.1567601343,0.004570969,-1.6120090561,-0.3218915207
SRX2568276,2.1698832952,0.051884897000000006,-0.5224625216000001,-0.7415341724000001
SRX2568277,3.6130934279,0.3721571684,-0.5301024792,-0.44675412940000003
SRX2568278,4.1429132944,0.12152566340000001,-1.5623899822,0.7013328913
SRX2568279,2.1117640692,-0.0765298296,0.5448288638000001,-0.3143043777
SRX3421856,-0.0839973431,0.020805030000000002,-0.1078862606,-0.0301705004
SRX3421857,0.0839973431,-0.020805030000000002,0.1078862606,0.0301705004
SRX3421858,-3.4066541062,0.16600598560000002,0.49993362890000004,0.5704271234
SRX3421859,-3.3396474617,0.1916775286,0.8681254147,0.5172548409000001
SRX3421860,0.056422006600000005,0.46786379100000003,0.3275142153,-0.42040742880000004
SRX3421861,0.4732040443,0.5122323806,-0.09882834630000001,-0.8639961392000001
SRX3421868,-10.1941774878,-0.6219598177,-0.3591067902,0.3223579948
SRX3421869,-9.3149739979,-0.6024762283,1.4094340875,-0.1231998839
SRX2606337,-0.27611946,0.0292773526,0.0751557248,-0.42481656170000004
SRX2606338,-0.3119607504,0.3087663784,0.1463487534,-0.5568954796
SRX2606339,-0.6824602827,0.7006973645,0.19575096690000002,-0.0682459923
SRX2606340,-2.226338869,0.8951937533000001,-0.18905157190000002,-0.48792166080000005
SRX2606341,-2.125633096,1.5099593280999999,-0.7919721626,2.2507080651
SRX2606342,-3.5480123132,1.6124665533,-0.5892727357,0.5264442733
SRX2606343,-4.1499338491,1.3859830142,0.37792792820000004,0.2916495201
SRX2606344,-1.9625763399,0.8754740065000001,-0.8707888195,0.6650004313
SRX2606345,-2.8266164978,0.7672332111,-0.0681245676,0.8580708880000001
SRX2606346,-2.2730378235,0.2108640436,-0.1079626056,-0.1533185289
SRX2606347,0.2324246123,0.0010693687,-0.1655146241,0.1870803181
SRX2606348,0.081956897,0.25878484220000003,-0.1683412362,-0.2928453717
SRX2606349,-0.7947086132000001,0.7206174857000001,-0.0707299125,-0.043687162700000004
SRX2606350,-0.7414200563000001,0.9635479732000001,-0.5057945328,-0.29538481040000003
SRX2606351,-2.1019774616,1.4192736061,-1.0950726533,2.0313336426
SRX2606352,-3.0295837723,1.4553969738,-0.13882542750000001,0.6800661053
SRX2606353,-3.472134659,-0.0283162313,0.1849039602,-0.5491380122
SRX2606354,-2.2667820469,0.8151339384,-0.4266070401,0.5528958225
SRX2606355,-3.3917518817,0.8881257601,-0.2683310815,0.6360465603000001
SRX2606356,2.4736675379,0.41748972510000004,-0.7332423935,0.1946844195
SRX2606357,0.0436948478,-0.0303467213,0.0903588993,0.23773624370000002
SRX2606358,0.0864774888,0.12400269800000001,0.2190737506,-0.4424449407
SRX2606359,-1.3364534553,0.7564198440000001,-0.027517970500000002,0.2615065817
SRX2606360,-1.4296521769,0.803622138,0.065500744,0.0191654668
SRX2606361,-1.7799044265,1.7832128196,-0.6212395322,3.0312857684
SRX2606362,-3.218322815,1.5344472761999999,-0.5006046911,1.1554259302
SRX2606363,-4.3179912281,0.7437536825000001,0.6552122837000001,0.5113995821
SRX2606364,-2.2763840909,1.0075067504,-0.5620229191,0.5198543185
SRX2606365,-2.5404999329,0.9965341975,-0.2471863014,0.95298506
SRX2606366,0.8467159345,0.6395112446,-0.7667881195,0.22516239300000002
SRX3648427,-0.1732670854,0.3949028114,-1.1769233385,-0.4929020798
SRX3648428,-1.8141761585,0.0860060487,1.40271025,-0.1356218836
SRX3648429,-1.9799121692,0.3337373743,-1.0455057278,-0.015377870100000001
SRX3648430,1.75569841,0.5086181453,-0.0814000507,-0.2489566125
SRX3648431,1.765255603,0.4866754022,-0.2728293469,-0.18731470020000002
SRX3648432,-0.6001904522,0.48643220260000003,-0.40151436770000004,-0.2708099243
SRX3648433,0.9034644913000001,0.3779114022,-1.2662164602,-0.7044745806
SRX3648434,-0.5544283903,-0.0306841953,1.5886880426999999,0.0627001009
SRX3648435,-2.0402889008,-0.2753034439,-1.1993312737,0.1167517731
SRX3648436,-4.0957383985,-1.7807047438999999,-1.6964599767,-1.4027457188
SRX3648437,-3.1040151831,-1.6147351356000001,-1.5220074579,-0.7910215084000001
SRX3648438,-4.0630866551,-1.7049606803000001,-1.7033546309,0.3076371035
SRX3648439,-0.1069816841,0.468238231,-1.2658076337,-0.7055068387
SRX3648440,0.0041965516,0.26436147200000004,1.9236350874,-0.166299687
SRX3648441,-1.7508418108,-0.3907059673,-1.3876937598999999,-0.0692215796
SRX3648442,-4.383786856,-2.0145250609,-1.5461349422000001,-0.43449809040000004
SRX3648443,-2.7712778890000003,-1.8700479492,-1.9439561162999999,-0.5444603498
SRX3648444,-3.2243802411,-1.9839799046,-1.9999335533,-0.832724754
SRX3648445,0.09215083780000001,0.4841423467,-0.784936599,-0.4351053654
SRX3648446,-1.168901085,0.1252630897,2.5912352785,-0.2707950007
SRX3648447,-2.2539235496,0.2504433165,-0.6636362715,0.029872040500000002
SRX3648448,1.6763319717,0.3181897135,-1.545915817,-0.6265845154
SRX3648449,1.2488862753,0.33640730560000004,-1.1497302868000001,-0.4243876388
SRX3648450,0.0498050058,0.1284474774,2.3332399401,0.2036016777
SRX3648451,-0.5265358045,0.0423286529,1.9788654265,0.08234414400000001
SRX3648452,-1.2382680753,-0.3692971329,-0.6652296686,0.5024840818
SRX3648453,-1.2102193731,-0.4560760166,-0.9512295942000001,0.2625422506
SRX3648454,-4.063784023,-2.1031438757,-1.3914487036,-1.0128508939
SRX3648455,-2.7671180737,-1.9587539556,-1.878794421,-0.7268125932
SRX3648456,-3.8515178775,-2.0893289722,-1.6203851155,-0.7770107774
SRX3648457,-1.1389279877,0.40077032360000003,-1.1536181188,-0.36410867080000003
SRX3648458,-1.6045527755,0.19451078430000002,1.8903465458,-0.11714198690000001
SRX3648459,-2.6509112654,-0.3027589365,-1.1702925087,-0.2055841252
SRX3648460,0.23949544290000002,0.8486849750000001,-1.8782566184,-0.7779417611
SRX3648461,0.000789691,0.3938793786,1.3223844493999999,-0.0613734436
SRX3648462,-1.2328742804,0.148786522,-1.1408592061,0.014762809100000001
SRX3648463,0.7454667243,0.3369699572,-1.8728252269,-0.2227552351
SRX3648464,-0.547910584,0.013751511800000001,1.9488135524999999,-0.17356721420000001
SRX3648465,-2.1621736697,-0.22974107400000002,-1.3718220918,-0.4119563667
SRX3648466,0.9486093489,0.35225783860000004,-1.214629616,-0.4115018897
SRX3648467,-0.005167599100000001,-0.0962918605,1.229601287,0.17686120300000002
SRX3648468,-1.3083750858,-0.4193098364,-1.1754776413,-0.2165836985
SRX3648469,-4.4139879993,-0.4561378538,-1.2620286763,-0.1714689592
SRX3648470,-3.8742238486,-0.3239561219,-1.1402583953,0.5293320197
SRX3648471,-3.5969613525,-0.5009096485,-1.0992064272,0.7450133453000001
SRX3648472,-4.4706674602,-1.0066348399,-1.5337080387,1.0697332382
SRX3648473,-3.6531474135,-0.9472326698,-1.6769146097,0.7712414447
SRX3648475,0.037682364,0.8071856029000001,-1.3887784058000001,-0.4280112131
SRX3648476,-0.3126048048,0.4894051802,1.1593360535000001,0.1909295664
SRX3648477,-1.4452077119,0.12325169,-1.7006674442,0.1903062574
SRX3648478,-2.201611541,0.5965313259,-0.1679737621,-0.34607440780000004
SRX3648479,-1.0129461384,0.4467565101,4.217757862,-0.4217679919
SRX3648480,-2.0902131984,0.5066551433,-0.0887608018,0.1122515765
SRX3648481,-1.7011737839,-0.4180190307,-1.0420819584,-1.0433508224
SRX3648482,-2.145799676,-1.1217666797,-1.0954497415,-0.360019808
SRX3648483,-3.4792055997,-1.5654300289,-1.4114917873000001,-0.6326072496
SRX1429221,0.8805615338,-0.10736737830000001,-0.892685481,-0.46579888490000004
SRX1429222,-0.5714770078,-0.0089077731,-0.2730472004,0.07776811880000001
SRX1429223,-0.309084526,0.1162751514,1.1657326814,0.38803076610000004
SRX1429224,0.5842721823,0.16900614320000001,-0.4264533407,-0.5892621640000001
SRX1429225,0.5580501968,0.0010292434000000001,-1.1722816529,-0.8121843768
SRX1429226,1.330846311,-0.1128774423,-1.0904515092,-0.9122494933
SRX1429227,1.1832653622,-0.0133986869,-1.2755710454,-1.0728528637
SRX1429228,0.1258936973,0.1636110552,-0.1449052408,-0.7543718385
SRX1429229,0.3610300864,-0.331696997,-0.8677287704000001,-1.2329654029000001
SRX1429230,1.5329750612000002,-0.038234619500000004,-0.7028819352,-1.0037629862
SRX1429231,0.1751305352,0.0085680138,0.0103479579,-0.8343456434000001
SRX1429232,2.0775161366,0.11367215480000001,-0.7995006330000001,-0.5760899685
SRX1429233,3.2479243063,0.3878004733,-0.46356048450000004,-0.7829176361
SRX1429234,2.8625158922000002,0.3784077044,-0.764648678,-0.7797283838
SRX1429235,2.6869632152,0.6438706029,-0.5333769148,-0.6841702938
SRX1429236,3.1657031053,1.4015203867000001,-0.1173186274,-0.31385775120000003
SRX1429237,4.1935820413,0.8077489953,-0.5093672875,-0.5458308581
SRX1429238,3.8718062115,0.7167135879000001,-0.4422931854,-0.6671494082
SRX1429239,4.4243221316,0.8733453174,-0.5593425601,-0.6682381399
SRX1429240,4.243550995,0.7318804379,-0.6932032953,-0.6643458663
SRX1429241,4.1237731173,0.7265351033,-0.6248489539000001,-0.6127985567
SRX1429242,4.2100570395,0.5601250011000001,-0.8452244467000001,-0.7506052092000001
SRX1429243,5.1245887913,1.1423196373,-0.7367682584,-0.8223787654
SRX1429244,4.8859949517,0.8770837162,-0.7339168622000001,-0.5783322898000001
ERX2339161,1.7283295646,-0.4060248421,-0.3656801014,0.2385655572
ERX2339162,-1.7283295646,0.4060248421,0.3656801014,-0.2385655572
ERX2339163,-0.1353666464,-1.860802321,-7.5441983683,-0.8288992391000001
ERX2339164,-1.5109885118,-1.9932080196,-7.2255839001,-0.4630973593
ERX2339165,-2.4642926689,-3.95744986,0.2064307273,-0.3354963716
ERX2339166,-3.5023470574999997,-2.376849187,0.0532915137,0.530374016
ERX2339167,-0.6917497685,-2.4414347629,0.9909716522,-0.17537731210000002
ERX2339168,0.2107063304,-0.11143317250000001,0.63984442,-0.25513368810000003
ERX2339169,-2.0068226828,0.4939784118,0.4253076528,-0.26478797400000004
ERX2339170,-0.1041203686,-1.9613924773,-7.2444840309,-0.7387069104
ERX2339171,-1.315325066,-2.2687520043,-7.4881940401,-0.8188226057
SRX7656012,1.2921832766999999,-0.0257376573,0.4479986829,-0.017382285
SRX7656013,-1.0224536758,0.0299666606,0.3785534493,-0.5192062678
SRX7656014,0.3419909573,-0.11910927560000001,0.1329866495,0.0013355339
SRX7656015,-1.520535304,-0.14152359080000002,0.0626371643,-0.0706460913
SRX7656016,-1.1268887644,-0.0528646626,1.1768085963,-0.7133579181
SRX7656017,-1.7750944620000002,0.0466087293,0.6733368296000001,-0.1825946983
SRX7656018,-0.4144506314,0.0888972367,0.7501808155,0.1290999554
SRX7656019,-1.2075146744,-0.1208458188,0.718590112,-0.159522656
SRX7656020,-0.9992249937000001,-0.1901082408,1.0747757999,-0.29096214200000003
SRX7656021,-1.3472689888,0.4066410972,-0.1767687887,-0.1262868601
SRX7656022,-1.5856552373000001,0.3008384148,0.1562343884,0.0162346493
SRX7656023,-0.4124965471,0.1735871826,0.9792488161,-0.4783614323
SRX7656024,-1.0608360094,-0.21953675190000002,0.3748368408,-0.0067115419
SRX7656025,-0.4613877978,-0.3706386875,1.3172680226,-0.018969977000000002
SRX7656026,-0.1018960846,-0.46689314190000003,0.4044410614,0.4548308334
SRX7656027,-1.1909805084,-0.0494673563,0.4052831287,-0.39690214030000004
SRX7656028,1.6692280116,0.0487355099,0.46997222240000003,0.1071044325
SRX7656029,-0.6283868599,0.0882736573,-0.0438006187,0.0846793681
SRX7656030,-0.406276415,-0.125182064,0.08310764620000001,0.1690270904
SRX7656031,-0.6672721806,0.010558977,0.119033894,-0.1509686348
SRX7656032,-1.2537793464,0.0951398358,0.24888194660000001,-0.0438417834
SRX7656033,-0.1633152877,0.1194905215,-0.0232086947,-0.1599030518
SRX7656034,-1.4171595765,0.2237150322,0.1725911215,-0.3427905297
SRX7656035,-0.755675635,-0.1184232803,0.47016748010000003,-0.24686551180000002
SRX7656036,-0.6918759731,-0.0704396684,0.4786695408,-0.2042400104
SRX7656037,-0.3145337201,-0.0825438107,0.6287932070000001,-0.33688294100000005
SRX7656038,-0.8071474216000001,0.0036720471,-0.1267547268,-0.0927367798
SRX7656039,-0.6872684149,0.0579740377,-0.11530427630000001,-0.1785102971
SRX7656040,-0.37075911040000004,-0.0560469805,-0.23854037560000002,0.1066825478
SRX7656041,1.0580275254,-0.0019270572,0.35384465190000003,0.07182774930000001
SRX7656042,1.3243851861,0.0772652949,0.1054982386,0.8173435585000001
SRX7656043,1.6763752755999999,-0.0181962037,0.7121575845,0.5069062327
SRX7656044,-0.7288752958,0.29333133570000003,-0.0954958176,0.5654968369
SRX7656045,1.3139012498,0.038003208600000005,-0.1245988588,0.44786108
SRX7656046,-0.6299181034,0.055199946900000005,-0.3140966206,0.6994536351
SRX7656047,0.4959990333,0.0970352661,0.3316775618,0.7005101754
SRX7656048,0.8530462910000001,0.14530002960000002,0.1027009913,1.0158853264
SRX7656049,1.2262587159,0.1482510961,-0.021574109100000002,0.6415746438000001
SRX7656050,1.8404711038000001,0.22872318360000002,-0.2199398237,1.1780720807
SRX7656051,0.001538882,-0.1834415272,0.17968323260000002,0.7163134383
SRX7656052,0.8955732095000001,-0.291745723,0.3282590909,0.40950216700000003
SRX7656053,1.9781628362,-0.2070583333,0.7783279434,0.5180336001
SRX7656054,-0.3603123011,-0.28640995810000003,0.10530837330000001,-0.4564551886
SRX7656055,1.1376313255000001,-0.2561673142,0.2529838942,0.3487915535
SRX7656056,-0.038014135500000004,-0.2033869971,1.0741185747,-0.0033663475
SRX7656057,-1.2340036068,-0.191489569,-0.6496246353,-0.2901744712
SRX7656058,-0.7150596166000001,-0.29996488930000004,0.7187627754,-0.6012777264
SRX7656059,-0.6186770371,-0.2739975689,0.16590912230000002,-0.47315662420000004
SRX7656060,0.0816515007,-0.2739867065,0.21750073920000002,-0.1299743306
SRX7656061,-0.7740488185000001,-0.1411955001,-0.0286281001,-0.2650756852
SRX7656062,-0.8396772502000001,-0.3968922552,0.15726883930000002,-0.2301606995
SRX7656063,-0.7725095469000001,-0.7714632805,1.2389379822,-0.5805296474
SRX7656064,-0.0476660873,-0.9445177907000001,1.0027274324,-0.27478182630000003
SRX7656065,0.3327471108,-0.6936953239,1.1641430962000001,-0.07121678940000001
SRX7656066,0.1696142126,-0.2741151042,0.6547041735,-0.2685506553
SRX7656067,0.29788499220000003,-0.2107467671,-0.044668826200000004,-0.09321863550000001
SRX7656068,0.1856102386,-0.2945587492,0.5012288263,-0.2301328387
SRX7656069,0.20827224430000002,-0.14377662900000002,0.5197096036000001,0.21189898100000001
SRX7656070,1.0029321935,-0.1917551074,1.1035502263,0.1033807228
SRX7656071,2.1788401382,-0.31899979570000003,1.3380920761000001,0.3488473575
SRX7656072,0.3565023167,-0.1429422108,0.7911271535000001,-0.09562016720000001
SRX7656073,0.2502719898,-0.1039371872,0.3442178278,-0.40842340730000004
SRX7656074,2.2100421593,-0.2057577352,1.1570359284,0.4373246067
SRX7656075,0.8308492679,-1.6721229036,1.5639571396,0.2232727495
SRX7656076,2.0924687319,-1.4822713578,2.2965779954,0.8159448092
SRX7656077,1.8621997344999999,-1.6233641556,1.9980615225,0.5208036725
SRX7656078,3.9616046294,0.34011186720000003,0.2168985354,0.4161700051
SRX7656079,3.9390548478,0.31661900600000004,-0.0630823338,0.4746120601
SRX7656080,4.5086426869,0.2924930122,0.5443166178000001,0.43058176530000003
SRX7656081,3.4333540758,0.20629760900000002,-0.2125091382,0.5971325504
SRX7656082,5.3994426988,0.1434163886,0.5710745188,0.5075264289
SRX7656083,3.6972749767,0.1449923987,-0.6670281574,0.33674123110000004
SRX7656084,4.6645722814,0.2342972617,-0.9686216246,0.6162094947
SRX7656085,4.2823700254,0.1925245619,-0.0659620275,0.5398564642
SRX7656086,5.0036698154,0.290042195,1.2968665654,0.7895949169
SRX7656087,2.9195095153,-0.2225034427,-0.1678331835,0.4227627967
SRX7656088,3.8298159539,-0.3319244188,-0.041216432000000004,0.5895108787000001
SRX7656089,3.8005955417,-0.2142957861,-0.1566701858,0.3190526037
SRX7656090,0.1658955677,-0.0727186524,0.0271366085,-0.2237710441
SRX7656091,0.5364442883,-0.1325552437,0.28022768270000004,0.32047201000000003
SRX7656092,-0.2536261963,-0.0093774403,0.4085905408,-0.20048414120000002
SRX7656093,-1.5784012422,-0.0963017972,-0.09257402170000001,-0.2061420673
SRX7656094,0.7870900295000001,-0.0690723906,0.4091830991,0.0675412886
SRX7656095,-0.0778924169,0.0350324265,0.358495279,0.0648492284
SRX7656096,-0.8204151580000001,-0.10606712300000001,0.0365163213,-0.0692814655
SRX7656097,-0.7685754826000001,-0.08314191180000001,-0.11402403,0.2838896824
SRX7656098,-1.1080293485,-0.030255880500000002,0.0456126155,0.0014979793
SRX7656099,-0.4229149451,-0.5907121801,0.9020800196000001,-0.1417876322
SRX7656100,-1.9565390647,-0.5373274114000001,1.8264970348,-0.20623103280000002
SRX7656101,-1.4263323729000001,-0.5783336185,0.7108333442,0.296686736
SRX7656102,-0.8062455615,0.0407122211,0.240976507,-0.37708432480000004
SRX7656103,-1.6474580857999999,-0.0296138498,0.5379597744,-0.185057583
SRX7656104,-1.5551705341000002,0.0195569859,0.48074034320000003,-0.4701423836
SRX7656105,-0.8012581465,-0.7292056332,1.2768644805,-0.0838988405
SRX7656106,-0.0182839685,-0.696285915,1.1408729296,0.09307807530000001
SRX7656107,-1.0951762544,-1.0564224947,0.9195497979,-0.2093354115
SRX7656108,0.2128791236,-0.0794728993,-0.17201317730000001,-0.6968543677
SRX7656109,0.7841926770000001,-0.1805611668,1.0068233632,-1.026645102
SRX7656110,0.9470183324,-0.1544384115,0.1428981546,-0.568815088
SRX7656111,1.1132844072,-0.18919337260000002,-1.1943450463,-0.7761814474000001
SRX7656112,-0.39988832700000004,-0.29911423600000003,-0.5553475526,-0.3918431656
SRX7656113,-0.4744204282,-0.163664422,-0.19621288050000002,0.0717516425
SRX7656114,0.3879948385,-0.1706452057,-0.3878830714,-0.1362469258
SRX7656115,-0.0650700494,-0.0065019301,-0.0979474001,-0.7170200877
SRX7656116,0.1847767737,-0.18035648640000002,0.4476459582,-0.8814930774
SRX7656117,-0.9883369283000001,-1.1344697468,0.8461358581,-0.39398675320000004
SRX7656118,2.2859092731,-0.9830774505000001,1.0548195182,-0.1820590232
SRX7656119,-0.033892389700000004,-1.1040875946,1.3841146621,-0.43830248650000003
