,A,RcnR
SRX254752,1.5749990257,-0.4428021418
SRX254753,1.3353780673,-0.9852292066
SRX254754,0.25474099,-0.8340133712000001
SRX254755,0.7376683326,-0.368276394
SRX254756,-0.2383018087,-0.008170871100000001
SRX254757,0.35791675780000004,-2.0394858132
SRX254758,1.3076446674,-1.4115459179
SRX254759,0.4562022262,-1.3233431017
SRX254760,2.8909426856,-1.1188066526
SRX254761,1.9289765831999999,-0.6752126003000001
SRX254762,2.3575315272,-0.6867211820000001
SRX254763,0.2527792466,-0.8413535363
SRX254764,0.8027121624,-0.30895684370000004
SRX254765,1.2236991157000001,-0.8721593139
SRX254766,0.8147159375,-1.7458776189
SRX254767,-0.23159494360000002,-1.416931154
SRX254768,0.4086838063,-2.4038076631
SRX254772,0.1998222274,0.0192444248
SRX254773,-1.3997133013,-0.8153353274
SRX254774,-0.3170687423,-0.8845921929
SRX254775,0.1000256046,-0.0728254244
SRX254776,1.3328924169,-0.4386704453
SRX254777,0.0050731893,1.6300313303
SRX254778,0.09147807250000001,0.2205803124
SRX254779,-0.058662041000000005,-0.5105682459
SRX254780,0.0848680198,-0.6756589727
SRX254781,-0.9253955082,1.0810796575
SRX254782,-0.7399094293,0.3813310009
SRX254783,-0.9757038635,1.0061073821
SRX254784,-0.0697580472,1.4457055373
SRX254785,0.263009074,0.5390446445
SRX254786,0.0179617633,-0.0051872468
SRX7136401,0.0963687674,0.1492141059
SRX7136403,-0.0982946747,-0.0040657553
SRX7136405,0.410861644,-1.5598954555
SRX7136407,1.2862284537,0.5685838295
SRX7136409,0.9082123801,0.5497058512
SRX7136411,0.0019259073,-0.1451483506
SRX3754949,0.1975967872,0.0231608077
SRX3754950,0.3111163429,-0.0635800602
SRX3754951,-0.5087131301,0.0404192525
SRX3754952,0.4009912042,0.0497839304
SRX3754953,0.30082067160000003,-0.0046470094
SRX3754954,-0.1014259337,0.1987683109
SRX3754955,-3.1162063092,-1.7903953823
SRX3754956,-3.0227019394,-1.9020883454000002
SRX3754957,-3.3926741639,-1.9930349895
SRX3754966,-0.2198466885,-0.1021456503
SRX3754967,-0.0906481917,-0.15339153090000002
SRX3754969,-0.2285033736,-0.1561685179
SRX1424798,0.0662269175,-0.060661625000000004
SRX1424799,-0.0662269175,0.060661625000000004
SRX1424800,-0.049022892500000005,0.26556566200000004
SRX1424801,-0.2510956191,0.09090427520000001
SRX1424802,-0.0632334519,0.6683577176000001
SRX1424803,-0.6366393943,0.1634921596
SRX1424804,-0.9685926387,0.0050567952
SRX1424805,-0.14703329,0.3507675075
SRX1424806,0.37846980890000004,0.6234117055
SRX1424807,0.5904136016,0.8336835225
SRX1424808,-1.0633519794,-0.0626870082
SRX1424809,-0.8329296436,-0.1471484593
SRX1424816,-0.6509254755,0.4420449473
SRX1424817,-0.1595221178,0.6441434403
SRX1424818,-2.3771951206,-1.0872361041
SRX1424819,-2.6100765999,-1.1486934053
SRX1424824,-2.5810266315,-1.1703095236
SRX1424825,-2.5932803012,-1.2903418016
SRX1424826,-1.914460711,0.011267164100000001
SRX1424827,-1.5263611846,0.2607550019
SRX1424828,-2.9921263831,-0.7783984683
SRX1424829,-3.1975179948,-1.0761300012
SRX1424830,-3.259919748,-0.9049930144
SRX1424831,-3.1697688932,-0.9840567928
SRX1424834,-2.3823842904,-0.47872808990000004
SRX1424835,-2.1958613763,-0.3268628159
SRX1424840,-4.2408512259,-1.4642054218
SRX1424841,-3.9860911655,-1.4298117016
SRX1424842,-4.2270699715,-1.7233866286000001
SRX1424843,-4.6927559105,-2.2309430159
SRX1424844,-3.2551985961,-0.35874822370000004
SRX1424845,-3.5073495218,-1.0476981865
SRX1424846,-0.8489665399,0.14601742040000001
SRX1424847,-1.1287654008999999,0.0556452813
SRX5060277,-0.2817914928,0.1018778464
SRX5060279,-0.9696225478,-1.0111712534
SRX5060281,0.2817914928,-0.1018778464
SRX5060283,-0.3498578902,-0.9652964016000001
SRX5936089,0.23503844070000002,0.12384041820000001
SRX5936090,-0.1836133428,-0.469219912
SRX5936091,-0.23641074210000002,0.15837247740000002
SRX5936092,0.1849856442,0.1870070165
SRX5936093,-1.6281042515,-0.0658511771
SRX5936094,-1.9299272972,-0.9809498734000001
SRX5936095,-2.3506043865,-0.2614977882
SRX5936096,-1.9484602122,-0.3010089224
SRX5936097,-2.6540551383,0.12108425540000001
SRX5936098,-3.0329383121,-0.2208271451
SRX5936099,-3.532237885,-0.15768445420000002
SRX5936100,-3.7911538558,-0.0011490368
SRX5936101,-4.2415259701,0.1531760307
SRX5936102,-4.4494494155,-0.3792252732
SRX5936103,-4.0712790098,0.18029660020000002
SRX5936104,-4.1812594922,0.3789689892
SRX5936105,-4.6850498446,0.27497536300000003
SRX5936106,-5.0069825485,0.0654928884
SRX5936107,-4.2633837726,0.4026101333
SRX5936108,-3.8197743595,0.3276159582
SRX5936109,-4.3564768185,0.2549136869
SRX5936110,-3.8924630472,0.3263223382
SRX5936111,-3.3147503822,0.4636783017
SRX5936112,-4.2542342532,-0.2459997025
SRX5936113,-3.4914962468,-0.3319257339
SRX5936114,-3.8529034662,-0.243575211
SRX5936115,-2.3345923701,0.0980656574
SRX5936116,-2.9959285764,0.16417024900000002
SRX5936118,-2.6354989966,-0.0669754733
SRX5936119,-2.3790822576,0.0225443689
SRX5936121,-1.9053302865,-0.2682488912
SRX5936122,-1.9788478751,-0.047386887
SRX5936123,-1.9806564642,0.1767263359
SRX5936124,-1.7125424054,-0.1013782195
SRX5936125,-1.5196900833,-0.1096956198
SRX5936126,-1.5988948169000001,0.3157938006
SRX5936128,-0.0110696888,-0.3293914176
SRX5936129,-0.6487687933,-1.1617773074
SRX5936130,-1.3723707446,-1.5392782726
SRX5936131,-1.3606665495999999,-1.3541808729
SRX5936132,-0.7683556903000001,-0.7712171624
SRX5936133,-1.3894490667000001,-2.0586474227
SRX5936134,-0.4956602338,-0.19068035090000002
SRX5936135,-0.31038032800000004,-0.2202413699
SRX5936137,-0.9956881711000001,-0.6753589053
SRX5936138,-1.1700672339,-0.6713250231
SRX5936139,-0.7888224646,-0.31019023700000004
SRX5936140,-1.3610570666,-1.6658386885
SRX5936141,-0.841331032,-0.7517611281000001
SRX5936142,-0.7014550658,-0.7318097618
SRX5936143,-0.3938119762,-0.5023198562
SRX5936144,-0.6644112693,-0.8944538729
SRX8557650,-0.1282207737,-0.0048341076
SRX8557651,0.07404977780000001,-0.0307122391
SRX8557652,0.0541709958,0.0355463467
SRX8557653,-0.4068613258,-0.9384503102
SRX8557654,-0.3446671692,-0.7532152356
SRX8557655,-0.25063854420000004,-1.1563950243
SRX8557656,-0.3037578395,-1.839103148
SRX8557657,0.6741313209,-1.1098440518000001
SRX8557658,-0.5611383765,-1.3178551775
SRX8557659,0.5391301725000001,-0.021533777
SRX8557660,0.5414811996000001,-0.6656119783000001
SRX8557661,-0.0719288703,-0.7025208994000001
SRX8557662,1.0214155135,-0.6326771196000001
SRX8557663,0.43358030480000004,-1.0986142365
SRX8557664,-0.1767870821,-0.8379285491
SRX8557665,-0.2138764611,-1.1617310587
SRX8557666,0.1374290889,-1.0341435139
SRX8557667,-0.9371322034,-1.8637259772
SRX3405147,-0.13968682200000002,-0.1966852248
SRX3405148,-0.0671121542,-0.3589390872
SRX3405149,0.2067989762,0.5556243120000001
SRX3405150,-1.2649232499,-0.4071206654
SRX3405151,0.3290580168,-0.4420515558
SRX3405152,-0.49187200700000006,-0.33110570780000004
SRX3405153,-0.8888697082,-0.4349530434
SRX3405154,-0.6982432348000001,-0.6046870945
SRX3405155,0.1055060132,-0.4420833214
SRX3405156,-0.4201659891,-0.6896480212
SRX3405157,0.3762210113,-0.4667069699
SRX312063,0.5111252786,0.625229665
SRX312064,0.4674168958,0.576778542
SRX312065,-1.4830231909,-0.0126545714
SRX312066,1.3384563874,-0.2209043149
SRX312067,1.5315878714,0.0071014963
SRX312068,1.7106817551,0.1369530978
SRX312069,1.7508315942000001,0.1508599588
SRX312070,0.3368936826,0.105658056
SRX312071,-0.3368936826,-0.105658056
SRX312072,1.3908217958,-0.39612007660000004
SRX312073,1.3444794092,-0.4968007562
SRX312074,-1.7043250117,-0.29874623100000003
SRX312075,-2.0546480608,-0.45993688650000003
SRX312076,-3.3119600706,-1.2229361768
ecoli_00001,-0.0787561832,-0.017925976
ecoli_00002,0.0787561832,0.017925976
ecoli_00003,-6.6595400473,-2.617371014
ecoli_00004,-6.7693957807,-2.797103966
ecoli_00005,-2.862585147,-1.416558983
ecoli_00006,-3.2168734934,-1.608430742
ecoli_00007,-7.4860122277,-2.650115601
ecoli_00008,-7.5216646243,-2.40834609
ecoli_00009,-3.5268906642999998,-1.06410706
ecoli_00010,-3.7651696914,-1.304885538
ecoli_00011,-4.4650190399,-1.845199913
ecoli_00012,-4.5622679748,-1.79247517
ecoli_00014,-4.446643634,-1.9027130460000001
ecoli_00015,-4.5974144089,-1.678880068
ecoli_00016,-5.0909844998,-1.901487189
ecoli_00017,-5.05917808,-1.546815348
ecoli_00018,-5.3394722679,-1.7852020849999999
ecoli_00019,-5.163522333,-1.8230047790000001
ecoli_00020,-5.0690206973,-1.6329548900000002
ecoli_00021,-3.0609755549,-0.457574468
ecoli_00022,-3.1844564949,-0.514239581
ecoli_00023,-6.0856340431,-1.777025874
ecoli_00024,-5.7325814295,-1.505390549
ecoli_00025,-6.2099909923,-1.495514604
ecoli_00026,-6.1638649203,-1.698664799
ecoli_00027,-4.730403325,-1.805501857
ecoli_00028,-5.0138567955,-1.978120417
ecoli_00029,-4.1266561553,-1.8387073580000002
ecoli_00030,-4.2104545984,-2.14468099
ecoli_00031,-3.9214669939,-1.900544487
ecoli_00032,-4.4451495999,-1.97218626
ecoli_00033,-4.9061826757,-1.105653898
ecoli_00034,-4.2680370947,-1.186409823
ecoli_00035,-3.8846624669,-2.033218162
ecoli_00036,-3.9685898553000003,-1.914579463
ecoli_00037,-3.732563545,-1.405295908
ecoli_00038,-4.1413178977,-1.495119574
ecoli_00039,0.6025597837000001,-0.032116265000000005
ecoli_00040,0.6717691291,0.059181657000000006
ecoli_00041,-4.9633132933,-2.030172772
ecoli_00042,-1.1599252275,0.122642522
ecoli_00043,0.4468156822,0.28701068
ecoli_00044,0.5058452735,0.28310735200000003
ecoli_00045,0.20142744640000002,0.062681811
ecoli_00046,0.2484522535,0.042683009
ecoli_00047,0.0679664775,0.28127492600000004
ecoli_00048,0.16942421300000002,0.320505747
ecoli_00049,-0.7159285956,0.643813231
ecoli_00050,-2.4535565924,-0.569488534
ecoli_00051,-2.453524353,-0.641366738
ecoli_00052,-2.6346811619,-0.7422238630000001
ecoli_00053,-2.6648024416,-0.892614471
ecoli_00054,-3.9397763026,-1.100529719
ecoli_00055,-4.2294985995,-1.311378556
ecoli_00056,0.8187445182,0.7584774790000001
ecoli_00057,0.7511519702,1.073551561
ecoli_00058,1.3664671515,0.43208606200000005
ecoli_00059,1.6023674244000001,0.6369382410000001
ecoli_00060,1.1638861292,0.852094671
ecoli_00061,1.0804106907,0.971318938
ecoli_00062,1.3609993927000001,0.538299502
ecoli_00063,1.1615808827,0.814798091
ecoli_00064,-5.6234726127,-1.285909516
ecoli_00065,-5.4733895472,-1.479705093
ecoli_00066,-4.123950958,-0.6995635440000001
ecoli_00067,-3.9716770781,-0.677902898
ecoli_00068,-5.3825781561,-1.524887707
ecoli_00070,-4.4071679124,-1.747409243
ecoli_00071,-4.4567136967,-2.201270946
ecoli_00072,-4.8332032807,-2.210323099
ecoli_00073,-5.2111966997,-2.89977501
ecoli_00074,-7.8323819267,-2.819197828
ecoli_00075,-4.7113430687,-1.433213882
ecoli_00077,-4.0428668122,-1.661551979
ecoli_00078,-3.1093057011,-0.6263360490000001
ecoli_00079,-3.8095068115,-1.636188314
ecoli_00080,-6.0098899753,-1.8350039599999999
ecoli_00081,-4.8839635181,-1.485498196
ecoli_00082,-0.8387658324,-0.21172089500000002
ecoli_00083,-0.8591255431,-0.467842077
ecoli_00084,-0.058132513000000004,0.046521728000000005
ecoli_00085,-0.4168881748,0.19897631500000001
ecoli_00086,-0.3032622466,0.7575219870000001
ecoli_00087,-0.13076930250000002,0.6413050100000001
ecoli_00088,-0.5523586755000001,0.272682374
ecoli_00089,-0.3156031731,0.542238766
ecoli_00090,-1.3353232936000001,-0.29915903800000004
ecoli_00091,-1.1020769177,-0.31014831
ecoli_00092,-1.8853127289,-0.20707171900000002
ecoli_00093,-1.517700783,-0.115226062
ecoli_00094,-6.5442636511,-3.729071764
ecoli_00095,-6.8226010134,-2.626850745
ecoli_00096,-1.9935115546,-0.7454372250000001
ecoli_00097,-2.1440845741,-0.542433367
ecoli_00098,-6.2286554855,-2.922511758
ecoli_00099,-5.5637315435,-2.588513201
ecoli_00100,-3.6893482124,-1.58118881
ecoli_00101,-2.8934661415000003,-2.087272613
ecoli_00102,-3.041940644,-1.955144705
ecoli_00103,-5.3895589755,-3.082533402
ecoli_00104,-4.9833276022,-3.1359137
ecoli_00105,-0.40745533,0.15843395300000002
ecoli_00106,-1.0125036875,-0.07601572100000001
ecoli_00107,-0.7151451288,-0.17157633900000002
ecoli_00108,-0.8867808659,-0.725287703
ecoli_00109,-1.365771111,-0.9935500850000001
ecoli_00110,-0.8312472233,-0.10179745100000001
ecoli_00111,-0.4653668574,-0.401939109
ecoli_00112,-0.6672060094000001,-0.071722935
ecoli_00113,-2.0598069095,-0.8012529740000001
ecoli_00114,-2.058438146,-0.9158050740000001
ecoli_00115,-1.7107824601,-1.134514244
ecoli_00116,-0.8688286379,0.5330126430000001
ecoli_00117,-1.0881506380000001,0.17101385100000002
ecoli_00118,-0.6733724516,0.43120016200000005
ecoli_00119,-1.7192323814,-0.35331610700000005
ecoli_00120,-1.5807699781,-0.31001461900000005
ecoli_00121,-1.323721096,-0.06934808
ecoli_00122,0.1364632186,0.373437356
ecoli_00123,-0.0695111356,0.861302663
ecoli_00124,-0.0209654231,0.673388422
ecoli_00125,-3.069298932,-1.100198983
ecoli_00126,-1.8768316253,-1.826340466
ecoli_00127,-2.2707298109,-1.881637483
ecoli_00128,-2.7419445835,-2.363176605
ecoli_00129,-0.0821749061,-0.42428964500000005
ecoli_00130,-2.3195294179,-1.10373604
ecoli_00131,-2.3970501559,-1.356654652
ecoli_00132,-3.2821867415,-1.58645739
ecoli_00133,0.28419674570000003,-0.06706350400000001
ecoli_00134,1.5387837554,0.094838275
ecoli_00135,1.3387335872000001,0.20609959600000002
ecoli_00136,1.2775704724999999,0.40554597000000003
ecoli_00137,1.0620528775,0.20797947300000003
ecoli_00138,1.5906369896,-1.367694958
ecoli_00139,1.4989870060000001,0.07149564400000001
ecoli_00140,0.8117171744,-0.253415642
ecoli_00141,1.6540219941,0.158654973
ecoli_00142,-0.6305515816,0.027331025000000002
ecoli_00143,-4.1193689503,-2.72731994
ecoli_00144,-1.1656034817,-0.8598270830000001
ecoli_00145,0.1440001802,0.55874533
ecoli_00146,-0.6315259115,-0.031882842
ecoli_00147,-1.0030620888,0.180301904
ecoli_00148,-0.1974973606,0.069595446
ecoli_00149,-0.4897241155,0.249052293
ecoli_00150,-0.39257634550000003,0.08626623400000001
ecoli_00151,-1.0057174936,0.240485352
ecoli_00152,0.17724820500000002,0.599128438
ecoli_00153,-0.0605174985,0.38169818600000005
ecoli_00154,-0.0366107622,0.143201355
ecoli_00155,0.0287919562,0.7957340140000001
ecoli_00157,-1.1516763241,-0.27365204400000004
ecoli_00158,-0.2201519594,-0.09396214600000001
ecoli_00159,0.2658235212,-0.52858035
ecoli_00160,0.43262114490000003,0.15649384300000002
ecoli_00169,-0.9994121897,-1.039048232
ecoli_00170,-0.8494283153000001,-1.010339626
ecoli_00171,1.4280981627,0.30812308600000005
ecoli_00172,0.7986163802,0.272595381
ecoli_00173,-1.0264666338,-0.741133547
ecoli_00174,-0.1650588145,-0.730496974
ecoli_00175,-2.3435287843,-0.114679742
ecoli_00176,-2.4444692558,-0.048804474
ecoli_00177,-0.1482445159,0.15267329500000001
ecoli_00178,1.1107591124,0.7206900540000001
ecoli_00179,0.0839656181,-0.33478074500000005
ecoli_00180,-0.0107505628,-0.38215043200000004
ecoli_00181,-0.0587512431,-0.9546780410000001
ecoli_00182,-0.07595230630000001,-0.643300477
ecoli_00183,0.47846605540000003,0.34882186200000004
ecoli_00184,0.4006202102,0.19721707500000002
ecoli_00185,0.1231388053,-0.478959968
ecoli_00186,0.5469763686,-0.564812364
ecoli_00187,-1.5220521239,-0.339104285
ecoli_00188,-1.2659999253,-0.327109245
ecoli_00189,0.0827332996,-0.7292525550000001
ecoli_00190,0.30775408800000004,-0.42142663300000005
ecoli_00191,0.4048590134,0.159317234
ecoli_00192,0.43675091800000004,0.013569296000000002
ecoli_00193,-0.0022529284,-0.11192909100000001
ecoli_00194,-0.0643293129,0.009853463
ecoli_00195,0.5648259811,-0.31336873200000004
ecoli_00196,2.0414300039,0.616193654
ecoli_00197,1.6706845946,0.36693773700000004
ecoli_00198,0.2304880735,-0.061400693000000006
ecoli_00199,-0.44677094230000003,0.0528584
ecoli_00200,-0.5764253769000001,0.40585735100000003
ecoli_00201,-0.9597453265,0.5245464550000001
ecoli_00202,-0.6697542712,0.508856928
ecoli_00203,-0.2770789275,0.874520513
ecoli_00204,-0.0330574894,0.55985742
ecoli_00205,-0.9711532297000001,0.526537695
ecoli_00206,-0.5449536907,0.7538945810000001
ecoli_00207,-0.9484219296,0.23113397100000002
ecoli_00208,-1.1528431822,0.228209085
ecoli_00209,-1.6499044983000002,-0.21423604200000002
ecoli_00210,-1.5759352531,-0.20673317100000002
ecoli_00211,-1.0116234328,-0.307406764
ecoli_00212,-1.1217289734,-0.27135427500000003
ecoli_00213,-1.0110594422,0.482423663
ecoli_00214,-1.2458509233,0.457110285
ecoli_00215,-0.0729060084,0.14817270800000001
ecoli_00216,-0.3941108199,0.16059503800000002
ecoli_00217,-1.1349949694,-0.154537118
ecoli_00218,-2.0174141202,-0.082995474
ecoli_00219,-1.4090398506000001,-0.352562955
ecoli_00220,-0.9905634848,-0.23811253300000002
ecoli_00221,0.333660079,0.21628385400000003
ecoli_00222,-1.183825481,-0.643591855
ecoli_00223,-0.5414731712,0.939983961
ecoli_00224,-0.2662859606,0.9308881980000001
ecoli_00225,-1.0512894691,0.31145757700000004
ecoli_00226,-1.5991873374,0.07704654200000001
ecoli_00227,0.6809287735,0.057735226
ecoli_00228,0.363317969,0.014355052
ecoli_00229,0.4024926159,0.095700583
ecoli_00230,0.3561026863,0.135858865
ecoli_00231,0.4582013479,0.13129245
ecoli_00232,0.5057495122,0.163908151
ecoli_00233,-1.0176547505,0.014835906000000001
ecoli_00234,-0.9011564072,-0.07646942400000001
ecoli_00235,-1.2195788423,0.33127966600000003
ecoli_00236,-1.4146774595,0.66306339
ecoli_00237,-0.3010635675,-0.12260625800000001
ecoli_00238,-0.3653168878,-0.1287186
ecoli_00239,-0.5214772321,-0.12067140100000001
ecoli_00240,-0.5031022984,-0.172077175
ecoli_00241,-0.9470120098,0.155978373
ecoli_00242,-0.3438288494,0.08011802200000001
ecoli_00243,-1.1621193791,-0.34399398800000003
ecoli_00244,-0.6474536823,-0.457009918
ecoli_00245,-0.8093690987000001,-0.744635386
ecoli_00246,-1.5620848786,0.22119391400000002
ecoli_00247,-1.5495277214,-0.032018456
ecoli_00248,-0.4211408696,0.236999172
ecoli_00249,-0.2153140153,0.19594408400000002
ecoli_00250,-0.8207390346000001,0.177644732
ecoli_00251,-0.3911894379,-0.20434526500000003
ecoli_00252,-0.0184893771,-0.43683069500000005
ecoli_00253,-0.1499746342,0.522229445
ecoli_00254,0.0442071058,0.7231453670000001
ecoli_00255,-2.1230559455,-0.295378493
ecoli_00256,-2.130929438,-0.10581317
ecoli_00257,-2.5461467935,-0.496563805
ecoli_00258,-2.9590516025999998,-0.7186874950000001
ecoli_00259,-2.1711395525,-0.17173517700000002
ecoli_00260,-2.1183185896,0.006290127
ecoli_00261,-1.4007374888,-0.8301107040000001
ecoli_00262,-0.6789061689,-0.007330827000000001
ecoli_00263,-1.7363134988,-1.24532109
ecoli_00264,-1.6390873735,-1.42374913
ecoli_00265,-1.2034151757,0.32187158200000004
ecoli_00266,-0.6541978562,0.357670982
ecoli_00267,-0.4653971679,-0.6904280420000001
ecoli_00268,-0.18012506050000002,-0.460637085
ecoli_00269,-3.0804785704,-1.2882595079999999
ecoli_00270,-2.3466240249,-1.228597355
ecoli_00271,-1.1599753412,-0.460426528
ecoli_00272,-1.4662683972,-0.982954282
ecoli_00273,-0.1702753126,0.153984685
ecoli_00274,-0.2040674265,0.193599654
ecoli_00275,0.7533719778,0.240387077
ecoli_00276,0.5016011781,0.36931278500000003
ecoli_00277,0.42304441470000004,0.764319378
ecoli_00278,0.5516515607,0.479433857
ecoli_00279,-0.5194998475,0.684618975
ecoli_00280,0.2986751542,0.93491448
ecoli_00281,2.6885684399,0.048773867000000005
ecoli_00282,2.38818965,0.548856036
ecoli_00283,0.8195657336000001,0.549072835
ecoli_00284,0.9270578690000001,0.578353962
ecoli_00285,-0.2962140692,-0.645609136
ecoli_00286,0.1444587927,-0.430917078
ecoli_00287,0.005927468700000001,0.285694402
ecoli_00288,0.4411907082,0.23976975900000003
ecoli_00289,0.6219903563,0.139129374
ecoli_00290,1.3324948288,0.389314453
ecoli_00291,0.2974366874,0.6063526730000001
ecoli_00292,-0.30993761270000003,0.49155982800000003
ecoli_00293,-0.4750214683,0.232148924
ecoli_00294,-0.3321366173,0.08633402600000001
ecoli_00295,0.7007387869,-0.240153322
ecoli_00296,0.6221970556,-0.300985064
ecoli_00297,-0.3765269048,0.38585072
ecoli_00298,-0.2208668793,0.538306814
ecoli_00299,0.9143579091,-0.198512759
ecoli_00300,0.6977009032,-0.023748870000000002
ecoli_00301,1.0800826965,-0.11993674300000001
ecoli_00302,1.4001725354,-0.12011469200000001
ecoli_00303,0.299141156,0.6830639420000001
ecoli_00304,-0.2000250203,-0.11057849300000001
ecoli_00305,0.20668972970000002,-0.040425458000000004
ecoli_00306,0.15443709,-0.7032418770000001
ecoli_00307,-0.2324333681,-0.865294965
ecoli_00308,0.2349879376,-0.602052337
ecoli_00309,0.45850152980000003,-0.546098343
ecoli_00310,0.16099148600000002,-0.5106044590000001
ecoli_00311,0.5292955814,0.155971348
ecoli_00312,1.1600644784,0.384123412
ecoli_00313,0.8496921378000001,0.418002313
ecoli_00314,0.9831690132,0.49251076200000005
ecoli_00315,0.1187075031,-0.44768361300000004
ecoli_00316,0.13009371620000001,-0.500335622
ecoli_00317,0.0745543169,-0.392655904
ecoli_00318,0.1115602844,-0.374638519
ecoli_00319,0.44257907150000003,-0.085239572
ecoli_00320,0.8714636042,0.12080463100000001
ecoli_00321,-0.8495290086,-0.12270700500000001
ecoli_00322,-0.31206237270000003,0.068354554
ecoli_00323,-0.5372400756,0.00800291
ecoli_00324,-0.5497299386,0.124600361
ecoli_00325,-0.2860041568,-0.15405533700000001
ecoli_00326,-0.9634161136,0.326980384
ecoli_00327,0.0904622078,0.622760921
ecoli_00328,-0.3681653462,0.16486288600000001
ecoli_00329,0.3957460734,0.43689774800000003
ecoli_00330,0.7676224107,0.588099053
ecoli_00331,-0.3450746122,0.156438332
ecoli_00332,-0.3718507371,0.040696242
ecoli_00333,-0.2890548704,0.158705598
ecoli_00334,-0.33655475020000003,0.28705371900000004
ecoli_00335,-1.0295283241,-0.7546124240000001
ecoli_00336,-0.7310226171,-0.415454645
ecoli_00337,0.251249652,-0.09140224500000001
ecoli_00338,0.2699084772,-0.011917869000000001
ecoli_00339,-0.6788402717,-0.49384432800000005
ecoli_00340,-0.5873269585,-0.43219391900000004
ecoli_00341,-0.1004802851,-0.49713387400000003
ecoli_00342,-0.364410196,-0.704651444
ecoli_00343,-0.5503922106,-0.189604657
ecoli_00344,-1.1467696434,-0.282156854
ecoli_00345,0.3461418837,-0.13837343500000002
ecoli_00346,0.4260318383,-0.010913057
ecoli_00347,-0.47579314030000003,0.192962041
ecoli_00348,-0.6338326611,0.41827435100000004
ecoli_00349,-0.5914289258000001,0.11253367700000001
ecoli_00350,-0.49958231470000003,0.145456567
ecoli_00351,-0.6290354248000001,0.72741601
ecoli_00352,-0.43619340700000003,0.32395245100000003
ecoli_00353,-0.9042114831,0.034896646
ecoli_00354,-0.5862635328,0.26838537900000003
ecoli_00355,-0.6738059358,0.46177167700000005
ecoli_00356,-0.721656362,0.46636997700000005
ecoli_00357,-0.8373449167,0.6250172900000001
ecoli_00358,-0.6719120583,0.447728314
ecoli_00359,0.1898138037,0.745957261
ecoli_00360,0.2805469714,0.839357137
ecoli_00361,0.39050246450000003,0.754424218
ecoli_00362,1.1121156571,0.89769911
ecoli_00363,-0.5726323006,0.17191567300000002
ecoli_00364,-0.4059634346,0.021526239000000003
ecoli_00365,-2.3591974106,-1.48227829
ecoli_00366,-3.1564898808,-1.6682944370000001
ecoli_00367,-2.8604586009,-2.278770718
ecoli_00368,-3.2453568357,-2.573472675
ecoli_00369,1.2233153229,0.23505840100000003
ecoli_00370,-0.7032444043,-0.058084362
ecoli_00371,-3.1767329955,-2.090877709
ecoli_00372,-3.4096767747,-2.069368711
ecoli_00373,-3.1214989055,-3.003201141
ecoli_00374,-3.4114672075,-3.367082168
ecoli_00375,-2.2783070566,-0.611019591
ecoli_00376,-2.6267205163,-0.474187803
ecoli_00377,-3.5814681758,-1.483400993
ecoli_00378,-3.4906665189,-1.495736251
ecoli_00379,-4.3373881606,-2.302284037
ecoli_00380,-4.6400780147,-2.555862706
ecoli_00381,-2.6474145144,-0.563511659
ecoli_00382,-2.8325981837,-1.007405212
ecoli_00383,-0.48635155350000003,-0.49187666500000005
ecoli_00384,0.0140913092,-0.11275852
ecoli_00385,-4.0243054759,-2.74308787
ecoli_00386,-3.994998477,-2.735962752
ecoli_00387,-2.3999955947,-0.576926186
ecoli_00388,-1.9768361763,-0.325762522
ecoli_00389,-3.0545351377,-1.528036667
ecoli_00390,-2.5775365079,-1.147301402
ecoli_00391,-5.4282676754,-3.396059885
ecoli_00392,-5.5230506331,-3.667107217
ecoli_00393,0.2005673168,0.180105643
ecoli_00394,-0.2606934497,0.049053829
ecoli_00395,1.3970584594,0.25826491500000004
ecoli_00396,1.2283559837,0.463060415
ecoli_00397,-0.39625841580000004,0.9851953870000001
ecoli_00398,-0.841822284,1.034024894
ecoli_00399,0.44227350860000003,0.580574188
ecoli_00400,-0.631243015,0.060349304000000006
ecoli_00401,1.8046031409,0.25110817
ecoli_00402,0.8019469314000001,-0.43367359200000005
ecoli_00403,0.5460131339000001,0.763773483
ecoli_00404,0.4769992997,0.6406464970000001
ecoli_00405,-0.17436037100000001,0.28407437
ecoli_00406,0.0170709819,0.33714965900000005
ecoli_00407,0.4268249134,-0.26663989600000004
ecoli_00408,0.6139413724,-0.017467455
ecoli_00409,0.267442502,0.489024542
ecoli_00410,-0.0559954368,0.312307755
ecoli_00411,0.389945629,0.1276545
ecoli_00412,0.0439360013,0.021482373000000003
ecoli_00413,0.4496172143,-0.26584555400000004
ecoli_00414,0.48132262750000004,-0.525897527
ecoli_00415,-0.0373845183,0.634267511
ecoli_00416,-0.36266911900000004,0.775518051
ecoli_00417,-0.4443962644,0.125974722
ecoli_00418,-0.1665457495,0.040557197
ecoli_00419,0.20970918100000002,-0.31376653400000004
ecoli_00420,0.1843353648,-0.266463687
ecoli_00421,-0.3953026753,0.21816710900000003
ecoli_00422,0.0242380532,0.30836454
ecoli_00423,-0.6772318382,-0.05862233
ecoli_00424,-0.5664281477,-0.0036678690000000003
ecoli_00425,0.10345502940000001,-0.192262914
ecoli_00426,0.2616016835,-0.220752521
ecoli_00427,-0.027028340300000002,-0.49944385900000005
ecoli_00428,0.19651521090000001,-0.19262383200000002
