,-0.05545398451428571,-0.04159048838571428,-0.027726992257142855,-0.013863496128571427,0.0,0.013863496128571434,0.027726992257142855,0.041590488385714275,0.05545398451428571,0.06931748064285714,0.08318097677142858,0.09704447289999998,0.11090796902857142,0.12477146515714285,0.13863496128571426,0.1524984574142857,0.16636195354285713,0.18022544967142856,0.1940889458,0.2079524419285714
thresh,-0.04852223645,0.04852223645,2,,,,,,,,,,,,,,,,,
unreg,2,7,63,1008,4021,677,71,10,4,5,4,2,5,4,3,3,0,0,0,0
PvdS,0,0,0,0,0,2,1,2,0,0,0,0,0,2,2,6,1,1,0,0
unreg_genes,['PSPTO_4297' 'PSPTO_2683'],[],[],[],[],[],[],[],['PSPTO_2601' 'PSPTO_5392' 'PSPTO_1284' 'PSPTO_1212'],['pvdS' 'pilM' 'PSPTO_3692' 'PSPTO_1206' 'sodA'],['PSPTO_1283' 'pilV' 'fumC-2' 'PSPTO_4460'],['PSPTO_2138' 'PSPTO_5638'],['PSPTO_2140' 'PSPTO_2142' 'PSPTO_2139' 'PSPTO_2143' 'PSPTO_2141'],['macB' 'PSPTO_2150' 'PSPTO_2158' 'PSPTO_2144'],['PSPTO_RS11190' 'pvdE' 'PSPTO_2148'],['pvsA' 'PSPTO_2154' 'PSPTO_2155'],[],[],[],[]
PvdS_genes,[],[],[],[],[],['PSPTO_0753' 'PSPTO_3290'],['PSPTO_2151'],['azu' 'PSPTO_2982'],[],[],[],[],[],['PSPTO_2145' 'pvdP'],['PSPTO_2161' 'PSPTO_2160'],['PSPTO_2137' 'daT' 'PSPTO_2146' 'PSPTO_2156' 'PSPTO_2152' 'PSPTO_2149'],['PSPTO_2147'],['PSPTO_2134'],[],[]
