,Value,list
TF,PvdS,
reg_genes,17,['PSPTO_0753' 'PSPTO_3290' 'PSPTO_2151' 'PSPTO_2982' 'azu']
comp_genes,44,"['PSPTO_1283' 'PSPTO_3692' 'fumC-2' 'PSPTO_2144' 'PSPTO_2158' 'PSPTO_2141'
 'pilM' 'PSPTO_1284' 'PSPTO_2683' 'PSPTO_2142' 'sodA' 'PSPTO_2143'
 'PSPTO_2150' 'PSPTO_1212' 'pvsA' 'pvdS' 'pvdE' 'PSPTO_5638' 'PSPTO_2148'
 'PSPTO_RS11190' 'macB' 'PSPTO_2601' 'pilV' 'PSPTO_4297' 'PSPTO_2138'
 'PSPTO_2140' 'PSPTO_1206' 'PSPTO_2154' 'PSPTO_5392' 'PSPTO_4460'
 'PSPTO_2139' 'PSPTO_2155']"
both_genes,12,"['PSPTO_2156' 'PSPTO_2145' 'PSPTO_2160' 'PSPTO_2152' 'PSPTO_2137'
 'PSPTO_2149' 'pvdP' 'PSPTO_2161' 'PSPTO_2146' 'PSPTO_2134' 'PSPTO_2147'
 'daT']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
