,-0.18204313846153847,-0.15170261538461538,-0.12136209230769229,-0.0910215692307692,-0.06068104615384612,-0.03034052307692303,5.551115123125783e-17,0.030340523076923143,0.06068104615384623,0.09102156923076932,0.1213620923076924,0.1517026153846155,0.18204313846153858,0.21238366153846167,0.24272418461538475,0.27306470769230784,0.3034052307692309,0.33374575384615407,0.3640862769230771,0.39442680000000013
thresh,-0.1972134,0.1972134,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,14,296,2234,255,16,1,0,0,0,0,0,0,1,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ribD'],['ribH'],['ribE' 'ribbA'],[]
