,name,x,y,cog,color,link
meta,start,0.1972134,,,,
LAC_H_00012,LAC_H_00012,0,0.047942689000000004,No COG category,#40e0d0,
LAC_H_00018,LAC_H_00018,0,0.044233532000000006,No COG category,#40e0d0,
LAC_H_00201,LAC_H_00201,0,-0.011676682,No COG category,#40e0d0,
LAC_H_00210,LAC_H_00210,0,-0.0027987980000000003,No COG category,#40e0d0,
LAC_H_00215,LAC_H_00215,0,-0.012192698,No COG category,#40e0d0,
LAC_H_00216,LAC_H_00216,0,-0.0029602580000000003,No COG category,#40e0d0,
LAC_H_00237,LAC_H_00237,0,0.011146129000000001,No COG category,#40e0d0,
LAC_H_00238,LAC_H_00238,0,0.021884564000000002,No COG category,#40e0d0,
LAC_H_00303,LAC_H_00303,0,-0.005546649000000001,No COG category,#40e0d0,
LAC_H_00304,LAC_H_00304,0,-0.012218481000000002,No COG category,#40e0d0,
LAC_H_00448,LAC_H_00448,0,-0.01935399,No COG category,#40e0d0,
LAC_H_00507,LAC_H_00507,0,0.044300256,No COG category,#40e0d0,
LAC_H_00563,LAC_H_00563,0,0.008159944,No COG category,#40e0d0,
LAC_H_00606,LAC_H_00606,0,0.021219087,No COG category,#40e0d0,
LAC_H_00645,LAC_H_00645,0,-0.003213731,No COG category,#40e0d0,
LAC_H_01013,LAC_H_01013,0,-0.009935388,No COG category,#40e0d0,
LAC_H_01308,LAC_H_01308,0,0.010451277,No COG category,#40e0d0,
LAC_H_01365,LAC_H_01365,0,0.006206983,No COG category,#40e0d0,
LAC_H_01559,LAC_H_01559,0,0.029467172000000003,No COG category,#40e0d0,
LAC_H_01570,LAC_H_01570,0,0.006051647,No COG category,#40e0d0,
LAC_H_01575,LAC_H_01575,0,0.016264511000000002,No COG category,#40e0d0,
LAC_H_01687,LAC_H_01687,0,0.024837462,No COG category,#40e0d0,
LAC_H_01688,LAC_H_01688,0,-0.004334019000000001,No COG category,#40e0d0,
LAC_H_01807,LAC_H_01807,0,0.014307502000000001,No COG category,#40e0d0,
LAC_H_01829,LAC_H_01829,0,-0.012349355000000001,No COG category,#40e0d0,
LAC_H_01830,LAC_H_01830,0,-0.008958657,No COG category,#40e0d0,
LAC_H_01836,LAC_H_01836,0,-0.010540256000000001,No COG category,#40e0d0,
LAC_H_01887,LAC_H_01887,0,-0.0015882,No COG category,#40e0d0,
LAC_H_01907,LAC_H_01907,0,-0.004603425,No COG category,#40e0d0,
LAC_H_01918,LAC_H_01918,0,0.010075059,No COG category,#40e0d0,
LAC_H_01926,LAC_H_01926,0,-0.009074486000000001,No COG category,#40e0d0,
LAC_H_01941,LAC_H_01941,0,-0.004152992,No COG category,#40e0d0,
LAC_H_01958,LAC_H_01958,0,-0.042685856,No COG category,#40e0d0,
LAC_H_02127,LAC_H_02127,0,-0.009336059,No COG category,#40e0d0,
LAC_H_02204,LAC_H_02204,0,0.014830994,No COG category,#40e0d0,
LAC_H_02205,LAC_H_02205,0,0.015537528,No COG category,#40e0d0,
LAC_H_02206,LAC_H_02206,0,0.002399,No COG category,#40e0d0,
LAC_H_02207,LAC_H_02207,0,0.01647151,No COG category,#40e0d0,
LAC_H_02216,LAC_H_02216,0,8.879999999999999e-05,No COG category,#40e0d0,
LAC_H_02217,LAC_H_02217,0,0.009668094,No COG category,#40e0d0,
LAC_H_02499,LAC_H_02499,0,-0.024793679000000002,No COG category,#40e0d0,
LAC_H_02500,LAC_H_02500,0,-0.048149989000000004,No COG category,#40e0d0,
LAC_H_02514,LAC_H_02514,0,-0.004078041,No COG category,#40e0d0,
LAC_H_02515,LAC_H_02515,0,-0.023590733000000003,No COG category,#40e0d0,
LAC_H_02543,LAC_H_02543,0,0.008791209000000001,No COG category,#40e0d0,
LAC_H_02544,LAC_H_02544,0,0.007972631,No COG category,#40e0d0,
LAC_H_02591,LAC_H_02591,0,-0.0020693810000000003,No COG category,#40e0d0,
LAC_H_02662,LAC_H_02662,0,0.00804306,No COG category,#40e0d0,
LAC_H_02694,LAC_H_02694,0,0.010703559000000001,No COG category,#40e0d0,
LAC_H_02703,LAC_H_02703,0,0.020156763,No COG category,#40e0d0,
LAC_H_02721,LAC_H_02721,0,7.84e-05,No COG category,#40e0d0,
LAC_H_02722,LAC_H_02722,0,-0.003683144,No COG category,#40e0d0,
USA300HOU_RS00005,dnaA,543,-0.004033518,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00010,dnaN,2182,-0.002042902,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00015,yaaA,3696,-0.00759783,Function unknown,#708090,
USA300HOU_RS00020,recF,3938,0.004193683,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00025,gyrB,5060,0.0042901530000000005,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00030,gyrA,7031,0.007966772,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00035,nnrD,9781,0.002928607,Carbohydrate transport and metabolism,#bfbf00,
USA300HOU_RS00040,hutH,10919,-0.002381059,Amino acid transport and metabolism,#ffc0cb,
USA300HOU_RS00045,serS,12812,0.004686737000000001,"Translation, ribosomal structure and biogenesis",#00ff00,
USA300HOU_RS00050,azlC,14748,0.023681897,Amino acid transport and metabolism,#ffc0cb,
USA300HOU_RS00055,azlD,15440,0.016964279000000002,Function unknown,#708090,
USA300HOU_RS00060,metX,16132,-0.004012604,Amino acid transport and metabolism,#ffc0cb,
USA300HOU_RS00065,USA300HOU_RS00065,17391,0.020282783000000002,Function unknown,#708090,
USA300HOU_RS00070,yybT,18344,0.008109403000000001,Signal transduction mechanisms,#ff00ff,
USA300HOU_RS00075,rplI,20308,-0.00022254700000000002,"Translation, ribosomal structure and biogenesis",#00ff00,
USA300HOU_RS00080,dnaB,20786,0.008385521,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00085,purA,22464,-0.009578504,Nucleotide transport and metabolism,#87cefa,
USA300HOU_RS00100,vicR,24951,0.000803985,Signal transduction mechanisms,#ff00ff,
USA300HOU_RS00105,vicK,25665,0.0005565990000000001,Signal transduction mechanisms,#ff00ff,
USA300HOU_RS00110,yycH,27484,0.0065087420000000005,Function unknown,#708090,
USA300HOU_RS00115,yycI,28819,0.00090686,Function unknown,#708090,
USA300HOU_RS00120,vicX,29997,-0.012005116000000001,Function unknown,#708090,
USA300HOU_RS00125,sasH,31025,0.004478209,Nucleotide transport and metabolism,#87cefa,
USA300HOU_RS00130,rlmH,33711,-0.003352846,Function unknown,#708090,
USA300HOU_RS00135,orf028,34512,-0.004823555,No COG category,#40e0d0,
USA300HOU_RS00140,tnp2,35876,-0.0071724910000000005,"Replication, recombination and repair",#87ceeb,
USA300HOU_RS00150,ugpQ,37812,0.00481084,Energy production and conversion,#90ee90,
USA300HOU_RS00155,pg15,38652,-0.014040454,Lipid transport and metabolism,#8b4513,
