,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.29548400475620923,3.0,0.0,0.3080863119,1.0,-0.027067113400000002,2.0,-0.2810191985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,0.4448347731666667,0.37245257331265874,3.0,3.0,0.26268986510000003,4.0,0.1985078441,5.0,0.8733066103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-0.33747609086666674,0.13838093547041339,3.0,6.0,-0.45437687530000004,7.0,-0.3733651827,8.0,-0.1846862146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-1.4285710180943278e-11,0.21826319896670593,21.0,9.0,0.4703783198,10.0,-0.3763553032,11.0,0.1670894979,12.0,-0.1242258111,13.0,-0.2243997164,14.0,0.21678147890000002,15.0,-0.0441309775,16.0,-0.3314499958,17.0,0.061126192200000005,18.0,0.187311424,19.0,0.22216147400000003,20.0,-0.25532499200000003,21.0,-0.1048731019,22.0,-0.037063201000000004,23.0,0.10293524820000001,24.0,0.0089055553,25.0,0.2804348668,26.0,-0.0711665191,27.0,0.16514780710000002,28.0,-0.13543121900000002,29.0,-0.1778510275
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.30087901204761913,0.2248645039673474,21.0,30.0,0.2070874982,31.0,-0.5360908454000001,32.0,-0.2072970607,33.0,-0.15885000100000002,34.0,-0.3565402205,35.0,-0.23349241650000002,36.0,-0.42250495050000003,37.0,-0.3276911672,38.0,-0.12985135650000001,39.0,-0.1620095015,40.0,-0.030341855400000003,41.0,-0.7820139381000001,42.0,-0.2363377506,43.0,-0.3085959157,44.0,-0.176681316,45.0,-0.676169317,46.0,-0.5028341575,47.0,-0.5639570780000001,48.0,-0.3191406546,49.0,-0.2127853955,50.0,-0.18236185300000002
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.20498575264684107,3.0,51.0,-0.169510189,52.0,-0.0583144014,53.0,0.2278245904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.017080665375000005,0.48406511440715316,4.0,54.0,0.6694492142,55.0,-0.1760751122,56.0,-0.4719722874,57.0,0.0469208469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.21481704882872676,4.0,58.0,-0.3098892372,59.0,0.1503003098,60.0,0.020282876300000002,61.0,0.1393060511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.10066461825,0.21731929160764,4.0,62.0,-0.2798337752,63.0,0.1844227488,64.0,-0.2601537572,65.0,-0.0470936894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.11568313135000004,0.2323114876643782,4.0,66.0,0.39371154220000004,67.0,0.21479964510000002,68.0,-0.030094154300000002,69.0,-0.1156845076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
