,iModulon,Gene
0,0,USA300HOU_RS02390
1,0,USA300HOU_RS02395
2,0,USA300HOU_RS08940
3,0,USA300HOU_RS13765
4,1,LAC_H_01829
5,1,LAC_H_01830
6,1,USA300HOU_RS00605
7,1,USA300HOU_RS00610
8,1,USA300HOU_RS00615
9,1,USA300HOU_RS00620
10,1,USA300HOU_RS00800
11,1,USA300HOU_RS00805
12,1,USA300HOU_RS00810
13,1,USA300HOU_RS00825
14,1,USA300HOU_RS11215
15,1,USA300HOU_RS12770
16,1,USA300HOU_RS12775
17,1,USA300HOU_RS14155
18,1,USA300HOU_RS14160
19,1,USA300HOU_RS14180
20,2,USA300HOU_RS00555
21,2,USA300HOU_RS00575
22,2,USA300HOU_RS00720
23,2,USA300HOU_RS00795
24,2,USA300HOU_RS01150
25,2,USA300HOU_RS01155
26,2,USA300HOU_RS01220
27,2,USA300HOU_RS01225
28,2,USA300HOU_RS01230
29,2,USA300HOU_RS01235
30,2,USA300HOU_RS01345
31,2,USA300HOU_RS03215
32,2,USA300HOU_RS04455
33,2,USA300HOU_RS05410
34,2,USA300HOU_RS05415
35,2,USA300HOU_RS05860
36,2,USA300HOU_RS05865
37,2,USA300HOU_RS05880
38,2,USA300HOU_RS05895
39,2,USA300HOU_RS07345
40,2,USA300HOU_RS07350
41,2,USA300HOU_RS07355
42,2,USA300HOU_RS07360
43,2,USA300HOU_RS07375
44,2,USA300HOU_RS09070
45,2,USA300HOU_RS10395
46,2,USA300HOU_RS10730
47,2,USA300HOU_RS12720
48,2,USA300HOU_RS12725
49,2,USA300HOU_RS12915
50,2,USA300HOU_RS12960
51,2,USA300HOU_RS12995
52,2,USA300HOU_RS13255
53,2,USA300HOU_RS13260
54,2,USA300HOU_RS13265
55,2,USA300HOU_RS13270
56,2,USA300HOU_RS13670
57,2,USA300HOU_RS13780
58,2,USA300HOU_RS13830
59,2,USA300HOU_RS14195
60,2,USA300HOU_RS14200
61,2,USA300HOU_RS14685
62,2,USA300HOU_RS14690
63,2,USA300HOU_RS14695
64,2,USA300HOU_RS14895
65,3,USA300HOU_RS00905
66,3,USA300HOU_RS00910
67,3,USA300HOU_RS00915
68,3,USA300HOU_RS00920
69,3,USA300HOU_RS00925
70,3,USA300HOU_RS02315
71,3,USA300HOU_RS02320
72,3,USA300HOU_RS11005
73,3,USA300HOU_RS11010
74,4,USA300HOU_RS00335
75,4,USA300HOU_RS00350
