,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.6849272511666666,0.5750099430548391,3.0,0.0,1.1788605047,1.0,0.8222247138000001,2.0,0.053696535000000004,,
1,AB0057_PGcoculture__AB ,0.0,0.23646256716730235,4.0,3.0,0.3466327832,4.0,-0.10014191310000001,5.0,-0.063320176,6.0,-0.1831706941
2,AB0057_PGcoculture__ABPG,-0.178128444125,0.4979860853174182,4.0,7.0,-0.45366209150000003,8.0,-0.6060728942,9.0,0.5181932968,10.0,-0.17097208760000002
3,AB5075_AZI__AZI_000,0.0,0.13969040423322018,2.0,11.0,-0.09877603210000001,17.0,0.09877603210000001,,,,
4,AB5075_AZI__preculture,1.5718832881,0.02305635136554967,2.0,12.0,1.5555799857000001,13.0,1.5881865904999999,,,,
5,AB5075_AZI__AZI_040,-0.039572306450000004,0.02204327559105657,2.0,14.0,-0.055159256100000005,18.0,-0.0239853568,,,,
6,AB5075_AZI__AZI_028,0.34304634710000004,0.15702048241382685,2.0,15.0,0.454076595,19.0,0.23201609920000002,,,,
7,AB5075_AZI__AZI_003,0.15087511575,0.0434773978527147,2.0,16.0,0.1201319529,20.0,0.18161827860000002,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.24933071389999997,0.19568200194772079,3.0,21.0,0.4061211857,28.0,0.0300312309,29.0,0.3118397251,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.333333146541643e-11,0.17860419093438218,3.0,22.0,0.1406672022,23.0,-0.20094374880000002,24.0,0.0602765467,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-2.6586861236000003,0.5085852714385404,3.0,25.0,-2.5719966231,26.0,-3.2050444683,27.0,-2.1990172794,,
11,AB5075_VIR-O_LSO__VIR-O,-7.401486830834377e-17,0.9311725190990575,3.0,30.0,-0.8122129933000001,32.0,-0.2040695439,34.0,1.0162825372,,
12,AB5075_VIR-O_LSO__LSO,-0.5287345751333333,1.0090486788536173,3.0,31.0,-0.8717220969,33.0,-1.3215793991,35.0,0.6070977706,,
13,AB5075_Zinc__Control,3.700743415417188e-17,1.5333773875846337,3.0,36.0,0.8472732569,37.0,-1.7700549266999999,38.0,0.9227816698,,
14,AB5075_Zinc__Zinc,0.17277094399999998,0.25773436805992145,2.0,39.0,-0.0094747754,40.0,0.3550166634,,,,
15,AB5075_biofilm+abx__planktonic,-7.401486830834377e-17,1.8129141695790083,3.0,41.0,2.0794911586,42.0,-0.8313105121000001,44.0,-1.2481806465,,
