,-0.11607142857142858,-0.09821428571428573,-0.08035714285714288,-0.06250000000000003,-0.04464285714285718,-0.02678571428571433,-0.00892857142857148,0.008928571428571369,0.02678571428571422,0.04464285714285707,0.06249999999999992,0.08035714285714277,0.09821428571428562,0.11607142857142846,0.1339285714285713,0.15178571428571416,0.169642857142857,0.18749999999999986,0.2053571428571427,0.22321428571428556
thresh,-0.125,0.125,1,,,,,,,,,,,,,,,,,
unreg,0,0,2,5,47,258,1666,1616,260,27,1,3,2,0,1,3,2,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ABUW_1344'],['ABUW_1345' 'ABUW_1792' 'ABUW_3583'],['cydB' 'cydA'],['ABUW_1796'],['ybgT'],[]
