,new_3823159_3823531_c
LBexp_1,7.8167
LBexp_2,7.3566
LBexp_3,7.5494
LBtran_1,12.1029
LBtran_2,14.3098
LBtran_3,14.8025
LBstat_1,10.988
LBstat_2,11.3284
LBstat_3,10.8971
LBGexp_1,7.7268
LBGexp_2,8.0628
LBGexp_3,7.974
LBGtran_2,12.1248
LBGtran_3,12.5723
LBGstat_1,12.5882
LBGstat_2,11.525500000000001
LBGstat_3,10.6096
S0_1,11.7284
S0_2,11.763
S0_3,12.2119
S1_1,7.451
S1_2,7.3972
S1_3,7.4698
S2_1,7.813
S2_2,7.2620000000000005
S2_3,7.3068
S3_1,8.3008
S3_2,7.1622
S4_1,7.9053
S4_2,7.2872
S4_3,7.2164
S5_1,7.7429
S5_2,7.4399
S5_3,7.8047
S6_1,8.7783
S6_2,7.7782
S6_3,8.4918
S6/t_1,8.8939
S6/t_2,8.0666
S6_4,8.3715
S6_5,8.6898
S6_6,8.4973
S7_4,9.5744
S7_5,9.387
S7_6,9.6387
S8_4,9.1508
S8_5,9.7701
G135_1,7.8377
G135_3,7.6484
G150_1,7.4538
G150_2,7.7194
G150_3,7.6597
G180_1,7.5783000000000005
G180_2,7.5414
G180_3,7.1882
C30_1,9.2824
C30_2,9.4629
C90_1,8.9485
C90_2,7.1758
BI_1,11.1287
BI_2,11.3522
BC_2,7.0532
BC/t_1,7.6576
BC/t_2,9.2206
BC_1,7.2786
Sw_1,7.5504999999999995
Sw_2,7.0941
BT_1,9.4731
BT_2,8.3455
B36_1,7.6461
B36_2,7.7822
B60_1,7.4001
B60_2,7.8658
M9exp_1,7.384
M9exp_2,7.3334
M9exp_3,7.1981
M9tran_1,7.2612
M9tran_2,7.4046
M9tran_3,7.2883
M9stat_1,7.9019
M9stat_2,7.8562
M9stat_3,7.7223
M+G_1,9.6136
M+G_2,7.2501
M+G_3,7.3712
Glu_1,7.9393
Glu_2,7.2414
Glu_3,7.4095
Fru_1,7.3734
Fru_2,7.6184
Fru_3,7.458
Mal_1,6.9653
Mal_2,7.3496
Mal_3,7.1491
G+S_2,7.5699000000000005
G+S_3,7.8477
Pyr_1,8.2121
Pyr_2,7.8084
Pyr_3,8.1024
Gly_1,7.7289
Gly_2,7.4185
Gly_3,7.9012
Glucon_1,8.7166
Glucon_2,7.8823
Glucon_3,8.1369
aero_1,7.7282
aero_2,7.3444
aero_3,7.3591
nit_1,13.5194
nit_2,13.3239
nit_3,12.7449
ferm_1,11.7537
ferm_2,12.3255
ferm_3,12.4893
T-5.40H_1,7.052
T-4.40H_1,7.3554
T-3.40H_1,7.2977
T-2.40H_1,7.1342
T-1.40H_1,7.2854
T-1.10H_1,6.87
T-0.40H_1,7.2844
T0.0H_1,6.9477
T0.30H_1,8.0308
T1.0H_1,7.642
T1.30H_1,7.9016
T2.0H_1,7.9844
T2.30H_1,7.4586
T3.0H_1,7.3483
T3.30H_1,7.6992
T4.0H_1,7.3069
T5.0H_1,7.5277
HPh_1,8.0746
HPh_2,7.607
HPh_3,8.0514
LPh_1,7.8239
LPh_2,7.7003
LPh_3,8.0051
LPhT_1,7.7877
LPhT_2,7.4065
LPhT_3,7.5946
SMMPr_1,6.9317
SMMPr_2,7.0688
SMMPr_3,7.19
HiTm_1,7.3528
HiTm_2,7.1086
HiTm_3,7.2472
LoTm_1,7.8507
LoTm_2,7.6608
LoTm_3,7.8254
HiOs_1,7.3451
HiOs_2,7.619
HiOs_3,7.5031
BMM_1,7.1249
BMM_2,7.1514
BMM_3,7.3734
Heat_1,7.6831
Heat_2,7.2657
Heat_3,7.7471
Cold_1,7.6414
Cold_2,7.5503
Cold_3,7.5869
Etha_1,7.5638000000000005
Etha_2,7.7009
Etha_3,7.3478
SMM_1,7.3137
SMM_2,7.0198
SMM_3,7.1437
Salt_1,7.4674
Salt_2,7.3555
Salt_3,7.4994
Mt0_1,7.5738
Mt0_3,7.2788
M0t45_1,13.8494
M0t45_2,7.5007
M0t45_3,14.1966
M0t90_1,8.3129
M0t90_2,10.1715
M0t90_3,8.7984
M40t45_1,13.2181
M40t45_2,12.7419
M40t45_3,13.9437
M40t90_1,8.3696
M40t90_2,9.5625
M40t90_3,9.2381
dia0_1,7.5398
dia0_2,7.6267
dia0_3,7.374
dia5_1,8.4292
dia5_2,7.6169
dia5_3,7.5217
dia15_1,7.8768
dia15_2,8.6631
dia15_3,7.9107
Diami_1,7.8566
Diami_2,7.4886
Diami_3,7.9049
Paraq_1,8.144
Paraq_2,8.3599
Paraq_3,7.6422
H2O2_1,7.8803
H2O2_2,8.3805
H2O2_3,8.2387
Oxctl_1,8.2477
Oxctl_2,8.0521
Oxctl_3,8.4717
GM-0.1_1,7.0675
GM-0.2_1,7.5783000000000005
GM+5_1,6.9917
GM+15_1,7.0609
GM+25_1,7.1422
GM+45_1,7.2836
GM+60_1,7.1595
GM+90_1,7.2600999999999996
GM+120_1,7.7643
GM+150_1,7.4921
GM-0.1_2,6.8488
GM-0.2_2,7.4726
GM+5_2,6.6559
GM+10_2,6.8609
GM+15_2,7.4469
GM+25_2,7.1616
GM+45_2,6.6939
GM+60_2,7.125
GM+90_2,7.7819
GM+150_2,10.7212
GM-0.1_3,7.3102
GM-0.2_3,6.9517
GM+5_3,7.0073
GM+10_3,6.7828
GM+15_3,7.0955
GM+25_3,7.4457
GM+45_3,7.7467
GM+60_3,7.4386
GM+90_3,7.5286
GM+120_3,8.1801
GM+150_3,7.1716
MG-0.1_1,6.9609000000000005
MG+5_1,7.3301
MG+10_1,7.2636
MG+15_1,7.2237
MG+25_1,7.3271
MG+45_1,7.2982
MG+120_1,7.2091
MG+150_1,7.2483
MG-0.1_2,6.5699000000000005
MG-0.2_2,6.8307
MG+5_2,6.694
MG+10_2,6.9414
MG+15_2,7.7363
MG+25_2,7.0237
MG+45_2,7.0609
MG+60_2,7.235
MG+90_2,6.6168
MG+120_2,7.1366
MG-0.1_3,7.3781
MG-0.2_3,7.4919
MG+5_3,7.6358
MG+10_3,7.3513
MG+15_3,7.4518
MG+25_3,7.2637
MG+45_3,7.1363
MG+60_3,7.3967
MG+90_3,7.0124
MG+120_3,7.0676
MG+150_3,7.2461
